"Status","Year","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","SEO/HEO","HEO","Female","1570","[c]","33380","33300"
"Leaver CS","2022","White","SEO/HEO","HEO","Male","1635","[c]","34150","33450"
"Leaver CS","2022","White","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","SEO","Female","1280","[c]","41400","40510"
"Leaver CS","2022","White","SEO/HEO","SEO","Male","1290","[c]","42630","41140"
"Leaver CS","2022","White","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Female","770","[c]","36120","28200"
"Leaver CS","2022","White","Unknown","Unknown","Male","350","[c]","37850","39000"
"Leaver CS","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","AA","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","AO","Female","205","[c]","22030","21300"
"Leaver Dept.","2022","Asian","AA/AO","AO","Male","170","[c]","21730","21260"
"Leaver Dept.","2022","Asian","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","EO","Female","450","[c]","27470","27570"
"Leaver Dept.","2022","Asian","EO","EO","Male","330","[c]","27760","27570"
"Leaver Dept.","2022","Asian","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","G6","Female","40","[c]","69500","67820"
"Leaver Dept.","2022","Asian","G6/G7","G6","Male","35","[c]","75240","66780"
"Leaver Dept.","2022","Asian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","G7","Female","135","[c]","53810","53600"
"Leaver Dept.","2022","Asian","G6/G7","G7","Male","110","[c]","54560","54080"
"Leaver Dept.","2022","Asian","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS level","SCS level","Female","60","[c]","102440","99720"
"Leaver Dept.","2022","Asian","SCS level","SCS level","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","HEO","Female","290","[c]","32900","32960"
"Leaver Dept.","2022","Asian","SEO/HEO","HEO","Male","190","[c]","33390","33300"
"Leaver Dept.","2022","Asian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","SEO","Female","180","[c]","40430","40070"
"Leaver Dept.","2022","Asian","SEO/HEO","SEO","Male","145","[c]","40590","40230"
"Leaver Dept.","2022","Asian","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","AO","Female","105","[c]","22100","21260"
"Leaver Dept.","2022","Black","AA/AO","AO","Male","50","[c]","22670","21680"
"Leaver Dept.","2022","Black","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","EO","Female","285","[c]","27950","27570"
"Leaver Dept.","2022","Black","EO","EO","Male","100","[c]","27750","27570"
"Leaver Dept.","2022","Black","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","G7","Female","80","[c]","52870","52610"
"Leaver Dept.","2022","Black","G6/G7","G7","Male","40","[c]","53440","52610"
"Leaver Dept.","2022","Black","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","HEO","Female","185","[c]","33030","32330"
"Leaver Dept.","2022","Black","SEO/HEO","HEO","Male","90","[c]","32940","32650"
"Leaver Dept.","2022","Black","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","SEO","Female","155","[c]","40490","40070"
"Leaver Dept.","2022","Black","SEO/HEO","SEO","Male","55","[c]","40470","40470"
"Leaver Dept.","2022","Black","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","AO","Female","40","[c]","21450","21260"
"Leaver Dept.","2022","Mixed","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","EO","EO","Female","110","[c]","27420","27570"
"Leaver Dept.","2022","Mixed","EO","EO","Male","55","[c]","27630","27570"
"Leaver Dept.","2022","Mixed","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","G7","Female","55","[c]","54230","54070"
"Leaver Dept.","2022","Mixed","G6/G7","G7","Male","40","[c]","53380","53380"
"Leaver Dept.","2022","Mixed","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO/HEO","HEO","Female","90","[c]","32800","32330"
"Leaver Dept.","2022","Mixed","SEO/HEO","HEO","Male","65","[c]","32980","33300"
"Leaver Dept.","2022","Mixed","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO/HEO","SEO","Female","70","[c]","40710","40770"
"Leaver Dept.","2022","Mixed","SEO/HEO","SEO","Male","40","[c]","39880","40070"
"Leaver Dept.","2022","Mixed","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","EO","Female","35","[c]","27060","27570"
"Leaver Dept.","2022","Other ethnicity","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","AO","Female","50","[c]","21620","21640"
"Leaver Dept.","2022","Undeclared","AA/AO","AO","Male","60","[c]","22100","21260"
"Leaver Dept.","2022","Undeclared","EO","EO","Female","90","[c]","27220","27570"
"Leaver Dept.","2022","Undeclared","EO","EO","Male","80","[c]","26650","27570"
"Leaver Dept.","2022","Undeclared","G6/G7","G6","Female","40","[c]","68440","65950"
"Leaver Dept.","2022","Undeclared","G6/G7","G6","Male","35","[c]","69770","67870"
"Leaver Dept.","2022","Undeclared","G6/G7","G7","Female","115","[c]","53670","52980"
"Leaver Dept.","2022","Undeclared","G6/G7","G7","Male","95","[c]","54510","54220"
"Leaver Dept.","2022","Undeclared","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","HEO","Female","125","[c]","32810","33250"
"Leaver Dept.","2022","Undeclared","SEO/HEO","HEO","Male","115","[c]","32610","32170"
"Leaver Dept.","2022","Undeclared","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","SEO","Female","110","[c]","39740","40070"
"Leaver Dept.","2022","Undeclared","SEO/HEO","SEO","Male","100","[c]","41030","40630"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AO","Female","325","[c]","21860","21260"
"Leaver Dept.","2022","Unknown","AA/AO","AO","Male","235","[c]","21500","21130"
"Leaver Dept.","2022","Unknown","EO","EO","Female","425","[c]","27390","27570"
"Leaver Dept.","2022","Unknown","EO","EO","Male","285","[c]","27560","27570"
"Leaver Dept.","2022","Unknown","G6/G7","G6","Female","135","[c]","67130","64500"
"Leaver Dept.","2022","Unknown","G6/G7","G6","Male","135","[c]","69620","66720"
"Leaver Dept.","2022","Unknown","G6/G7","G7","Female","290","[c]","54300","54650"
"Leaver Dept.","2022","Unknown","G6/G7","G7","Male","295","[c]","54880","54700"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","Female","75","[c]","90290","84020"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","Male","80","[c]","89600","84950"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","Female","715","[c]","32170","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","Male","615","[c]","32390","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","Female","275","[c]","40770","40600"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","Male","255","[c]","40880","40600"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2022","White","AA/AO","AA","Female","100","[c]","19670","19520"
"Leaver Dept.","2022","White","AA/AO","AA","Male","60","[c]","19760","19150"
"Leaver Dept.","2022","White","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","AA/AO","AO","Female","1130","[c]","21440","21260"
"Leaver Dept.","2022","White","AA/AO","AO","Male","660","[c]","21620","21260"
"Leaver Dept.","2022","White","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","EO","EO","Female","1825","[c]","26690","27570"
"Leaver Dept.","2022","White","EO","EO","Male","1160","[c]","26750","27570"
"Leaver Dept.","2022","White","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","G6/G7","G6","Female","470","[c]","68700","66440"
"Leaver Dept.","2022","White","G6/G7","G6","Male","385","[c]","68650","66930"
"Leaver Dept.","2022","White","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","G6/G7","G7","Female","1235","[c]","53490","53230"
"Leaver Dept.","2022","White","G6/G7","G7","Male","925","[c]","54080","53600"
"Leaver Dept.","2022","White","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","SCS level","SCS level","Female","280","[c]","97830","93740"
"Leaver Dept.","2022","White","SCS level","SCS level","Male","260","[c]","98400","95000"
"Leaver Dept.","2022","White","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","SEO/HEO","HEO","Female","1730","[c]","32210","32310"
"Leaver Dept.","2022","White","SEO/HEO","HEO","Male","1135","[c]","32810","32350"
"Leaver Dept.","2022","White","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","SEO/HEO","SEO","Female","1405","[c]","39870","40070"
"Leaver Dept.","2022","White","SEO/HEO","SEO","Male","850","[c]","40410","40350"
"Leaver Dept.","2022","White","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","AA","Female","60","[c]","20800","21050"
"New entrant CS","2022","Asian","AA/AO","AA","Male","55","[c]","20770","21050"
"New entrant CS","2022","Asian","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","AO","Female","810","[c]","21900","21260"
"New entrant CS","2022","Asian","AA/AO","AO","Male","725","[c]","22160","21260"
"New entrant CS","2022","Asian","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","EO","Female","910","[c]","27670","27570"
"New entrant CS","2022","Asian","EO","EO","Male","815","[c]","27800","27570"
"New entrant CS","2022","Asian","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","G6","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","G7","Female","135","[c]","53550","53050"
"New entrant CS","2022","Asian","G6/G7","G7","Male","125","[c]","55270","53360"
"New entrant CS","2022","Asian","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","HEO","Female","400","[c]","33210","33080"
"New entrant CS","2022","Asian","SEO/HEO","HEO","Male","370","[c]","33230","33080"
"New entrant CS","2022","Asian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","SEO","Female","195","[c]","40430","40070"
"New entrant CS","2022","Asian","SEO/HEO","SEO","Male","185","[c]","40530","40180"
"New entrant CS","2022","Asian","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","Female","185","[c]","26900","24770"
"New entrant CS","2022","Asian","Unknown","Unknown","Male","80","[c]","30300","27060"
"New entrant CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","AA","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","AA","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","AO","Female","390","[c]","22820","21260"
"New entrant CS","2022","Black","AA/AO","AO","Male","240","[c]","23820","21260"
"New entrant CS","2022","Black","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","EO","Female","575","[c]","28470","27680"
"New entrant CS","2022","Black","EO","EO","Male","295","[c]","27830","27570"
"New entrant CS","2022","Black","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","G7","Female","60","[c]","53700","53360"
"New entrant CS","2022","Black","G6/G7","G7","Male","45","[c]","53640","53130"
"New entrant CS","2022","Black","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","HEO","Female","205","[c]","33490","33080"
"New entrant CS","2022","Black","SEO/HEO","HEO","Male","150","[c]","33280","33080"
"New entrant CS","2022","Black","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","SEO","Female","110","[c]","39990","40060"
"New entrant CS","2022","Black","SEO/HEO","SEO","Male","110","[c]","41120","40170"
"New entrant CS","2022","Black","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","Female","320","[c]","29740","27980"
"New entrant CS","2022","Black","Unknown","Unknown","Male","150","[c]","31530","29670"
"New entrant CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","AA/AO","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","AA/AO","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","AA/AO","AO","Female","270","[c]","22510","21260"
"New entrant CS","2022","Mixed","AA/AO","AO","Male","180","[c]","22940","21300"
"New entrant CS","2022","Mixed","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","EO","EO","Female","275","[c]","27230","27570"
"New entrant CS","2022","Mixed","EO","EO","Male","185","[c]","27480","27500"
"New entrant CS","2022","Mixed","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","G7","Female","60","[c]","52950","53100"
"New entrant CS","2022","Mixed","G6/G7","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","HEO","Female","165","[c]","33070","33080"
"New entrant CS","2022","Mixed","SEO/HEO","HEO","Male","100","[c]","32860","33080"
"New entrant CS","2022","Mixed","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","SEO","Female","60","[c]","40350","40070"
"New entrant CS","2022","Mixed","SEO/HEO","SEO","Male","45","[c]","39950","39660"
"New entrant CS","2022","Mixed","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","Female","165","[c]","28490","24800"
"New entrant CS","2022","Mixed","Unknown","Unknown","Male","45","[c]","30020","27060"
"New entrant CS","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","AO","Female","80","[c]","22760","21260"
"New entrant CS","2022","Other ethnicity","AA/AO","AO","Male","50","[c]","24450","22690"
"New entrant CS","2022","Other ethnicity","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","EO","EO","Female","70","[c]","27710","27570"
"New entrant CS","2022","Other ethnicity","EO","EO","Male","50","[c]","28040","27570"
"New entrant CS","2022","Other ethnicity","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","HEO","Female","30","[c]","33140","32790"
"New entrant CS","2022","Other ethnicity","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","AO","Female","105","[c]","21840","21260"
"New entrant CS","2022","Undeclared","AA/AO","AO","Male","115","[c]","22460","21260"
"New entrant CS","2022","Undeclared","EO","EO","Female","90","[c]","27390","27570"
"New entrant CS","2022","Undeclared","EO","EO","Male","140","[c]","27690","27570"
"New entrant CS","2022","Undeclared","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","G7","Male","55","[c]","54070","54110"
"New entrant CS","2022","Undeclared","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","HEO","Female","50","[c]","32750","32790"
"New entrant CS","2022","Undeclared","SEO/HEO","HEO","Male","100","[c]","32100","32410"
"New entrant CS","2022","Undeclared","SEO/HEO","SEO","Female","35","[c]","39960","40060"
"New entrant CS","2022","Undeclared","SEO/HEO","SEO","Male","70","[c]","40210","39210"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Female","75","[c]","29740","28200"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Male","60","[c]","33550","29920"
"New entrant CS","2022","Unknown","AA/AO","AA","Female","860","[c]","20680","20890"
"New entrant CS","2022","Unknown","AA/AO","AA","Male","715","[c]","20940","20890"
"New entrant CS","2022","Unknown","AA/AO","AO","Female","3565","[c]","22220","21260"
