"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","East Midlands (England)","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Nottingham","Heterosexual / straight","35","30","41730","38550"
"In post","2022","Commercial","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Nottingham","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","West Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Heterosexual / straight","35","35","33540","33150"
"In post","2022","Commercial","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Central Bedfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Hertfordshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Heterosexual / straight","50","50","36190","38330"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Unknown","15","10","[c]","[c]"
"In post","2022","Commercial","East of England","Peterborough","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Commercial","East of England","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Peterborough","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","West Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barnet","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","London","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Bexley and Greenwich","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Brent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Croydon","Heterosexual / straight","80","80","44820","43350"
"In post","2022","Commercial","London","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Croydon","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","London","Croydon","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","London","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","London","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Tower Hamlets","Heterosexual / straight","45","45","43530","41950"
"In post","2022","Commercial","London","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Tower Hamlets","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","London","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Westminster","Heterosexual / straight","515","505","48340","42670"
"In post","2022","Commercial","London","Westminster","LGBO","50","45","45320","42370"
"In post","2022","Commercial","London","Westminster","Undeclared","130","130","47950","43610"
"In post","2022","Commercial","London","Westminster","Unknown","115","110","46690","41750"
"In post","2022","Commercial","North East (England)","Darlington","Heterosexual / straight","60","55","38090","36500"
"In post","2022","Commercial","North East (England)","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Darlington","Undeclared","[c]","[c]","[c]","[c]"
