"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care","SEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
