"Status","Year","Disability","Function_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Digital, Data & Technology","East Midlands (England)","Outside London","50","50","33290","31860"
"In post","2022","Declared disabled","Digital, Data & Technology","East of England","Outside London","85","80","34820","33130"
"In post","2022","Declared disabled","Digital, Data & Technology","London","London","380","370","46230","41750"
"In post","2022","Declared disabled","Digital, Data & Technology","North East (England)","Outside London","195","185","39240","35870"
"In post","2022","Declared disabled","Digital, Data & Technology","North West (England)","Outside London","290","275","39710","34330"
"In post","2022","Declared disabled","Digital, Data & Technology","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Scotland","Outside London","90","85","35000","33080"
"In post","2022","Declared disabled","Digital, Data & Technology","South East (England)","Outside London","150","145","35000","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","South West (England)","Outside London","375","355","36560","34210"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Wales","Outside London","130","125","39190","36840"
"In post","2022","Declared disabled","Digital, Data & Technology","West Midlands (England)","Outside London","115","110","38000","35170"
"In post","2022","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","Outside London","135","130","38860","35310"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Outside London","40","35","34460","33370"
"In post","2022","Declared disabled","Finance","East of England","Outside London","30","30","34080","30760"
"In post","2022","Declared disabled","Finance","London","London","250","245","47320","42680"
"In post","2022","Declared disabled","Finance","North East (England)","Outside London","70","65","36430","31990"
"In post","2022","Declared disabled","Finance","North West (England)","Outside London","175","160","34270","33080"
"In post","2022","Declared disabled","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Outside London","75","65","27840","22080"
"In post","2022","Declared disabled","Finance","South East (England)","Outside London","85","80","35210","33630"
"In post","2022","Declared disabled","Finance","South West (England)","Outside London","120","115","37630","33300"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Outside London","75","70","39160","36340"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Outside London","180","160","33750","30810"
"In post","2022","Declared disabled","Grants Management","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North East (England)","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North West (England)","Outside London","75","65","23930","21300"
"In post","2022","Declared disabled","Grants Management","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South West (England)","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","West Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Yorkshire and The Humber","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Outside London","90","85","34470","33370"
"In post","2022","Declared disabled","Human Resources","East of England","Outside London","45","40","40750","35470"
"In post","2022","Declared disabled","Human Resources","London","London","425","410","46410","40910"
"In post","2022","Declared disabled","Human Resources","North East (England)","Outside London","130","115","30920","27570"
"In post","2022","Declared disabled","Human Resources","North West (England)","Outside London","225","215","35340","32200"
"In post","2022","Declared disabled","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Scotland","Outside London","120","110","30530","26820"
"In post","2022","Declared disabled","Human Resources","South East (England)","Outside London","105","95","34630","31740"
"In post","2022","Declared disabled","Human Resources","South West (England)","Outside London","150","140","36160","33300"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Wales","Outside London","85","80","35350","32550"
"In post","2022","Declared disabled","Human Resources","West Midlands (England)","Outside London","75","70","37220","33370"
"In post","2022","Declared disabled","Human Resources","Yorkshire and The Humber","Outside London","145","140","38840","36050"
"In post","2022","Declared disabled","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","East Midlands (England)","Outside London","80","75","37160","33310"
"In post","2022","Declared disabled","Legal","East of England","Outside London","60","55","40750","34190"
"In post","2022","Declared disabled","Legal","London","London","450","420","50640","51990"
"In post","2022","Declared disabled","Legal","North East (England)","Outside London","50","45","36770","28920"
"In post","2022","Declared disabled","Legal","North West (England)","Outside London","165","150","37820","32050"
"In post","2022","Declared disabled","Legal","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Scotland","Outside London","55","55","51070","53000"
"In post","2022","Declared disabled","Legal","South East (England)","Outside London","95","85","42700","40000"
"In post","2022","Declared disabled","Legal","South West (England)","Outside London","55","50","43000","40180"
"In post","2022","Declared disabled","Legal","Wales","Outside London","40","40","41460","40970"
"In post","2022","Declared disabled","Legal","West Midlands (England)","Outside London","70","65","43730","48080"
"In post","2022","Declared disabled","Legal","Yorkshire and The Humber","Outside London","90","85","38700","33340"
"In post","2022","Declared disabled","No function","East Midlands (England)","Outside London","2205","2005","28160","27570"
"In post","2022","Declared disabled","No function","East of England","Outside London","1795","1620","29120","27570"
"In post","2022","Declared disabled","No function","London","London","5275","5035","39190","33700"
"In post","2022","Declared disabled","No function","North East (England)","Outside London","2620","2290","26480","25120"
"In post","2022","Declared disabled","No function","North West (England)","Outside London","5130","4595","27450","27120"
"In post","2022","Declared disabled","No function","Northern Ireland","Outside London","160","145","30230","28050"
"In post","2022","Declared disabled","No function","Overseas","Overseas","130","130","49070","51930"
"In post","2022","Declared disabled","No function","Scotland","Outside London","2340","2085","28040","27570"
"In post","2022","Declared disabled","No function","South East (England)","Outside London","2865","2590","29140","27570"
"In post","2022","Declared disabled","No function","South West (England)","Outside London","2290","2060","29240","27570"
"In post","2022","Declared disabled","No function","Unknown","Unknown","85","75","29760","27570"
"In post","2022","Declared disabled","No function","Wales","Outside London","2555","2250","26540","24750"
"In post","2022","Declared disabled","No function","West Midlands (England)","Outside London","2935","2655","28570","27570"
"In post","2022","Declared disabled","No function","Yorkshire and The Humber","Outside London","2570","2300","29270","27570"
"In post","2022","Declared disabled","Project Delivery","East Midlands (England)","Outside London","60","60","37250","33870"
"In post","2022","Declared disabled","Project Delivery","East of England","Outside London","80","75","39560","40180"
"In post","2022","Declared disabled","Project Delivery","London","London","425","405","48500","43810"
"In post","2022","Declared disabled","Project Delivery","North East (England)","Outside London","125","115","39150","35340"
"In post","2022","Declared disabled","Project Delivery","North West (England)","Outside London","255","240","37910","35310"
"In post","2022","Declared disabled","Project Delivery","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Overseas","Overseas","55","55","55240","55060"
"In post","2022","Declared disabled","Project Delivery","Scotland","Outside London","125","120","38480","33930"
"In post","2022","Declared disabled","Project Delivery","South East (England)","Outside London","195","180","33610","33300"
"In post","2022","Declared disabled","Project Delivery","South West (England)","Outside London","1035","995","37340","35630"
"In post","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Wales","Outside London","65","60","41630","35660"
"In post","2022","Declared disabled","Project Delivery","West Midlands (England)","Outside London","90","85","36540","34660"
"In post","2022","Declared disabled","Project Delivery","Yorkshire and The Humber","Outside London","100","90","40150","35650"
"In post","2022","Declared disabled","Property","East Midlands (England)","Outside London","50","45","37300","33370"
"In post","2022","Declared disabled","Property","East of England","Outside London","60","55","34280","33300"
"In post","2022","Declared disabled","Property","London","London","145","140","44780","39530"
"In post","2022","Declared disabled","Property","North East (England)","Outside London","50","50","30640","26950"
"In post","2022","Declared disabled","Property","North West (England)","Outside London","65","60","35000","31900"
"In post","2022","Declared disabled","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","Scotland","Outside London","35","35","29930","29900"
"In post","2022","Declared disabled","Property","South East (England)","Outside London","90","85","36640","33300"
"In post","2022","Declared disabled","Property","South West (England)","Outside London","105","100","32530","27000"
"In post","2022","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Wales","Outside London","40","35","33430","30450"
"In post","2022","Declared disabled","Property","West Midlands (England)","Outside London","50","50","35770","32890"
"In post","2022","Declared disabled","Property","Yorkshire and The Humber","Outside London","80","75","38810","34000"
"In post","2022","Declared disabled","Security","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Security","East of England","Outside London","80","80","33930","33300"
"In post","2022","Declared disabled","Security","London","London","190","185","41610","38580"
"In post","2022","Declared disabled","Security","North East (England)","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Security","North West (England)","Outside London","30","30","31060","28740"
"In post","2022","Declared disabled","Security","Northern Ireland","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Scotland","Outside London","75","70","30330","26670"
"In post","2022","Declared disabled","Security","South East (England)","Outside London","155","150","31560","30890"
"In post","2022","Declared disabled","Security","South West (England)","Outside London","110","105","29090","26350"
"In post","2022","Declared disabled","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Wales","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands (England)","Outside London","35","35","32090","32510"
"In post","2022","Declared disabled","Security","Yorkshire and The Humber","Outside London","90","90","29820","27470"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Outside London","110","105","27220","22330"
"In post","2022","Declared disabled","Unknown","East of England","Outside London","285","265","27240","24890"
"In post","2022","Declared disabled","Unknown","London","London","1455","1370","39930","35070"
"In post","2022","Declared disabled","Unknown","North East (England)","Outside London","165","150","26240","21680"
"In post","2022","Declared disabled","Unknown","North West (England)","Outside London","730","670","28100","25040"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Outside London","85","80","25530","22580"
"In post","2022","Declared disabled","Unknown","Overseas","Overseas","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","Outside London","1495","1430","36600","31540"
"In post","2022","Declared disabled","Unknown","South East (England)","Outside London","630","600","30350","27370"
"In post","2022","Declared disabled","Unknown","South West (England)","Outside London","380","360","30410","26670"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","Outside London","460","430","36680","31370"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Outside London","245","230","29720","26930"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","Outside London","505","475","29090","25310"
"In post","2022","Declared non-disabled","Analysis","East Midlands (England)","Outside London","55","50","37150","33840"
"In post","2022","Declared non-disabled","Analysis","East of England","Outside London","250","240","33920","30220"
"In post","2022","Declared non-disabled","Analysis","London","London","2505","2435","50650","47500"
"In post","2022","Declared non-disabled","Analysis","North East (England)","Outside London","140","135","40260","36320"
"In post","2022","Declared non-disabled","Analysis","North West (England)","Outside London","355","345","39930","36710"
"In post","2022","Declared non-disabled","Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Scotland","Outside London","110","105","43460","37820"
"In post","2022","Declared non-disabled","Analysis","South East (England)","Outside London","715","680","40220","38070"
"In post","2022","Declared non-disabled","Analysis","South West (England)","Outside London","375","360","37660","36000"
"In post","2022","Declared non-disabled","Analysis","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Wales","Outside London","740","700","38130","36840"
"In post","2022","Declared non-disabled","Analysis","West Midlands (England)","Outside London","80","75","39920","38000"
"In post","2022","Declared non-disabled","Analysis","Yorkshire and The Humber","Outside London","345","325","43640","40300"
"In post","2022","Declared non-disabled","Commercial","East Midlands (England)","Outside London","75","70","38780","36200"
"In post","2022","Declared non-disabled","Commercial","East of England","Outside London","110","100","40120","38330"
"In post","2022","Declared non-disabled","Commercial","London","London","805","790","56810","50000"
"In post","2022","Declared non-disabled","Commercial","North East (England)","Outside London","40","40","44460","37960"
"In post","2022","Declared non-disabled","Commercial","North West (England)","Outside London","280","275","42130","38730"
"In post","2022","Declared non-disabled","Commercial","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Overseas","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Scotland","Outside London","170","165","37990","34710"
"In post","2022","Declared non-disabled","Commercial","South East (England)","Outside London","350","335","37440","34800"
"In post","2022","Declared non-disabled","Commercial","South West (England)","Outside London","1000","965","40990","39050"
"In post","2022","Declared non-disabled","Commercial","Unknown","Unknown","35","35","45980","49700"
"In post","2022","Declared non-disabled","Commercial","Wales","Outside London","235","220","34180","31040"
"In post","2022","Declared non-disabled","Commercial","West Midlands (England)","Outside London","165","160","37000","33370"
"In post","2022","Declared non-disabled","Commercial","Yorkshire and The Humber","Outside London","210","200","41190","36820"
"In post","2022","Declared non-disabled","Communications","East Midlands (England)","Outside London","380","370","30840","26820"
"In post","2022","Declared non-disabled","Communications","East of England","Outside London","50","50","33110","31290"
"In post","2022","Declared non-disabled","Communications","London","London","1395","1360","48530","43880"
"In post","2022","Declared non-disabled","Communications","North East (England)","Outside London","955","905","30420","26820"
"In post","2022","Declared non-disabled","Communications","North West (England)","Outside London","440","425","32810","29270"
"In post","2022","Declared non-disabled","Communications","Northern Ireland","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Scotland","Outside London","65","65","36800","35740"
"In post","2022","Declared non-disabled","Communications","South East (England)","Outside London","190","185","35080","33300"
"In post","2022","Declared non-disabled","Communications","South West (England)","Outside London","235","220","35990","33740"
"In post","2022","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Wales","Outside London","560","535","31560","26820"
"In post","2022","Declared non-disabled","Communications","West Midlands (England)","Outside London","325","320","31510","29000"
"In post","2022","Declared non-disabled","Communications","Yorkshire and The Humber","Outside London","385","370","33260","30330"
"In post","2022","Declared non-disabled","Counter Fraud","East Midlands (England)","Outside London","620","570","33660","31990"
"In post","2022","Declared non-disabled","Counter Fraud","East of England","Outside London","455","415","30010","29050"
"In post","2022","Declared non-disabled","Counter Fraud","London","London","2395","2255","37520","33440"
"In post","2022","Declared non-disabled","Counter Fraud","North East (England)","Outside London","750","695","30640","27570"
"In post","2022","Declared non-disabled","Counter Fraud","North West (England)","Outside London","1630","1520","33320","28920"
"In post","2022","Declared non-disabled","Counter Fraud","Northern Ireland","Outside London","280","270","33470","33080"
"In post","2022","Declared non-disabled","Counter Fraud","Scotland","Outside London","1310","1195","28970","27570"
"In post","2022","Declared non-disabled","Counter Fraud","South East (England)","Outside London","855","775","28890","27570"
"In post","2022","Declared non-disabled","Counter Fraud","South West (England)","Outside London","515","470","32290","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Wales","Outside London","700","645","29260","27570"
"In post","2022","Declared non-disabled","Counter Fraud","West Midlands (England)","Outside London","880","795","31150","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Outside London","965","885","32390","27570"
"In post","2022","Declared non-disabled","Debt","East Midlands (England)","Outside London","290","250","22880","21260"
"In post","2022","Declared non-disabled","Debt","East of England","Outside London","115","100","25760","25110"
"In post","2022","Declared non-disabled","Debt","London","London","280","250","29230","26400"
"In post","2022","Declared non-disabled","Debt","North East (England)","Outside London","595","515","22730","21260"
"In post","2022","Declared non-disabled","Debt","North West (England)","Outside London","500","450","23840","21260"
"In post","2022","Declared non-disabled","Debt","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Scotland","Outside London","760","680","23580","21250"
"In post","2022","Declared non-disabled","Debt","South East (England)","Outside London","45","35","28870","28920"
"In post","2022","Declared non-disabled","Debt","South West (England)","Outside London","110","95","22620","21260"
"In post","2022","Declared non-disabled","Debt","Unknown","Unknown","55","45","25490","25110"
"In post","2022","Declared non-disabled","Debt","Wales","Outside London","280","255","24250","21260"
"In post","2022","Declared non-disabled","Debt","West Midlands (England)","Outside London","595","525","23140","21260"
"In post","2022","Declared non-disabled","Debt","Yorkshire and The Humber","Outside London","630","540","23950","21260"
"In post","2022","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","Outside London","275","270","37360","33370"
"In post","2022","Declared non-disabled","Digital, Data & Technology","East of England","Outside London","535","515","35820","33390"
"In post","2022","Declared non-disabled","Digital, Data & Technology","London","London","2650","2605","49460","47590"
"In post","2022","Declared non-disabled","Digital, Data & Technology","North East (England)","Outside London","1635","1570","42000","37870"
"In post","2022","Declared non-disabled","Digital, Data & Technology","North West (England)","Outside London","1995","1930","41810","37000"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Northern Ireland","Outside London","50","50","34120","33080"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Overseas","55","55","31920","33070"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Scotland","Outside London","540","530","38320","33930"
"In post","2022","Declared non-disabled","Digital, Data & Technology","South East (England)","Outside London","895","865","37720","33370"
"In post","2022","Declared non-disabled","Digital, Data & Technology","South West (England)","Outside London","2700","2595","39050","38450"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","40","40","43320","40250"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Wales","Outside London","1350","1315","40420","38650"
"In post","2022","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","Outside London","870","845","39580","36050"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","Outside London","1075","1040","42520","38870"
"In post","2022","Declared non-disabled","Finance","East Midlands (England)","Outside London","210","200","37330","33370"
"In post","2022","Declared non-disabled","Finance","East of England","Outside London","235","225","38080","36010"
"In post","2022","Declared non-disabled","Finance","London","London","2005","1955","48940","43900"
"In post","2022","Declared non-disabled","Finance","North East (England)","Outside London","630","595","39250","35310"
"In post","2022","Declared non-disabled","Finance","North West (England)","Outside London","965","910","37590","35310"
"In post","2022","Declared non-disabled","Finance","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Overseas","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scotland","Outside London","635","560","29930","26120"
"In post","2022","Declared non-disabled","Finance","South East (England)","Outside London","730","695","37090","33300"
"In post","2022","Declared non-disabled","Finance","South West (England)","Outside London","940","900","39490","35290"
"In post","2022","Declared non-disabled","Finance","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Wales","Outside London","335","315","36110","32000"
"In post","2022","Declared non-disabled","Finance","West Midlands (England)","Outside London","590","570","39220","36510"
"In post","2022","Declared non-disabled","Finance","Yorkshire and The Humber","Outside London","1120","1040","37200","34290"
"In post","2022","Declared non-disabled","Grants Management","East Midlands (England)","Outside London","90","85","24430","21300"
"In post","2022","Declared non-disabled","Grants Management","East of England","Outside London","50","50","25000","21300"
"In post","2022","Declared non-disabled","Grants Management","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","North East (England)","Outside London","370","345","24440","21300"
"In post","2022","Declared non-disabled","Grants Management","North West (England)","Outside London","800","720","24130","21300"
"In post","2022","Declared non-disabled","Grants Management","South East (England)","Outside London","160","150","28300","25190"
"In post","2022","Declared non-disabled","Grants Management","South West (England)","Outside London","220","200","26460","25190"
