"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","Outside London","EO","EO","1150","1115","32270","27420"
"In post","2022","Security","Outside London","G6/G7","G6","50","50","67130","65020"
"In post","2022","Security","Outside London","G6/G7","G7","200","195","55130","54540"
"In post","2022","Security","Outside London","SCS level","SCS level","15","15","96070","88000"
"In post","2022","Security","Outside London","SEO/HEO","HEO","1125","1095","35580","33300"
"In post","2022","Security","Outside London","SEO/HEO","SEO","515","505","43450","40580"
"In post","2022","Security","Outside London","Unknown","Unknown","90","90","33940","34340"
"In post","2022","Security","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","EO","5","5","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","G7","25","25","54940","54500"
"In post","2022","Security","Overseas","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","HEO","95","95","33570","34150"
"In post","2022","Security","Overseas","SEO/HEO","SEO","20","20","43660","40580"
"In post","2022","Security","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","EO","15","15","25510","25100"
"In post","2022","Security","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO/HEO","HEO","25","25","33890","34550"
"In post","2022","Security","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Unknown","55","55","27820","27370"
"In post","2022","Unknown","London","AA/AO","AA","390","355","22420","22460"
"In post","2022","Unknown","London","AA/AO","AO","1655","1505","25470","25630"
"In post","2022","Unknown","London","EO","EO","4335","4045","29480","29030"
"In post","2022","Unknown","London","G6/G7","G6","1000","975","70510","68940"
"In post","2022","Unknown","London","G6/G7","G7","2470","2415","58600","57460"
"In post","2022","Unknown","London","SCS level","SCS level","425","415","89870","81610"
"In post","2022","Unknown","London","SEO/HEO","HEO","2955","2870","35750","35200"
"In post","2022","Unknown","London","SEO/HEO","SEO","2845","2790","43140","42170"
"In post","2022","Unknown","London","Unknown","Unknown","50","50","34260","29360"
"In post","2022","Unknown","Outside London","AA/AO","AA","3930","3680","20400","19810"
"In post","2022","Unknown","Outside London","AA/AO","AO","13000","12040","22320","21680"
"In post","2022","Unknown","Outside London","EO","EO","18535","17400","27020","26620"
"In post","2022","Unknown","Outside London","G6/G7","G6","2100","1990","72770","75340"
"In post","2022","Unknown","Outside London","G6/G7","G7","4485","4310","57140","57190"
"In post","2022","Unknown","Outside London","SCS level","SCS level","575","555","89310","83230"
"In post","2022","Unknown","Outside London","SEO/HEO","HEO","10775","10355","34000","33190"
"In post","2022","Unknown","Outside London","SEO/HEO","SEO","7345","7085","42990","41190"
"In post","2022","Unknown","Outside London","Unknown","Unknown","60","55","38190","34630"
"In post","2022","Unknown","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","AA/AO","AO","30","30","21820","21680"
"In post","2022","Unknown","Overseas","EO","EO","165","160","27640","27090"
"In post","2022","Unknown","Overseas","G6/G7","G6","35","35","76190","77010"
"In post","2022","Unknown","Overseas","G6/G7","G7","70","65","61850","61300"
"In post","2022","Unknown","Overseas","SCS level","SCS level","10","10","87070","80170"
"In post","2022","Unknown","Overseas","SEO/HEO","HEO","240","240","40630","41600"
"In post","2022","Unknown","Overseas","SEO/HEO","SEO","60","60","46700","44230"
"In post","2022","Unknown","Overseas","Unknown","Unknown","175","175","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","AO","20","20","22130","21380"
"In post","2022","Unknown","Unknown","EO","EO","40","35","27200","26670"
"In post","2022","Unknown","Unknown","G6/G7","G6","10","10","73830","68170"
"In post","2022","Unknown","Unknown","G6/G7","G7","10","10","53050","51140"
"In post","2022","Unknown","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","HEO","55","55","37640","37000"
"In post","2022","Unknown","Unknown","SEO/HEO","SEO","20","20","42300","42060"
"In post","2022","Unknown","Unknown","Unknown","Unknown","1775","1775","37390","34160"
"Leaver CS","2022","Analysis","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","AA/AO","AO","60","[c]","24050","23440"
"Leaver CS","2022","Analysis","London","EO","EO","35","[c]","27810","27680"
"Leaver CS","2022","Analysis","London","G6/G7","G6","20","[c]","77160","74740"
"Leaver CS","2022","Analysis","London","G6/G7","G7","55","[c]","57630","57110"
"Leaver CS","2022","Analysis","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","SEO/HEO","HEO","75","[c]","34910","34570"
"Leaver CS","2022","Analysis","London","SEO/HEO","SEO","25","[c]","43020","41720"
"Leaver CS","2022","Analysis","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","AA/AO","AO","65","[c]","20140","19610"
"Leaver CS","2022","Analysis","Outside London","EO","EO","30","[c]","26150","25000"
"Leaver CS","2022","Analysis","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","G6/G7","G7","25","[c]","51500","50420"
"Leaver CS","2022","Analysis","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","SEO/HEO","HEO","75","[c]","31720","30660"
"Leaver CS","2022","Analysis","Outside London","SEO/HEO","SEO","50","[c]","39750","38210"
"Leaver CS","2022","Analysis","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G6/G7","G6","20","[c]","82350","81400"
"Leaver CS","2022","Commercial","London","G6/G7","G7","55","[c]","62580","61710"
"Leaver CS","2022","Commercial","London","SCS level","SCS level","20","[c]","126700","126880"
"Leaver CS","2022","Commercial","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SEO/HEO","SEO","40","[c]","44610","44080"
"Leaver CS","2022","Commercial","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AA/AO","AO","15","[c]","21030","21300"
"Leaver CS","2022","Commercial","Outside London","EO","EO","45","[c]","25510","25990"
"Leaver CS","2022","Commercial","Outside London","G6/G7","G6","25","[c]","76530","71540"
"Leaver CS","2022","Commercial","Outside London","G6/G7","G7","50","[c]","56540","54350"
"Leaver CS","2022","Commercial","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","SEO/HEO","HEO","65","[c]","33300","33300"
"Leaver CS","2022","Commercial","Outside London","SEO/HEO","SEO","80","[c]","39670","39640"
"Leaver CS","2022","Commercial","Outside London","Unknown","Unknown","10","[c]","44710","42870"
"Leaver CS","2022","Commercial","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G6/G7","G7","20","[c]","64420","65000"
"Leaver CS","2022","Commercial","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AA/AO","AO","15","[c]","22770","23330"
"Leaver CS","2022","Communications","London","EO","EO","40","[c]","28340","28500"
"Leaver CS","2022","Communications","London","G6/G7","G6","25","[c]","66440","66230"
"Leaver CS","2022","Communications","London","G6/G7","G7","40","[c]","55800","54700"
"Leaver CS","2022","Communications","London","SCS level","SCS level","15","[c]","91340","91840"
"Leaver CS","2022","Communications","London","SEO/HEO","HEO","75","[c]","35180","34600"
"Leaver CS","2022","Communications","London","SEO/HEO","SEO","65","[c]","42610","41900"
"Leaver CS","2022","Communications","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","AA/AO","AO","10","[c]","20090","20260"
"Leaver CS","2022","Communications","Outside London","EO","EO","35","[c]","26480","26590"
"Leaver CS","2022","Communications","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","SEO/HEO","HEO","35","[c]","34310","33300"
"Leaver CS","2022","Communications","Outside London","SEO/HEO","SEO","25","[c]","40490","39850"
"Leaver CS","2022","Communications","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","EO","EO","20","[c]","29720","30330"
"Leaver CS","2022","Counter Fraud","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","SEO/HEO","HEO","15","[c]","35360","34500"
"Leaver CS","2022","Counter Fraud","London","SEO/HEO","SEO","10","[c]","41680","40730"
"Leaver CS","2022","Counter Fraud","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","AA/AO","AO","90","[c]","21460","21260"
"Leaver CS","2022","Counter Fraud","Outside London","EO","EO","135","[c]","27620","27570"
"Leaver CS","2022","Counter Fraud","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","SEO/HEO","HEO","30","[c]","34860","34290"
"Leaver CS","2022","Counter Fraud","Outside London","SEO/HEO","SEO","15","[c]","41110","40670"
"Leaver CS","2022","Counter Fraud","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","AA/AO","AO","190","[c]","21310","21260"
"Leaver CS","2022","Debt","Outside London","EO","EO","20","[c]","27510","27570"
"Leaver CS","2022","Debt","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","AA/AO","AO","30","[c]","21510","22610"
"Leaver CS","2022","Digital, Data & Technology","London","EO","EO","40","[c]","28730","28910"
"Leaver CS","2022","Digital, Data & Technology","London","G6/G7","G6","40","[c]","70040","70880"
"Leaver CS","2022","Digital, Data & Technology","London","G6/G7","G7","125","[c]","56890","54730"
"Leaver CS","2022","Digital, Data & Technology","London","SCS level","SCS level","20","[c]","103490","102010"
"Leaver CS","2022","Digital, Data & Technology","London","SEO/HEO","HEO","75","[c]","34820","34520"
"Leaver CS","2022","Digital, Data & Technology","London","SEO/HEO","SEO","60","[c]","42840","41980"
"Leaver CS","2022","Digital, Data & Technology","Outside London","AA/AO","AA","25","[c]","18630","17900"
"Leaver CS","2022","Digital, Data & Technology","Outside London","AA/AO","AO","55","[c]","21750","21170"
"Leaver CS","2022","Digital, Data & Technology","Outside London","EO","EO","180","[c]","27170","26820"
"Leaver CS","2022","Digital, Data & Technology","Outside London","G6/G7","G6","50","[c]","67700","67760"
"Leaver CS","2022","Digital, Data & Technology","Outside London","G6/G7","G7","170","[c]","54220","53440"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SEO/HEO","HEO","220","[c]","33790","33300"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SEO/HEO","SEO","245","[c]","41210","40390"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","EO","EO","10","[c]","26230","26350"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G6/G7","G7","10","[c]","56180","54500"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","HEO","15","[c]","33780","33950"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","SEO","15","[c]","43580","40880"
"Leaver CS","2022","Finance","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","EO","25","[c]","29080","29000"
"Leaver CS","2022","Finance","London","G6/G7","G6","15","[c]","70310","68500"
"Leaver CS","2022","Finance","London","G6/G7","G7","25","[c]","55790","57220"
"Leaver CS","2022","Finance","London","SCS level","SCS level","10","[c]","93570","96400"
"Leaver CS","2022","Finance","London","SEO/HEO","HEO","45","[c]","35090","34340"
"Leaver CS","2022","Finance","London","SEO/HEO","SEO","30","[c]","42940","42100"
"Leaver CS","2022","Finance","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","AA/AO","AO","55","[c]","22000","21490"
"Leaver CS","2022","Finance","Outside London","EO","EO","65","[c]","25880","26400"
"Leaver CS","2022","Finance","Outside London","G6/G7","G6","15","[c]","67410","66710"
"Leaver CS","2022","Finance","Outside London","G6/G7","G7","50","[c]","53300","52370"
"Leaver CS","2022","Finance","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","SEO/HEO","HEO","60","[c]","34170","33300"
"Leaver CS","2022","Finance","Outside London","SEO/HEO","SEO","70","[c]","42270","40820"
"Leaver CS","2022","Finance","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","AA/AO","AO","90","[c]","21180","21300"
"Leaver CS","2022","Grants Management","Outside London","EO","EO","45","[c]","25610","25830"
"Leaver CS","2022","Grants Management","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","SEO/HEO","HEO","15","[c]","31210","31900"
"Leaver CS","2022","Grants Management","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AA/AO","AO","15","[c]","23910","23780"
"Leaver CS","2022","Human Resources","London","EO","EO","70","[c]","27200","27520"
"Leaver CS","2022","Human Resources","London","G6/G7","G6","20","[c]","68510","67630"
"Leaver CS","2022","Human Resources","London","G6/G7","G7","30","[c]","56120","54850"
"Leaver CS","2022","Human Resources","London","SCS level","SCS level","10","[c]","92460","87400"
"Leaver CS","2022","Human Resources","London","SEO/HEO","HEO","45","[c]","34350","34550"
"Leaver CS","2022","Human Resources","London","SEO/HEO","SEO","45","[c]","42290","41350"
"Leaver CS","2022","Human Resources","Outside London","AA/AO","AA","10","[c]","19360","19560"
"Leaver CS","2022","Human Resources","Outside London","AA/AO","AO","110","[c]","21460","21170"
"Leaver CS","2022","Human Resources","Outside London","EO","EO","100","[c]","26480","27520"
"Leaver CS","2022","Human Resources","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","G6/G7","G7","30","[c]","51730","52670"
"Leaver CS","2022","Human Resources","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","SEO/HEO","HEO","75","[c]","32880","33300"
"Leaver CS","2022","Human Resources","Outside London","SEO/HEO","SEO","65","[c]","41460","40540"
"Leaver CS","2022","Human Resources","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","AA/AO","AO","40","[c]","22770","23770"
"Leaver CS","2022","Legal","London","EO","EO","50","[c]","28500","27350"
"Leaver CS","2022","Legal","London","G6/G7","G6","60","[c]","70210","68900"
"Leaver CS","2022","Legal","London","G6/G7","G7","135","[c]","54460","53200"
"Leaver CS","2022","Legal","London","SCS level","SCS level","25","[c]","96790","93840"
"Leaver CS","2022","Legal","London","SEO/HEO","HEO","25","[c]","37890","40000"
"Leaver CS","2022","Legal","London","SEO/HEO","SEO","15","[c]","38330","37230"
"Leaver CS","2022","Legal","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","AA/AO","AO","105","[c]","21970","22200"
"Leaver CS","2022","Legal","Outside London","EO","EO","50","[c]","27790","27870"
"Leaver CS","2022","Legal","Outside London","G6/G7","G6","15","[c]","69670","69600"
"Leaver CS","2022","Legal","Outside London","G6/G7","G7","130","[c]","57360","55610"
"Leaver CS","2022","Legal","Outside London","SCS level","SCS level","10","[c]","93620","84970"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","HEO","45","[c]","36260","38000"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","SEO","35","[c]","48680","47520"
"Leaver CS","2022","Legal","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","AA/AO","AA","200","[c]","20020","20600"
"Leaver CS","2022","No function","London","AA/AO","AO","975","[c]","23450","23720"
"Leaver CS","2022","No function","London","EO","EO","1330","[c]","29660","31060"
"Leaver CS","2022","No function","London","G6/G7","G6","285","[c]","68470","66270"
"Leaver CS","2022","No function","London","G6/G7","G7","730","[c]","54990","53830"
"Leaver CS","2022","No function","London","SCS level","SCS level","235","[c]","94240","89490"
"Leaver CS","2022","No function","London","SEO/HEO","HEO","895","[c]","33390","33210"
"Leaver CS","2022","No function","London","SEO/HEO","SEO","610","[c]","41420","40560"
"Leaver CS","2022","No function","London","Unknown","Unknown","270","[c]","47730","48880"
"Leaver CS","2022","No function","Outside London","AA/AO","AA","1470","[c]","18790","19100"
"Leaver CS","2022","No function","Outside London","AA/AO","AO","7525","[c]","21280","21260"
"Leaver CS","2022","No function","Outside London","EO","EO","4830","[c]","27420","27570"
"Leaver CS","2022","No function","Outside London","G6/G7","G6","190","[c]","71070","67910"
"Leaver CS","2022","No function","Outside London","G6/G7","G7","550","[c]","55730","53330"
"Leaver CS","2022","No function","Outside London","SCS level","SCS level","125","[c]","100910","101430"
"Leaver CS","2022","No function","Outside London","SEO/HEO","HEO","1205","[c]","32550","32160"
"Leaver CS","2022","No function","Outside London","SEO/HEO","SEO","1000","[c]","41680","40210"
"Leaver CS","2022","No function","Outside London","Unknown","Unknown","1335","[c]","30810","28200"
"Leaver CS","2022","No function","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","AA/AO","AA","105","[c]","18280","18310"
"Leaver CS","2022","No function","Unknown","AA/AO","AO","225","[c]","21720","21840"
"Leaver CS","2022","No function","Unknown","EO","EO","70","[c]","27630","27570"
"Leaver CS","2022","No function","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","SEO/HEO","HEO","25","[c]","33950","33070"
"Leaver CS","2022","No function","Unknown","SEO/HEO","SEO","20","[c]","42320","41160"
"Leaver CS","2022","No function","Unknown","Unknown","Unknown","215","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","EO","EO","15","[c]","29680","30290"
"Leaver CS","2022","Project Delivery","London","G6/G7","G6","40","[c]","69250","68990"
"Leaver CS","2022","Project Delivery","London","G6/G7","G7","45","[c]","55740","55340"
"Leaver CS","2022","Project Delivery","London","SCS level","SCS level","20","[c]","106250","105150"
"Leaver CS","2022","Project Delivery","London","SEO/HEO","HEO","40","[c]","36130","35650"
"Leaver CS","2022","Project Delivery","London","SEO/HEO","SEO","30","[c]","43450","44640"
"Leaver CS","2022","Project Delivery","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AA/AO","AO","40","[c]","21040","21170"
"Leaver CS","2022","Project Delivery","Outside London","EO","EO","210","[c]","22880","22840"
"Leaver CS","2022","Project Delivery","Outside London","G6/G7","G6","55","[c]","67290","66090"
"Leaver CS","2022","Project Delivery","Outside London","G6/G7","G7","105","[c]","54050","54540"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SEO/HEO","HEO","265","[c]","31400","31700"
"Leaver CS","2022","Project Delivery","Outside London","SEO/HEO","SEO","255","[c]","40900","40580"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Unknown","120","[c]","37150","35500"
"Leaver CS","2022","Project Delivery","Overseas","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","EO","10","[c]","25110","25000"
"Leaver CS","2022","Property","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G6/G7","G7","15","[c]","58150","58220"
"Leaver CS","2022","Property","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO/HEO","SEO","15","[c]","45800","45440"
