"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","AA","5","5","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","AO","20","15","22370","21990"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","EO","20","15","28650","28200"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","G6","15","10","71220","71290"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","G7","20","20","53830","53360"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","HEO","15","10","32290","30460"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","SCS level","20","15","119670","114000"
"In post","2022","65+","UK Health Security Agency","Department of Health and Social Care","SEO","25","20","40870","40060"
"In post","2022","65+","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Ministry of Defence","EO","10","5","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Ministry of Defence","HEO","10","5","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","AA","55","30","20830","19860"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","AO","130","80","20440","20350"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","EO","35","30","26320","26330"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","G7","5","5","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","HEO","15","10","32500","33060"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","UK Statistics Authority","SEO","10","10","38940","38510"
"In post","2022","65+","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","HM Revenue and Customs","AO","20","15","23220","22040"
"In post","2022","65+","Valuation Office Agency","HM Revenue and Customs","EO","35","25","28520","27000"
"In post","2022","65+","Valuation Office Agency","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","HM Revenue and Customs","HEO","10","10","36370","36000"
"In post","2022","65+","Valuation Office Agency","HM Revenue and Customs","SEO","20","15","46880","46500"
"In post","2022","65+","Vehicle Certification Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Government (excl. agencies)","Welsh Government","AO","50","35","24700","24630"
"In post","2022","65+","Welsh Government (excl. agencies)","Welsh Government","EO","35","25","29670","29430"
"In post","2022","65+","Welsh Government (excl. agencies)","Welsh Government","G6","5","5","[c]","[c]"
"In post","2022","65+","Welsh Government (excl. agencies)","Welsh Government","G7","20","15","61440","61440"
"In post","2022","65+","Welsh Government (excl. agencies)","Welsh Government","HEO","40","30","38230","38160"
"In post","2022","65+","Welsh Government (excl. agencies)","Welsh Government","SCS level","10","10","89240","86000"
"In post","2022","65+","Welsh Government (excl. agencies)","Welsh Government","SEO","30","25","47470","47470"
"In post","2022","65+","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wilton Park","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","10","10","27840","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office (excl. agencies)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Office and Procurator Fiscal Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Equipment and Support","Ministry of Defence","EO","10","[c]","17810","17140"
"Leaver CS","2022","16-19","Defence Science and Technology Laboratory","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education (excl. agencies)","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport (excl. agencies)","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport (excl. agencies)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","45","[c]","21480","21260"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Driver and Vehicle Licensing Agency","Department for Transport","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Driver and Vehicle Licensing Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Forestry and Land Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","Ministry of Justice","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","Ministry of Justice","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Ministry of Justice","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Ministry of Justice","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Maritime and Coastguard Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Met Office","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Courts and Tribunals Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government (excl. agencies)","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Serious Fraud Office","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Student Awards Agency for Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Health Security Agency","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Valuation Office Agency","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","50","[c]","22360","21300"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","30","[c]","25490","24920"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","AO","55","[c]","19780","18200"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","EO","35","[c]","27150","27500"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","G7","25","[c]","55850","54700"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","HEO","85","[c]","31270","32000"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","SEO","10","[c]","40550","40600"
"Leaver CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","Charity Commission","EO","10","[c]","23050","24440"
"Leaver CS","2022","20-29","Companies House","Department for Business, Energy and Industrial Strategy","AO","10","[c]","20170","20100"
"Leaver CS","2022","20-29","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Companies House","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","Competition and Markets Authority","AO","10","[c]","23000","22770"
"Leaver CS","2022","20-29","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","Competition and Markets Authority","HEO","10","[c]","33770","33610"
"Leaver CS","2022","20-29","Competition and Markets Authority","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Commercial Service","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Commercial Service","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Commercial Service","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Commercial Service","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Commercial Service","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","AO","15","[c]","21950","21760"
"Leaver CS","2022","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Prosecution Service","Attorney General's Departments","AO","60","[c]","21990","22200"
"Leaver CS","2022","20-29","Crown Prosecution Service","Attorney General's Departments","EO","10","[c]","27480","26970"
"Leaver CS","2022","20-29","Crown Prosecution Service","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Prosecution Service","Attorney General's Departments","HEO","15","[c]","36910","38000"
"Leaver CS","2022","20-29","Defence Electronics and Components Agency","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Defence Equipment and Support","Ministry of Defence","EO","155","[c]","21290","20230"
"Leaver CS","2022","20-29","Defence Equipment and Support","Ministry of Defence","HEO","80","[c]","28790","29750"
"Leaver CS","2022","20-29","Defence Equipment and Support","Ministry of Defence","SEO","10","[c]","37850","37400"
"Leaver CS","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","AA","35","[c]","17570","17540"
"Leaver CS","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","HEO","50","[c]","29200","29230"
"Leaver CS","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","SEO","10","[c]","38280","38070"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AO","15","[c]","24900","24900"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","15","[c]","27490","27680"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","20","[c]","53610","53380"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","35","[c]","33220","33570"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","20","[c]","39970","40050"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","20","[c]","25060","26180"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","35","[c]","35010","34020"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","Department for Education","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","Department for Education","EO","75","[c]","26450","25000"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","Department for Education","G7","10","[c]","51740","51780"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","Department for Education","HEO","25","[c]","32900","32940"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","Department for Education","SEO","10","[c]","38910","36640"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","115","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Department for International Trade","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Department for International Trade","EO","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Department for International Trade","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Department for International Trade","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA","10","[c]","18200","18200"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","15","[c]","27900","27850"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","HEO","15","[c]","32590","33210"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","EO","10","[c]","28920","30270"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","HEO","30","[c]","34650","34710"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","SEO","10","[c]","42840","42470"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","1030","[c]","21590","21260"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","870","[c]","28520","27570"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","25","[c]","34810","35120"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","20","[c]","40630","39980"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","85","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Disclosure Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","AA","35","[c]","18250","18310"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","AO","55","[c]","21780","21840"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","AO","20","[c]","22660","21840"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","EO","15","[c]","23790","26130"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Food Standards Agency","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","15","[c]","[c]","[c]"
