"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Commercial","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Outer London - South","London","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands","Outside London","35","35","36680","36780"
"In post","2022","Asian","Commercial","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Communications","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Inner London - East","London","30","25","[c]","[c]"
"In post","2022","Asian","Communications","Inner London - West","London","105","105","42210","40230"
"In post","2022","Asian","Communications","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Communications","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Inner London - East","London","10","10","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Inner London - West","London","10","10","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","10","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","25","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Greater Manchester","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Inner London - East","London","25","25","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Inner London - West","London","40","40","37040","31630"
"In post","2022","Asian","Counter Fraud","Kent","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Lancashire","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Outer London - East and North East","London","210","185","27050","25110"
"In post","2022","Asian","Counter Fraud","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Outer London - West and North West","London","40","35","31470","31880"
"In post","2022","Asian","Counter Fraud","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Central Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands","Outside London","80","75","26590","27570"
"In post","2022","Asian","Counter Fraud","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Yorkshire","Outside London","35","30","27490","27570"
"In post","2022","Asian","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Devon","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Wales","Outside London","35","35","37610","36840"
"In post","2022","Asian","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Essex","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","55","55","37430","33000"
"In post","2022","Asian","Digital, Data and Technology","Greater Manchester","Outside London","115","115","40700","36780"
"In post","2022","Asian","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Inner London - East","London","155","155","48020","41870"
"In post","2022","Asian","Digital, Data and Technology","Inner London - West","London","285","280","46370","42400"
"In post","2022","Asian","Digital, Data and Technology","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Lancashire","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","75","75","43140","40520"
"In post","2022","Asian","Digital, Data and Technology","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Outer London - South","London","135","130","49390","45070"
"In post","2022","Asian","Digital, Data and Technology","Outer London - West and North West","London","85","85","44510","40170"
"In post","2022","Asian","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South Yorkshire","Outside London","45","45","41380","36500"
"In post","2022","Asian","Digital, Data and Technology","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Central Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Midlands","Outside London","115","115","38460","36050"
"In post","2022","Asian","Digital, Data and Technology","West Wales and The Valleys","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Yorkshire","Outside London","65","65","39800","38000"
"In post","2022","Asian","Economics","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Economics","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Economics","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Inner London - East","London","25","25","[c]","[c]"
"In post","2022","Asian","Economics","Inner London - West","London","165","160","45180","39570"
"In post","2022","Asian","Economics","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Bedfordshire and Hertfordshire","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Finance","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Finance","East Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Finance","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","50","45","38530","33000"
"In post","2022","Asian","Finance","Greater Manchester","Outside London","45","40","36930","31990"
"In post","2022","Asian","Finance","Hampshire and Isle of Wight","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Inner London - East","London","90","85","44460","41750"
"In post","2022","Asian","Finance","Inner London - West","London","365","355","44700","40940"
"In post","2022","Asian","Finance","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Finance","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Outer London - South","London","60","55","42540","37660"
"In post","2022","Asian","Finance","Outer London - West and North West","London","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Shropshire and Staffordshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Finance","South Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","West Midlands","Outside London","110","110","35610","31990"
"In post","2022","Asian","Finance","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","West Yorkshire","Outside London","55","55","35610","33220"
"In post","2022","Asian","Geography","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Cheshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","East Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Greater Manchester","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Inner London - East","London","60","60","38660","34260"
"In post","2022","Asian","Human Resources","Inner London - West","London","200","190","43070","37970"
"In post","2022","Asian","Human Resources","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
