"Status","Year","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Haringey and Islington","London","1595","1520","32310","31060"
"In post","2022","London","Harrow and Hillingdon","London","3255","3000","31590","29290"
"In post","2022","London","Hounslow and Richmond upon Thames","London","2950","2800","33070","31060"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","London","885","850","33110","31090"
"In post","2022","London","Lambeth","London","3420","3295","42690","38060"
"In post","2022","London","Lewisham and Southwark","London","1400","1340","34430","31060"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","London","695","655","33320","31060"
"In post","2022","London","Redbridge and Waltham Forest","London","1225","1120","30130","30780"
"In post","2022","London","Tower Hamlets","London","6065","5870","49140","43880"
"In post","2022","London","Wandsworth","London","990","945","32530","31060"
"In post","2022","London","Westminster","London","56800","55345","48470","44450"
"In post","2022","North East (England)","Darlington","Outside London","1310","1250","36840","32570"
"In post","2022","North East (England)","Durham","Outside London","5715","5165","27880","26070"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","1665","1525","27830","27570"
"In post","2022","North East (England)","Northumberland","Outside London","480","435","30350","27570"
"In post","2022","North East (England)","South Teesside","Outside London","1160","1045","27100","26120"
"In post","2022","North East (England)","Sunderland","Outside London","4325","3690","26100","22080"
"In post","2022","North East (England)","Tyneside","Outside London","18445","16945","30970","27570"
"In post","2022","North West (England)","Blackburn with Darwen","Outside London","480","435","27310","27570"
"In post","2022","North West (England)","Blackpool","Outside London","5555","5115","29940","27570"
"In post","2022","North West (England)","Cheshire East","Outside London","1225","1145","30230","27120"
"In post","2022","North West (England)","Cheshire West and Chester","Outside London","510","470","28600","27570"
"In post","2022","North West (England)","Chorley and West Lancashire","Outside London","1435","1325","30220","27570"
"In post","2022","North West (England)","East Cumbria","Outside London","1015","935","28660","25190"
"In post","2022","North West (England)","East Lancashire","Outside London","550","495","27360","27570"
"In post","2022","North West (England)","East Merseyside","Outside London","1150","1035","28810","27570"
"In post","2022","North West (England)","Greater Manchester North East","Outside London","1250","1160","28380","27570"
"In post","2022","North West (England)","Greater Manchester North West","Outside London","2135","1935","26030","25190"
"In post","2022","North West (England)","Greater Manchester South East","Outside London","1065","970","26010","24800"
"In post","2022","North West (England)","Greater Manchester South West","Outside London","7260","6895","32460","27940"
"In post","2022","North West (England)","Lancaster and Wyre","Outside London","1100","1015","29060","26780"
"In post","2022","North West (England)","Liverpool","Outside London","12495","11645","29580","26160"
"In post","2022","North West (England)","Manchester","Outside London","9890","9425","34470","30830"
"In post","2022","North West (England)","Mid Lancashire","Outside London","5660","5105","28690","26590"
"In post","2022","North West (England)","Sefton","Outside London","5280","4885","30800","27570"
"In post","2022","North West (England)","Warrington","Outside London","2650","2510","33450","31650"
"In post","2022","North West (England)","West Cumbria","Outside London","1300","1190","28880","25190"
"In post","2022","North West (England)","Wirral","Outside London","2290","2020","27060","26780"
"In post","2022","Northern Ireland","Antrim and Newtownabbey","Outside London","210","200","26210","20810"
"In post","2022","Northern Ireland","Ards and North Down","Outside London","245","235","27180","21920"
"In post","2022","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","20","20","31740","28550"
"In post","2022","Northern Ireland","Belfast","Outside London","3135","2955","30630","26820"
"In post","2022","Northern Ireland","Causeway Coast and Glens","Outside London","70","70","22160","20560"
"In post","2022","Northern Ireland","Derry City and Strabane","Outside London","10","10","21050","19880"
"In post","2022","Northern Ireland","Fermanagh and Omagh","Outside London","25","25","22830","20560"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","Outside London","455","440","28120","24890"
"In post","2022","Northern Ireland","Mid and East Antrim","Outside London","10","10","33680","34430"
"In post","2022","Northern Ireland","Mid Ulster","Outside London","5","5","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","Outside London","75","75","23530","20560"
"In post","2022","Overseas","Overseas","Overseas","3685","3665","49440","48580"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","Outside London","1935","1820","36780","31540"
"In post","2022","Scotland","Angus and Dundee City","Outside London","2080","1950","27320","24400"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","200","185","30480","27570"
"In post","2022","Scotland","City of Edinburgh","Outside London","13705","13095","38900","34040"
"In post","2022","Scotland","Clackmannanshire and Fife","Outside London","1330","1235","30770","27570"
"In post","2022","Scotland","Dumfries and Galloway","Outside London","560","520","30320","27570"
"In post","2022","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","1030","950","27270","27230"
"In post","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","2435","2320","31030","27570"
"In post","2022","Scotland","East Lothian and Midlothian","Outside London","125","110","31130","27570"
"In post","2022","Scotland","Falkirk","Outside London","1880","1660","28410","27570"
"In post","2022","Scotland","Glasgow City","Outside London","13510","12710","33130","27570"
"In post","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","1110","1000","30780","27570"
"In post","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","1195","1125","30140","27570"
"In post","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","345","325","29470","27570"
"In post","2022","Scotland","Na h-Eileanan Siar","Outside London","160","150","27790","27410"
"In post","2022","Scotland","North Lanarkshire","Outside London","2795","2470","27580","26590"
"In post","2022","Scotland","Orkney Islands","Outside London","35","35","34870","31000"
"In post","2022","Scotland","Perth and Kinross, and Stirling","Outside London","1440","1355","31910","30040"
"In post","2022","Scotland","Scottish Borders","Outside London","520","480","30550","27570"
"In post","2022","Scotland","Shetland Islands","Outside London","65","60","30540","27570"
"In post","2022","Scotland","South Ayrshire","Outside London","325","300","28710","27570"
"In post","2022","Scotland","South Lanarkshire","Outside London","3805","3440","31150","26820"
"In post","2022","Scotland","West Lothian","Outside London","440","410","34090","27570"
"In post","2022","South East (England)","Berkshire","Outside London","2930","2795","34450","30810"
"In post","2022","South East (England)","Brighton and Hove","Outside London","735","665","32720","27570"
"In post","2022","South East (England)","Buckinghamshire","Outside London","1690","1605","33220","30450"
"In post","2022","South East (England)","Central Hampshire","Outside London","4330","4165","37080","33300"
"In post","2022","South East (England)","East Kent","Outside London","4455","4135","28680","26840"
"In post","2022","South East (England)","East Surrey","Outside London","1060","1000","33700","32800"
"In post","2022","South East (England)","East Sussex CC","Outside London","2025","1825","27600","27370"
"In post","2022","South East (England)","Isle of Wight","Outside London","910","840","27740","27120"
"In post","2022","South East (England)","Kent Thames Gateway","Outside London","1605","1515","30400","30610"
"In post","2022","South East (England)","Medway","Outside London","1455","1385","31200","29290"
"In post","2022","South East (England)","Mid Kent","Outside London","925","865","31290","29290"
"In post","2022","South East (England)","Milton Keynes","Outside London","2245","2140","33030","28950"
"In post","2022","South East (England)","North Hampshire","Outside London","1055","995","34200","27570"
"In post","2022","South East (England)","Oxfordshire CC","Outside London","2670","2510","33260","30460"
"In post","2022","South East (England)","Portsmouth","Outside London","3810","3555","31730","27570"
"In post","2022","South East (England)","South Hampshire","Outside London","4125","3575","30900","27570"
"In post","2022","South East (England)","Southampton","Outside London","1335","1235","33380","27570"
"In post","2022","South East (England)","West Kent","Outside London","320","300","37300","37920"
"In post","2022","South East (England)","West Surrey","Outside London","2285","2145","33810","30130"
"In post","2022","South East (England)","West Sussex (North East)","Outside London","1290","1160","31070","27570"
"In post","2022","South East (England)","West Sussex (South West)","Outside London","1375","1255","31930","27570"
"In post","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","13745","13180","38070","35000"
"In post","2022","South West (England)","Bournemouth, Christchurch and Poole","Outside London","785","710","28090","27570"
"In post","2022","South West (England)","Bristol, City of","Outside London","6725","6290","35250","31820"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Outside London","1770","1620","27790","26750"
"In post","2022","South West (England)","Devon CC","Outside London","5680","5210","32620","27570"
"In post","2022","South West (England)","Dorset","Outside London","2205","2070","29850","27130"
"In post","2022","South West (England)","Gloucestershire CC","Outside London","1525","1380","30700","27570"
"In post","2022","South West (England)","Plymouth","Outside London","3275","3050","31620","27570"
"In post","2022","South West (England)","Somerset CC","Outside London","2475","2305","31860","27720"
"In post","2022","South West (England)","Swindon","Outside London","500","465","32640","27570"
"In post","2022","South West (England)","Torbay","Outside London","360","305","27240","26310"
"In post","2022","South West (England)","Wiltshire","Outside London","7670","7370","37170","33520"
"In post","2022","Unknown","Unknown","Unknown","3310","3235","35950","32400"
"In post","2022","Wales","Bridgend and Neath Port Talbot","Outside London","775","690","27910","27570"
"In post","2022","Wales","Cardiff and Vale of Glamorgan","Outside London","11935","11220","34500","29430"
"In post","2022","Wales","Central Valleys","Outside London","2685","2500","31960","27570"
"In post","2022","Wales","Conwy and Denbighshire","Outside London","730","685","35440","29430"
"In post","2022","Wales","Flintshire and Wrexham","Outside London","2250","2130","28530","27020"
"In post","2022","Wales","Gwent Valleys","Outside London","1015","925","29760","27570"
"In post","2022","Wales","Gwynedd","Outside London","780","720","26200","23170"
"In post","2022","Wales","Isle of Anglesey","Outside London","265","245","28850","27470"
"In post","2022","Wales","Monmouthshire and Newport","Outside London","6075","5700","35070","30770"
"In post","2022","Wales","Powys","Outside London","600","560","30570","27570"
"In post","2022","Wales","South West Wales","Outside London","1600","1480","31260","27570"
"In post","2022","Wales","Swansea","Outside London","9195","8245","27800","22600"
"In post","2022","West Midlands (England)","Birmingham","Outside London","13035","12210","31690","27570"
"In post","2022","West Midlands (England)","Coventry","Outside London","2555","2425","37000","33840"
"In post","2022","West Midlands (England)","Dudley","Outside London","1110","960","25720","26120"
"In post","2022","West Midlands (England)","Herefordshire, County of","Outside London","470","450","29150","26700"
"In post","2022","West Midlands (England)","Sandwell","Outside London","495","455","27840","27570"
"In post","2022","West Midlands (England)","Shropshire","Outside London","1250","1185","30130","27570"
"In post","2022","West Midlands (England)","Solihull","Outside London","1055","975","29010","27370"
"In post","2022","West Midlands (England)","Staffordshire CC","Outside London","4340","4090","30920","27570"
"In post","2022","West Midlands (England)","Stoke-on-Trent","Outside London","1310","1175","26880","24880"
"In post","2022","West Midlands (England)","Telford and Wrekin","Outside London","2015","1865","34770","28920"
"In post","2022","West Midlands (England)","Walsall","Outside London","665","575","25860","26120"
"In post","2022","West Midlands (England)","Warwickshire CC","Outside London","1350","1235","28280","26690"
"In post","2022","West Midlands (England)","Wolverhampton","Outside London","1155","1035","27780","27570"
"In post","2022","West Midlands (England)","Worcestershire CC","Outside London","2375","2230","29610","27120"
"In post","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","3125","2800","27780","27570"
"In post","2022","Yorkshire and The Humber","Bradford","Outside London","2765","2445","26050","22080"
"In post","2022","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","1070","960","28350","27570"
"In post","2022","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","1985","1870","29300","26930"
"In post","2022","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","2110","1905","28410","27130"
"In post","2022","Yorkshire and The Humber","Leeds","Outside London","13505","12780","34630","30820"
"In post","2022","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","855","765","26810","27240"
"In post","2022","Yorkshire and The Humber","North Yorkshire CC","Outside London","1990","1890","31160","27570"
"In post","2022","Yorkshire and The Humber","Sheffield","Outside London","7360","6810","34080","30200"
"In post","2022","Yorkshire and The Humber","Wakefield","Outside London","1805","1665","30910","27570"
"In post","2022","Yorkshire and The Humber","York","Outside London","2660","2525","34160","30810"
"Leaver CS","2022","East Midlands (England)","Derby","Outside London","125","[c]","25770","21260"
"Leaver CS","2022","East Midlands (England)","East Derbyshire","Outside London","55","[c]","28090","27570"
"Leaver CS","2022","East Midlands (England)","Leicester","Outside London","375","[c]","25310","21260"
"Leaver CS","2022","East Midlands (England)","Leicestershire CC and Rutland","Outside London","290","[c]","33380","26780"
"Leaver CS","2022","East Midlands (England)","Lincolnshire CC","Outside London","290","[c]","28520","26930"
"Leaver CS","2022","East Midlands (England)","North Northamptonshire","Outside London","65","[c]","26010","21260"
"Leaver CS","2022","East Midlands (England)","North Nottinghamshire","Outside London","100","[c]","29000","27570"
"Leaver CS","2022","East Midlands (England)","Nottingham","Outside London","555","[c]","28720","25480"
"Leaver CS","2022","East Midlands (England)","South and West Derbyshire","Outside London","130","[c]","33290","27570"
"Leaver CS","2022","East Midlands (England)","South Nottinghamshire","Outside London","110","[c]","29570","26700"
"Leaver CS","2022","East Midlands (England)","West Northamptonshire","Outside London","190","[c]","25600","22770"
"Leaver CS","2022","East of England","Bedford","Outside London","155","[c]","31380","27570"
"Leaver CS","2022","East of England","Breckland and South Norfolk","Outside London","105","[c]","25680","27570"
"Leaver CS","2022","East of England","Cambridgeshire CC","Outside London","455","[c]","37580","31400"
"Leaver CS","2022","East of England","Central Bedfordshire","Outside London","50","[c]","28380","26720"
"Leaver CS","2022","East of England","Essex Haven Gateway","Outside London","130","[c]","31000","29290"
"Leaver CS","2022","East of England","Essex Thames Gateway","Outside London","105","[c]","27310","26130"
"Leaver CS","2022","East of England","Heart of Essex","Outside London","180","[c]","34650","29290"
"Leaver CS","2022","East of England","Hertfordshire CC","Outside London","320","[c]","34200","29290"
"Leaver CS","2022","East of England","Luton","Outside London","80","[c]","25360","26240"
"Leaver CS","2022","East of England","North and West Norfolk","Outside London","90","[c]","27590","24960"
"Leaver CS","2022","East of England","Norwich and East Norfolk","Outside London","220","[c]","28550","27570"
"Leaver CS","2022","East of England","Peterborough","Outside London","125","[c]","28270","26950"
"Leaver CS","2022","East of England","Southend-on-Sea","Outside London","105","[c]","28790","26130"
"Leaver CS","2022","East of England","Suffolk CC","Outside London","460","[c]","27630","24880"
"Leaver CS","2022","East of England","Thurrock","Outside London","35","[c]","27090","27280"
"Leaver CS","2022","East of England","West Essex","Outside London","60","[c]","29080","29200"
"Leaver CS","2022","London","Barking & Dagenham and Havering","London","60","[c]","29730","31060"
"Leaver CS","2022","London","Barnet","London","210","[c]","36020","31730"
"Leaver CS","2022","London","Bexley and Greenwich","London","205","[c]","30970","31060"
"Leaver CS","2022","London","Brent","London","85","[c]","30050","31060"
"Leaver CS","2022","London","Bromley","London","65","[c]","28880","31060"
"Leaver CS","2022","London","Camden and City of London","London","190","[c]","35460","28670"
"Leaver CS","2022","London","Croydon","London","615","[c]","36270","31020"
"Leaver CS","2022","London","Ealing","London","55","[c]","31810","31060"
"Leaver CS","2022","London","Enfield","London","40","[c]","31730","31060"
"Leaver CS","2022","London","Hackney and Newham","London","360","[c]","33240","31060"
"Leaver CS","2022","London","Haringey and Islington","London","205","[c]","28150","30130"
"Leaver CS","2022","London","Harrow and Hillingdon","London","255","[c]","31430","31060"
"Leaver CS","2022","London","Hounslow and Richmond upon Thames","London","305","[c]","30400","28670"
"Leaver CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","London","130","[c]","30520","31060"
"Leaver CS","2022","London","Lambeth","London","870","[c]","43050","37810"
"Leaver CS","2022","London","Lewisham and Southwark","London","340","[c]","43980","38910"
"Leaver CS","2022","London","Merton, Kingston upon Thames and Sutton","London","90","[c]","30340","31060"
"Leaver CS","2022","London","Redbridge and Waltham Forest","London","110","[c]","28690","31060"
"Leaver CS","2022","London","Tower Hamlets","London","830","[c]","48540","41750"
"Leaver CS","2022","London","Wandsworth","London","130","[c]","27360","25110"
"Leaver CS","2022","London","Westminster","London","4480","[c]","45210","40210"
"Leaver CS","2022","North East (England)","Darlington","Outside London","55","[c]","31970","27570"
"Leaver CS","2022","North East (England)","Durham","Outside London","445","[c]","25950","22010"
"Leaver CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","130","[c]","27090","26120"
"Leaver CS","2022","North East (England)","Northumberland","Outside London","35","[c]","32600","27570"
"Leaver CS","2022","North East (England)","South Teesside","Outside London","80","[c]","27100","25120"
"Leaver CS","2022","North East (England)","Sunderland","Outside London","365","[c]","25740","27570"
"Leaver CS","2022","North East (England)","Tyneside","Outside London","1445","[c]","28530","21260"
"Leaver CS","2022","North West (England)","Blackburn with Darwen","Outside London","20","[c]","33180","27570"
"Leaver CS","2022","North West (England)","Blackpool","Outside London","420","[c]","26240","21260"
"Leaver CS","2022","North West (England)","Cheshire East","Outside London","120","[c]","27130","26300"
"Leaver CS","2022","North West (England)","Cheshire West and Chester","Outside London","50","[c]","26220","24540"
"Leaver CS","2022","North West (England)","Chorley and West Lancashire","Outside London","135","[c]","32990","30640"
"Leaver CS","2022","North West (England)","East Cumbria","Outside London","80","[c]","29320","22730"
"Leaver CS","2022","North West (England)","East Lancashire","Outside London","40","[c]","24650","26450"
"Leaver CS","2022","North West (England)","East Merseyside","Outside London","75","[c]","27630","26120"
"Leaver CS","2022","North West (England)","Greater Manchester North East","Outside London","100","[c]","28900","27570"
"Leaver CS","2022","North West (England)","Greater Manchester North West","Outside London","165","[c]","24020","21260"
"Leaver CS","2022","North West (England)","Greater Manchester South East","Outside London","125","[c]","24870","21260"
"Leaver CS","2022","North West (England)","Greater Manchester South West","Outside London","510","[c]","30730","27230"
"Leaver CS","2022","North West (England)","Lancaster and Wyre","Outside London","100","[c]","25740","21260"
"Leaver CS","2022","North West (England)","Liverpool","Outside London","720","[c]","28190","24890"
"Leaver CS","2022","North West (England)","Manchester","Outside London","700","[c]","34330","27570"
"Leaver CS","2022","North West (England)","Mid Lancashire","Outside London","410","[c]","26370","21600"
"Leaver CS","2022","North West (England)","Sefton","Outside London","380","[c]","30040","27570"
"Leaver CS","2022","North West (England)","Warrington","Outside London","175","[c]","35970","31970"
"Leaver CS","2022","North West (England)","West Cumbria","Outside London","120","[c]","30180","27340"
"Leaver CS","2022","North West (England)","Wirral","Outside London","175","[c]","26130","21260"
"Leaver CS","2022","Northern Ireland","Antrim and Newtownabbey","Outside London","15","[c]","24400","21920"
"Leaver CS","2022","Northern Ireland","Ards and North Down","Outside London","15","[c]","29280","23500"
"Leaver CS","2022","Northern Ireland","Belfast","Outside London","185","[c]","28320","24530"
"Leaver CS","2022","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Lisburn and Castlereagh","Outside London","25","[c]","29480","24890"
"Leaver CS","2022","Northern Ireland","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Overseas","140","[c]","48290","44910"
"Leaver CS","2022","Scotland","Aberdeen City and Aberdeenshire","Outside London","155","[c]","32590","27570"
"Leaver CS","2022","Scotland","Angus and Dundee City","Outside London","250","[c]","26470","21260"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","25","[c]","31790","27570"
"Leaver CS","2022","Scotland","City of Edinburgh","Outside London","910","[c]","38440","33690"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","Outside London","150","[c]","29000","27570"
"Leaver CS","2022","Scotland","Dumfries and Galloway","Outside London","50","[c]","31970","28980"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","80","[c]","25680","25650"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","200","[c]","31850","27570"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","Outside London","15","[c]","33570","27570"
"Leaver CS","2022","Scotland","Falkirk","Outside London","130","[c]","26140","21640"
"Leaver CS","2022","Scotland","Glasgow City","Outside London","720","[c]","31100","26900"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","70","[c]","31180","27570"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","115","[c]","28020","26840"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","25","[c]","28480","27010"
"Leaver CS","2022","Scotland","Na h-Eileanan Siar","Outside London","25","[c]","22960","21260"
"Leaver CS","2022","Scotland","North Lanarkshire","Outside London","225","[c]","26800","23780"
"Leaver CS","2022","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","Outside London","115","[c]","30420","27570"
"Leaver CS","2022","Scotland","Scottish Borders","Outside London","40","[c]","29840","27570"
"Leaver CS","2022","Scotland","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","Outside London","35","[c]","29160","27570"
"Leaver CS","2022","Scotland","South Lanarkshire","Outside London","330","[c]","33150","27570"
"Leaver CS","2022","Scotland","West Lothian","Outside London","75","[c]","31560","24860"
"Leaver CS","2022","South East (England)","Berkshire","Outside London","310","[c]","32370","29290"
"Leaver CS","2022","South East (England)","Brighton and Hove","Outside London","75","[c]","26930","25120"
"Leaver CS","2022","South East (England)","Buckinghamshire","Outside London","200","[c]","31690","27570"
"Leaver CS","2022","South East (England)","Central Hampshire","Outside London","345","[c]","34270","30240"
"Leaver CS","2022","South East (England)","East Kent","Outside London","260","[c]","28200","25310"
"Leaver CS","2022","South East (England)","East Surrey","Outside London","150","[c]","42940","39200"
"Leaver CS","2022","South East (England)","East Sussex CC","Outside London","235","[c]","24340","21260"
"Leaver CS","2022","South East (England)","Isle of Wight","Outside London","100","[c]","27520","27570"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","Outside London","190","[c]","29840","29290"
"Leaver CS","2022","South East (England)","Medway","Outside London","160","[c]","30940","29290"
"Leaver CS","2022","South East (England)","Mid Kent","Outside London","130","[c]","39310","29290"
"Leaver CS","2022","South East (England)","Milton Keynes","Outside London","290","[c]","33610","27570"
"Leaver CS","2022","South East (England)","North Hampshire","Outside London","95","[c]","28170","26670"
"Leaver CS","2022","South East (England)","Oxfordshire CC","Outside London","500","[c]","27170","21580"
"Leaver CS","2022","South East (England)","Portsmouth","Outside London","370","[c]","31900","27570"
"Leaver CS","2022","South East (England)","South Hampshire","Outside London","470","[c]","26960","23210"
"Leaver CS","2022","South East (England)","Southampton","Outside London","150","[c]","33340","27570"
"Leaver CS","2022","South East (England)","West Kent","Outside London","60","[c]","33750","29320"
"Leaver CS","2022","South East (England)","West Surrey","Outside London","265","[c]","32960","29290"
"Leaver CS","2022","South East (England)","West Sussex (North East)","Outside London","100","[c]","29670","27570"
"Leaver CS","2022","South East (England)","West Sussex (South West)","Outside London","110","[c]","28010","27570"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","1065","[c]","35930","33000"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","Outside London","80","[c]","26990","27570"
"Leaver CS","2022","South West (England)","Bristol, City of","Outside London","575","[c]","32120","27550"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Outside London","175","[c]","26340","21260"
"Leaver CS","2022","South West (England)","Devon CC","Outside London","490","[c]","29500","26640"
"Leaver CS","2022","South West (England)","Dorset","Outside London","225","[c]","29540","26930"
"Leaver CS","2022","South West (England)","Gloucestershire CC","Outside London","135","[c]","31890","27570"
"Leaver CS","2022","South West (England)","Plymouth","Outside London","245","[c]","30830","27130"
"Leaver CS","2022","South West (England)","Somerset CC","Outside London","225","[c]","30790","27570"
"Leaver CS","2022","South West (England)","Swindon","Outside London","75","[c]","27860","27570"
"Leaver CS","2022","South West (England)","Torbay","Outside London","25","[c]","24130","21260"
"Leaver CS","2022","South West (England)","Wiltshire","Outside London","755","[c]","32970","29230"
"Leaver CS","2022","Unknown","Unknown","Unknown","1230","[c]","31440","26780"
"Leaver CS","2022","Wales","Bridgend and Neath Port Talbot","Outside London","50","[c]","25840","21260"
"Leaver CS","2022","Wales","Cardiff and Vale of Glamorgan","Outside London","810","[c]","34340","27570"
"Leaver CS","2022","Wales","Central Valleys","Outside London","120","[c]","28770","27570"
"Leaver CS","2022","Wales","Conwy and Denbighshire","Outside London","50","[c]","34150","27570"
"Leaver CS","2022","Wales","Flintshire and Wrexham","Outside London","305","[c]","28820","21260"
"Leaver CS","2022","Wales","Gwent Valleys","Outside London","55","[c]","28590","27570"
"Leaver CS","2022","Wales","Gwynedd","Outside London","55","[c]","22940","21260"
"Leaver CS","2022","Wales","Isle of Anglesey","Outside London","20","[c]","25670","25220"
"Leaver CS","2022","Wales","Monmouthshire and Newport","Outside London","400","[c]","30410","25220"
"Leaver CS","2022","Wales","Powys","Outside London","40","[c]","28710","26710"
"Leaver CS","2022","Wales","South West Wales","Outside London","115","[c]","29150","22000"
"Leaver CS","2022","Wales","Swansea","Outside London","180","[c]","29960","26120"
"Leaver CS","2022","West Midlands (England)","Birmingham","Outside London","1025","[c]","33930","27570"
