"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","London","Haringey and Islington","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Hounslow and Richmond upon Thames","AA/AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","AA/AO","10","10","24260","24590"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Redbridge and Waltham Forest","AA/AO","10","10","23380","24590"
"In post","2022","Attorney General's Departments","London","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Westminster","AA/AO","365","340","23380","23770"
"In post","2022","Attorney General's Departments","London","Westminster","EO","760","725","28500","27710"
"In post","2022","Attorney General's Departments","London","Westminster","G6/G7","2615","2430","60110","60980"
"In post","2022","Attorney General's Departments","London","Westminster","SCS level","255","245","86720","80930"
"In post","2022","Attorney General's Departments","London","Westminster","SEO/HEO","660","640","37310","37730"
"In post","2022","Attorney General's Departments","North East (England)","Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","AA/AO","20","15","22680","22200"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","EO","20","15","27440","28430"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","G6/G7","35","35","54160","55610"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","SEO/HEO","10","10","34170","33500"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","AA/AO","60","55","22170","22200"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","EO","45","40","27100","27570"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","G6/G7","105","100","54620","54200"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","SEO/HEO","40","40","34900","34480"
"In post","2022","Attorney General's Departments","North West (England)","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Cumbria","AA/AO","10","10","22070","22200"
"In post","2022","Attorney General's Departments","North West (England)","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Cumbria","G6/G7","15","15","55060","54910"
"In post","2022","Attorney General's Departments","North West (England)","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","AA/AO","90","85","21950","22200"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","EO","90","85","26900","26220"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","G6/G7","140","130","54260","54200"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","SEO/HEO","60","60","34310","34480"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","AA/AO","75","70","22080","22200"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","EO","85","75","27640","28430"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","G6/G7","165","155","55840","55610"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","SEO/HEO","45","45","35080","34480"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","AA/AO","35","30","22410","22200"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","EO","40","40","27600","28430"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","G6/G7","80","75","54420","55610"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","SEO/HEO","25","25","34930","34480"
"In post","2022","Attorney General's Departments","North West (England)","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","G6/G7","10","10","64840","59160"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Scotland","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","AA/AO","25","25","23860","23770"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","EO","25","25","28230","27050"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","G6/G7","55","50","60210","60960"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","SEO/HEO","20","20","36700","36240"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","AA/AO","30","25","23700","23770"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","EO","35","30","28180","27760"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","G6/G7","45","45","60300","62120"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","SEO/HEO","15","10","36820","36240"
"In post","2022","Attorney General's Departments","South East (England)","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Buckinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","AA/AO","35","35","23670","23770"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","EO","30","30","28650","29170"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","G6/G7","45","45","58520","56770"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","SEO/HEO","15","15","38660","39750"
"In post","2022","Attorney General's Departments","South East (England)","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Mid Kent","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","AA/AO","30","30","23630","23770"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","EO","20","20","28350","27600"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","G6/G7","50","50","60170","62030"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","AA/AO","25","20","23120","23770"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","EO","35","35","28020","26970"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","G6/G7","70","65","59430","54770"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","SEO/HEO","25","25","36730","36240"
"In post","2022","Attorney General's Departments","South East (England)","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","AA/AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","EO","15","15","28600","29170"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","G6/G7","30","30","59720","62140"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","SEO/HEO","10","10","38600","40000"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","25","25","55410","53850"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","AA/AO","30","30","22080","22200"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","EO","30","30","26760","26160"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","G6/G7","85","80","54560","54600"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","SEO/HEO","25","25","35050","34480"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","AA/AO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","G6/G7","15","10","53230","54480"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","AA/AO","15","15","22190","22200"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","EO","25","25","26710","26090"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","G6/G7","45","45","54680","55610"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","SEO/HEO","20","20","34700","34050"
"In post","2022","Attorney General's Departments","South West (England)","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","AA/AO","50","45","21930","22200"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","EO","45","40","27100","27070"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","G6/G7","100","95","54730","54300"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","30","30","35640","36130"
"In post","2022","Attorney General's Departments","Wales","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Flintshire and Wrexham","AA/AO","10","10","21900","22200"
"In post","2022","Attorney General's Departments","Wales","Flintshire and Wrexham","EO","15","15","26910","26160"
"In post","2022","Attorney General's Departments","Wales","Flintshire and Wrexham","G6/G7","40","35","53320","55610"
"In post","2022","Attorney General's Departments","Wales","Flintshire and Wrexham","SEO/HEO","15","15","36340","37780"
"In post","2022","Attorney General's Departments","Wales","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Swansea","AA/AO","10","10","22180","22200"
"In post","2022","Attorney General's Departments","Wales","Swansea","EO","10","10","26540","25650"
"In post","2022","Attorney General's Departments","Wales","Swansea","G6/G7","40","35","54030","54200"
"In post","2022","Attorney General's Departments","Wales","Swansea","SEO/HEO","20","20","34550","33900"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","AA/AO","100","90","22250","22200"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","EO","100","95","26950","26160"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","G6/G7","230","215","54870","54200"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","SEO/HEO","65","65","34250","34480"
"In post","2022","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","AA/AO","15","15","22500","22200"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","G6/G7","30","30","56370","55610"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Worcestershire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","20","20","22180","22200"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","EO","15","15","27700","28430"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","G6/G7","35","35","54750","55610"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","AA/AO","70","65","22160","22200"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","EO","85","80","27150","26880"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","G6/G7","230","210","54630","54770"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","SCS level","10","10","88720","88210"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","SEO/HEO","65","65","36280","37730"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
