"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","East Midlands (England)","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicester","AA/AO","30","30","21780","22200"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicester","EO","25","20","27500","28430"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicester","G6/G7","65","60","52930","51470"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicester","SEO/HEO","15","15","34670","34480"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Lincolnshire CC","G6/G7","15","10","54630","55610"
"In post","2022","Attorney General's Departments","East Midlands (England)","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","AA/AO","70","65","21910","22200"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","EO","70","65","26490","25650"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","G6/G7","115","110","53580","51470"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","SEO/HEO","45","40","35070","34480"
"In post","2022","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","West Northamptonshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Cambridgeshire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","AA/AO","40","35","23300","23770"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","EO","45","45","28680","29390"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","G6/G7","80","75","59210","56040"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","SEO/HEO","30","30","38120","40000"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","AA/AO","40","40","23460","23770"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","EO","35","30","28590","27760"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","G6/G7","80","75","59700","62120"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","SEO/HEO","20","15","38170","40000"
"In post","2022","Attorney General's Departments","East of England","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","AA/AO","30","25","22020","22200"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","EO","20","15","26860","26090"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","G6/G7","20","20","57080","59800"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","G6/G7","15","10","56620","55610"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Croydon","AA/AO","10","10","24360","24590"
"In post","2022","Attorney General's Departments","London","Croydon","EO","15","10","27680","27350"
"In post","2022","Attorney General's Departments","London","Croydon","G6/G7","10","10","58330","57550"
"In post","2022","Attorney General's Departments","London","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Croydon","SEO/HEO","25","20","34850","34730"
"In post","2022","Attorney General's Departments","London","Ealing","G6/G7","[c]","[c]","[c]","[c]"
