"Status","Year","Disability","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","No function","Redbridge and Waltham Forest","London","525","490","31710","31060"
"In post","2022","Declared non-disabled","No function","Sandwell","Outside London","315","290","27690","27570"
"In post","2022","Declared non-disabled","No function","Scottish Borders","Outside London","70","65","27190","27570"
"In post","2022","Declared non-disabled","No function","Sefton","Outside London","1735","1600","32120","27570"
"In post","2022","Declared non-disabled","No function","Sheffield","Outside London","1610","1455","34340","29360"
"In post","2022","Declared non-disabled","No function","Shetland Islands","Outside London","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Shropshire","Outside London","450","420","30090","27570"
"In post","2022","Declared non-disabled","No function","Solihull","Outside London","140","130","29140","27570"
"In post","2022","Declared non-disabled","No function","Somerset CC","Outside London","810","740","30910","27570"
"In post","2022","Declared non-disabled","No function","South and West Derbyshire","Outside London","730","670","34700","27570"
"In post","2022","Declared non-disabled","No function","South Ayrshire","Outside London","130","120","27470","27570"
"In post","2022","Declared non-disabled","No function","South Hampshire","Outside London","1125","905","28160","24090"
"In post","2022","Declared non-disabled","No function","South Lanarkshire","Outside London","1165","1020","27650","26820"
"In post","2022","Declared non-disabled","No function","South Nottinghamshire","Outside London","475","445","32340","27700"
"In post","2022","Declared non-disabled","No function","South Teesside","Outside London","610","545","26010","25120"
"In post","2022","Declared non-disabled","No function","South West Wales","Outside London","570","520","27270","26840"
"In post","2022","Declared non-disabled","No function","Southampton","Outside London","550","515","34630","27570"
"In post","2022","Declared non-disabled","No function","Southend-on-Sea","Outside London","320","285","29510","29290"
"In post","2022","Declared non-disabled","No function","Staffordshire CC","Outside London","2120","1985","29370","27570"
"In post","2022","Declared non-disabled","No function","Stoke-on-Trent","Outside London","715","640","25190","23170"
"In post","2022","Declared non-disabled","No function","Suffolk CC","Outside London","1560","1445","29680","27570"
"In post","2022","Declared non-disabled","No function","Sunderland","Outside London","2175","1840","25870","22080"
"In post","2022","Declared non-disabled","No function","Swansea","Outside London","4495","3940","24690","21840"
"In post","2022","Declared non-disabled","No function","Swindon","Outside London","205","190","27280","27570"
"In post","2022","Declared non-disabled","No function","Telford and Wrekin","Outside London","570","510","28590","27570"
"In post","2022","Declared non-disabled","No function","Thurrock","Outside London","70","65","30360","29290"
"In post","2022","Declared non-disabled","No function","Torbay","Outside London","240","200","26950","24960"
"In post","2022","Declared non-disabled","No function","Tower Hamlets","London","1385","1330","45000","38370"
"In post","2022","Declared non-disabled","No function","Tyneside","Outside London","6020","5375","27300","22080"
"In post","2022","Declared non-disabled","No function","Unknown","Unknown","440","420","31220","27570"
"In post","2022","Declared non-disabled","No function","Wakefield","Outside London","1035","950","30220","27570"
"In post","2022","Declared non-disabled","No function","Walsall","Outside London","495","430","25780","24800"
"In post","2022","Declared non-disabled","No function","Wandsworth","London","495","480","33670","31880"
"In post","2022","Declared non-disabled","No function","Warrington","Outside London","1060","985","31700","28940"
"In post","2022","Declared non-disabled","No function","Warwickshire CC","Outside London","450","415","30650","27570"
"In post","2022","Declared non-disabled","No function","West Cumbria","Outside London","325","295","28580","27570"
"In post","2022","Declared non-disabled","No function","West Essex","Outside London","150","140","33540","29290"
"In post","2022","Declared non-disabled","No function","West Kent","Outside London","185","170","38040","38070"
"In post","2022","Declared non-disabled","No function","West Lothian","Outside London","160","145","27600","27570"
"In post","2022","Declared non-disabled","No function","West Northamptonshire","Outside London","685","630","27540","25210"
"In post","2022","Declared non-disabled","No function","West Surrey","Outside London","1165","1085","32480","29310"
"In post","2022","Declared non-disabled","No function","West Sussex (North East)","Outside London","260","240","31950","27570"
"In post","2022","Declared non-disabled","No function","West Sussex (South West)","Outside London","430","390","27790","27570"
"In post","2022","Declared non-disabled","No function","Westminster","London","17275","16845","48560","44770"
"In post","2022","Declared non-disabled","No function","Wiltshire","Outside London","2675","2580","37520","36690"
"In post","2022","Declared non-disabled","No function","Wirral","Outside London","1345","1170","26400","26700"
"In post","2022","Declared non-disabled","No function","Wolverhampton","Outside London","705","625","26710","26470"
"In post","2022","Declared non-disabled","No function","Worcestershire CC","Outside London","1295","1220","28940","26610"
"In post","2022","Declared non-disabled","No function","York","Outside London","880","830","34370","30610"
"In post","2022","Declared non-disabled","Project Delivery","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Angus and Dundee City","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Antrim and Newtownabbey","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","6080","5880","39460","37400"
"In post","2022","Declared non-disabled","Project Delivery","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Belfast","Outside London","45","45","41860","40180"
"In post","2022","Declared non-disabled","Project Delivery","Berkshire","Outside London","70","65","46040","40520"
"In post","2022","Declared non-disabled","Project Delivery","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Birmingham","Outside London","235","230","42070","40180"
"In post","2022","Declared non-disabled","Project Delivery","Blackpool","Outside London","235","215","34390","32170"
"In post","2022","Declared non-disabled","Project Delivery","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Bradford","Outside London","35","30","40710","33680"
"In post","2022","Declared non-disabled","Project Delivery","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Bridgend and Neath Port Talbot","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Bristol, City of","Outside London","115","105","41400","35940"
"In post","2022","Declared non-disabled","Project Delivery","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Buckinghamshire","Outside London","60","60","39820","35300"
"In post","2022","Declared non-disabled","Project Delivery","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cambridgeshire CC","Outside London","105","100","40260","40000"
"In post","2022","Declared non-disabled","Project Delivery","Camden and City of London","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cardiff and Vale of Glamorgan","Outside London","170","160","45780","40180"
"In post","2022","Declared non-disabled","Project Delivery","Central Bedfordshire","Outside London","45","45","35880","33300"
"In post","2022","Declared non-disabled","Project Delivery","Central Hampshire","Outside London","570","550","43570","40580"
"In post","2022","Declared non-disabled","Project Delivery","Central Valleys","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","City of Edinburgh","Outside London","120","115","44990","39650"
"In post","2022","Declared non-disabled","Project Delivery","Clackmannanshire and Fife","Outside London","80","80","38690","36870"
"In post","2022","Declared non-disabled","Project Delivery","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cornwall and Isles of Scilly","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Coventry","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Croydon","London","175","165","54070","51970"
"In post","2022","Declared non-disabled","Project Delivery","Darlington","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Derby","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Devon CC","Outside London","325","310","41510","39750"
"In post","2022","Declared non-disabled","Project Delivery","Dorset","Outside London","35","35","28750","24920"
"In post","2022","Declared non-disabled","Project Delivery","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Durham","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","East Ayrshire and North Ayrshire mainland","Outside London","185","180","26240","24870"
"In post","2022","Declared non-disabled","Project Delivery","East Cumbria","Outside London","75","75","27530","23210"
"In post","2022","Declared non-disabled","Project Delivery","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","140","140","36010","33300"
"In post","2022","Declared non-disabled","Project Delivery","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","East Merseyside","Outside London","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","East Sussex CC","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Flintshire and Wrexham","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Glasgow City","Outside London","165","155","40640","40180"
"In post","2022","Declared non-disabled","Project Delivery","Gloucestershire CC","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Greater Manchester South West","Outside London","135","130","46680","40520"
"In post","2022","Declared non-disabled","Project Delivery","Gwent Valleys","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Gwynedd","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Hackney and Newham","London","425","395","46520","43430"
"In post","2022","Declared non-disabled","Project Delivery","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Harrow and Hillingdon","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Hertfordshire CC","Outside London","65","65","46230","44500"
"In post","2022","Declared non-disabled","Project Delivery","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Isle of Anglesey","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Kingston upon Hull, City of","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Lambeth","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Lancaster and Wyre","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Leeds","Outside London","275","265","41800","37270"
"In post","2022","Declared non-disabled","Project Delivery","Leicester","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Lincolnshire CC","Outside London","170","160","36260","35330"
"In post","2022","Declared non-disabled","Project Delivery","Lisburn and Castlereagh","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Liverpool","Outside London","330","320","43900","40520"
"In post","2022","Declared non-disabled","Project Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Manchester","Outside London","195","185","43770","40520"
"In post","2022","Declared non-disabled","Project Delivery","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Mid Lancashire","Outside London","270","250","41010","40520"
"In post","2022","Declared non-disabled","Project Delivery","Milton Keynes","Outside London","50","50","36770","31420"
"In post","2022","Declared non-disabled","Project Delivery","Monmouthshire and Newport","Outside London","100","95","47240","46060"
"In post","2022","Declared non-disabled","Project Delivery","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","North and West Norfolk","Outside London","75","70","34280","32720"
"In post","2022","Declared non-disabled","Project Delivery","North Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","North Lanarkshire","Outside London","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","North Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","North Yorkshire CC","Outside London","45","45","40820","40000"
"In post","2022","Declared non-disabled","Project Delivery","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Norwich and East Norfolk","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Nottingham","Outside London","180","170","42440","40180"
"In post","2022","Declared non-disabled","Project Delivery","Overseas","Overseas","355","350","55470","55620"
"In post","2022","Declared non-disabled","Project Delivery","Oxfordshire CC","Outside London","105","105","37820","35450"
"In post","2022","Declared non-disabled","Project Delivery","Perth and Kinross, and Stirling","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Peterborough","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Plymouth","Outside London","200","195","35640","33920"
"In post","2022","Declared non-disabled","Project Delivery","Portsmouth","Outside London","295","270","36030","33300"
"In post","2022","Declared non-disabled","Project Delivery","Powys","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Sandwell","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Sefton","Outside London","70","65","40780","40350"
"In post","2022","Declared non-disabled","Project Delivery","Sheffield","Outside London","95","80","40630","35710"
"In post","2022","Declared non-disabled","Project Delivery","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Somerset CC","Outside London","245","235","36840","35980"
"In post","2022","Declared non-disabled","Project Delivery","South and West Derbyshire","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","South Hampshire","Outside London","230","225","29690","27020"
"In post","2022","Declared non-disabled","Project Delivery","South Lanarkshire","Outside London","280","270","44880","40520"
"In post","2022","Declared non-disabled","Project Delivery","South Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","South West Wales","Outside London","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Southampton","Outside London","35","30","26270","21260"
"In post","2022","Declared non-disabled","Project Delivery","Southend-on-Sea","Outside London","75","70","45050","40600"
"In post","2022","Declared non-disabled","Project Delivery","Staffordshire CC","Outside London","90","85","40550","40000"
"In post","2022","Declared non-disabled","Project Delivery","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Suffolk CC","Outside London","70","65","36960","35590"
"In post","2022","Declared non-disabled","Project Delivery","Sunderland","Outside London","60","55","42900","40180"
"In post","2022","Declared non-disabled","Project Delivery","Swansea","Outside London","95","90","36920","31040"
"In post","2022","Declared non-disabled","Project Delivery","Swindon","Outside London","40","40","46650","49080"
"In post","2022","Declared non-disabled","Project Delivery","Telford and Wrekin","Outside London","135","130","42210","40520"
"In post","2022","Declared non-disabled","Project Delivery","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Tower Hamlets","London","395","380","57760","55530"
"In post","2022","Declared non-disabled","Project Delivery","Tyneside","Outside London","755","725","42140","40520"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Warrington","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Warwickshire CC","Outside London","100","100","25050","22000"
"In post","2022","Declared non-disabled","Project Delivery","West Cumbria","Outside London","130","125","41870","39860"
"In post","2022","Declared non-disabled","Project Delivery","West Kent","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","West Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","West Sussex (North East)","Outside London","35","35","38460","32700"
"In post","2022","Declared non-disabled","Project Delivery","West Sussex (South West)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Westminster","London","1720","1670","55920","54670"
"In post","2022","Declared non-disabled","Project Delivery","Wiltshire","Outside London","1105","1065","41510","40000"
"In post","2022","Declared non-disabled","Project Delivery","Wirral","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Wolverhampton","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Worcestershire CC","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","York","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Ards and North Down","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Barnsley, Doncaster and Rotherham","Outside London","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","70","65","36210","33610"
"In post","2022","Declared non-disabled","Property","Belfast","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Berkshire","Outside London","40","40","36940","33930"
"In post","2022","Declared non-disabled","Property","Bexley and Greenwich","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Birmingham","Outside London","210","200","39430","36050"
"In post","2022","Declared non-disabled","Property","Blackpool","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Bournemouth, Christchurch and Poole","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Breckland and South Norfolk","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Brent","London","95","85","37960","31710"
"In post","2022","Declared non-disabled","Property","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Bristol, City of","Outside London","130","125","40450","37300"
"In post","2022","Declared non-disabled","Property","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Buckinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Cambridgeshire CC","Outside London","140","130","36890","33300"
"In post","2022","Declared non-disabled","Property","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Cardiff and Vale of Glamorgan","Outside London","120","115","35860","33330"
"In post","2022","Declared non-disabled","Property","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Central Hampshire","Outside London","95","95","39700","40000"
"In post","2022","Declared non-disabled","Property","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Cheshire East","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Chorley and West Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","City of Edinburgh","Outside London","40","35","41300","42520"
"In post","2022","Declared non-disabled","Property","Clackmannanshire and Fife","Outside London","70","65","34400","33300"
"In post","2022","Declared non-disabled","Property","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Cornwall and Isles of Scilly","Outside London","45","40","30580","30450"
"In post","2022","Declared non-disabled","Property","Coventry","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Croydon","London","140","135","38740","35360"
"In post","2022","Declared non-disabled","Property","Darlington","Outside London","40","35","38350","33120"
"In post","2022","Declared non-disabled","Property","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Derry City and Strabane","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Devon CC","Outside London","95","95","38180","33670"
"In post","2022","Declared non-disabled","Property","Dorset","Outside London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Durham","Outside London","200","190","27480","22040"
"In post","2022","Declared non-disabled","Property","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Ayrshire and North Ayrshire mainland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Cumbria","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Kent","Outside London","45","40","33300","33300"
"In post","2022","Declared non-disabled","Property","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Riding of Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","East Sussex CC","Outside London","40","35","34350","29700"
"In post","2022","Declared non-disabled","Property","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Essex Haven Gateway","Outside London","60","60","34650","31000"
"In post","2022","Declared non-disabled","Property","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Flintshire and Wrexham","Outside London","60","55","39580","34000"
"In post","2022","Declared non-disabled","Property","Glasgow City","Outside London","45","45","33250","30450"
"In post","2022","Declared non-disabled","Property","Gloucestershire CC","Outside London","30","30","34760","33300"
"In post","2022","Declared non-disabled","Property","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Greater Manchester South West","Outside London","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Hackney and Newham","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Harrow and Hillingdon","London","125","125","26190","22280"
"In post","2022","Declared non-disabled","Property","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Herefordshire, County of","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Hertfordshire CC","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Hounslow and Richmond upon Thames","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","25","25","[c]","[c]"
