"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","SEO/HEO","35","[c]","37490","38240"
"Leaver CS","2022","Undeclared","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Science and Technology Laboratory","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Science and Technology Laboratory","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","AA/AO","115","[c]","21320","21260"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","EO","140","[c]","28080","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","AA/AO","40","[c]","20790","20970"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","AA/AO","65","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","75","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","EO","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","EO","70","[c]","28900","28350"
"Leaver CS","2022","Undeclared","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","SEO/HEO","35","[c]","36990","35600"
"Leaver CS","2022","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Met Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","85","[c]","24520","21380"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","30","[c]","30330","29200"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","70","[c]","38720","38060"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","G6/G7","30","[c]","57010","55090"
"Leaver CS","2022","Undeclared","Public Health England","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","SEO/HEO","30","[c]","36980","37380"
"Leaver CS","2022","Undeclared","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Prison Service","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Prison Service","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Prison Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Submarine Delivery Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","AA/AO","70","[c]","19820","19610"
"Leaver CS","2022","Undeclared","UK Statistics Authority","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","50","[c]","33140","32540"
"Leaver CS","2022","Undeclared","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","AA/AO","40","[c]","20010","18330"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","G6/G7","130","[c]","66860","65000"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","SCS level","35","[c]","117740","117800"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","105","[c]","32900","32000"
"Leaver CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Equipment and Support","EO","75","[c]","19530","17980"
"Leaver CS","2022","Unknown","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Equipment and Support","SEO/HEO","55","[c]","35170","34850"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","EO","40","[c]","26420","25000"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","SEO/HEO","35","[c]","36050","36500"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","EO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","SEO/HEO","40","[c]","37900","35060"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","495","[c]","21390","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","EO","530","[c]","28110","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","40","[c]","59200","59000"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","55","[c]","37160","36430"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","115","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","175","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","AA/AO","75","[c]","20460","21590"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","AA/AO","30","[c]","24000","21840"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","EO","95","[c]","26550","26130"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","20","[c]","[c]","[c]"
