"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","180","175","57770","54450"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","250","245","37770","38620"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","55","55","57350","56050"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","60","55","35990","34060"
"In post","2022","Unknown","Department for Education (excl. agencies)","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","EO","105","100","26690","26000"
"In post","2022","Unknown","Department for Education (excl. agencies)","G6/G7","225","215","56780","53760"
"In post","2022","Unknown","Department for Education (excl. agencies)","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","SEO/HEO","280","275","35560","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","25","20","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","80","80","26520","25320"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","280","270","54880","53380"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","460","440","35290","35620"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","EO","90","90","27650","26510"
"In post","2022","Unknown","Department for International Trade","G6/G7","295","295","56500","53340"
"In post","2022","Unknown","Department for International Trade","SCS level","30","30","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","SEO/HEO","360","360","36380","36000"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","20","15","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","65","60","27450","27850"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","165","165","57210","54700"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","30","30","90830","84900"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","175","170","35720","34550"
"In post","2022","Unknown","Department for Transport (excl. agencies)","AA/AO","45","35","31020","33390"
"In post","2022","Unknown","Department for Transport (excl. agencies)","EO","90","85","28420","29970"
"In post","2022","Unknown","Department for Transport (excl. agencies)","G6/G7","210","205","59050","54760"
"In post","2022","Unknown","Department for Transport (excl. agencies)","SCS level","25","20","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","SEO/HEO","280","280","37830","35430"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","1895","1670","21410","21260"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","EO","2765","2580","28240","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","285","280","59650","58510"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","610","590","36420","35590"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","20","20","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","EO","175","170","26620","27270"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","550","530","57040","53360"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","65","65","90270","86400"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","460","450","35590","33220"
"In post","2022","Unknown","Disclosure Scotland","AA/AO","75","65","22790","23230"
"In post","2022","Unknown","Disclosure Scotland","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","AA/AO","600","530","20700","21840"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","EO","50","50","26330","26350"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","G6/G7","35","35","66490","62350"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","60","60","39960","39280"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","AA/AO","225","220","23780","21840"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","EO","555","535","27140","26470"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","90","90","34580","31860"
"In post","2022","Unknown","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","G6/G7","45","40","53280","50400"
"In post","2022","Unknown","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","SEO/HEO","95","90","35050","36500"
"In post","2022","Unknown","Education Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Education Scotland","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Education Scotland","G6/G7","55","50","68430","72480"
"In post","2022","Unknown","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education Scotland","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Unknown","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","EO","5","5","[c]","[c]"
"In post","2022","Unknown","FCDO Services","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","G6/G7","20","15","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","SEO/HEO","55","55","36360","37350"
"In post","2022","Unknown","Food Standards Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","EO","35","30","28830","30040"
"In post","2022","Unknown","Food Standards Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","SEO/HEO","65","60","35560","34600"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","40","40","23860","23000"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","75","75","28190","26560"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","555","545","56790","55060"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","35","35","87080","76140"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","375","370","37080","38500"
"In post","2022","Unknown","Forestry and Land Scotland","AA/AO","40","40","25520","24020"
"In post","2022","Unknown","Forestry and Land Scotland","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Forestry and Land Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","EO","35","30","27870","27580"
"In post","2022","Unknown","Government Legal Department","G6/G7","225","205","63280","65630"
"In post","2022","Unknown","Government Legal Department","SCS level","30","30","85850","78520"
"In post","2022","Unknown","Government Legal Department","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","AA/AO","40","40","22670","22410"
"In post","2022","Unknown","Health and Safety Executive","EO","55","50","28120","28100"
"In post","2022","Unknown","Health and Safety Executive","G6/G7","50","45","60170","59150"
"In post","2022","Unknown","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","SEO/HEO","140","135","45180","41480"
"In post","2022","Unknown","HM Courts and Tribunals Service","AA/AO","1295","1215","21560","20970"
"In post","2022","Unknown","HM Courts and Tribunals Service","EO","180","175","26720","25120"
"In post","2022","Unknown","HM Courts and Tribunals Service","G6/G7","45","45","56730","55170"
"In post","2022","Unknown","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","SEO/HEO","315","310","35490","34260"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","G6/G7","15","10","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","AA/AO","540","510","22690","22600"
"In post","2022","Unknown","HM Land Registry","EO","295","285","27710","27130"
"In post","2022","Unknown","HM Land Registry","G6/G7","35","35","61030","60520"
"In post","2022","Unknown","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","SEO/HEO","160","150","37790","38230"
"In post","2022","Unknown","HM Prison and Probation Service","AA/AO","4350","4230","25640","24960"
"In post","2022","Unknown","HM Prison and Probation Service","EO","465","450","30180","30220"
"In post","2022","Unknown","HM Prison and Probation Service","G6/G7","35","35","67780","66100"
"In post","2022","Unknown","HM Prison and Probation Service","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","HM Prison and Probation Service","SEO/HEO","370","340","36750","35630"
"In post","2022","Unknown","HM Prison and Probation Service","Unknown","3605","3240","28250","26310"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","5850","5225","21520","21250"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","EO","3735","3575","27200","26820"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","1025","995","60190","58600"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","SCS level","55","55","93390","81120"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","4070","3960","35900","33370"
"In post","2022","Unknown","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Home Office","AA/AO","845","820","22010","21680"
"In post","2022","Unknown","Home Office","EO","1975","1870","26960","24880"
"In post","2022","Unknown","Home Office","G6/G7","485","480","60050","57430"
"In post","2022","Unknown","Home Office","SCS level","30","30","[c]","[c]"
"In post","2022","Unknown","Home Office","SEO/HEO","885","880","37430","36590"
"In post","2022","Unknown","Home Office","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","AA/AO","70","65","21600","21810"
"In post","2022","Unknown","Intellectual Property Office","EO","145","135","25560","24030"
"In post","2022","Unknown","Intellectual Property Office","G6/G7","70","70","60890","60790"
"In post","2022","Unknown","Intellectual Property Office","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","SEO/HEO","125","120","40290","41440"
"In post","2022","Unknown","Legal Aid Agency","AA/AO","75","65","21050","20970"
"In post","2022","Unknown","Legal Aid Agency","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","AA/AO","50","45","25870","26840"
"In post","2022","Unknown","Maritime and Coastguard Agency","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Met Office","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Met Office","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Met Office","G6/G7","30","25","52040","48820"
"In post","2022","Unknown","Met Office","SEO/HEO","70","65","37210","37420"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","AA/AO","1560","1515","24340","21170"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","EO","495","480","29160","26670"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","G6/G7","295","275","64960","60260"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","SCS level","30","25","97940","90210"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","970","945","39770","40000"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","35","30","29290","27370"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","AA/AO","65","65","22220","20970"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","EO","150","150","27740","28310"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","G6/G7","255","250","59600","58200"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","520","515","37740","36050"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","AA/AO","30","25","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","EO","245","235","34810","35100"
"In post","2022","Unknown","National Crime Agency","G6/G7","40","40","62440","60980"
"In post","2022","Unknown","National Crime Agency","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","SEO/HEO","245","235","44740","43710"
"In post","2022","Unknown","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","AA/AO","30","25","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","EO","30","30","28200","27230"
"In post","2022","Unknown","National Records of Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","SEO/HEO","35","35","39100","39660"
"In post","2022","Unknown","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","SEO/HEO","30","30","37780","36720"
"In post","2022","Unknown","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","EO","10","5","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","G6/G7","40","40","59970","61200"
"In post","2022","Unknown","Office of Gas and Electricity Markets","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","SEO/HEO","40","40","35620","34240"
"In post","2022","Unknown","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","AA/AO","215","195","20970","20970"
"In post","2022","Unknown","Office of the Public Guardian","EO","50","45","25160","25120"
"In post","2022","Unknown","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","AA/AO","25","20","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","G6/G7","40","35","52560","47660"
"In post","2022","Unknown","Planning Inspectorate","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","AA/AO","80","80","24370","25050"
"In post","2022","Unknown","Registers of Scotland","EO","40","40","30530","30840"
"In post","2022","Unknown","Registers of Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","SEO/HEO","35","35","40620","39020"
"In post","2022","Unknown","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Royal Fleet Auxiliary","Unknown","1760","1760","37450","34160"
"In post","2022","Unknown","Rural Payments Agency","AA/AO","580","550","21270","21300"
"In post","2022","Unknown","Rural Payments Agency","EO","200","190","25070","24920"
"In post","2022","Unknown","Rural Payments Agency","G6/G7","30","30","[c]","[c]"
"In post","2022","Unknown","Rural Payments Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Rural Payments Agency","SEO/HEO","100","95","32190","30960"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","AA/AO","745","655","22510","22000"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","EO","375","345","29480","30450"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","G6/G7","35","30","55370","52430"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","230","215","38290","36360"
"In post","2022","Unknown","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Fiscal Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Government (excl. agencies)","AA/AO","265","255","24510","24400"
"In post","2022","Unknown","Scottish Government (excl. agencies)","EO","245","240","28300","27230"
"In post","2022","Unknown","Scottish Government (excl. agencies)","G6/G7","360","345","60650","62170"
"In post","2022","Unknown","Scottish Government (excl. agencies)","SCS level","40","40","91150","83230"
"In post","2022","Unknown","Scottish Government (excl. agencies)","SEO/HEO","730","705","38150","39660"
"In post","2022","Unknown","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","AA/AO","1150","1105","24210","23330"
"In post","2022","Unknown","Scottish Prison Service","EO","1120","1060","34010","35000"
"In post","2022","Unknown","Scottish Prison Service","G6/G7","45","45","61620","56170"
"In post","2022","Unknown","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","SEO/HEO","255","220","41990","40290"
"In post","2022","Unknown","Scottish Public Pensions Agency","AA/AO","70","65","24940","24400"
"In post","2022","Unknown","Scottish Public Pensions Agency","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","G6/G7","45","45","61710","61380"
"In post","2022","Unknown","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","SEO/HEO","40","35","38300","40000"
"In post","2022","Unknown","Social Security Scotland","AA/AO","290","280","21790","21050"
"In post","2022","Unknown","Social Security Scotland","EO","250","240","27490","27230"
"In post","2022","Unknown","Social Security Scotland","G6/G7","35","30","61460","62170"
"In post","2022","Unknown","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Security Scotland","SEO/HEO","130","125","35490","33070"
"In post","2022","Unknown","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","AA/AO","60","55","23150","23230"
"In post","2022","Unknown","Student Awards Agency for Scotland","EO","30","30","28380","27230"
"In post","2022","Unknown","Student Awards Agency for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Unknown","135","130","37430","34130"
"In post","2022","Unknown","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","AA/AO","235","225","21320","21130"
"In post","2022","Unknown","The Insolvency Service","EO","65","65","25860","26200"
"In post","2022","Unknown","The Insolvency Service","G6/G7","30","25","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","SEO/HEO","190","185","37700","38510"
"In post","2022","Unknown","The National Archives","AA/AO","25","25","[c]","[c]"
"In post","2022","Unknown","The National Archives","EO","15","15","[c]","[c]"
"In post","2022","Unknown","The National Archives","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","SEO/HEO","55","55","35110","34770"
"In post","2022","Unknown","Transport Scotland","AA/AO","15","15","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","SEO/HEO","70","65","40510","39660"
"In post","2022","Unknown","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Health Security Agency","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","UK Health Security Agency","EO","110","105","27020","27270"
"In post","2022","Unknown","UK Health Security Agency","G6/G7","420","415","58330","54700"
"In post","2022","Unknown","UK Health Security Agency","SCS level","85","85","91560","82000"
"In post","2022","Unknown","UK Health Security Agency","SEO/HEO","475","460","35500","36330"
"In post","2022","Unknown","UK Hydrographic Office","AA/AO","40","40","20570","20420"
"In post","2022","Unknown","UK Hydrographic Office","EO","65","60","27750","26740"
"In post","2022","Unknown","UK Hydrographic Office","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
