"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Registers of Scotland","Scottish Government","Heterosexual / straight","35","35","38390","37710"
"In post","2022","Human Resources","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Scottish Prison Service","Scottish Government","Heterosexual / straight","75","70","37520","37240"
"In post","2022","Human Resources","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Prison Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Prison Service","Scottish Government","Unknown","50","50","33220","35000"
"In post","2022","Human Resources","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","35","35","43930","42890"
"In post","2022","Human Resources","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","The National Archives","The National Archives","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","The National Archives","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","UK Export Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Health Security Agency","Department of Health and Social Care","Heterosexual / straight","170","160","42800","36110"
"In post","2022","Human Resources","UK Health Security Agency","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Health Security Agency","Department of Health and Social Care","Undeclared","20","15","[c]","[c]"
"In post","2022","Human Resources","UK Health Security Agency","Department of Health and Social Care","Unknown","75","75","47440","48860"
"In post","2022","Human Resources","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","110","105","39520","36840"
"In post","2022","Human Resources","UK Statistics Authority","UK Statistics Authority","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","UK Statistics Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","UK Statistics Authority","Unknown","20","15","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","75","70","41790","37490"
"In post","2022","Human Resources","Valuation Office Agency","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Valuation Office Agency","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Valuation Office Agency","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Vehicle Certification Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Welsh Government","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","30","30","43500","39280"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","305","290","48980","46780"
"In post","2022","Internal Audit","Government Internal Audit Agency","HM Treasury","LGBO","15","15","[c]","[c]"
"In post","2022","Internal Audit","Government Internal Audit Agency","HM Treasury","Undeclared","45","45","50270","46660"
"In post","2022","Internal Audit","HM Land Registry","HM Land Registry","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","45","45","47960","48410"
"In post","2022","Internal Audit","HM Prison and Probation Service","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","50","45","46880","43560"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","105","100","39070","34620"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","20","20","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Attorney General's Departments","Unknown","25","25","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","35","35","79220","79760"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","Charity Commission","Charity Commission","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Charity Commission","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","135","130","67990","71370"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","LGBO","10","10","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","Undeclared","15","15","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","590","560","53850","53490"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","35","35","47910","47140"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","45","40","55300","53490"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","55","50","61830","62170"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","4535","4245","41080","38000"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","LGBO","250","240","39020","30110"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","Undeclared","195","190","40180","33310"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","Unknown","1335","1195","43800","48080"
"In post","2022","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","65","60","52700","57570"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","35","30","28620","27570"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","15","10","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","50","35","48770","53430"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","55","55","60710","65710"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","Heterosexual / straight","1640","1530","53880","51250"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","LGBO","155","150","53480","51250"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","Undeclared","170","160","54810","52730"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","Unknown","500","455","59640","64680"
"In post","2022","Legal","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Legal","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","15","15","[c]","[c]"
"In post","2022","Legal","HM Land Registry","HM Land Registry","Heterosexual / straight","180","160","50180","57000"
"In post","2022","Legal","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","HM Land Registry","Undeclared","40","35","50620","56050"
"In post","2022","Legal","HM Land Registry","HM Land Registry","Unknown","55","50","45580","40590"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","790","750","43090","37930"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","65","60","51810","52080"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","90","85","43830","33440"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","420","390","40380","33370"
"In post","2022","Legal","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","35","30","46040","41550"
"In post","2022","Legal","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","National Crime Agency","Heterosexual / straight","35","35","54360","60960"
"In post","2022","Legal","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","National Crime Agency","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","National Crime Agency","National Crime Agency","Unknown","10","10","[c]","[c]"
