"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","55","[c]","26780","25110"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","170","[c]","25200","27570"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","105","[c]","33190","27660"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Finance","Outside London","25","[c]","28600","27570"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","365","[c]","30430","31060"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","2235","[c]","24340","21260"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","20","[c]","30120","30170"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Other","London","20","[c]","27450","25110"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Other","Outside London","295","[c]","22150","21260"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Policy","London","40","[c]","36410","36650"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Policy","Outside London","25","[c]","29720","31990"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","20","[c]","23050","21260"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Unknown","London","80","[c]","28810","31060"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","415","[c]","23970","21260"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Commercial","London","25","[c]","35170","32790"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","20","[c]","30850","28970"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Communications","London","55","[c]","29620","27270"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","35","[c]","33160","32790"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Finance","London","25","[c]","33910","32790"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Finance","Outside London","25","[c]","27170","23690"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Human Resources","London","55","[c]","29970","27270"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","40","[c]","30320","27270"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outside London","10","[c]","26930","24520"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Policy","London","70","[c]","32910","32790"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Policy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Disclosure Scotland","Unknown","Outside London","20","[c]","21050","21050"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","15","[c]","24660","26130"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","205","[c]","20180","18310"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","Unknown","15","[c]","19820","18310"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","10","[c]","27900","30730"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","90","[c]","22940","21840"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","Finance","Outside London","35","[c]","30350","29360"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","Operational Delivery","Outside London","25","[c]","27480","25000"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","Policy","Outside London","10","[c]","29760","29360"
"New entrant CS","2022","20-29","Education Scotland","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Estyn","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Policy","Outside London","15","[c]","25390","26750"
"New entrant CS","2022","20-29","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Science and Engineering","Outside London","15","[c]","29910","30350"
"New entrant CS","2022","20-29","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Scotland","Unknown","Outside London","30","[c]","28910","27230"
"New entrant CS","2022","20-29","Government Actuary's Department","Other","London","15","[c]","37450","31980"
"New entrant CS","2022","20-29","Government Actuary's Department","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Internal Audit Agency","Internal Audit","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Internal Audit Agency","Internal Audit","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Legal Department","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Legal Department","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Legal Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Legal Department","Legal","London","55","[c]","37750","43920"
"New entrant CS","2022","20-29","Government Legal Department","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Legal Department","Other","London","70","[c]","26890","26950"
"New entrant CS","2022","20-29","Government Legal Department","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Government Property Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Health and Safety Executive","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Health and Safety Executive","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Health and Safety Executive","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Health and Safety Executive","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Health and Safety Executive","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Health and Safety Executive","Operational Delivery","Outside London","40","[c]","25420","22800"
"New entrant CS","2022","20-29","Health and Safety Executive","Science and Engineering","Outside London","55","[c]","26570","26370"
"New entrant CS","2022","20-29","Health and Safety Executive","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","Outside London","20","[c]","33100","33250"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Legal","London","25","[c]","34020","34260"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Legal","Outside London","40","[c]","31170","30450"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Operational Delivery","London","195","[c]","26230","23720"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Operational Delivery","Outside London","620","[c]","21550","20970"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Digital, Data and Technology","Outside London","20","[c]","27640","27130"
"New entrant CS","2022","20-29","HM Land Registry","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Operational Delivery","Outside London","110","[c]","23850","22600"
"New entrant CS","2022","20-29","HM Land Registry","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Project Delivery","Outside London","10","[c]","25560","22600"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Operational Delivery","London","610","[c]","28270","27980"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Operational Delivery","Outside London","4325","[c]","23420","23140"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Operational Delivery","Unknown","45","[c]","24130","23140"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Psychology","London","15","[c]","29080","29060"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Psychology","Outside London","110","[c]","25710","27700"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Security","London","10","[c]","29010","30750"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Security","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Unknown","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","15","[c]","36650","37930"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","130","[c]","32000","33080"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Economics","Outside London","10","[c]","29750","33080"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Finance","Outside London","35","[c]","25420","21250"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","15","[c]","28370","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","London","20","[c]","34180","34180"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Outside London","15","[c]","28060","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Legal","London","20","[c]","38350","37610"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Legal","Outside London","35","[c]","28680","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","20","[c]","31860","30750"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","1470","[c]","22850","21250"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Policy","London","15","[c]","40210","37610"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","15","[c]","34300","33080"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Social Research","London","15","[c]","36170","37610"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Statistics","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Outside London","20","[c]","31440","33080"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Tax","London","100","[c]","33990","30750"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Tax","Outside London","1035","[c]","26200","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Unknown","London","80","[c]","32700","30750"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","480","[c]","25850","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Economics","London","30","[c]","27220","22750"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Operational Delivery","London","10","[c]","25380","26750"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Policy","London","125","[c]","29750","28500"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Policy","Outside London","10","[c]","32240","29320"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Digital, Data and Technology","London","45","[c]","35240","35050"
"New entrant CS","2022","20-29","Home Office","Digital, Data and Technology","Outside London","30","[c]","33340","30820"
"New entrant CS","2022","20-29","Home Office","Economics","London","30","[c]","33370","32390"
"New entrant CS","2022","20-29","Home Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Operational Delivery","London","145","[c]","28470","28650"
"New entrant CS","2022","20-29","Home Office","Operational Delivery","Outside London","580","[c]","23520","24880"
"New entrant CS","2022","20-29","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
