"Status","Year","Age","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","AA/AO","60","60","27700","28250"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","EO","120","120","30160","30000"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","G6/G7","80","80","52980","53480"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","SEO/HEO","485","480","36890","37560"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","EO","5","5","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","G6/G7","20","20","52160","51960"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","175","175","33680","33060"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Scotland","AA/AO","10","10","21740","21740"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Scotland","EO","20","20","25720","26120"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Scotland","G6/G7","10","10","46810","48500"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Scotland","SEO/HEO","55","55","34360","33930"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","South East (England)","AA/AO","75","75","24350","25000"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","South East (England)","EO","70","70","27340","26590"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","South East (England)","SEO/HEO","30","30","35250","33390"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","South East (England)","Unknown","40","40","22330","21670"
"In post","2022","20-29","HM Land Registry","East Midlands (England)","AA/AO","85","85","22530","22600"
"In post","2022","20-29","HM Land Registry","East Midlands (England)","EO","60","60","27140","27130"
"In post","2022","20-29","HM Land Registry","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","East Midlands (England)","SEO/HEO","20","20","34890","33840"
"In post","2022","20-29","HM Land Registry","East of England","AA/AO","20","20","22600","22600"
"In post","2022","20-29","HM Land Registry","East of England","EO","10","10","[c]","[c]"
"In post","2022","20-29","HM Land Registry","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","HM Land Registry","London","AA/AO","15","15","26110","25850"
"In post","2022","20-29","HM Land Registry","London","EO","35","35","30740","30600"
"In post","2022","20-29","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","London","SEO/HEO","20","20","40830","37290"
"In post","2022","20-29","HM Land Registry","North East (England)","AA/AO","90","85","22600","22600"
"In post","2022","20-29","HM Land Registry","North East (England)","EO","65","65","27130","27130"
"In post","2022","20-29","HM Land Registry","North East (England)","SEO/HEO","10","10","34780","33840"
"In post","2022","20-29","HM Land Registry","North West (England)","AA/AO","85","85","22600","22600"
"In post","2022","20-29","HM Land Registry","North West (England)","EO","55","55","27150","27130"
"In post","2022","20-29","HM Land Registry","North West (England)","SEO/HEO","10","10","35120","33840"
"In post","2022","20-29","HM Land Registry","South West (England)","AA/AO","110","105","22520","22600"
"In post","2022","20-29","HM Land Registry","South West (England)","EO","105","100","27870","27130"
"In post","2022","20-29","HM Land Registry","South West (England)","SEO/HEO","35","35","36960","36140"
"In post","2022","20-29","HM Land Registry","Wales","AA/AO","65","65","22600","22600"
"In post","2022","20-29","HM Land Registry","Wales","EO","50","50","27130","27130"
"In post","2022","20-29","HM Land Registry","Wales","SEO/HEO","10","10","34300","33840"
"In post","2022","20-29","HM Land Registry","West Midlands (England)","AA/AO","60","60","22600","22600"
"In post","2022","20-29","HM Land Registry","West Midlands (England)","EO","30","30","27130","27130"
"In post","2022","20-29","HM Land Registry","West Midlands (England)","SEO/HEO","10","10","35110","33840"
"In post","2022","20-29","HM Land Registry","Yorkshire and The Humber","AA/AO","35","35","22600","22600"
"In post","2022","20-29","HM Land Registry","Yorkshire and The Humber","EO","30","30","27130","27130"
"In post","2022","20-29","HM Land Registry","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","East Midlands (England)","AA/AO","165","160","21260","21250"
"In post","2022","20-29","HM Revenue and Customs","East Midlands (England)","EO","315","310","26570","26590"
"In post","2022","20-29","HM Revenue and Customs","East Midlands (England)","G6/G7","25","25","54830","55210"
"In post","2022","20-29","HM Revenue and Customs","East Midlands (England)","SEO/HEO","295","295","34110","33370"
"In post","2022","20-29","HM Revenue and Customs","East of England","AA/AO","25","25","21280","21250"
"In post","2022","20-29","HM Revenue and Customs","East of England","EO","50","50","26680","26820"
"In post","2022","20-29","HM Revenue and Customs","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","East of England","SEO/HEO","40","40","34920","33370"
"In post","2022","20-29","HM Revenue and Customs","London","AA/AO","100","100","25350","25330"
"In post","2022","20-29","HM Revenue and Customs","London","EO","435","430","30770","31020"
"In post","2022","20-29","HM Revenue and Customs","London","G6/G7","230","230","61370","62120"
"In post","2022","20-29","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","London","SEO/HEO","750","745","38970","37930"
"In post","2022","20-29","HM Revenue and Customs","North East (England)","AA/AO","675","645","21350","21250"
"In post","2022","20-29","HM Revenue and Customs","North East (England)","EO","530","525","26410","26820"
"In post","2022","20-29","HM Revenue and Customs","North East (England)","G6/G7","25","25","54000","55210"
"In post","2022","20-29","HM Revenue and Customs","North East (England)","SEO/HEO","435","430","34300","33370"
"In post","2022","20-29","HM Revenue and Customs","North West (England)","AA/AO","1040","1000","21260","21250"
"In post","2022","20-29","HM Revenue and Customs","North West (England)","EO","755","750","26270","26590"
"In post","2022","20-29","HM Revenue and Customs","North West (England)","G6/G7","80","80","54740","55210"
"In post","2022","20-29","HM Revenue and Customs","North West (England)","SEO/HEO","785","785","34360","33370"
"In post","2022","20-29","HM Revenue and Customs","Northern Ireland","AA/AO","215","205","21250","21250"
"In post","2022","20-29","HM Revenue and Customs","Northern Ireland","EO","130","125","26360","26590"
"In post","2022","20-29","HM Revenue and Customs","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","Northern Ireland","SEO/HEO","70","70","33780","33080"
"In post","2022","20-29","HM Revenue and Customs","Scotland","AA/AO","660","625","21250","21250"
"In post","2022","20-29","HM Revenue and Customs","Scotland","EO","300","295","26200","26590"
"In post","2022","20-29","HM Revenue and Customs","Scotland","G6/G7","30","30","55180","55210"
"In post","2022","20-29","HM Revenue and Customs","Scotland","SEO/HEO","240","240","33780","33080"
"In post","2022","20-29","HM Revenue and Customs","South East (England)","AA/AO","70","70","21300","21250"
"In post","2022","20-29","HM Revenue and Customs","South East (England)","EO","65","65","26650","26820"
"In post","2022","20-29","HM Revenue and Customs","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","South East (England)","SEO/HEO","40","40","35800","33370"
"In post","2022","20-29","HM Revenue and Customs","South West (England)","AA/AO","80","75","21800","21880"
"In post","2022","20-29","HM Revenue and Customs","South West (England)","EO","110","110","26510","26590"
"In post","2022","20-29","HM Revenue and Customs","South West (England)","G6/G7","30","30","55490","55210"
"In post","2022","20-29","HM Revenue and Customs","South West (England)","SEO/HEO","150","150","34360","33080"
"In post","2022","20-29","HM Revenue and Customs","Wales","AA/AO","390","380","21270","21250"
"In post","2022","20-29","HM Revenue and Customs","Wales","EO","325","325","26480","26820"
"In post","2022","20-29","HM Revenue and Customs","Wales","G6/G7","15","15","53730","55210"
"In post","2022","20-29","HM Revenue and Customs","Wales","SEO/HEO","240","240","33990","33370"
"In post","2022","20-29","HM Revenue and Customs","West Midlands (England)","AA/AO","310","305","21250","21250"
"In post","2022","20-29","HM Revenue and Customs","West Midlands (England)","EO","295","290","26590","26590"
"In post","2022","20-29","HM Revenue and Customs","West Midlands (England)","G6/G7","35","35","55590","55210"
"In post","2022","20-29","HM Revenue and Customs","West Midlands (England)","SEO/HEO","275","275","34250","33370"
"In post","2022","20-29","HM Revenue and Customs","Yorkshire and The Humber","AA/AO","530","500","21260","21250"
"In post","2022","20-29","HM Revenue and Customs","Yorkshire and The Humber","EO","430","430","26630","26590"
"In post","2022","20-29","HM Revenue and Customs","Yorkshire and The Humber","G6/G7","45","45","55760","55210"
"In post","2022","20-29","HM Revenue and Customs","Yorkshire and The Humber","SEO/HEO","295","290","34270","33370"
"In post","2022","20-29","HM Treasury","East of England","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","HM Treasury","East of England","EO","10","10","[c]","[c]"
"In post","2022","20-29","HM Treasury","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","London","AA/AO","30","30","22750","22750"
"In post","2022","20-29","HM Treasury","London","EO","100","95","26030","26750"
"In post","2022","20-29","HM Treasury","London","G6/G7","305","305","54150","52500"
"In post","2022","20-29","HM Treasury","London","SEO/HEO","560","560","33570","32320"
"In post","2022","20-29","HM Treasury","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","North East (England)","G6/G7","10","10","52330","52500"
"In post","2022","20-29","HM Treasury","North East (England)","SEO/HEO","20","20","30340","29320"
"In post","2022","20-29","HM Treasury","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Home Office","East Midlands (England)","AA/AO","10","10","21680","21680"
"In post","2022","20-29","Home Office","East Midlands (England)","EO","20","20","25220","24880"
"In post","2022","20-29","Home Office","East of England","AA/AO","145","135","21630","21680"
"In post","2022","20-29","Home Office","East of England","EO","100","100","24970","24880"
"In post","2022","20-29","Home Office","East of England","SEO/HEO","10","10","31500","30820"
"In post","2022","20-29","Home Office","London","AA/AO","190","185","24720","25630"
"In post","2022","20-29","Home Office","London","EO","645","645","29040","28650"
"In post","2022","20-29","Home Office","London","G6/G7","255","255","58870","57430"
"In post","2022","20-29","Home Office","London","SEO/HEO","1025","1020","38160","35200"
"In post","2022","20-29","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","North East (England)","AA/AO","80","70","21330","21680"
"In post","2022","20-29","Home Office","North East (England)","EO","90","90","25020","24880"
"In post","2022","20-29","Home Office","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","North East (England)","SEO/HEO","15","15","31640","30820"
"In post","2022","20-29","Home Office","North West (England)","AA/AO","425","410","21450","21680"
"In post","2022","20-29","Home Office","North West (England)","EO","610","600","25000","24890"
"In post","2022","20-29","Home Office","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Home Office","North West (England)","SEO/HEO","200","200","32950","30820"
"In post","2022","20-29","Home Office","Northern Ireland","AA/AO","25","25","21680","21680"
"In post","2022","20-29","Home Office","Northern Ireland","EO","40","40","24980","24880"
"In post","2022","20-29","Home Office","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Scotland","AA/AO","60","60","21620","21680"
"In post","2022","20-29","Home Office","Scotland","EO","110","105","24910","24880"
"In post","2022","20-29","Home Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Scotland","SEO/HEO","15","15","31760","30820"
"In post","2022","20-29","Home Office","South East (England)","AA/AO","185","185","21840","21680"
"In post","2022","20-29","Home Office","South East (England)","EO","325","325","25240","24890"
"In post","2022","20-29","Home Office","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Home Office","South West (England)","AA/AO","10","10","21640","21680"
"In post","2022","20-29","Home Office","South West (England)","EO","30","30","25250","24890"
"In post","2022","20-29","Home Office","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Home Office","Wales","AA/AO","25","25","21530","21680"
"In post","2022","20-29","Home Office","Wales","EO","50","50","25240","24880"
"In post","2022","20-29","Home Office","Wales","SEO/HEO","15","15","31560","30820"
"In post","2022","20-29","Home Office","West Midlands (England)","AA/AO","50","50","21610","21680"
"In post","2022","20-29","Home Office","West Midlands (England)","EO","85","85","25040","24880"
"In post","2022","20-29","Home Office","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","West Midlands (England)","SEO/HEO","20","20","31480","30820"
"In post","2022","20-29","Home Office","Yorkshire and The Humber","AA/AO","225","215","21570","21680"
"In post","2022","20-29","Home Office","Yorkshire and The Humber","EO","275","275","25110","24880"
"In post","2022","20-29","Home Office","Yorkshire and The Humber","G6/G7","10","10","54520","52070"
"In post","2022","20-29","Home Office","Yorkshire and The Humber","SEO/HEO","110","110","32850","30820"
"In post","2022","20-29","Home Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","East Midlands (England)","AA/AO","80","75","21030","19810"
"In post","2022","20-29","Ministry of Defence","East Midlands (England)","EO","35","35","27560","26350"
"In post","2022","20-29","Ministry of Defence","East Midlands (England)","SEO/HEO","15","15","33070","33000"
"In post","2022","20-29","Ministry of Defence","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","East of England","AA/AO","110","110","22150","21170"
"In post","2022","20-29","Ministry of Defence","East of England","EO","105","105","27400","26670"
"In post","2022","20-29","Ministry of Defence","East of England","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","East of England","SEO/HEO","120","120","36190","35850"
"In post","2022","20-29","Ministry of Defence","London","AA/AO","75","75","26030","25640"
"In post","2022","20-29","Ministry of Defence","London","EO","160","160","29030","29250"
"In post","2022","20-29","Ministry of Defence","London","G6/G7","60","60","59580","58550"
"In post","2022","20-29","Ministry of Defence","London","SEO/HEO","440","440","40660","40000"
"In post","2022","20-29","Ministry of Defence","London","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","North West (England)","AA/AO","100","95","21920","21170"
"In post","2022","20-29","Ministry of Defence","North West (England)","EO","50","50","26320","26350"
"In post","2022","20-29","Ministry of Defence","North West (England)","SEO/HEO","30","30","33390","33000"
"In post","2022","20-29","Ministry of Defence","North West (England)","Unknown","25","25","31120","31600"
"In post","2022","20-29","Ministry of Defence","Northern Ireland","AA/AO","20","20","20570","20560"
"In post","2022","20-29","Ministry of Defence","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Overseas","EO","10","10","27080","26670"
"In post","2022","20-29","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Overseas","SEO/HEO","30","30","38870","39370"
"In post","2022","20-29","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Scotland","AA/AO","290","290","24410","23540"
"In post","2022","20-29","Ministry of Defence","Scotland","EO","75","75","23300","23780"
"In post","2022","20-29","Ministry of Defence","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Scotland","SEO/HEO","65","65","34580","33000"
"In post","2022","20-29","Ministry of Defence","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","South East (England)","AA/AO","380","380","24350","23490"
"In post","2022","20-29","Ministry of Defence","South East (England)","EO","280","280","26160","26350"
"In post","2022","20-29","Ministry of Defence","South East (England)","G6/G7","15","15","54730","53500"
"In post","2022","20-29","Ministry of Defence","South East (England)","SEO/HEO","560","560","33100","33000"
"In post","2022","20-29","Ministry of Defence","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","South West (England)","AA/AO","405","400","21410","21170"
"In post","2022","20-29","Ministry of Defence","South West (England)","EO","1150","1145","24290","25500"
"In post","2022","20-29","Ministry of Defence","South West (England)","G6/G7","30","30","50990","53100"
"In post","2022","20-29","Ministry of Defence","South West (England)","SEO/HEO","1800","1790","32010","31600"
"In post","2022","20-29","Ministry of Defence","South West (England)","Unknown","405","405","28500","27540"
"In post","2022","20-29","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","EO","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","Unknown","375","375","28230","28980"
"In post","2022","20-29","Ministry of Defence","Wales","AA/AO","35","30","19910","19450"
"In post","2022","20-29","Ministry of Defence","Wales","EO","10","10","26670","25830"
"In post","2022","20-29","Ministry of Defence","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","West Midlands (England)","AA/AO","85","85","22430","21170"
"In post","2022","20-29","Ministry of Defence","West Midlands (England)","EO","60","60","25540","26350"
"In post","2022","20-29","Ministry of Defence","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","West Midlands (England)","SEO/HEO","40","40","34810","33000"
"In post","2022","20-29","Ministry of Defence","Yorkshire and The Humber","AA/AO","65","65","23770","23540"
"In post","2022","20-29","Ministry of Defence","Yorkshire and The Humber","EO","10","10","26550","26350"
"In post","2022","20-29","Ministry of Defence","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Yorkshire and The Humber","SEO/HEO","15","15","33780","33000"
"In post","2022","20-29","Ministry of Justice","East Midlands (England)","AA/AO","970","950","23250","23140"
"In post","2022","20-29","Ministry of Justice","East Midlands (England)","EO","140","135","26520","25120"
"In post","2022","20-29","Ministry of Justice","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","East Midlands (England)","SEO/HEO","80","80","30970","30450"
"In post","2022","20-29","Ministry of Justice","East Midlands (England)","Unknown","255","250","25220","23170"
"In post","2022","20-29","Ministry of Justice","East of England","AA/AO","865","860","25890","26140"
"In post","2022","20-29","Ministry of Justice","East of England","EO","100","100","27710","26330"
"In post","2022","20-29","Ministry of Justice","East of England","SEO/HEO","60","60","30990","30450"
"In post","2022","20-29","Ministry of Justice","East of England","Unknown","350","345","24780","24270"
"In post","2022","20-29","Ministry of Justice","London","AA/AO","1185","1175","27880","28670"
"In post","2022","20-29","Ministry of Justice","London","EO","465","460","29520","28310"
"In post","2022","20-29","Ministry of Justice","London","G6/G7","150","150","57390","54850"
"In post","2022","20-29","Ministry of Justice","London","SEO/HEO","815","810","37390","34260"
"In post","2022","20-29","Ministry of Justice","London","Unknown","420","415","28800","27060"
"In post","2022","20-29","Ministry of Justice","North East (England)","AA/AO","425","420","23560","23140"
"In post","2022","20-29","Ministry of Justice","North East (England)","EO","35","35","26970","25120"
"In post","2022","20-29","Ministry of Justice","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","North East (England)","SEO/HEO","50","50","30740","30450"
"In post","2022","20-29","Ministry of Justice","North East (England)","Unknown","210","210","24780","23170"
"In post","2022","20-29","Ministry of Justice","North West (England)","AA/AO","950","940","23310","23140"
"In post","2022","20-29","Ministry of Justice","North West (England)","EO","105","105","26790","25120"
"In post","2022","20-29","Ministry of Justice","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","North West (England)","SEO/HEO","105","105","31780","30450"
"In post","2022","20-29","Ministry of Justice","North West (England)","Unknown","510","495","24910","23170"
"In post","2022","20-29","Ministry of Justice","Scotland","AA/AO","50","50","20790","20970"
"In post","2022","20-29","Ministry of Justice","Scotland","EO","15","15","25120","25120"
"In post","2022","20-29","Ministry of Justice","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Scotland","SEO/HEO","15","15","33200","30450"
"In post","2022","20-29","Ministry of Justice","South East (England)","AA/AO","1240","1230","27120","28140"
"In post","2022","20-29","Ministry of Justice","South East (England)","EO","150","145","29780","30140"
"In post","2022","20-29","Ministry of Justice","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","South East (England)","SEO/HEO","90","90","32440","30450"
"In post","2022","20-29","Ministry of Justice","South East (England)","Unknown","425","415","25580","24270"
"In post","2022","20-29","Ministry of Justice","South West (England)","AA/AO","605","595","23640","23140"
"In post","2022","20-29","Ministry of Justice","South West (England)","EO","60","60","27620","26330"
"In post","2022","20-29","Ministry of Justice","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","South West (England)","SEO/HEO","40","40","31100","30450"
"In post","2022","20-29","Ministry of Justice","South West (England)","Unknown","280","270","25200","23780"
"In post","2022","20-29","Ministry of Justice","Unknown","AA/AO","15","15","21580","20970"
"In post","2022","20-29","Ministry of Justice","Unknown","EO","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Wales","AA/AO","440","435","23030","23140"
"In post","2022","20-29","Ministry of Justice","Wales","EO","55","55","27430","25830"
"In post","2022","20-29","Ministry of Justice","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Wales","SEO/HEO","40","40","31980","30450"
"In post","2022","20-29","Ministry of Justice","Wales","Unknown","250","245","24010","23170"
"In post","2022","20-29","Ministry of Justice","West Midlands (England)","AA/AO","1210","1175","22630","20970"
"In post","2022","20-29","Ministry of Justice","West Midlands (England)","EO","210","210","26530","25120"
"In post","2022","20-29","Ministry of Justice","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","West Midlands (England)","SEO/HEO","115","115","32170","30450"
"In post","2022","20-29","Ministry of Justice","West Midlands (England)","Unknown","315","300","25050","24090"
"In post","2022","20-29","Ministry of Justice","Yorkshire and The Humber","AA/AO","1145","1125","23660","23140"
"In post","2022","20-29","Ministry of Justice","Yorkshire and The Humber","EO","165","165","27880","26330"
"In post","2022","20-29","Ministry of Justice","Yorkshire and The Humber","G6/G7","10","10","51060","50430"
"In post","2022","20-29","Ministry of Justice","Yorkshire and The Humber","SEO/HEO","170","170","32460","30450"
"In post","2022","20-29","Ministry of Justice","Yorkshire and The Humber","Unknown","360","355","24670","23170"
"In post","2022","20-29","National Crime Agency","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","National Crime Agency","East Midlands (England)","EO","10","10","32770","32770"
"In post","2022","20-29","National Crime Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","East of England","EO","25","25","32980","32770"
"In post","2022","20-29","National Crime Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","London","AA/AO","30","30","24470","24470"
"In post","2022","20-29","National Crime Agency","London","EO","215","215","35750","36200"
"In post","2022","20-29","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","London","SEO/HEO","65","65","42270","40170"
"In post","2022","20-29","National Crime Agency","North East (England)","EO","15","15","32220","32770"
"In post","2022","20-29","National Crime Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","North West (England)","AA/AO","15","15","21470","21050"
"In post","2022","20-29","National Crime Agency","North West (England)","EO","165","165","31680","30640"
"In post","2022","20-29","National Crime Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","North West (England)","SEO/HEO","30","30","38690","36740"
"In post","2022","20-29","National Crime Agency","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","South East (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","National Crime Agency","South East (England)","EO","40","40","35070","36200"
"In post","2022","20-29","National Crime Agency","South West (England)","AA/AO","15","15","20640","21050"
"In post","2022","20-29","National Crime Agency","South West (England)","EO","85","85","31450","32770"
"In post","2022","20-29","National Crime Agency","South West (England)","SEO/HEO","20","20","39870","36740"
"In post","2022","20-29","National Crime Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Wales","EO","5","5","[c]","[c]"
"In post","2022","20-29","National Crime Agency","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","National Crime Agency","West Midlands (England)","EO","60","60","32490","32770"
"In post","2022","20-29","National Crime Agency","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Yorkshire and The Humber","EO","20","20","32700","32770"
"In post","2022","20-29","National Crime Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","SEO/HEO","15","15","42340","41750"
"In post","2022","20-29","Northern Ireland Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Northern Ireland","SEO/HEO","10","10","33720","36050"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
