"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Department for International Trade","15","[c]","34780","31800"
"New entrant CS","2022","Commercial","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Transport","50","[c]","30140","27770"
"New entrant CS","2022","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department of Health and Social Care","135","[c]","43980","40650"
"New entrant CS","2022","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Ministry of Defence","200","[c]","30440","26670"
"New entrant CS","2022","Commercial","Ministry of Justice","50","[c]","32650","30450"
"New entrant CS","2022","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Scottish Government","10","[c]","29160","21640"
"New entrant CS","2022","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","UK Export Finance","50","[c]","40060","35500"
"New entrant CS","2022","Commercial","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cabinet Office","60","[c]","34730","34550"
"New entrant CS","2022","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Business, Energy and Industrial Strategy","35","[c]","36850","37420"
"New entrant CS","2022","Communications","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Education","40","[c]","31800","29520"
"New entrant CS","2022","Communications","Department for Environment, Food and Rural Affairs","55","[c]","32660","32560"
"New entrant CS","2022","Communications","Department for International Trade","25","[c]","41930","38160"
"New entrant CS","2022","Communications","Department for Levelling Up, Housing and Communities","10","[c]","45760","37970"
"New entrant CS","2022","Communications","Department for Transport","40","[c]","36950","34710"
"New entrant CS","2022","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department of Health and Social Care","150","[c]","36440","30430"
"New entrant CS","2022","Communications","Food Standards Agency","15","[c]","36390","30350"
"New entrant CS","2022","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Revenue and Customs","885","[c]","27040","26590"
"New entrant CS","2022","Communications","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence","45","[c]","31950","33000"
"New entrant CS","2022","Communications","Ministry of Justice","30","[c]","36960","35170"
"New entrant CS","2022","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Gas and Electricity Markets","20","[c]","46130","42500"
"New entrant CS","2022","Communications","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","15","[c]","42880","36000"
"New entrant CS","2022","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Attorney General's Departments","10","[c]","32510","26090"
"New entrant CS","2022","Counter Fraud","Cabinet Office","25","[c]","32760","30000"
"New entrant CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","25","[c]","25450","24500"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions","770","[c]","25480","25110"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs","750","[c]","28600","26590"
"New entrant CS","2022","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions","310","[c]","21810","21260"
"New entrant CS","2022","Debt","HM Revenue and Customs","715","[c]","21480","21250"
"New entrant CS","2022","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","30","[c]","35520","30130"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","270","[c]","43380","40600"
"New entrant CS","2022","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","15","[c]","29870","29160"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","20","[c]","53370","57000"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","240","[c]","29550","24850"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","165","[c]","38100","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","285","[c]","39210","37000"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","50","[c]","41410","34950"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","25","[c]","47000","48200"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","120","[c]","33560","30730"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","385","[c]","40020","37100"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","120","[c]","35910","32790"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","90","[c]","31100","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","345","[c]","35980","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","230","[c]","30830","26740"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","220","[c]","43230","41750"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","40","[c]","40520","36740"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","20","[c]","55130","45500"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Government","20","[c]","32670","31670"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","25","[c]","36850","35600"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","125","[c]","35090","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","10","[c]","32980","26950"
"New entrant CS","2022","Finance","Cabinet Office","10","[c]","35080","33900"
"New entrant CS","2022","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","45","[c]","32870","28750"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","10","[c]","37510","33490"
"New entrant CS","2022","Finance","Department for Education","135","[c]","34450","29360"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","70","[c]","36820","35900"
"New entrant CS","2022","Finance","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","20","[c]","44680","39600"
"New entrant CS","2022","Finance","Department for Transport","65","[c]","39280","38650"
"New entrant CS","2022","Finance","Department for Work and Pensions","145","[c]","32650","31990"
"New entrant CS","2022","Finance","Department of Health and Social Care","185","[c]","35180","32790"
"New entrant CS","2022","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs","180","[c]","30520","26590"
"New entrant CS","2022","Finance","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence","135","[c]","29200","26350"
"New entrant CS","2022","Finance","Ministry of Justice","55","[c]","35530","36050"
"New entrant CS","2022","Finance","National Crime Agency","15","[c]","36370","36740"
"New entrant CS","2022","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","20","[c]","34480","32000"
"New entrant CS","2022","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","20","[c]","41090","37180"
"New entrant CS","2022","Finance","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","520","[c]","21610","21300"
"New entrant CS","2022","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","30","[c]","25330","23770"
"New entrant CS","2022","Human Resources","Cabinet Office","155","[c]","30890","24100"
"New entrant CS","2022","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","15","[c]","43290","41670"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","40","[c]","33330","30930"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","15","[c]","29520","26180"
"New entrant CS","2022","Human Resources","Department for Education","30","[c]","28700","25000"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","95","[c]","36600","32560"
"New entrant CS","2022","Human Resources","Department for International Trade","25","[c]","32550","26250"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","15","[c]","26870","23320"
"New entrant CS","2022","Human Resources","Department for Transport","70","[c]","34760","30730"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","130","[c]","30670","27570"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","210","[c]","38150","32790"
"New entrant CS","2022","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","15","[c]","31640","27130"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","70","[c]","29940","26590"
"New entrant CS","2022","Human Resources","HM Treasury","20","[c]","28430","20750"
"New entrant CS","2022","Human Resources","Ministry of Defence","205","[c]","29190","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice","100","[c]","32830","30450"
"New entrant CS","2022","Human Resources","National Crime Agency","15","[c]","39290","32260"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","30","[c]","40440","37440"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","20","[c]","26640","22000"
"New entrant CS","2022","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","15","[c]","36850","31570"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","25","[c]","46240","43680"
"New entrant CS","2022","Internal Audit","Ministry of Defence","15","[c]","33900","33000"
"New entrant CS","2022","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Attorney General's Departments","920","[c]","34640","26970"
"New entrant CS","2022","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","30","[c]","52410","51810"
"New entrant CS","2022","Legal","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","15","[c]","39330","38550"
"New entrant CS","2022","Legal","HM Revenue and Customs","105","[c]","37020","30750"
"New entrant CS","2022","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","20","[c]","53820","54150"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Government","90","[c]","37640","41750"
"New entrant CS","2022","Legal","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","10","[c]","55670","67000"
"New entrant CS","2022","Legal","UK Supreme Court","10","[c]","35760","37230"
"New entrant CS","2022","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cabinet Office","850","[c]","30870","28000"
"New entrant CS","2022","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","55","[c]","24720","24440"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy","890","[c]","33150","30410"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","320","[c]","35330","34020"
"New entrant CS","2022","No function","Department for Education","490","[c]","33070","29360"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs","1675","[c]","34130","32560"
"New entrant CS","2022","No function","Department for International Trade","235","[c]","36500","31800"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","535","[c]","34600","33210"
"New entrant CS","2022","No function","Department for Transport","1695","[c]","28610","26130"
"New entrant CS","2022","No function","Department for Work and Pensions","7360","[c]","25580","27570"
"New entrant CS","2022","No function","Department of Health and Social Care","2395","[c]","37270","32330"
"New entrant CS","2022","No function","Food Standards Agency","145","[c]","31840","30350"
"New entrant CS","2022","No function","HM Land Registry","345","[c]","24650","22600"
"New entrant CS","2022","No function","HM Revenue and Customs","4110","[c]","25660","21250"
"New entrant CS","2022","No function","HM Treasury","255","[c]","32940","28500"
"New entrant CS","2022","No function","Ministry of Defence","525","[c]","29090","26030"
"New entrant CS","2022","No function","Ministry of Justice","17535","[c]","26540","24240"
"New entrant CS","2022","No function","National Crime Agency","420","[c]","36100","34140"
"New entrant CS","2022","No function","Northern Ireland Office","20","[c]","37580","35160"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","200","[c]","51390","46360"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","295","[c]","32380","25750"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","45","[c]","37180","38000"
"New entrant CS","2022","No function","Office of Rail and Road","25","[c]","45880","47340"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","975","[c]","22740","21640"
"New entrant CS","2022","No function","The National Archives","55","[c]","28610","24640"
"New entrant CS","2022","No function","UK Statistics Authority","420","[c]","23920","19860"
"New entrant CS","2022","No function","Water Services Regulation Authority","15","[c]","48090","36690"
"New entrant CS","2022","No function","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","40","[c]","55110","40250"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","35","[c]","41500","33120"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","60","[c]","38750","38650"
"New entrant CS","2022","Project Delivery","Department for Education","20","[c]","38880","36500"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","50","[c]","25110","21400"
"New entrant CS","2022","Project Delivery","Department for International Trade","15","[c]","39300","38160"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","30","[c]","37890","36340"
"New entrant CS","2022","Project Delivery","Department for Transport","80","[c]","43380","38650"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","70","[c]","27940","21260"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Estyn","10","[c]","73440","66900"
"New entrant CS","2022","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","10","[c]","28080","24300"
"New entrant CS","2022","Project Delivery","HM Land Registry","35","[c]","29370","22600"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","175","[c]","41450","40180"
"New entrant CS","2022","Project Delivery","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","1265","[c]","33020","32000"
"New entrant CS","2022","Project Delivery","Ministry of Justice","25","[c]","31820","30450"
"New entrant CS","2022","Project Delivery","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","30","[c]","37490","36840"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","90","[c]","46890","42900"
"New entrant CS","2022","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","85","[c]","41610","36500"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","70","[c]","42070","38750"
"New entrant CS","2022","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","20","[c]","38280","30730"
"New entrant CS","2022","Property","Department for Work and Pensions","15","[c]","41610","40000"
"New entrant CS","2022","Property","Department of Health and Social Care","15","[c]","39930","40650"
"New entrant CS","2022","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","505","[c]","26610","25000"
"New entrant CS","2022","Property","Ministry of Defence","225","[c]","29600","29610"
"New entrant CS","2022","Property","Ministry of Justice","40","[c]","40560","37520"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Government","25","[c]","29920","25420"
"New entrant CS","2022","Property","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office","160","[c]","30700","27500"
"New entrant CS","2022","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","25","[c]","36140","34710"
"New entrant CS","2022","Security","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Defence","580","[c]","26820","25000"
"New entrant CS","2022","Security","Ministry of Justice","45","[c]","32590","30750"
"New entrant CS","2022","Security","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","UK Statistics Authority","10","[c]","29840","30210"
"New entrant CS","2022","Unknown","Attorney General's Departments","15","[c]","36620","38180"
"New entrant CS","2022","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","20","[c]","28470","24030"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","20","[c]","37790","38750"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions","1265","[c]","27350","27570"
"New entrant CS","2022","Unknown","Department of Health and Social Care","30","[c]","34970","29920"
"New entrant CS","2022","Unknown","HM Revenue and Customs","550","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","15","[c]","23180","22750"
"New entrant CS","2022","Unknown","Home Office","2570","[c]","29780","24880"
"New entrant CS","2022","Unknown","Ministry of Defence","1435","[c]","29730","26350"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","3335","[c]","31540","27230"
"New entrant CS","2022","Unknown","Welsh Government","360","[c]","34740","31210"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed its name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
