"Status","Year","Ethnicity","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Female","Heterosexual / straight","60","55","28190","27080"
"In post","2022","Mixed","Lancashire","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Lancashire","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Lancashire","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Lancashire","Male","Heterosexual / straight","35","35","29740","27340"
"In post","2022","Mixed","Lancashire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Male","Undeclared","10","5","[c]","[c]"
"In post","2022","Mixed","Lancashire","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","50","45","28810","24770"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","35","35","28610","26110"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Female","Heterosexual / straight","150","140","28050","25840"
"In post","2022","Mixed","Merseyside","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Merseyside","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Merseyside","Male","Heterosexual / straight","90","85","31580","26420"
"In post","2022","Mixed","Merseyside","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Merseyside","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Merseyside","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Female","Heterosexual / straight","70","65","29350","27570"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Male","Heterosexual / straight","55","55","29400","26820"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Female","Heterosexual / straight","50","45","31760","31060"
"In post","2022","Mixed","Outer London - East and North East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Male","Heterosexual / straight","40","40","30190","31060"
"In post","2022","Mixed","Outer London - East and North East","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Female","Heterosexual / straight","230","215","36760","32090"
"In post","2022","Mixed","Outer London - South","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Male","Heterosexual / straight","115","115","39360","36620"
"In post","2022","Mixed","Outer London - South","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Female","Heterosexual / straight","150","140","31840","31060"
"In post","2022","Mixed","Outer London - West and North West","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Male","Heterosexual / straight","85","80","33480","31060"
"In post","2022","Mixed","Outer London - West and North West","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Female","Heterosexual / straight","45","45","45510","38600"
"In post","2022","Mixed","Overseas","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Male","Heterosexual / straight","50","50","52920","52700"
"In post","2022","Mixed","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Female","Heterosexual / straight","70","65","31560","27130"
"In post","2022","Mixed","Shropshire and Staffordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Male","Heterosexual / straight","45","40","31100","27570"
"In post","2022","Mixed","Shropshire and Staffordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Female","Heterosexual / straight","85","75","32440","27570"
"In post","2022","Mixed","South Yorkshire","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Male","Heterosexual / straight","40","35","31660","27660"
"In post","2022","Mixed","South Yorkshire","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Female","Heterosexual / straight","90","85","31220","28050"
"In post","2022","Mixed","Surrey, East and West Sussex","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Male","Heterosexual / straight","75","70","31530","30560"
"In post","2022","Mixed","Surrey, East and West Sussex","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Female","Heterosexual / straight","35","35","27210","27570"
"In post","2022","Mixed","Tees Valley and Durham","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Male","Heterosexual / straight","30","30","29170","27130"
"In post","2022","Mixed","Tees Valley and Durham","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Female","Heterosexual / straight","55","50","32580","27570"
"In post","2022","Mixed","West Central Scotland","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Male","Heterosexual / straight","35","35","32270","27230"
"In post","2022","Mixed","West Central Scotland","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","Female","Heterosexual / straight","250","230","29090","27570"
"In post","2022","Mixed","West Midlands","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Mixed","West Midlands","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","West Midlands","Female","Unknown","35","30","29850","27570"
"In post","2022","Mixed","West Midlands","Male","Heterosexual / straight","115","110","29750","27570"
"In post","2022","Mixed","West Midlands","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","West Midlands","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","West Midlands","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","West Midlands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Female","Heterosexual / straight","55","50","27540","27130"
"In post","2022","Mixed","West Wales and The Valleys","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Male","Heterosexual / straight","45","40","28390","26130"
"In post","2022","Mixed","West Wales and The Valleys","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Female","Heterosexual / straight","145","135","31640","27570"
"In post","2022","Mixed","West Yorkshire","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Male","Heterosexual / straight","90","90","33460","27570"
"In post","2022","Mixed","West Yorkshire","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
