"Status","Year","Ethnicity","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Cumbria","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","390","355","31200","27570"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Female","Unknown","70","65","28600","26760"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","335","325","31270","27570"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Male","Unknown","35","30","33940","33080"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Devon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Male","Heterosexual / straight","30","30","33020","27270"
"In post","2022","Asian","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Female","Heterosexual / straight","175","145","25540","22010"
"In post","2022","Asian","East Anglia","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","East Anglia","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","East Anglia","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East Anglia","Male","Heterosexual / straight","150","140","30260","27120"
"In post","2022","Asian","East Anglia","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","East Anglia","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Female","Heterosexual / straight","185","175","32330","30210"
"In post","2022","Asian","East Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","Female","Unknown","15","10","[c]","[c]"
"In post","2022","Asian","East Wales","Male","Heterosexual / straight","190","185","32290","26820"
"In post","2022","Asian","East Wales","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","East Wales","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Female","Heterosexual / straight","140","130","31630","27230"
"In post","2022","Asian","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Male","Heterosexual / straight","105","100","34060","29840"
"In post","2022","Asian","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Female","Heterosexual / straight","95","90","31090","29290"
"In post","2022","Asian","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Essex","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Essex","Male","Heterosexual / straight","80","80","37110","29290"
"In post","2022","Asian","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","320","295","33610","29750"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","35","30","35570","27570"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","345","340","36010","33300"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","30","30","41330","40560"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Female","Heterosexual / straight","725","670","29490","27570"
"In post","2022","Asian","Greater Manchester","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Female","Undeclared","40","35","26660","25010"
"In post","2022","Asian","Greater Manchester","Female","Unknown","85","65","25710","25190"
"In post","2022","Asian","Greater Manchester","Male","Heterosexual / straight","830","815","31480","27570"
"In post","2022","Asian","Greater Manchester","Male","LGBO","35","30","27690","26820"
"In post","2022","Asian","Greater Manchester","Male","Undeclared","45","45","29520","27570"
"In post","2022","Asian","Greater Manchester","Male","Unknown","75","75","30070","27570"
"In post","2022","Asian","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Female","Heterosexual / straight","155","140","28500","26350"
"In post","2022","Asian","Hampshire and Isle of Wight","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Male","Heterosexual / straight","130","120","32570","26910"
"In post","2022","Asian","Hampshire and Isle of Wight","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","100","85","27610","27250"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","75","70","29610","26610"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - East","Female","Heterosexual / straight","1325","1240","37830","33120"
"In post","2022","Asian","Inner London - East","Female","LGBO","30","25","32330","32300"
"In post","2022","Asian","Inner London - East","Female","Undeclared","100","90","34990","31060"
"In post","2022","Asian","Inner London - East","Female","Unknown","275","240","36110","31090"
"In post","2022","Asian","Inner London - East","Male","Heterosexual / straight","1100","1080","39180","34100"
"In post","2022","Asian","Inner London - East","Male","LGBO","35","35","44690","43810"
"In post","2022","Asian","Inner London - East","Male","Undeclared","65","65","40840","34550"
"In post","2022","Asian","Inner London - East","Male","Unknown","180","175","41560","37610"
"In post","2022","Asian","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - West","Female","Heterosexual / straight","3320","3190","42370","38700"
"In post","2022","Asian","Inner London - West","Female","LGBO","80","80","42050","39820"
"In post","2022","Asian","Inner London - West","Female","Undeclared","205","195","41020","39000"
"In post","2022","Asian","Inner London - West","Female","Unknown","195","175","42050","37620"
"In post","2022","Asian","Inner London - West","Male","Heterosexual / straight","2195","2170","42820","38580"
"In post","2022","Asian","Inner London - West","Male","LGBO","120","115","44610","40230"
"In post","2022","Asian","Inner London - West","Male","Undeclared","125","125","42130","39770"
"In post","2022","Asian","Inner London - West","Male","Unknown","115","115","45810","42950"
"In post","2022","Asian","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Female","Heterosexual / straight","85","80","28770","29290"
"In post","2022","Asian","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Kent","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Kent","Male","Heterosexual / straight","75","70","28930","29290"
"In post","2022","Asian","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Male","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","Female","Heterosexual / straight","325","265","25530","21750"
"In post","2022","Asian","Lancashire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Asian","Lancashire","Female","Unknown","60","45","23800","21260"
"In post","2022","Asian","Lancashire","Male","Heterosexual / straight","510","490","26760","25700"
"In post","2022","Asian","Lancashire","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Lancashire","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Asian","Lancashire","Male","Unknown","75","70","26900","22080"
"In post","2022","Asian","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","450","390","25770","22600"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","40","35","25510","21260"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Female","Unknown","85","65","25410","26030"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","380","365","26850","25700"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Male","Unknown","50","45","26490","22600"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","Female","Heterosexual / straight","85","80","31220","25260"
"In post","2022","Asian","Merseyside","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Asian","Merseyside","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Merseyside","Male","Heterosexual / straight","115","110","32010","27570"
"In post","2022","Asian","Merseyside","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","Male","Undeclared","5","5","[c]","[c]"
