"Status","Year","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Female","105","[c]","51810","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Male","45","[c]","59040","75500"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Female","70","[c]","47580","41470"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Male","80","[c]","55080","49770"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","Female","40","[c]","31850","28730"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","Male","45","[c]","38600","35000"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Outside London","Female","35","[c]","23280","20970"
"Leaver CS","2022","Office of the Public Guardian","Outside London","Male","30","[c]","22060","20970"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Outside London","Male","40","[c]","45810","47660"
"Leaver CS","2022","Public Health England","London","Female","465","[c]","44650","40070"
"Leaver CS","2022","Public Health England","London","Male","170","[c]","48220","40290"
"Leaver CS","2022","Public Health England","Outside London","Female","695","[c]","41410","37190"
"Leaver CS","2022","Public Health England","Outside London","Male","190","[c]","42620","36330"
"Leaver CS","2022","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","Male","215","[c]","36610","33570"
"Leaver CS","2022","Rural Payments Agency","Outside London","Female","90","[c]","25860","21300"
"Leaver CS","2022","Rural Payments Agency","Outside London","Male","85","[c]","24800","21300"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","Female","105","[c]","26300","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","Male","60","[c]","33620","27120"
"Leaver CS","2022","Scottish Forestry","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","Female","195","[c]","41030","36130"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","Male","220","[c]","41820","36130"
"Leaver CS","2022","Scottish Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Outside London","Female","95","[c]","31220","26900"
"Leaver CS","2022","Scottish Prison Service","Outside London","Male","245","[c]","32670","35000"
"Leaver CS","2022","Scottish Public Pensions Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Outside London","Female","35","[c]","35150","32040"
"Leaver CS","2022","Submarine Delivery Agency","Outside London","Male","105","[c]","39040","39500"
"Leaver CS","2022","Submarine Delivery Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Outside London","Female","35","[c]","26430","21130"
"Leaver CS","2022","The Insolvency Service","Outside London","Male","45","[c]","34670","26000"
"Leaver CS","2022","The National Archives","London","Female","40","[c]","31130","28460"
"Leaver CS","2022","The National Archives","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","Male","35","[c]","52400","47000"
"Leaver CS","2022","UK Health Security Agency","London","Female","330","[c]","41790","37330"
"Leaver CS","2022","UK Health Security Agency","London","Male","200","[c]","44720","40070"
"Leaver CS","2022","UK Health Security Agency","Outside London","Female","175","[c]","33660","28590"
"Leaver CS","2022","UK Health Security Agency","Outside London","Male","80","[c]","40560","31770"
"Leaver CS","2022","UK Hydrographic Office","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Outside London","Male","40","[c]","37590","35270"
"Leaver CS","2022","UK Space Agency","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","Female","235","[c]","26680","23050"
"Leaver CS","2022","UK Statistics Authority","Outside London","Male","290","[c]","28280","23630"
"Leaver CS","2022","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","Female","135","[c]","25390","22040"
"Leaver CS","2022","Valuation Office Agency","Outside London","Male","100","[c]","30010","25000"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","Female","130","[c]","41000","36080"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","Male","115","[c]","44550","37410"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","Female","740","[c]","43620","34550"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","Male","565","[c]","43830","34550"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","Female","110","[c]","33620","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","Male","120","[c]","36270","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","Female","165","[c]","39330","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","Male","125","[c]","40590","33250"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Female","35","[c]","39120","27760"
"Leaver Dept.","2022","Crown Prosecution Service","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Female","35","[c]","27590","25480"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Female","175","[c]","33160","32120"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Male","260","[c]","35490","32410"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Male","45","[c]","40310","38070"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","235","[c]","45710","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","230","[c]","47920","41300"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","30","[c]","35120","31740"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","30","[c]","49120","51710"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Female","100","[c]","41970","34280"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Male","100","[c]","47830","51730"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Female","120","[c]","47690","45250"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Male","75","[c]","46800","40720"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Female","135","[c]","38840","36780"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Male","95","[c]","40390","36870"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","105","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Female","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Male","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","135","[c]","41790","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","115","[c]","43670","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","35","[c]","36760","35490"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","Female","135","[c]","42900","36370"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","Male","145","[c]","44810","42470"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","London","Female","275","[c]","35930","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","London","Male","200","[c]","37420","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Outside London","Female","1525","[c]","28170","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Outside London","Male","1010","[c]","29010","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","London","Female","420","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","London","Male","340","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","Female","200","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","Male","145","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Female","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","Female","85","[c]","28210","26130"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","Male","70","[c]","29870","27080"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Outside London","Female","70","[c]","30050","26780"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Outside London","Male","65","[c]","31430","26700"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","45","[c]","39410","38500"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Female","65","[c]","47750","51250"
"Leaver Dept.","2022","Government Legal Department","London","Male","35","[c]","49100","50500"
"Leaver Dept.","2022","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Outside London","Female","30","[c]","34810","31710"
"Leaver Dept.","2022","Health and Safety Executive","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","Female","115","[c]","31700","28310"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","Male","55","[c]","29290","25420"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","Female","235","[c]","24600","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","Male","130","[c]","24190","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
