"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","AO","30","25","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","EO","125","120","27440","27570"
"In post","2022","Asian","Calderdale and Kirklees","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","AA","5","5","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","AO","15","15","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","EO","30","30","27590","27570"
"In post","2022","Asian","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","G7","10","10","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","HEO","20","15","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Camden and City of London","AA","20","15","[c]","[c]"
"In post","2022","Asian","Camden and City of London","AO","100","90","24330","24310"
"In post","2022","Asian","Camden and City of London","EO","110","110","29340","28850"
"In post","2022","Asian","Camden and City of London","G6","15","15","[c]","[c]"
"In post","2022","Asian","Camden and City of London","G7","25","25","[c]","[c]"
"In post","2022","Asian","Camden and City of London","HEO","50","45","36070","35130"
"In post","2022","Asian","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Camden and City of London","SEO","30","30","44750","43670"
"In post","2022","Asian","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","AA","5","5","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","AO","95","90","21640","21250"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","EO","90","85","26490","26820"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","G7","20","20","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","HEO","55","55","34100","33370"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","SEO","25","25","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","EO","5","5","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","AA","10","10","[c]","[c]"
"In post","2022","Asian","Central Hampshire","AO","10","10","[c]","[c]"
"In post","2022","Asian","Central Hampshire","EO","20","20","[c]","[c]"
"In post","2022","Asian","Central Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","G7","5","5","[c]","[c]"
"In post","2022","Asian","Central Hampshire","HEO","15","15","[c]","[c]"
"In post","2022","Asian","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","AO","10","10","[c]","[c]"
"In post","2022","Asian","Central Valleys","EO","20","20","[c]","[c]"
"In post","2022","Asian","Central Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","AO","20","20","[c]","[c]"
"In post","2022","Asian","Cheshire East","EO","10","10","[c]","[c]"
"In post","2022","Asian","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","AO","5","5","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","AA","5","5","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","AO","50","45","22820","21250"
"In post","2022","Asian","City of Edinburgh","EO","45","45","27810","27230"
"In post","2022","Asian","City of Edinburgh","G6","5","5","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","G7","15","15","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","HEO","40","40","33730","33070"
"In post","2022","Asian","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","SEO","30","30","44720","42210"
"In post","2022","Asian","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
