"Status","Year","Age","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","UK Export Finance","10","10","87070","69340"
"In post","2022","50-59","Communications","UK Health Security Agency","20","15","43600","40120"
"In post","2022","50-59","Communications","UK Hydrographic Office","5","5","[c]","[c]"
"In post","2022","50-59","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","UK Statistics Authority","10","10","42040","37510"
"In post","2022","50-59","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Cabinet Office (excl. agencies)","35","35","50010","53090"
"In post","2022","50-59","Counter Fraud","Companies House","50","50","25930","24500"
"In post","2022","50-59","Counter Fraud","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","2465","2260","28000","27570"
"In post","2022","50-59","Counter Fraud","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Driver and Vehicle Standards Agency","10","10","31980","28780"
"In post","2022","50-59","Counter Fraud","Food Standards Agency","30","30","41030","37350"
"In post","2022","50-59","Counter Fraud","Government Internal Audit Agency","20","20","40320","38090"
"In post","2022","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","3040","2895","36900","33370"
"In post","2022","50-59","Counter Fraud","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Serious Fraud Office","70","70","52260","51270"
"In post","2022","50-59","Counter Fraud","The Insolvency Service","85","80","41010","39490"
"In post","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","795","690","22710","21260"
"In post","2022","50-59","Debt","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","HM Revenue and Customs (excl. agencies)","1120","1010","26080","22080"
"In post","2022","50-59","Debt","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","10","10","49700","47750"
"In post","2022","50-59","Digital, Data & Technology","Animal and Plant Health Agency","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Cabinet Office (excl. agencies)","145","145","53460","54700"
"In post","2022","50-59","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","15","15","35110","31490"
"In post","2022","50-59","Digital, Data & Technology","Charity Commission","10","10","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Companies House","55","55","40280","38000"
"In post","2022","50-59","Digital, Data & Technology","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Crown Commercial Service","20","20","49050","39360"
"In post","2022","50-59","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","15","15","44890","40130"
"In post","2022","50-59","Digital, Data & Technology","Crown Prosecution Service","35","35","42280","39370"
"In post","2022","50-59","Digital, Data & Technology","Defence Electronics and Components Agency","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Defence Equipment and Support","105","100","39440","37370"
"In post","2022","50-59","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","47870","44450"
"In post","2022","50-59","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","190","185","40770","37100"
"In post","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","240","235","46400","47660"
"In post","2022","50-59","Digital, Data & Technology","Department for International Trade","20","20","50300","52100"
"In post","2022","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","43870","40480"
"In post","2022","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","35","35","42710","39060"
"In post","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","1360","1320","42370","36940"
"In post","2022","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","25","25","42230","37500"
"In post","2022","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","190","185","44950","41230"
"In post","2022","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","45","45","37530","36000"
"In post","2022","50-59","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","FCDO Services","30","30","52030","48190"
"In post","2022","50-59","Digital, Data & Technology","Food Standards Agency","20","20","47070","41680"
"In post","2022","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","55","55","46360","44770"
"In post","2022","50-59","Digital, Data & Technology","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Health and Safety Executive","30","30","43290","32770"
"In post","2022","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","60","60","42790","38370"
"In post","2022","50-59","Digital, Data & Technology","HM Land Registry","205","195","40260","38450"
"In post","2022","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","825","800","44650","40520"
"In post","2022","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Intellectual Property Office","60","60","47990","45650"
"In post","2022","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","20","20","46470","39040"
"In post","2022","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","25","25","45490","41020"
"In post","2022","50-59","Digital, Data & Technology","Met Office","310","295","43550","40040"
"In post","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","960","945","34760","33300"
"In post","2022","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","205","205","49570","50430"
"In post","2022","50-59","Digital, Data & Technology","National Crime Agency","65","65","49040","46640"
"In post","2022","50-59","Digital, Data & Technology","National Savings and Investments","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","15","15","59590","62810"
"In post","2022","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","20","20","60460","59750"
"In post","2022","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Planning Inspectorate","10","10","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Registers of Scotland","15","15","45990","47490"
"In post","2022","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","20","20","40380","34180"
"In post","2022","50-59","Digital, Data & Technology","Scottish Prison Service","20","20","44290","40290"
"In post","2022","50-59","Digital, Data & Technology","Serious Fraud Office","15","15","42940","40170"
"In post","2022","50-59","Digital, Data & Technology","Submarine Delivery Agency","10","10","44140","40710"
"In post","2022","50-59","Digital, Data & Technology","The Insolvency Service","10","10","48260","41060"
"In post","2022","50-59","Digital, Data & Technology","The National Archives","30","30","44400","46000"
"In post","2022","50-59","Digital, Data & Technology","UK Debt Management Office","15","15","58070","58810"
"In post","2022","50-59","Digital, Data & Technology","UK Export Finance","10","10","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","UK Health Security Agency","30","25","49140","41170"
"In post","2022","50-59","Digital, Data & Technology","UK Hydrographic Office","40","40","44960","42740"
"In post","2022","50-59","Digital, Data & Technology","UK Statistics Authority","140","135","46960","50210"
"In post","2022","50-59","Digital, Data & Technology","Valuation Office Agency","20","20","55060","54240"
"In post","2022","50-59","Digital, Data & Technology","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Advisory, Conciliation and Arbitration Service","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Cabinet Office (excl. agencies)","20","20","51180","46390"
"In post","2022","50-59","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Charity Commission","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Companies House","15","10","29630","24730"
"In post","2022","50-59","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Crown Commercial Service","10","10","61840","54310"
"In post","2022","50-59","Finance","Crown Office and Procurator Fiscal Service","10","5","[c]","[c]"
"In post","2022","50-59","Finance","Crown Prosecution Service","25","20","35810","22200"
"In post","2022","50-59","Finance","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Defence Equipment and Support","35","35","47820","42240"
"In post","2022","50-59","Finance","Defence Science and Technology Laboratory","20","20","42790","47010"
"In post","2022","50-59","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","51080","41630"
"In post","2022","50-59","Finance","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2022","50-59","Finance","Department for Education (excl. agencies)","110","105","44780","43120"
"In post","2022","50-59","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","130","130","42930","38060"
"In post","2022","50-59","Finance","Department for International Trade","25","25","45520","38600"
"In post","2022","50-59","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","20","20","47820","42030"
"In post","2022","50-59","Finance","Department for Transport (excl. agencies)","50","50","52980","53370"
"In post","2022","50-59","Finance","Department for Work and Pensions (excl. agencies)","770","730","39340","35310"
"In post","2022","50-59","Finance","Department of Health and Social Care (excl. agencies)","85","85","47410","41930"
"In post","2022","50-59","Finance","Driver and Vehicle Licensing Agency","45","45","36290","33350"
"In post","2022","50-59","Finance","Driver and Vehicle Standards Agency","25","25","40390","40900"
"In post","2022","50-59","Finance","Education and Skills Funding Agency","195","190","42400","37270"
"In post","2022","50-59","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","FCDO Services","10","10","51260","49070"
"In post","2022","50-59","Finance","Food Standards Agency","15","15","45520","43120"
"In post","2022","50-59","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","60","60","45450","43300"
"In post","2022","50-59","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Government Legal Department","10","10","46910","37530"
"In post","2022","50-59","Finance","Health and Safety Executive","15","15","53800","53430"
"In post","2022","50-59","Finance","HM Courts and Tribunals Service","55","55","42830","41750"
"In post","2022","50-59","Finance","HM Land Registry","15","15","49060","49110"
"In post","2022","50-59","Finance","HM Revenue and Customs (excl. agencies)","965","865","35050","31020"
"In post","2022","50-59","Finance","HM Treasury (excl. agencies)","15","15","42420","44870"
"In post","2022","50-59","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Intellectual Property Office","10","10","[c]","[c]"
"In post","2022","50-59","Finance","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Medicines and Healthcare Products Regulatory Agency","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Met Office","10","10","57230","49860"
"In post","2022","50-59","Finance","Ministry of Defence (excl. agencies)","580","570","38380","33300"
"In post","2022","50-59","Finance","Ministry of Justice (excl. agencies)","170","165","44830","41100"
"In post","2022","50-59","Finance","National Crime Agency","20","15","38860","34620"
"In post","2022","50-59","Finance","National Savings and Investments","10","10","[c]","[c]"
"In post","2022","50-59","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Planning Inspectorate","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Registers of Scotland","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Scottish Courts and Tribunals Service","10","10","[c]","[c]"
"In post","2022","50-59","Finance","Scottish Prison Service","20","20","36170","29540"
"In post","2022","50-59","Finance","Serious Fraud Office","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Submarine Delivery Agency","15","15","72000","71210"
"In post","2022","50-59","Finance","The Insolvency Service","15","15","47670","44380"
"In post","2022","50-59","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","UK Export Finance","15","15","48970","43150"
"In post","2022","50-59","Finance","UK Health Security Agency","25","25","42830","42480"
"In post","2022","50-59","Finance","UK Hydrographic Office","5","5","[c]","[c]"
"In post","2022","50-59","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","UK Statistics Authority","10","10","[c]","[c]"
"In post","2022","50-59","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Valuation Office Agency","25","25","45840","42750"
"In post","2022","50-59","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Grants Management","Rural Payments Agency","565","525","27390","24920"
"In post","2022","50-59","Human Resources","Advisory, Conciliation and Arbitration Service","10","10","41020","39580"
"In post","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","225","220","44510","38900"
"In post","2022","50-59","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Charity Commission","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Companies House","10","10","44100","39870"
"In post","2022","50-59","Human Resources","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Commercial Service","15","15","47590","43820"
"In post","2022","50-59","Human Resources","Crown Office and Procurator Fiscal Service","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Prosecution Service","50","50","54480","54760"
"In post","2022","50-59","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Equipment and Support","55","55","45170","40800"
"In post","2022","50-59","Human Resources","Defence Science and Technology Laboratory","25","25","39680","34100"
"In post","2022","50-59","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","20","51290","49190"
"In post","2022","50-59","Human Resources","Department for Digital, Culture, Media and Sport","10","10","51840","45020"
"In post","2022","50-59","Human Resources","Department for Education (excl. agencies)","25","20","38310","32210"
"In post","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","95","95","44390","47550"
"In post","2022","50-59","Human Resources","Department for International Trade","20","20","54700","51830"
"In post","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","20","20","54400","56820"
"In post","2022","50-59","Human Resources","Department for Transport (excl. agencies)","20","20","49250","52630"
"In post","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","565","535","34730","31880"
"In post","2022","50-59","Human Resources","Department of Health and Social Care (excl. agencies)","20","20","47150","53060"
"In post","2022","50-59","Human Resources","Driver and Vehicle Licensing Agency","50","45","33450","31210"
"In post","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","45","40","39530","38350"
"In post","2022","50-59","Human Resources","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","FCDO Services","15","15","51200","49780"
"In post","2022","50-59","Human Resources","Food Standards Agency","10","10","45770","45690"
"In post","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","80","80","51880","53330"
"In post","2022","50-59","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Legal Department","15","15","40540","33700"
"In post","2022","50-59","Human Resources","Health and Safety Executive","35","35","45380","39500"
"In post","2022","50-59","Human Resources","HM Courts and Tribunals Service","20","20","47620","50430"
"In post","2022","50-59","Human Resources","HM Land Registry","25","25","41570","39100"
"In post","2022","50-59","Human Resources","HM Prison and Probation Service","50","50","52630","51150"
"In post","2022","50-59","Human Resources","HM Revenue and Customs (excl. agencies)","560","530","39040","33370"
"In post","2022","50-59","Human Resources","HM Treasury (excl. agencies)","15","15","46690","42580"
"In post","2022","50-59","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Intellectual Property Office","10","10","39690","31430"
"In post","2022","50-59","Human Resources","Maritime and Coastguard Agency","10","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","10","10","56610","53620"
"In post","2022","50-59","Human Resources","Met Office","20","20","39830","37420"
"In post","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","665","630","31090","26670"
"In post","2022","50-59","Human Resources","Ministry of Justice (excl. agencies)","255","250","42210","38370"
"In post","2022","50-59","Human Resources","National Crime Agency","50","45","42920","40170"
"In post","2022","50-59","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Gas and Electricity Markets","15","15","48800","46160"
"In post","2022","50-59","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Planning Inspectorate","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Courts and Tribunals Service","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Prison Service","40","40","39480","40290"
"In post","2022","50-59","Human Resources","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Submarine Delivery Agency","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","The Insolvency Service","20","20","44430","43890"
"In post","2022","50-59","Human Resources","The National Archives","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Export Finance","10","10","47250","39590"
"In post","2022","50-59","Human Resources","UK Health Security Agency","55","55","50270","49530"
"In post","2022","50-59","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Space Agency","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Statistics Authority","35","35","37710","33520"
"In post","2022","50-59","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Valuation Office Agency","30","30","41360","34000"
"In post","2022","50-59","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","10","10","54140","46030"
"In post","2022","50-59","Internal Audit","Government Internal Audit Agency","150","145","52690","51030"
"In post","2022","50-59","Internal Audit","HM Land Registry","5","5","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Prison and Probation Service","25","25","51640","51150"
"In post","2022","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","30","30","49870","43710"
"In post","2022","50-59","Internal Audit","Maritime and Coastguard Agency","5","5","[c]","[c]"
"In post","2022","50-59","Internal Audit","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","70","65","40610","37460"
"In post","2022","50-59","Internal Audit","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Cabinet Office (excl. agencies)","15","15","96280","94490"
"In post","2022","50-59","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Competition and Markets Authority","20","20","78260","81480"
"In post","2022","50-59","Legal","Crown Office and Procurator Fiscal Service","130","120","64280","62170"
"In post","2022","50-59","Legal","Crown Prosecution Service","2070","1925","45400","48080"
"In post","2022","50-59","Legal","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Department for Education (excl. agencies)","30","30","49790","50270"
"In post","2022","50-59","Legal","Department for Work and Pensions (excl. agencies)","20","20","29150","27570"
"In post","2022","50-59","Legal","Driver and Vehicle Standards Agency","10","10","[c]","[c]"
"In post","2022","50-59","Legal","FCDO Services","10","10","51240","52920"
"In post","2022","50-59","Legal","Food Standards Agency","10","10","[c]","[c]"
"In post","2022","50-59","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","15","15","61370","58470"
"In post","2022","50-59","Legal","Government Legal Department","490","455","63790","66610"
"In post","2022","50-59","Legal","Health and Safety Executive","10","10","[c]","[c]"
"In post","2022","50-59","Legal","HM Crown Prosecution Service Inspectorate","15","15","69410","68050"
"In post","2022","50-59","Legal","HM Land Registry","100","90","49220","46590"
"In post","2022","50-59","Legal","HM Revenue and Customs (excl. agencies)","375","350","42030","33440"
"In post","2022","50-59","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Intellectual Property Office","15","15","50690","50850"
"In post","2022","50-59","Legal","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Ministry of Defence (excl. agencies)","15","15","49650","44400"
"In post","2022","50-59","Legal","National Crime Agency","15","15","49670","57540"
"In post","2022","50-59","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Office of Gas and Electricity Markets","10","10","78410","70400"
"In post","2022","50-59","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Registers of Scotland","10","10","48670","47490"
"In post","2022","50-59","Legal","Scottish Courts and Tribunals Service","15","15","46550","46100"
"In post","2022","50-59","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Serious Fraud Office","15","15","70350","63000"
"In post","2022","50-59","Legal","The Insolvency Service","15","15","53630","51930"
"In post","2022","50-59","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","UK Supreme Court","10","10","40250","30400"
"In post","2022","50-59","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","No function","Advisory, Conciliation and Arbitration Service","270","250","32990","32260"
"In post","2022","50-59","No function","Animal and Plant Health Agency","695","665","32320","28550"
"In post","2022","50-59","No function","Cabinet Office (excl. agencies)","260","260","52530","49700"
"In post","2022","50-59","No function","Centre for Environment, Fisheries and Aquaculture Science","5","5","[c]","[c]"
"In post","2022","50-59","No function","Charity Commission","75","70","32970","29160"
"In post","2022","50-59","No function","Companies House","170","155","29700","22740"
"In post","2022","50-59","No function","Criminal Injuries Compensation Authority","95","90","28770","25120"
"In post","2022","50-59","No function","Crown Commercial Service","55","55","46160","50240"
"In post","2022","50-59","No function","Crown Office and Procurator Fiscal Service","390","360","30450","28460"
"In post","2022","50-59","No function","Defence Electronics and Components Agency","160","155","30990","29470"
"In post","2022","50-59","No function","Defence Equipment and Support","20","20","47620","43010"
"In post","2022","50-59","No function","Defence Science and Technology Laboratory","565","555","48370","47060"
"In post","2022","50-59","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","730","715","53210","53380"
"In post","2022","50-59","No function","Department for Digital, Culture, Media and Sport","145","140","49390","51730"
"In post","2022","50-59","No function","Department for Education (excl. agencies)","600","575","46750","40940"
"In post","2022","50-59","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","690","670","45400","40600"
"In post","2022","50-59","No function","Department for International Trade","330","330","50160","47980"
"In post","2022","50-59","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","390","380","47610","44000"
"In post","2022","50-59","No function","Department for Transport (excl. agencies)","415","405","52570","46710"
"In post","2022","50-59","No function","Department for Work and Pensions (excl. agencies)","24170","21720","26780","27570"
"In post","2022","50-59","No function","Department of Health and Social Care (excl. agencies)","430","420","56260","51440"
"In post","2022","50-59","No function","Driver and Vehicle Licensing Agency","1050","925","23890","21840"
"In post","2022","50-59","No function","Driver and Vehicle Standards Agency","1535","1490","29170","26780"
"In post","2022","50-59","No function","Education and Skills Funding Agency","265","260","46900","45140"
"In post","2022","50-59","No function","Food Standards Agency","350","345","35080","30280"
"In post","2022","50-59","No function","Foreign, Commonwealth and Development Office (excl. agencies)","895","880","53930","52400"
"In post","2022","50-59","No function","Government Internal Audit Agency","5","5","[c]","[c]"
"In post","2022","50-59","No function","Health and Safety Executive","855","805","46270","45870"
