"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Department for International Trade","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","45","45","57170","57110"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","40","40","36910","36340"
"In post","2022","Undeclared","Department for Transport","AA/AO","295","270","23780","21840"
"In post","2022","Undeclared","Department for Transport","EO","335","320","29030","26780"
"In post","2022","Undeclared","Department for Transport","G6/G7","115","110","62520","59540"
"In post","2022","Undeclared","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","SEO/HEO","285","280","38750","38650"
"In post","2022","Undeclared","Department for Work and Pensions","AA/AO","1485","1265","21510","21260"
"In post","2022","Undeclared","Department for Work and Pensions","EO","2120","1890","28340","27570"
"In post","2022","Undeclared","Department for Work and Pensions","G6/G7","205","195","59590","57510"
"In post","2022","Undeclared","Department for Work and Pensions","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","SEO/HEO","600","565","37540","35450"
"In post","2022","Undeclared","Department of Health and Social Care","AA/AO","35","30","21760","22160"
"In post","2022","Undeclared","Department of Health and Social Care","EO","50","50","26980","26880"
"In post","2022","Undeclared","Department of Health and Social Care","G6/G7","140","130","59800","56460"
"In post","2022","Undeclared","Department of Health and Social Care","SCS level","30","25","99260","92540"
"In post","2022","Undeclared","Department of Health and Social Care","SEO/HEO","190","180","37520","38170"
"In post","2022","Undeclared","Food Standards Agency","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","EO","35","35","31790","31000"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","125","120","60380","60040"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","130","130","38350","37800"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","AA/AO","20","15","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","EO","80","70","27580","27130"
"In post","2022","Undeclared","HM Land Registry","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","SEO/HEO","130","110","37250","33840"
"In post","2022","Undeclared","HM Revenue and Customs","AA/AO","620","535","22280","22080"
"In post","2022","Undeclared","HM Revenue and Customs","EO","605","550","28300","27000"
"In post","2022","Undeclared","HM Revenue and Customs","G6/G7","460","440","60670","57450"
"In post","2022","Undeclared","HM Revenue and Customs","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","SEO/HEO","1155","1085","37500","35980"
"In post","2022","Undeclared","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","G6/G7","45","45","57410","54500"
"In post","2022","Undeclared","HM Treasury","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","SEO/HEO","40","35","36350","34320"
"In post","2022","Undeclared","Home Office","AA/AO","250","220","22840","21680"
"In post","2022","Undeclared","Home Office","EO","865","785","27530","27370"
"In post","2022","Undeclared","Home Office","G6/G7","210","205","61360","58020"
"In post","2022","Undeclared","Home Office","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","SEO/HEO","615","585","36590","35680"
"In post","2022","Undeclared","Home Office","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","AA/AO","610","590","24250","21380"
"In post","2022","Undeclared","Ministry of Defence","EO","475","465","28340","26860"
"In post","2022","Undeclared","Ministry of Defence","G6/G7","490","480","56460","55500"
"In post","2022","Undeclared","Ministry of Defence","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","SEO/HEO","1365","1330","37900","38070"
"In post","2022","Undeclared","Ministry of Defence","Unknown","120","115","43060","39980"
"In post","2022","Undeclared","Ministry of Justice","AA/AO","965","890","24660","21960"
"In post","2022","Undeclared","Ministry of Justice","EO","310","300","28860","28310"
"In post","2022","Undeclared","Ministry of Justice","G6/G7","110","110","61260","59030"
"In post","2022","Undeclared","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","SEO/HEO","390","375","39460","38160"
"In post","2022","Undeclared","Ministry of Justice","Unknown","455","420","32060","32090"
"In post","2022","Undeclared","National Crime Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","EO","110","110","33680","32770"
"In post","2022","Undeclared","National Crime Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","SEO/HEO","80","80","44710","44310"
"In post","2022","Undeclared","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","AA/AO","120","110","25210","26900"
"In post","2022","Undeclared","Scottish Government","EO","265","245","33540","35000"
"In post","2022","Undeclared","Scottish Government","G6/G7","85","80","64590","62170"
"In post","2022","Undeclared","Scottish Government","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","SEO/HEO","200","185","41180","40290"
"In post","2022","Undeclared","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","AA/AO","25","15","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","AA/AO","25","20","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","EO","45","45","28840","29430"
"In post","2022","Undeclared","Welsh Government","G6/G7","50","50","62650","61440"
"In post","2022","Undeclared","Welsh Government","SCS level","10","5","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","SEO/HEO","115","110","42290","41980"
"In post","2022","Unknown","Attorney General's Departments","AA/AO","145","130","23010","23720"
"In post","2022","Unknown","Attorney General's Departments","EO","175","165","27910","27760"
"In post","2022","Unknown","Attorney General's Departments","G6/G7","570","525","60550","59340"
"In post","2022","Unknown","Attorney General's Departments","SCS level","40","40","90950","79180"
"In post","2022","Unknown","Attorney General's Departments","SEO/HEO","145","145","36310","35290"
"In post","2022","Unknown","Cabinet Office","AA/AO","110","105","21710","21170"
"In post","2022","Unknown","Cabinet Office","EO","200","195","26630","26670"
"In post","2022","Unknown","Cabinet Office","G6/G7","1465","1445","63150","61710"
"In post","2022","Unknown","Cabinet Office","SCS level","260","255","107620","100960"
"In post","2022","Unknown","Cabinet Office","SEO/HEO","2240","2225","31470","29250"
"In post","2022","Unknown","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","AA/AO","15","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","EO","40","40","25120","24440"
"In post","2022","Unknown","Charity Commission","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","SEO/HEO","50","50","33200","30840"
"In post","2022","Unknown","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","G6/G7","30","25","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","375","350","21240","21130"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","355","345","25840","24250"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","350","340","57670","56480"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","25","20","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","730","710","37880","39150"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","55","55","57350","56050"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","60","55","35990","34060"
"In post","2022","Unknown","Department for Education","AA/AO","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Education","EO","130","125","26460","26000"
"In post","2022","Unknown","Department for Education","G6/G7","295","285","55840","53420"
"In post","2022","Unknown","Department for Education","SCS level","25","20","[c]","[c]"
"In post","2022","Unknown","Department for Education","SEO/HEO","405","390","35440","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","700","660","21430","21300"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","EO","350","335","25580","25100"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","330","315","54580","53200"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","640","610","34930","34830"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","EO","90","90","27650","26510"
"In post","2022","Unknown","Department for International Trade","G6/G7","295","295","56500","53340"
"In post","2022","Unknown","Department for International Trade","SCS level","30","30","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","SEO/HEO","360","360","36380","36000"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","40","35","21980","21520"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","EO","70","65","27350","27850"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","205","200","56310","54700"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","SCS level","30","30","90830","84900"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","190","185","35790","34550"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","AA/AO","920","835","22250","21840"
"In post","2022","Unknown","Department for Transport","EO","715","695","27330","26470"
"In post","2022","Unknown","Department for Transport","G6/G7","265","260","59900","55170"
"In post","2022","Unknown","Department for Transport","SCS level","25","25","[c]","[c]"
