"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Central Hampshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cheshire West and Chester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dudley","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Merseyside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Flintshire and Wrexham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","EO","EO","30","30","24690","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","SEO/HEO","HEO","45","40","32180","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","SEO/HEO","SEO","15","15","41990","40710"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heart of Essex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","EO","EO","20","20","24560","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","SEO/HEO","HEO","30","30","32280","31140"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","SEO/HEO","SEO","10","10","40820","39920"
"In post","2022","Advisory, Conciliation and Arbitration Service","Liverpool","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","EO","EO","55","50","24540","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","SEO/HEO","HEO","55","50","32730","32990"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","SEO/HEO","SEO","15","15","40670","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Medway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","AA/AO","AO","15","10","20210","20040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","EO","EO","40","40","24440","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","SEO/HEO","HEO","40","35","32060","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Sefton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","EO","EO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","SEO/HEO","HEO","20","20","32570","34260"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","EO","EO","60","55","24610","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","SEO/HEO","HEO","60","55","32040","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","SEO/HEO","SEO","10","10","40680","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","EO","EO","30","30","28400","28420"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","G6/G7","G7","20","20","58820","58560"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","SEO/HEO","HEO","65","60","37640","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","SEO/HEO","SEO","45","45","46610","47610"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","AA/AO","AO","40","40","21360","21300"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","EO","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","EO","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","AA/AO","AO","45","40","21240","21300"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","EO","EO","15","15","25270","24920"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","10","10","30340","30400"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","EO","EO","20","20","24930","24920"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","SEO/HEO","HEO","10","10","29860","29180"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","EO","EO","10","10","25200","24920"
"In post","2022","Animal and Plant Health Agency","Cheshire East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","SEO/HEO","SEO","10","10","39620","36970"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AA/AO","AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","EO","15","15","25230","25190"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","HEO","10","10","30250","29180"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","SEO","15","15","40260","37910"
"In post","2022","Animal and Plant Health Agency","Devon CC","AA/AO","AO","100","95","21320","21300"
"In post","2022","Animal and Plant Health Agency","Devon CC","EO","EO","50","45","25530","25090"
"In post","2022","Animal and Plant Health Agency","Devon CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","G6/G7","G7","10","10","50820","47550"
"In post","2022","Animal and Plant Health Agency","Devon CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","SEO/HEO","HEO","15","15","29760","29180"
"In post","2022","Animal and Plant Health Agency","Devon CC","SEO/HEO","SEO","25","25","40600","37530"
"In post","2022","Animal and Plant Health Agency","Dorset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","AA/AO","AO","100","95","21430","21300"
"In post","2022","Animal and Plant Health Agency","East Cumbria","EO","EO","30","30","25260","24920"
"In post","2022","Animal and Plant Health Agency","East Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","SEO/HEO","HEO","10","10","29830","29180"
"In post","2022","Animal and Plant Health Agency","East Cumbria","SEO/HEO","SEO","15","10","42250","37580"
"In post","2022","Animal and Plant Health Agency","East Kent","EO","EO","25","25","26990","24920"
"In post","2022","Animal and Plant Health Agency","East Kent","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","EO","EO","10","10","24690","24920"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","EO","EO","25","20","25200","25100"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","SEO/HEO","HEO","15","15","29930","29550"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","SEO/HEO","SEO","15","15","39670","37480"
"In post","2022","Animal and Plant Health Agency","Gwynedd","AA/AO","AO","30","25","21330","21300"
"In post","2022","Animal and Plant Health Agency","Gwynedd","EO","EO","15","15","26050","25770"
"In post","2022","Animal and Plant Health Agency","Gwynedd","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","SEO/HEO","SEO","15","10","37950","36970"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","EO","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","EO","EO","20","20","25980","25230"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","SEO/HEO","HEO","10","10","30450","29790"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","EO","EO","40","40","30630","31460"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","SEO/HEO","HEO","15","15","34770","34960"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leeds","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","EO","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","EO","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","EO","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","EO","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","AA/AO","AO","35","30","21370","21300"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","EO","EO","25","25","25180","24920"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","SEO/HEO","HEO","20","15","30020","29180"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","SEO/HEO","SEO","10","10","42210","38500"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","AA/AO","AO","20","15","21810","21300"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","EO","EO","45","40","25610","25400"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","G6/G7","G7","10","10","50440","49360"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","SEO/HEO","HEO","25","25","29930","29780"
