"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Planning Inspectors","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","G6/G7","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","G6/G7","Male","50","[c]","61580","59540"
"Leaver CS","2022","50-59","Policy","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","G6/G7","Male","30","[c]","59370","56010"
"Leaver CS","2022","50-59","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","SEO/HEO","Male","45","[c]","38050","39040"
"Leaver CS","2022","50-59","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","G6/G7","Female","40","[c]","59450","53220"
"Leaver CS","2022","50-59","Science and Engineering","G6/G7","Male","35","[c]","58020","57390"
"Leaver CS","2022","50-59","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","SEO/HEO","Female","60","[c]","40610","40060"
"Leaver CS","2022","50-59","Science and Engineering","SEO/HEO","Male","60","[c]","39320","39640"
"Leaver CS","2022","50-59","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","AA/AO","Male","110","[c]","31470","39070"
"Leaver CS","2022","50-59","Security","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","Female","460","[c]","21580","21260"
"Leaver CS","2022","50-59","Unknown","AA/AO","Male","215","[c]","23380","21260"
"Leaver CS","2022","50-59","Unknown","EO","Female","225","[c]","28400","27570"
"Leaver CS","2022","50-59","Unknown","EO","Male","145","[c]","27860","27570"
"Leaver CS","2022","50-59","Unknown","G6/G7","Female","95","[c]","64600","65290"
"Leaver CS","2022","50-59","Unknown","G6/G7","Male","110","[c]","66980","65370"
"Leaver CS","2022","50-59","Unknown","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SCS level","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","Female","140","[c]","38830","36880"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","Male","155","[c]","39160","37740"
"Leaver CS","2022","50-59","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Veterinarian","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Veterinarian","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Veterinarian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Veterinarian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","SEO/HEO","Male","50","[c]","40280","40620"
"Leaver CS","2022","60-64","Finance","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Geography","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Geography","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Geography","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inspector of Education and Training","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inspector of Education and Training","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inspector of Education and Training","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","G6/G7","Female","35","[c]","63370","62590"
"Leaver CS","2022","60-64","Legal","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Delivery","AA/AO","Female","635","[c]","21210","21260"
"Leaver CS","2022","60-64","Operational Delivery","AA/AO","Male","410","[c]","21420","21260"
"Leaver CS","2022","60-64","Operational Delivery","EO","Female","540","[c]","27840","27570"
"Leaver CS","2022","60-64","Operational Delivery","EO","Male","390","[c]","29220","27570"
"Leaver CS","2022","60-64","Operational Delivery","G6/G7","Female","65","[c]","60090","56680"
"Leaver CS","2022","60-64","Operational Delivery","G6/G7","Male","70","[c]","62610","61000"
"Leaver CS","2022","60-64","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Delivery","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Delivery","SEO/HEO","Female","205","[c]","36860","34800"
"Leaver CS","2022","60-64","Operational Delivery","SEO/HEO","Male","220","[c]","39520","38140"
"Leaver CS","2022","60-64","Operational Delivery","Unknown","Female","115","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Delivery","Unknown","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","AA/AO","Female","130","[c]","21190","21320"
"Leaver CS","2022","60-64","Other","AA/AO","Male","120","[c]","21220","20970"
"Leaver CS","2022","60-64","Other","EO","Female","60","[c]","26940","27570"
"Leaver CS","2022","60-64","Other","EO","Male","70","[c]","27700","26930"
"Leaver CS","2022","60-64","Other","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","SEO/HEO","Female","45","[c]","37150","36460"
"Leaver CS","2022","60-64","Other","SEO/HEO","Male","60","[c]","39080","37830"
"Leaver CS","2022","60-64","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","Unknown","Male","45","[c]","45410","39050"
"Leaver CS","2022","60-64","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectors","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","SEO/HEO","Male","40","[c]","39550","40190"
"Leaver CS","2022","60-64","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","SEO/HEO","Male","40","[c]","38840","37230"
"Leaver CS","2022","60-64","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","G6/G7","Male","40","[c]","59140","55800"
"Leaver CS","2022","60-64","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","SEO/HEO","Male","65","[c]","40030","40450"
"Leaver CS","2022","60-64","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","Unknown","Male","5","[c]","[c]","[c]"
