"Status","Year","Age","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Declared non-disabled","No function","SEO/HEO","545","405","39220","36500"
"In post","2022","65+","Declared non-disabled","No function","Unknown","320","250","30420","28200"
"In post","2022","65+","Declared non-disabled","Project Delivery","AA/AO","25","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Project Delivery","EO","55","45","25030","25630"
"In post","2022","65+","Declared non-disabled","Project Delivery","G6/G7","85","65","61960","60160"
"In post","2022","65+","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Project Delivery","SEO/HEO","185","150","38390","38550"
"In post","2022","65+","Declared non-disabled","Project Delivery","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Property","AA/AO","70","60","19960","19010"
"In post","2022","65+","Declared non-disabled","Property","EO","60","55","25970","26830"
"In post","2022","65+","Declared non-disabled","Property","G6/G7","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Property","SEO/HEO","100","80","39580","38610"
"In post","2022","65+","Declared non-disabled","Security","AA/AO","130","120","23270","20560"
"In post","2022","65+","Declared non-disabled","Security","EO","15","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Security","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Security","SEO/HEO","45","40","38690","38170"
"In post","2022","65+","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","AA/AO","755","640","22350","21680"
"In post","2022","65+","Declared non-disabled","Unknown","EO","435","335","29550","29200"
"In post","2022","65+","Declared non-disabled","Unknown","G6/G7","95","80","67300","63180"
"In post","2022","65+","Declared non-disabled","Unknown","SCS level","15","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","SEO/HEO","330","285","38870","37630"
"In post","2022","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","AA/AO","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","EO","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Debt","AA/AO","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","EO","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","EO","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","No function","AA/AO","295","210","23750","21840"
"In post","2022","65+","Undeclared","No function","EO","100","80","28810","27800"
"In post","2022","65+","Undeclared","No function","G6/G7","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","No function","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","No function","SEO/HEO","45","35","39500","36710"
"In post","2022","65+","Undeclared","No function","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","EO","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","SEO/HEO","30","25","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Property","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Property","EO","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Property","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Security","AA/AO","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Security","SEO/HEO","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","AA/AO","70","60","21870","21380"
"In post","2022","65+","Undeclared","Unknown","EO","35","30","28930","29200"
"In post","2022","65+","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","SEO/HEO","35","30","38450","36710"
"In post","2022","65+","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Communications","EO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","AA/AO","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","EO","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","SEO/HEO","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Debt","AA/AO","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Debt","EO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","AA/AO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","EO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","SEO/HEO","25","25","[c]","[c]"
"In post","2022","65+","Unknown","Finance","AA/AO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Finance","EO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","AA/AO","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Legal","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Legal","EO","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Legal","G6/G7","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","No function","AA/AO","385","285","22600","21250"
"In post","2022","65+","Unknown","No function","EO","155","115","29890","28920"
"In post","2022","65+","Unknown","No function","G6/G7","65","50","62530","61950"
"In post","2022","65+","Unknown","No function","SCS level","20","15","[c]","[c]"
"In post","2022","65+","Unknown","No function","SEO/HEO","120","90","40560","40290"
"In post","2022","65+","Unknown","No function","Unknown","90","60","29890","28200"
"In post","2022","65+","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","EO","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","SEO/HEO","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Property","AA/AO","35","35","20360","18980"
"In post","2022","65+","Unknown","Property","EO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Security","AA/AO","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","AA/AO","100","90","22710","22180"
"In post","2022","65+","Unknown","Unknown","EO","40","35","29770","30040"
"In post","2022","65+","Unknown","Unknown","G6/G7","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","SEO/HEO","45","40","40110","39340"
"In post","2022","65+","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","No function","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","No function","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","No function","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","AA/AO","60","[c]","20710","21260"
"Leaver CS","2022","16-19","Declared non-disabled","No function","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","AA/AO","275","[c]","21110","21260"
"Leaver CS","2022","20-29","Declared disabled","No function","EO","145","[c]","27070","27570"
"Leaver CS","2022","20-29","Declared disabled","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","SEO/HEO","60","[c]","34380","33570"
"Leaver CS","2022","20-29","Declared disabled","No function","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","AA/AO","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","EO","35","[c]","25490","26350"
"Leaver CS","2022","20-29","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","AA/AO","60","[c]","22600","22610"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","SEO/HEO","65","[c]","35150","35360"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","SEO/HEO","40","[c]","35660","35010"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Debt","AA/AO","30","[c]","21410","21260"
"Leaver CS","2022","20-29","Declared non-disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","AA/AO","40","[c]","19970","20120"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","EO","40","[c]","26390","26350"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","SEO/HEO","50","[c]","36690","36080"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","SEO/HEO","20","[c]","[c]","[c]"
