"Status","Year","Age","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","AA/AO","15","15","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
