"Status","Year","Function_of_post","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","105","105","49130","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","Heterosexual / straight","50","45","48750","46030"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","100","95","42880","41990"
"In post","2022","Analysis","Department for Education (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Heterosexual / straight","175","170","45200","42220"
"In post","2022","Analysis","Department for International Trade","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Unknown","50","50","41150","32730"
"In post","2022","Analysis","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","165","160","48500","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","Heterosexual / straight","205","200","49050","54110"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","LGBO","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","Unknown","60","60","43530","39670"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","195","185","46400","38500"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","270","255","41250","36320"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","30","30","39160","35590"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","55","55","40790","37420"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","175","170","52970","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","Undeclared","110","105","51530","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","70","65","48590","50620"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","40","40","30110","28760"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","40","35","60740","62470"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","London","Heterosexual / straight","130","125","73060","69010"
"In post","2022","Analysis","Government Actuary's Department","London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","London","Undeclared","20","15","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Outside London","Heterosexual / straight","35","35","41750","39390"
"In post","2022","Analysis","Health and Safety Executive","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","270","260","51110","43810"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","LGBO","35","35","49780","43430"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","Undeclared","30","25","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","Unknown","45","45","43640","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Heterosexual / straight","250","240","42790","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","50","50","38260","33370"
"In post","2022","Analysis","HM Treasury (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","30","30","49960","53100"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","80","80","45740","45200"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","Heterosexual / straight","150","140","35710","33300"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","280","270","49670","44660"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","London","Undeclared","35","35","50540","47590"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","London","Unknown","85","85","43910","41750"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","Heterosexual / straight","40","40","38420","38150"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","80","75","40390","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Heterosexual / straight","75","75","45510","37000"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Unknown","30","25","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","35","35","37970","32750"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
