"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Operational Delivery","AA/AO","15","10","17360","17140"
"In post","2022","20-29","Charity Commission","Operational Delivery","EO","20","20","24510","24440"
"In post","2022","20-29","Charity Commission","Operational Delivery","SEO/HEO","20","20","29960","29160"
"In post","2022","20-29","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Counter Fraud","AA/AO","10","10","20190","20100"
"In post","2022","20-29","Companies House","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2022","20-29","Companies House","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Digital, Data and Technology","EO","15","15","31030","32640"
"In post","2022","20-29","Companies House","Digital, Data and Technology","SEO/HEO","15","15","34700","35570"
"In post","2022","20-29","Companies House","Finance","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Companies House","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Operational Delivery","AA/AO","55","55","20260","20100"
"In post","2022","20-29","Companies House","Operational Delivery","EO","15","15","24500","24500"
"In post","2022","20-29","Companies House","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Economics","G6/G7","10","10","54160","53530"
"In post","2022","20-29","Competition and Markets Authority","Economics","SEO/HEO","15","15","33860","33120"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","EO","10","10","27080","26750"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","G6/G7","15","15","57300","54540"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","SEO/HEO","25","25","34470","33120"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","15","15","20970","20970"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Operational Delivery","EO","10","10","25120","25120"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Commercial","EO","20","20","26190","25520"
"In post","2022","20-29","Crown Commercial Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Commercial","SEO/HEO","50","50","33170","30940"
"In post","2022","20-29","Crown Commercial Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","15","15","34180","31250"
"In post","2022","20-29","Crown Commercial Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","AA/AO","15","15","20370","20330"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Legal","EO","50","50","28860","30360"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Legal","SEO/HEO","100","100","42710","41750"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","260","250","21920","21050"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","75","70","27540","27230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","40","40","32110","31540"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Communications","EO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Digital, Data and Technology","EO","10","10","26020","25700"
"In post","2022","20-29","Crown Prosecution Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Finance","AA/AO","10","10","22200","22200"
"In post","2022","20-29","Crown Prosecution Service","Finance","EO","10","10","25870","25480"
"In post","2022","20-29","Crown Prosecution Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Human Resources","AA/AO","10","10","21480","22200"
"In post","2022","20-29","Crown Prosecution Service","Human Resources","EO","20","20","26000","25480"
"In post","2022","20-29","Crown Prosecution Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Human Resources","SEO/HEO","15","15","32160","30130"
"In post","2022","20-29","Crown Prosecution Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Legal","EO","80","80","26290","26010"
"In post","2022","20-29","Crown Prosecution Service","Legal","G6/G7","75","75","50170","48080"
"In post","2022","20-29","Crown Prosecution Service","Legal","SEO/HEO","65","65","38570","38000"
"In post","2022","20-29","Crown Prosecution Service","Operational Delivery","AA/AO","440","435","22500","22200"
"In post","2022","20-29","Crown Prosecution Service","Operational Delivery","EO","200","195","26300","26090"
"In post","2022","20-29","Crown Prosecution Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Operational Delivery","SEO/HEO","30","30","33640","31560"
"In post","2022","20-29","Crown Prosecution Service","Other","EO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Science and Engineering","AA/AO","25","25","20020","19450"
"In post","2022","20-29","Defence Electronics and Components Agency","Science and Engineering","EO","5","5","[c]","[c]"
