"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Property","SEO/HEO","HEO","185","165","34590","33500"
"In post","2022","60-64","Property","SEO/HEO","SEO","190","165","43720","43650"
"In post","2022","60-64","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","EO","EO","10","10","27020","27380"
"In post","2022","60-64","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","AA/AO","AO","135","130","22510","22750"
"In post","2022","60-64","Science and Engineering","EO","EO","165","150","27200","26930"
"In post","2022","60-64","Science and Engineering","G6/G7","G6","60","55","71650","70750"
"In post","2022","60-64","Science and Engineering","G6/G7","G7","190","165","53900","54140"
"In post","2022","60-64","Science and Engineering","SCS level","SCS level","10","10","104570","107600"
"In post","2022","60-64","Science and Engineering","SEO/HEO","HEO","205","190","34810","33870"
"In post","2022","60-64","Science and Engineering","SEO/HEO","SEO","270","235","42890","41940"
"In post","2022","60-64","Science and Engineering","Unknown","Unknown","50","40","45340","44180"
"In post","2022","60-64","Security","AA/AO","AA","425","385","20650","19810"
"In post","2022","60-64","Security","AA/AO","AO","190","170","31480","35080"
"In post","2022","60-64","Security","EO","EO","65","60","30470","28660"
"In post","2022","60-64","Security","G6/G7","G6","10","10","68780","66300"
"In post","2022","60-64","Security","G6/G7","G7","25","25","56600","57370"
"In post","2022","60-64","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","SEO/HEO","HEO","90","80","37420","34070"
"In post","2022","60-64","Security","SEO/HEO","SEO","55","50","43970","41460"
"In post","2022","60-64","Security","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","60-64","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","EO","EO","10","10","28680","29140"
"In post","2022","60-64","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","G6/G7","G7","15","10","59000","59430"
"In post","2022","60-64","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2022","60-64","Statistics","SEO/HEO","SEO","15","10","41810","40670"
"In post","2022","60-64","Tax","AA/AO","AO","135","110","21670","21250"
"In post","2022","60-64","Tax","EO","EO","300","225","28920","28920"
"In post","2022","60-64","Tax","G6/G7","G6","85","70","71880","72200"
"In post","2022","60-64","Tax","G6/G7","G7","135","105","58020","56140"
"In post","2022","60-64","Tax","SCS level","SCS level","10","5","[c]","[c]"
"In post","2022","60-64","Tax","SEO/HEO","HEO","415","330","35730","35840"
"In post","2022","60-64","Tax","SEO/HEO","SEO","195","160","42450","40900"
"In post","2022","60-64","Unknown","AA/AO","AA","115","105","22970","23230"
"In post","2022","60-64","Unknown","AA/AO","AO","255","225","24420","24020"
"In post","2022","60-64","Unknown","EO","EO","210","190","29570","30040"
"In post","2022","60-64","Unknown","G6/G7","G6","110","105","75080","75340"
"In post","2022","60-64","Unknown","G6/G7","G7","165","145","60040","60640"
"In post","2022","60-64","Unknown","SCS level","SCS level","70","65","106910","97320"
"In post","2022","60-64","Unknown","SEO/HEO","HEO","215","195","35660","36130"
"In post","2022","60-64","Unknown","SEO/HEO","SEO","190","165","46290","47490"
"In post","2022","60-64","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinarian","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","60-64","Veterinarian","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","60-64","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinarian","SEO/HEO","SEO","10","10","46680","50290"
"In post","2022","65+","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","AA/AO","AO","10","10","22380","21660"
"In post","2022","65+","Commercial","EO","EO","15","10","27700","26780"
"In post","2022","65+","Commercial","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","65+","Commercial","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","65+","Commercial","SEO/HEO","HEO","20","15","35070","34390"
"In post","2022","65+","Commercial","SEO/HEO","SEO","25","20","42800","42240"
"In post","2022","65+","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","65+","Communications","EO","EO","15","10","28780","29200"
"In post","2022","65+","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","SEO/HEO","HEO","10","10","35810","35970"
"In post","2022","65+","Communications","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2022","65+","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","AA/AO","AO","85","60","22850","22740"
"In post","2022","65+","Counter Fraud","EO","EO","165","115","28250","27570"
"In post","2022","65+","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","SEO/HEO","HEO","30","25","35490","34290"
"In post","2022","65+","Counter Fraud","SEO/HEO","SEO","10","5","43260","42990"
"In post","2022","65+","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","AA/AO","AO","35","30","23270","22470"
"In post","2022","65+","Digital, Data and Technology","EO","EO","85","65","28580","27570"
"In post","2022","65+","Digital, Data and Technology","G6/G7","G6","15","10","69080","68300"
"In post","2022","65+","Digital, Data and Technology","G6/G7","G7","40","35","57180","57430"
"In post","2022","65+","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","SEO/HEO","HEO","75","60","35110","34290"
"In post","2022","65+","Digital, Data and Technology","SEO/HEO","SEO","75","65","44530","43820"
"In post","2022","65+","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AA/AO","AO","50","40","23230","22740"
"In post","2022","65+","Finance","EO","EO","70","60","29350","28840"
"In post","2022","65+","Finance","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","65+","Finance","G6/G7","G7","20","15","57600","58710"
"In post","2022","65+","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","SEO/HEO","HEO","75","70","35300","33630"
"In post","2022","65+","Finance","SEO/HEO","SEO","55","45","43470","43710"
"In post","2022","65+","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","EO","EO","5","5","[c]","[c]"
"In post","2022","65+","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","AA/AO","AO","40","30","22180","21830"
"In post","2022","65+","Human Resources","EO","EO","30","20","28520","28170"
"In post","2022","65+","Human Resources","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","G6/G7","G7","15","15","56830","57050"
"In post","2022","65+","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","SEO/HEO","HEO","35","25","34450","33300"
"In post","2022","65+","Human Resources","SEO/HEO","SEO","20","15","44950","45040"
"In post","2022","65+","Inspector of Education and Training","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","G6/G7","G7","10","10","75500","75500"
"In post","2022","65+","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","AA/AO","AO","10","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","EO","EO","35","25","29330","29250"
"In post","2022","65+","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","SEO/HEO","HEO","15","10","36790","36460"
"In post","2022","65+","Intelligence Analysis","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2022","65+","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","AA/AO","AO","15","15","23660","23320"
"In post","2022","65+","Knowledge and Information Management","EO","EO","20","15","27450","27570"
"In post","2022","65+","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","SEO/HEO","HEO","10","10","33740","33460"
"In post","2022","65+","Knowledge and Information Management","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","65+","Legal","AA/AO","AO","25","20","22650","21250"
"In post","2022","65+","Legal","EO","EO","30","20","29330","28920"
"In post","2022","65+","Legal","G6/G7","G6","35","30","74700","75090"
"In post","2022","65+","Legal","G6/G7","G7","100","70","60180","60790"
"In post","2022","65+","Legal","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Legal","SEO/HEO","HEO","25","20","36440","35980"
"In post","2022","65+","Legal","SEO/HEO","SEO","35","25","47090","46940"
"In post","2022","65+","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","65+","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","G6/G7","G6","20","15","83810","89050"
"In post","2022","65+","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","SCS level","SCS level","25","15","113850","112850"
"In post","2022","65+","Medicine","SEO/HEO","HEO","10","10","37840","39030"
"In post","2022","65+","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","AA/AO","AA","925","670","20650","20890"
"In post","2022","65+","Operational Delivery","AA/AO","AO","2905","2170","22830","21680"
"In post","2022","65+","Operational Delivery","EO","EO","2150","1545","28570","27570"
"In post","2022","65+","Operational Delivery","G6/G7","G6","30","25","74090","71830"
"In post","2022","65+","Operational Delivery","G6/G7","G7","80","65","60170","58670"
"In post","2022","65+","Operational Delivery","SCS level","SCS level","10","10","116980","97860"
"In post","2022","65+","Operational Delivery","SEO/HEO","HEO","475","350","35510","34360"
"In post","2022","65+","Operational Delivery","SEO/HEO","SEO","185","145","46410","43710"
"In post","2022","65+","Operational Delivery","Unknown","Unknown","575","440","31120","28200"
"In post","2022","65+","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","G6/G7","G7","10","10","55200","55010"
"In post","2022","65+","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","AA/AO","AA","170","150","19620","19050"
"In post","2022","65+","Other","AA/AO","AO","400","340","22010","21380"
"In post","2022","65+","Other","EO","EO","290","250","27200","27570"
"In post","2022","65+","Other","G6/G7","G6","10","5","[c]","[c]"
"In post","2022","65+","Other","G6/G7","G7","25","20","57530","58710"
"In post","2022","65+","Other","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Other","SEO/HEO","HEO","135","120","35200","34610"
"In post","2022","65+","Other","SEO/HEO","SEO","65","50","45420","44430"
"In post","2022","65+","Other","Unknown","Unknown","25","25","37650","32700"
"In post","2022","65+","Planning","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","G6/G7","G6","40","25","67580","65270"
"In post","2022","65+","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Policy","AA/AO","AO","40","35","24200","24370"
"In post","2022","65+","Policy","EO","EO","50","45","29220","29420"
"In post","2022","65+","Policy","G6/G7","G6","20","15","75060","74820"
"In post","2022","65+","Policy","G6/G7","G7","75","55","58860","59320"
"In post","2022","65+","Policy","SCS level","SCS level","15","15","97670","96650"
"In post","2022","65+","Policy","SEO/HEO","HEO","75","60","35410","35720"
"In post","2022","65+","Policy","SEO/HEO","SEO","50","45","43450","43820"
"In post","2022","65+","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","AA/AO","AO","30","20","22410","21260"
"In post","2022","65+","Project Delivery","EO","EO","25","20","28610","27570"
"In post","2022","65+","Project Delivery","G6/G7","G6","15","10","71870","71950"
"In post","2022","65+","Project Delivery","G6/G7","G7","45","35","56360","55880"
"In post","2022","65+","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","SEO/HEO","HEO","55","45","34790","34290"
"In post","2022","65+","Project Delivery","SEO/HEO","SEO","70","60","42270","41740"
"In post","2022","65+","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","AA/AO","AA","75","65","17970","17480"
"In post","2022","65+","Property","AA/AO","AO","25","20","22710","22040"
"In post","2022","65+","Property","EO","EO","60","55","28100","27000"
"In post","2022","65+","Property","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","65+","Property","G6/G7","G7","30","25","58580","59540"
"In post","2022","65+","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","SEO/HEO","HEO","65","60","34990","34000"
"In post","2022","65+","Property","SEO/HEO","SEO","60","50","44850","45580"
"In post","2022","65+","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","AA/AO","AA","10","10","19440","19050"
"In post","2022","65+","Science and Engineering","AA/AO","AO","65","55","22930","22750"
"In post","2022","65+","Science and Engineering","EO","EO","60","50","26970","26670"
"In post","2022","65+","Science and Engineering","G6/G7","G6","30","20","70870","69390"
"In post","2022","65+","Science and Engineering","G6/G7","G7","70","50","55060","54120"
"In post","2022","65+","Science and Engineering","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Science and Engineering","SEO/HEO","HEO","80","65","34480","33810"
"In post","2022","65+","Science and Engineering","SEO/HEO","SEO","80","65","42360","42360"
"In post","2022","65+","Science and Engineering","Unknown","Unknown","25","25","46370","41240"
"In post","2022","65+","Security","AA/AO","AA","140","125","20950","19810"
"In post","2022","65+","Security","AA/AO","AO","60","55","28620","25230"
"In post","2022","65+","Security","EO","EO","25","20","30060","28160"
"In post","2022","65+","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","65+","Security","SEO/HEO","HEO","30","20","36960","34350"
"In post","2022","65+","Security","SEO/HEO","SEO","15","15","43570","40580"
"In post","2022","65+","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","EO","EO","5","5","[c]","[c]"
"In post","2022","65+","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Tax","AA/AO","AO","35","30","21910","21250"
"In post","2022","65+","Tax","EO","EO","105","70","29590","28920"
"In post","2022","65+","Tax","G6/G7","G6","15","10","73990","72200"
"In post","2022","65+","Tax","G6/G7","G7","35","25","57960","58710"
"In post","2022","65+","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Tax","SEO/HEO","HEO","100","70","36670","35980"
"In post","2022","65+","Tax","SEO/HEO","SEO","60","35","43770","43710"
"In post","2022","65+","Unknown","AA/AO","AA","50","45","23420","23230"
"In post","2022","65+","Unknown","AA/AO","AO","85","75","25960","25730"
"In post","2022","65+","Unknown","EO","EO","60","50","29560","30040"
"In post","2022","65+","Unknown","G6/G7","G6","30","25","76970","77340"
"In post","2022","65+","Unknown","G6/G7","G7","35","30","59090","60640"
"In post","2022","65+","Unknown","SCS level","SCS level","10","10","126320","119170"
"In post","2022","65+","Unknown","SEO/HEO","HEO","50","45","36190","36130"
"In post","2022","65+","Unknown","SEO/HEO","SEO","40","30","45600","47490"
"In post","2022","65+","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinarian","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","65+","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinarian","SEO/HEO","SEO","15","10","47400","50660"
"In post","2022","Unknown","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","EO","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","AA/AO","AA","25","[c]","18720","18310"
"Leaver CS","2022","16-19","Operational Delivery","AA/AO","AO","75","[c]","20990","21260"
"Leaver CS","2022","16-19","Operational Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Science and Engineering","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","AO","40","[c]","22000","21260"
"Leaver CS","2022","16-19","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","EO","EO","30","[c]","24430","25000"
"Leaver CS","2022","20-29","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","SEO/HEO","HEO","30","[c]","31520","32410"
"Leaver CS","2022","20-29","Commercial","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","AA/AO","AO","15","[c]","22140","21520"
"Leaver CS","2022","20-29","Communications","EO","EO","50","[c]","27400","27680"
"Leaver CS","2022","20-29","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","SEO/HEO","HEO","50","[c]","33520","33210"
"Leaver CS","2022","20-29","Communications","SEO/HEO","SEO","15","[c]","40950","40870"
"Leaver CS","2022","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","AA/AO","AO","10","[c]","21630","21260"
"Leaver CS","2022","20-29","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","AA/AO","AA","25","[c]","18690","17900"
"Leaver CS","2022","20-29","Digital, Data and Technology","AA/AO","AO","40","[c]","22080","21840"
"Leaver CS","2022","20-29","Digital, Data and Technology","EO","EO","80","[c]","26080","26350"
"Leaver CS","2022","20-29","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","G6/G7","G7","25","[c]","54560","53420"
"Leaver CS","2022","20-29","Digital, Data and Technology","SEO/HEO","HEO","100","[c]","33780","33610"
"Leaver CS","2022","20-29","Digital, Data and Technology","SEO/HEO","SEO","60","[c]","40830","40450"
"Leaver CS","2022","20-29","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Economics","AA/AO","AO","70","[c]","21290","19610"
"Leaver CS","2022","20-29","Economics","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Economics","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Economics","SEO/HEO","HEO","35","[c]","33400","34350"
"Leaver CS","2022","20-29","Economics","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","AA/AO","AO","10","[c]","22110","21260"
"Leaver CS","2022","20-29","Finance","EO","EO","50","[c]","23320","25000"
"Leaver CS","2022","20-29","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","SEO/HEO","HEO","25","[c]","33910","34640"
"Leaver CS","2022","20-29","Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
