"Status","Year","Age","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Mixed","North East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","50-59","Mixed","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","North West (England)","Heterosexual / straight","130","120","31970","27570"
"In post","2022","50-59","Mixed","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Scotland","Heterosexual / straight","55","50","38290","30900"
"In post","2022","50-59","Mixed","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","South East (England)","Heterosexual / straight","135","125","32840","29290"
"In post","2022","50-59","Mixed","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","South East (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","South West (England)","Heterosexual / straight","90","85","37050","33570"
"In post","2022","50-59","Mixed","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Wales","Heterosexual / straight","60","60","36150","30710"
"In post","2022","50-59","Mixed","Wales","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Wales","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","West Midlands (England)","Heterosexual / straight","80","75","31490","27570"
"In post","2022","50-59","Mixed","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","Yorkshire and The Humber","Heterosexual / straight","75","75","37120","32080"
"In post","2022","50-59","Mixed","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","Yorkshire and The Humber","Unknown","15","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East of England","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East of England","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","East of England","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","London","Heterosexual / straight","170","160","40860","35130"
"In post","2022","50-59","Other ethnicity","London","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","London","Undeclared","35","35","41230","33090"
"In post","2022","50-59","Other ethnicity","London","Unknown","40","40","43030","36270"
"In post","2022","50-59","Other ethnicity","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","50-59","Other ethnicity","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","North West (England)","Heterosexual / straight","35","35","32800","28920"
"In post","2022","50-59","Other ethnicity","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","South East (England)","Heterosexual / straight","35","35","33200","29290"
"In post","2022","50-59","Other ethnicity","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","50-59","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","West Midlands (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","50-59","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","East Midlands (England)","Heterosexual / straight","45","45","29630","27370"
"In post","2022","50-59","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","East Midlands (England)","Undeclared","250","240","33500","31900"
"In post","2022","50-59","Undeclared","East Midlands (England)","Unknown","75","65","30520","27570"
"In post","2022","50-59","Undeclared","East of England","Heterosexual / straight","50","50","31530","29290"
"In post","2022","50-59","Undeclared","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","East of England","Undeclared","310","295","32610","30980"
"In post","2022","50-59","Undeclared","East of England","Unknown","90","80","31230","29050"
"In post","2022","50-59","Undeclared","London","Heterosexual / straight","325","315","38780","31880"
"In post","2022","50-59","Undeclared","London","LGBO","20","15","[c]","[c]"
"In post","2022","50-59","Undeclared","London","Undeclared","920","895","44170","39330"
"In post","2022","50-59","Undeclared","London","Unknown","310","290","38210","31880"
"In post","2022","50-59","Undeclared","North East (England)","Heterosexual / straight","50","45","30510","26820"
"In post","2022","50-59","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","North East (England)","Undeclared","285","260","31980","27570"
"In post","2022","50-59","Undeclared","North East (England)","Unknown","105","90","29290","26470"
"In post","2022","50-59","Undeclared","North West (England)","Heterosexual / straight","85","75","31290","27570"
"In post","2022","50-59","Undeclared","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","North West (England)","Undeclared","545","510","33380","28840"
"In post","2022","50-59","Undeclared","North West (England)","Unknown","220","195","29420","27570"
"In post","2022","50-59","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Northern Ireland","Undeclared","30","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Overseas","Undeclared","50","50","46040","39110"
"In post","2022","50-59","Undeclared","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Scotland","Heterosexual / straight","95","95","36120","35000"
"In post","2022","50-59","Undeclared","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Scotland","Undeclared","350","330","35570","29370"
"In post","2022","50-59","Undeclared","Scotland","Unknown","180","165","32160","35000"
"In post","2022","50-59","Undeclared","South East (England)","Heterosexual / straight","115","105","32900","27850"
"In post","2022","50-59","Undeclared","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","South East (England)","Undeclared","605","575","33930","31690"
"In post","2022","50-59","Undeclared","South East (England)","Unknown","150","140","35020","29440"
"In post","2022","50-59","Undeclared","South West (England)","Heterosexual / straight","75","70","35090","33180"
"In post","2022","50-59","Undeclared","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","South West (England)","Undeclared","640","615","37720","35600"
"In post","2022","50-59","Undeclared","South West (England)","Unknown","140","130","36820","33840"
"In post","2022","50-59","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Wales","Heterosexual / straight","50","50","34790","32050"
"In post","2022","50-59","Undeclared","Wales","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Wales","Undeclared","285","275","36850","33080"
"In post","2022","50-59","Undeclared","Wales","Unknown","60","55","28710","27570"
"In post","2022","50-59","Undeclared","West Midlands (England)","Heterosexual / straight","70","70","29570","27570"
"In post","2022","50-59","Undeclared","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","West Midlands (England)","Undeclared","305","285","32280","28200"
"In post","2022","50-59","Undeclared","West Midlands (England)","Unknown","130","110","29350","27570"
"In post","2022","50-59","Undeclared","Yorkshire and The Humber","Heterosexual / straight","80","75","32500","28560"
"In post","2022","50-59","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Yorkshire and The Humber","Undeclared","365","350","33610","30620"
"In post","2022","50-59","Undeclared","Yorkshire and The Humber","Unknown","105","95","30010","27570"
"In post","2022","50-59","Unknown","East Midlands (England)","Heterosexual / straight","50","50","31590","25990"
"In post","2022","50-59","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","East Midlands (England)","Undeclared","30","30","38630","33520"
"In post","2022","50-59","Unknown","East Midlands (England)","Unknown","450","420","30700","27520"
"In post","2022","50-59","Unknown","East of England","Heterosexual / straight","45","45","35600","28310"
"In post","2022","50-59","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","East of England","Undeclared","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","East of England","Unknown","440","405","32100","27570"
"In post","2022","50-59","Unknown","London","Heterosexual / straight","185","175","46770","41060"
"In post","2022","50-59","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","London","Undeclared","180","180","53620","53200"
"In post","2022","50-59","Unknown","London","Unknown","2040","1980","48730","40910"
"In post","2022","50-59","Unknown","North East (England)","Heterosexual / straight","65","55","30020","26800"
"In post","2022","50-59","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","North East (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","North East (England)","Unknown","780","705","28300","22510"
"In post","2022","50-59","Unknown","North West (England)","Heterosexual / straight","105","100","33020","28740"
"In post","2022","50-59","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","North West (England)","Undeclared","65","60","31380","28920"
"In post","2022","50-59","Unknown","North West (England)","Unknown","1395","1300","31270","26820"
"In post","2022","50-59","Unknown","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Northern Ireland","Unknown","105","100","31420","26590"
"In post","2022","50-59","Unknown","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","Unknown","80","80","51150","46600"
"In post","2022","50-59","Unknown","Scotland","Heterosexual / straight","90","80","33240","27560"
"In post","2022","50-59","Unknown","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Scotland","Undeclared","35","30","38750","34460"
"In post","2022","50-59","Unknown","Scotland","Unknown","2220","2080","34160","30450"
"In post","2022","50-59","Unknown","South East (England)","Heterosexual / straight","75","70","30370","27570"
"In post","2022","50-59","Unknown","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","South East (England)","Undeclared","40","35","35980","34210"
"In post","2022","50-59","Unknown","South East (England)","Unknown","910","815","32680","28170"
"In post","2022","50-59","Unknown","South West (England)","Heterosexual / straight","65","60","34910","29230"
"In post","2022","50-59","Unknown","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","South West (England)","Undeclared","65","60","39760","39370"
"In post","2022","50-59","Unknown","South West (England)","Unknown","715","675","34830","27570"
"In post","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Unknown","535","530","42800","38310"
"In post","2022","50-59","Unknown","Wales","Heterosexual / straight","60","55","32050","26250"
"In post","2022","50-59","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Wales","Undeclared","25","20","[c]","[c]"
"In post","2022","50-59","Unknown","Wales","Unknown","635","595","32680","26820"
"In post","2022","50-59","Unknown","West Midlands (England)","Heterosexual / straight","60","55","36890","31230"
"In post","2022","50-59","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","West Midlands (England)","Undeclared","30","25","[c]","[c]"
"In post","2022","50-59","Unknown","West Midlands (England)","Unknown","645","600","33640","27570"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","Heterosexual / straight","65","60","36230","30670"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","Undeclared","55","50","44430","37300"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","Unknown","755","710","35130","28200"
"In post","2022","50-59","White","East Midlands (England)","Heterosexual / straight","4210","3955","33090","27570"
"In post","2022","50-59","White","East Midlands (England)","LGBO","140","135","33770","31650"
"In post","2022","50-59","White","East Midlands (England)","Undeclared","470","435","31100","27570"
"In post","2022","50-59","White","East Midlands (England)","Unknown","565","510","30170","27570"
"In post","2022","50-59","White","East of England","Heterosexual / straight","4630","4395","32830","29290"
"In post","2022","50-59","White","East of England","LGBO","145","140","32120","29290"
"In post","2022","50-59","White","East of England","Undeclared","475","445","31910","29200"
"In post","2022","50-59","White","East of England","Unknown","550","500","33200","29290"
"In post","2022","50-59","White","London","Heterosexual / straight","9920","9600","49940","43810"
"In post","2022","50-59","White","London","LGBO","615","600","51160","45340"
"In post","2022","50-59","White","London","Undeclared","1145","1105","47590","41750"
"In post","2022","50-59","White","London","Unknown","1100","1045","46780","40000"
"In post","2022","50-59","White","North East (England)","Heterosexual / straight","6310","5740","31490","27570"
"In post","2022","50-59","White","North East (England)","LGBO","215","200","31230","27570"
"In post","2022","50-59","White","North East (England)","Undeclared","510","460","30200","27570"
"In post","2022","50-59","White","North East (England)","Unknown","1125","960","28030","25000"
"In post","2022","50-59","White","North West (England)","Heterosexual / straight","12035","11250","32540","27570"
"In post","2022","50-59","White","North West (England)","LGBO","460","440","32160","27570"
"In post","2022","50-59","White","North West (England)","Undeclared","1100","1005","30160","27570"
"In post","2022","50-59","White","North West (England)","Unknown","1945","1745","29400","27570"
"In post","2022","50-59","White","Northern Ireland","Heterosexual / straight","935","900","30790","27370"
"In post","2022","50-59","White","Northern Ireland","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","White","Northern Ireland","Undeclared","50","50","30180","27370"
"In post","2022","50-59","White","Northern Ireland","Unknown","75","70","29200","26820"
"In post","2022","50-59","White","Overseas","Heterosexual / straight","610","605","53050","52450"
"In post","2022","50-59","White","Overseas","LGBO","25","25","[c]","[c]"
"In post","2022","50-59","White","Overseas","Undeclared","70","70","52650","53720"
"In post","2022","50-59","White","Overseas","Unknown","45","45","55170","56590"
"In post","2022","50-59","White","Scotland","Heterosexual / straight","9060","8515","35290","30040"
"In post","2022","50-59","White","Scotland","LGBO","290","275","34820","27570"
"In post","2022","50-59","White","Scotland","Undeclared","720","660","31640","27570"
"In post","2022","50-59","White","Scotland","Unknown","1655","1520","33920","27570"
"In post","2022","50-59","White","South East (England)","Heterosexual / straight","8380","7905","33390","29290"
"In post","2022","50-59","White","South East (England)","LGBO","315","305","34290","30730"
"In post","2022","50-59","White","South East (England)","Undeclared","935","880","33150","29530"
"In post","2022","50-59","White","South East (England)","Unknown","1045","965","36100","31880"
"In post","2022","50-59","White","South West (England)","Heterosexual / straight","9060","8640","37210","33300"
"In post","2022","50-59","White","South West (England)","LGBO","245","235","35070","30140"
"In post","2022","50-59","White","South West (England)","Undeclared","955","890","37200","33520"
"In post","2022","50-59","White","South West (England)","Unknown","1080","1000","38020","33840"
"In post","2022","50-59","White","Unknown","Heterosexual / straight","195","185","34720","31880"
"In post","2022","50-59","White","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","White","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","50-59","White","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","50-59","White","Wales","Heterosexual / straight","6575","6180","34390","28750"
"In post","2022","50-59","White","Wales","LGBO","230","220","35680","29430"
"In post","2022","50-59","White","Wales","Undeclared","1015","935","31890","27570"
"In post","2022","50-59","White","Wales","Unknown","765","680","30030","27570"
"In post","2022","50-59","White","West Midlands (England)","Heterosexual / straight","5460","5130","33320","27870"
"In post","2022","50-59","White","West Midlands (England)","LGBO","170","160","31810","27570"
"In post","2022","50-59","White","West Midlands (England)","Undeclared","590","545","30850","27570"
"In post","2022","50-59","White","West Midlands (England)","Unknown","800","720","30500","27570"
"In post","2022","50-59","White","Yorkshire and The Humber","Heterosexual / straight","7275","6790","33880","28970"
"In post","2022","50-59","White","Yorkshire and The Humber","LGBO","260","250","32230","27880"
"In post","2022","50-59","White","Yorkshire and The Humber","Undeclared","775","715","32480","27570"
"In post","2022","50-59","White","Yorkshire and The Humber","Unknown","905","815","32570","27570"
"In post","2022","60-64","Asian","East Midlands (England)","Heterosexual / straight","75","65","28350","25600"
"In post","2022","60-64","Asian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","East Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2022","60-64","Asian","East Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2022","60-64","Asian","East of England","Heterosexual / straight","60","50","34180","29100"
"In post","2022","60-64","Asian","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","East of England","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Asian","East of England","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Asian","London","Heterosexual / straight","660","580","33990","30500"
"In post","2022","60-64","Asian","London","LGBO","20","15","[c]","[c]"
"In post","2022","60-64","Asian","London","Undeclared","105","90","31000","29370"
"In post","2022","60-64","Asian","London","Unknown","120","105","34540","31880"
"In post","2022","60-64","Asian","North East (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","60-64","Asian","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","North West (England)","Heterosexual / straight","35","30","28790","25310"
"In post","2022","60-64","Asian","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Asian","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","South East (England)","Heterosexual / straight","70","60","29760","27570"
"In post","2022","60-64","Asian","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Asian","South East (England)","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Asian","South East (England)","Unknown","20","15","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","West Midlands (England)","Heterosexual / straight","125","105","31030","27570"
"In post","2022","60-64","Asian","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","West Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2022","60-64","Asian","West Midlands (England)","Unknown","40","35","25880","26590"
"In post","2022","60-64","Asian","Yorkshire and The Humber","Heterosexual / straight","45","35","32740","27570"
"In post","2022","60-64","Asian","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Black","East Midlands (England)","Heterosexual / straight","50","45","28310","25790"
"In post","2022","60-64","Black","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","East of England","Heterosexual / straight","40","35","32690","29290"
"In post","2022","60-64","Black","East of England","LGBO","[c]","[c]","[c]","[c]"
