"Status","Year","Disability","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Accountant in Bankruptcy","Southern Scotland","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Accountant in Bankruptcy","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Inner London - West","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Cumbria","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Devon","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Anglia","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","30","30","30710","26520"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Lancashire","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North Yorkshire","Outside London","30","30","26190","23960"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","95","90","32790","28810"
