"Status","Year","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Hampshire and Isle of Wight","2715","2555","33870","31820"
"In post","2022","30-39","Herefordshire, Worcestershire and Warwickshire","765","720","27830","26350"
"In post","2022","30-39","Highlands and Islands","345","325","29820","27570"
"In post","2022","30-39","Inner London - East","4345","4215","43690","38600"
"In post","2022","30-39","Inner London - West","16100","15710","49930","52430"
"In post","2022","30-39","Kent","1705","1620","29230","29100"
"In post","2022","30-39","Lancashire","2490","2340","27690","27120"
"In post","2022","30-39","Leicestershire, Rutland and Northamptonshire","1280","1180","27970","27120"
"In post","2022","30-39","Lincolnshire","490","470","28320","27120"
"In post","2022","30-39","Merseyside","4700","4445","29320","26700"
"In post","2022","30-39","North Eastern Scotland","450","430","34230","31540"
"In post","2022","30-39","North Yorkshire","800","765","33360","31540"
"In post","2022","30-39","Northern Ireland","1005","965","30160","26820"
"In post","2022","30-39","Northumberland, and Tyne and Wear","4930","4625","30630","27570"
"In post","2022","30-39","Outer London - East and North East","790","755","32060","31060"
"In post","2022","30-39","Outer London - South","2205","2125","39550","35200"
"In post","2022","30-39","Outer London - West and North West","1765","1700","33150","31060"
"In post","2022","30-39","Overseas","1035","1030","46720","49920"
"In post","2022","30-39","Shropshire and Staffordshire","1615","1545","29990","27570"
"In post","2022","30-39","South Yorkshire","2460","2300","32350","28340"
"In post","2022","30-39","Southern Scotland","1310","1235","30990","27570"
"In post","2022","30-39","Surrey, East and West Sussex","1490","1385","30910","28420"
"In post","2022","30-39","Tees Valley and Durham","1995","1870","28380","27120"
"In post","2022","30-39","Unknown","665","655","36750","32700"
"In post","2022","30-39","West Central Scotland","4540","4360","32360","29340"
"In post","2022","30-39","West Midlands","4690","4435","31060","27570"
"In post","2022","30-39","West Wales and The Valleys","3970","3670","27620","26130"
"In post","2022","30-39","West Yorkshire","4260","4020","32460","27680"
"In post","2022","40-49","Bedfordshire and Hertfordshire","1065","995","35440","30740"
"In post","2022","40-49","Berkshire, Buckinghamshire and Oxfordshire","2055","1950","35570","32640"
"In post","2022","40-49","Cheshire","985","930","34310","31650"
"In post","2022","40-49","Cornwall and Isles of Scilly","365","335","29150","27570"
"In post","2022","40-49","Cumbria","675","610","29120","25880"
"In post","2022","40-49","Derbyshire and Nottinghamshire","3250","3030","34050","30950"
"In post","2022","40-49","Devon","2265","2090","34360","31650"
"In post","2022","40-49","Dorset and Somerset","1185","1115","32020","28000"
"In post","2022","40-49","East Anglia","3005","2790","32160","28700"
"In post","2022","40-49","East Wales","4825","4550","37670","33370"
"In post","2022","40-49","East Yorkshire and Northern Lincolnshire","1030","955","29550","27570"
"In post","2022","40-49","Eastern Scotland","4865","4595","39340","34600"
"In post","2022","40-49","Essex","1225","1130","32400","29290"
"In post","2022","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","6715","6365","40240","38070"
"In post","2022","40-49","Greater Manchester","4825","4580","34420","30210"
"In post","2022","40-49","Hampshire and Isle of Wight","3235","3020","36150","33000"
"In post","2022","40-49","Herefordshire, Worcestershire and Warwickshire","965","910","31510","27570"
"In post","2022","40-49","Highlands and Islands","465","440","31460","28090"
"In post","2022","40-49","Inner London - East","4335","4115","46180","40200"
"In post","2022","40-49","Inner London - West","12820","12245","54570","54280"
"In post","2022","40-49","Kent","1990","1880","31020","29290"
"In post","2022","40-49","Lancashire","3720","3415","30390","27570"
"In post","2022","40-49","Leicestershire, Rutland and Northamptonshire","1455","1325","29820","27570"
"In post","2022","40-49","Lincolnshire","600","570","29990","27570"
"In post","2022","40-49","Merseyside","4990","4645","31240","27570"
"In post","2022","40-49","North Eastern Scotland","435","415","40710","34320"
"In post","2022","40-49","North Yorkshire","1085","1040","36280","33000"
"In post","2022","40-49","Northern Ireland","1085","1030","30700","26820"
"In post","2022","40-49","Northumberland, and Tyne and Wear","5790","5345","32090","27570"
"In post","2022","40-49","Outer London - East and North East","805","755","32320","31060"
"In post","2022","40-49","Outer London - South","2735","2605","41860","37610"
"In post","2022","40-49","Outer London - West and North West","2080","1955","35900","31060"
"In post","2022","40-49","Overseas","1155","1145","52570","54020"
"In post","2022","40-49","Shropshire and Staffordshire","1970","1860","33210","28200"
"In post","2022","40-49","South Yorkshire","2550","2335","34810","30820"
"In post","2022","40-49","Southern Scotland","1355","1260","32370","27570"
"In post","2022","40-49","Surrey, East and West Sussex","1970","1820","34140","29270"
"In post","2022","40-49","Tees Valley and Durham","2230","2070","30400","27570"
"In post","2022","40-49","Unknown","660","645","39170","33570"
"In post","2022","40-49","West Central Scotland","4245","4030","34630","30450"
"In post","2022","40-49","West Midlands","4705","4370","34070","28200"
"In post","2022","40-49","West Wales and The Valleys","4320","4000","30830","27570"
"In post","2022","40-49","West Yorkshire","4415","4115","35280","31650"
"In post","2022","50-59","Bedfordshire and Hertfordshire","1430","1350","35010","30700"
"In post","2022","50-59","Berkshire, Buckinghamshire and Oxfordshire","2820","2705","35770","33000"
"In post","2022","50-59","Cheshire","1320","1240","33450","30640"
"In post","2022","50-59","Cornwall and Isles of Scilly","690","645","28360","26930"
"In post","2022","50-59","Cumbria","735","685","30320","26830"
"In post","2022","50-59","Derbyshire and Nottinghamshire","4070","3795","33910","28430"
"In post","2022","50-59","Devon","2955","2755","33790","28200"
"In post","2022","50-59","Dorset and Somerset","1930","1810","31570","27570"
"In post","2022","50-59","East Anglia","4165","3950","31960","27570"
"In post","2022","50-59","East Wales","5280","4985","35830","30660"
"In post","2022","50-59","East Yorkshire and Northern Lincolnshire","1740","1600","29720","27570"
"In post","2022","50-59","Eastern Scotland","5740","5460","37830","33240"
"In post","2022","50-59","Essex","1810","1685","33000","29290"
"In post","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","7910","7600","40430","37830"
"In post","2022","50-59","Greater Manchester","5770","5430","33170","27570"
"In post","2022","50-59","Hampshire and Isle of Wight","5100","4745","33850","29230"
"In post","2022","50-59","Herefordshire, Worcestershire and Warwickshire","1405","1325","30140","27570"
"In post","2022","50-59","Highlands and Islands","700","665","30880","27570"
"In post","2022","50-59","Inner London - East","5070","4895","43480","37930"
"In post","2022","50-59","Inner London - West","11490","11205","51430","46000"
"In post","2022","50-59","Kent","2790","2630","31380","29290"
"In post","2022","50-59","Lancashire","5115","4705","30950","27570"
"In post","2022","50-59","Leicestershire, Rutland and Northamptonshire","1875","1735","29750","27570"
"In post","2022","50-59","Lincolnshire","1115","1055","30020","27570"
"In post","2022","50-59","Merseyside","5890","5435","31240","27570"
"In post","2022","50-59","North Eastern Scotland","600","570","39420","33790"
"In post","2022","50-59","North Yorkshire","1565","1495","33780","29360"
"In post","2022","50-59","Northern Ireland","1245","1190","30640","26820"
"In post","2022","50-59","Northumberland, and Tyne and Wear","6520","5840","30810","27370"
"In post","2022","50-59","Outer London - East and North East","1200","1130","32340","31060"
"In post","2022","50-59","Outer London - South","3825","3665","39900","35200"
"In post","2022","50-59","Outer London - West and North West","2555","2405","35030","31060"
"In post","2022","50-59","Overseas","965","960","52380","52400"
"In post","2022","50-59","Shropshire and Staffordshire","2965","2795","32790","28200"
"In post","2022","50-59","South Yorkshire","3010","2770","33410","28200"
"In post","2022","50-59","Southern Scotland","1910","1740","30980","27570"
"In post","2022","50-59","Surrey, East and West Sussex","2795","2600","32600","28410"
"In post","2022","50-59","Tees Valley and Durham","3125","2860","30490","27570"
"In post","2022","50-59","Unknown","865","845","39420","34290"
"In post","2022","50-59","West Central Scotland","5980","5550","33010","27570"
"In post","2022","50-59","West Midlands","5315","4920","32610","27570"
"In post","2022","50-59","West Wales and The Valleys","4650","4300","31370","27570"
"In post","2022","50-59","West Yorkshire","5020","4685","35090","30780"
"In post","2022","60-64","Bedfordshire and Hertfordshire","445","395","32960","29290"
"In post","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","885","775","33570","29290"
"In post","2022","60-64","Cheshire","340","280","30450","27570"
"In post","2022","60-64","Cornwall and Isles of Scilly","225","195","27450","26670"
"In post","2022","60-64","Cumbria","210","180","28860","24800"
"In post","2022","60-64","Derbyshire and Nottinghamshire","1035","845","30610","27570"
"In post","2022","60-64","Devon","850","700","29990","27370"
"In post","2022","60-64","Dorset and Somerset","615","525","30180","27570"
"In post","2022","60-64","East Anglia","1240","1065","29650","27380"
"In post","2022","60-64","East Wales","1445","1185","32190","27570"
"In post","2022","60-64","East Yorkshire and Northern Lincolnshire","470","375","28770","27570"
"In post","2022","60-64","Eastern Scotland","1520","1245","34400","28920"
"In post","2022","60-64","Essex","510","425","30650","28920"
"In post","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","2145","1870","38040","33840"
"In post","2022","60-64","Greater Manchester","1490","1195","29710","27570"
"In post","2022","60-64","Hampshire and Isle of Wight","1750","1480","31110","27570"
"In post","2022","60-64","Herefordshire, Worcestershire and Warwickshire","380","320","28790","26670"
"In post","2022","60-64","Highlands and Islands","245","210","28730","27570"
"In post","2022","60-64","Inner London - East","1355","1205","40990","34650"
"In post","2022","60-64","Inner London - West","2560","2370","46870","40580"
"In post","2022","60-64","Kent","775","635","30150","27380"
"In post","2022","60-64","Lancashire","1360","1070","28770","27380"
"In post","2022","60-64","Leicestershire, Rutland and Northamptonshire","545","455","27270","26820"
"In post","2022","60-64","Lincolnshire","380","335","27760","25870"
"In post","2022","60-64","Merseyside","1855","1475","28110","26120"
"In post","2022","60-64","North Eastern Scotland","160","125","35400","27570"
"In post","2022","60-64","North Yorkshire","455","405","29990","26700"
"In post","2022","60-64","Northern Ireland","270","235","28480","25310"
"In post","2022","60-64","Northumberland, and Tyne and Wear","2235","1685","27300","22080"
"In post","2022","60-64","Outer London - East and North East","370","305","30820","30780"
"In post","2022","60-64","Outer London - South","1040","915","36760","31610"
"In post","2022","60-64","Outer London - West and North West","855","730","33530","30780"
"In post","2022","60-64","Overseas","175","175","56030","54330"
"In post","2022","60-64","Shropshire and Staffordshire","895","740","30240","27570"
"In post","2022","60-64","South Yorkshire","745","570","29130","27570"
"In post","2022","60-64","Southern Scotland","670","520","28800","26820"
"In post","2022","60-64","Surrey, East and West Sussex","920","755","30200","27570"
"In post","2022","60-64","Tees Valley and Durham","895","680","27860","27130"
"In post","2022","60-64","Unknown","230","210","37480","33570"
"In post","2022","60-64","West Central Scotland","1655","1305","30250","26900"
"In post","2022","60-64","West Midlands","1540","1265","30330","27570"
"In post","2022","60-64","West Wales and The Valleys","1570","1205","29010","26670"
"In post","2022","60-64","West Yorkshire","1255","980","30980","27570"
"In post","2022","65+","Bedfordshire and Hertfordshire","145","120","33670","29290"
"In post","2022","65+","Berkshire, Buckinghamshire and Oxfordshire","380","305","33060","27570"
"In post","2022","65+","Cheshire","95","70","30120","27570"
"In post","2022","65+","Cornwall and Isles of Scilly","75","60","26650","26130"
"In post","2022","65+","Cumbria","55","40","30750","26710"
"In post","2022","65+","Derbyshire and Nottinghamshire","250","180","31400","27570"
"In post","2022","65+","Devon","300","230","29160","26420"
"In post","2022","65+","Dorset and Somerset","220","170","28340","27260"
"In post","2022","65+","East Anglia","410","320","28940","26500"
"In post","2022","65+","East Wales","490","355","33250","27570"
"In post","2022","65+","East Yorkshire and Northern Lincolnshire","105","80","27640","27130"
"In post","2022","65+","Eastern Scotland","450","350","32910","27570"
"In post","2022","65+","Essex","195","140","29080","28200"
"In post","2022","65+","Gloucestershire, Wiltshire and Bath/Bristol area","695","555","34770","30220"
"In post","2022","65+","Greater Manchester","375","270","29660","27570"
"In post","2022","65+","Hampshire and Isle of Wight","740","565","29450","26120"
"In post","2022","65+","Herefordshire, Worcestershire and Warwickshire","140","110","27490","26510"
"In post","2022","65+","Highlands and Islands","50","45","27210","26780"
"In post","2022","65+","Inner London - East","545","450","39180","33270"
"In post","2022","65+","Inner London - West","915","800","42860","35900"
"In post","2022","65+","Kent","225","175","29160","27370"
"In post","2022","65+","Lancashire","355","255","27540","25700"
"In post","2022","65+","Leicestershire, Rutland and Northamptonshire","130","100","25950","22550"
"In post","2022","65+","Lincolnshire","110","95","28280","26710"
"In post","2022","65+","Merseyside","530","390","26610","22080"
"In post","2022","65+","North Eastern Scotland","45","35","39550","30500"
"In post","2022","65+","North Yorkshire","135","110","28500","25060"
"In post","2022","65+","Northern Ireland","90","75","26700","21680"
"In post","2022","65+","Northumberland, and Tyne and Wear","495","360","25450","22080"
"In post","2022","65+","Outer London - East and North East","140","105","29970","30150"
"In post","2022","65+","Outer London - South","395","325","32730","29080"
"In post","2022","65+","Outer London - West and North West","430","330","32380","29050"
"In post","2022","65+","Overseas","30","30","44570","34710"
"In post","2022","65+","Shropshire and Staffordshire","260","195","30380","27570"
"In post","2022","65+","South Yorkshire","205","150","27630","26000"
"In post","2022","65+","Southern Scotland","165","120","26820","25930"
"In post","2022","65+","Surrey, East and West Sussex","375","290","29300","27470"
"In post","2022","65+","Tees Valley and Durham","220","155","26150","22210"
"In post","2022","65+","Unknown","55","45","33920","30780"
"In post","2022","65+","West Central Scotland","420","300","28430","23230"
"In post","2022","65+","West Midlands","395","295","29100","27000"
"In post","2022","65+","West Wales and The Valleys","470","330","27840","22600"
"In post","2022","65+","West Yorkshire","285","205","30300","27570"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Devon","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","17930","17140"
"Leaver CS","2022","16-19","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Kent","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Northumberland, and Tyne and Wear","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","20","[c]","19680","18310"
"Leaver CS","2022","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Bedfordshire and Hertfordshire","150","[c]","27340","27570"
"Leaver CS","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","300","[c]","25430","25840"
"Leaver CS","2022","20-29","Cheshire","60","[c]","24820","24240"
"Leaver CS","2022","20-29","Cornwall and Isles of Scilly","25","[c]","22250","21260"
"Leaver CS","2022","20-29","Cumbria","30","[c]","22810","21300"
"Leaver CS","2022","20-29","Derbyshire and Nottinghamshire","230","[c]","23540","21590"
"Leaver CS","2022","20-29","Devon","170","[c]","23820","21260"
"Leaver CS","2022","20-29","Dorset and Somerset","95","[c]","25510","22510"
"Leaver CS","2022","20-29","East Anglia","285","[c]","24390","22710"
"Leaver CS","2022","20-29","East Wales","430","[c]","24630","22160"
"Leaver CS","2022","20-29","East Yorkshire and Northern Lincolnshire","85","[c]","23750","22520"
"Leaver CS","2022","20-29","Eastern Scotland","310","[c]","25610","22520"
"Leaver CS","2022","20-29","Essex","110","[c]","26640","25680"
"Leaver CS","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","730","[c]","25130","24240"
"Leaver CS","2022","20-29","Greater Manchester","415","[c]","25240","21260"
"Leaver CS","2022","20-29","Hampshire and Isle of Wight","275","[c]","25090","23630"
"Leaver CS","2022","20-29","Herefordshire, Worcestershire and Warwickshire","120","[c]","22250","21260"
"Leaver CS","2022","20-29","Highlands and Islands","25","[c]","25250","24020"
"Leaver CS","2022","20-29","Inner London - East","640","[c]","30380","29740"
"Leaver CS","2022","20-29","Inner London - West","1890","[c]","32310","30680"
"Leaver CS","2022","20-29","Kent","180","[c]","24280","24250"
"Leaver CS","2022","20-29","Lancashire","245","[c]","23100","21260"
"Leaver CS","2022","20-29","Leicestershire, Rutland and Northamptonshire","225","[c]","22450","21260"
"Leaver CS","2022","20-29","Lincolnshire","55","[c]","26380","27120"
"Leaver CS","2022","20-29","Merseyside","240","[c]","23270","21680"
"Leaver CS","2022","20-29","North Eastern Scotland","30","[c]","26000","26900"
"Leaver CS","2022","20-29","North Yorkshire","55","[c]","25400","25340"
"Leaver CS","2022","20-29","Northern Ireland","45","[c]","24490","21680"
"Leaver CS","2022","20-29","Northumberland, and Tyne and Wear","375","[c]","23320","21260"
"Leaver CS","2022","20-29","Outer London - East and North East","135","[c]","28830","31060"
"Leaver CS","2022","20-29","Outer London - South","175","[c]","29820","28670"
"Leaver CS","2022","20-29","Outer London - West and North West","240","[c]","27700","28630"
"Leaver CS","2022","20-29","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Shropshire and Staffordshire","175","[c]","23520","21260"
"Leaver CS","2022","20-29","South Yorkshire","170","[c]","24460","21430"
"Leaver CS","2022","20-29","Southern Scotland","90","[c]","25920","25930"
"Leaver CS","2022","20-29","Surrey, East and West Sussex","230","[c]","24310","24370"
"Leaver CS","2022","20-29","Tees Valley and Durham","130","[c]","23550","22010"
"Leaver CS","2022","20-29","Unknown","300","[c]","25130","21840"
"Leaver CS","2022","20-29","West Central Scotland","230","[c]","25350","24250"
"Leaver CS","2022","20-29","West Midlands","375","[c]","25260","23470"
"Leaver CS","2022","20-29","West Wales and The Valleys","125","[c]","23200","21260"
"Leaver CS","2022","20-29","West Yorkshire","475","[c]","24160","21300"
"Leaver CS","2022","30-39","Bedfordshire and Hertfordshire","125","[c]","32760","29290"
"Leaver CS","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","260","[c]","30340","27570"
"Leaver CS","2022","30-39","Cheshire","65","[c]","29230","27570"
"Leaver CS","2022","30-39","Cornwall and Isles of Scilly","15","[c]","27020","21260"
"Leaver CS","2022","30-39","Cumbria","35","[c]","30910","28610"
