"Status","Year","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Welsh Government","Operational Delivery","20","20","30450","28130"
"In post","2022","No function","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Government","Tax","5","5","[c]","[c]"
"In post","2022","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","Other","30","30","51180","50500"
"In post","2022","Project Delivery","Attorney General's Departments","Project Delivery","10","10","41980","38180"
"In post","2022","Project Delivery","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Project Delivery","20","20","49240","45230"
"In post","2022","Project Delivery","Cabinet Office","Unknown","195","190","66540","56540"
"In post","2022","Project Delivery","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","Project Delivery","20","20","49030","52300"
"In post","2022","Project Delivery","Charity Commission","Project Delivery","20","20","33900","37910"
"In post","2022","Project Delivery","Competition and Markets Authority","Project Delivery","375","365","61910","56640"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Finance","10","10","59190","56600"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Legal","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","305","295","41540","39650"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","105","105","47980","49100"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","420","405","43240","40580"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Finance","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Operational Delivery","25","20","39550","36500"
"In post","2022","Project Delivery","Department for Education","Policy","25","20","46290","49860"
"In post","2022","Project Delivery","Department for Education","Project Delivery","30","30","45620","49860"
"In post","2022","Project Delivery","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","105","100","29490","24920"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","220","210","35110","32140"
"In post","2022","Project Delivery","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Other","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Project Delivery","50","50","50420","51710"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","20","20","37090","33610"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","170","165","45480","48200"
"In post","2022","Project Delivery","Department for Transport","Operational Delivery","15","15","41540","39470"
"In post","2022","Project Delivery","Department for Transport","Policy","10","10","35320","31040"
"In post","2022","Project Delivery","Department for Transport","Project Delivery","540","525","47630","43360"
"In post","2022","Project Delivery","Department for Transport","Property","30","30","38040","33350"
"In post","2022","Project Delivery","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Communications","15","10","39520","36300"
"In post","2022","Project Delivery","Department for Work and Pensions","Operational Delivery","190","180","33600","32120"
"In post","2022","Project Delivery","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Project Delivery","1260","1115","35200","32100"
"In post","2022","Project Delivery","Department for Work and Pensions","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","Project Delivery","15","15","49180","54150"
"In post","2022","Project Delivery","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","Inspector of Education and Training","65","60","75110","75480"
"In post","2022","Project Delivery","Estyn","Operational Delivery","20","20","28770","29430"
"In post","2022","Project Delivery","Estyn","Project Delivery","5","5","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","Project Delivery","35","35","42870","37910"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Economics","90","90","55530","55620"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Finance","20","20","44570","42720"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Human Resources","10","10","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","45","45","58750","58030"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","165","160","39080","35710"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Other","245","240","65970","66680"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Policy","805","780","53990","54550"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","400","390","43240","38600"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Science and Engineering","25","25","59520","60720"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Security","40","40","51470","53000"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","30","30","53730","54030"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","180","175","38710","38550"
"In post","2022","Project Delivery","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Operational Delivery","265","250","34880","33370"
"In post","2022","Project Delivery","HM Revenue and Customs","Other","85","80","44010","40520"
"In post","2022","Project Delivery","HM Revenue and Customs","Policy","1120","1060","55120","55210"
"In post","2022","Project Delivery","HM Revenue and Customs","Project Delivery","2795","2690","45850","40520"
"In post","2022","Project Delivery","HM Revenue and Customs","Tax","640","595","35200","33370"
"In post","2022","Project Delivery","HM Revenue and Customs","Unknown","155","155","46270","40180"
"In post","2022","Project Delivery","HM Treasury","Project Delivery","40","40","48800","48730"
"In post","2022","Project Delivery","Ministry of Defence","Commercial","745","715","39070","37400"
"In post","2022","Project Delivery","Ministry of Defence","Communications","10","10","38400","37700"
"In post","2022","Project Delivery","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","150","145","45870","47010"
"In post","2022","Project Delivery","Ministry of Defence","Finance","185","175","45750","42840"
"In post","2022","Project Delivery","Ministry of Defence","Human Resources","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","75","75","40110","38070"
"In post","2022","Project Delivery","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Operational Delivery","675","640","36560","32710"
"In post","2022","Project Delivery","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Other","3010","2880","32190","28920"
"In post","2022","Project Delivery","Ministry of Defence","Policy","80","75","46590","40620"
"In post","2022","Project Delivery","Ministry of Defence","Project Delivery","5715","5545","42520","40580"
"In post","2022","Project Delivery","Ministry of Defence","Property","25","20","41660","39710"
"In post","2022","Project Delivery","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Science and Engineering","3485","3410","38760","37400"
"In post","2022","Project Delivery","Ministry of Defence","Security","15","15","35820","35960"
"In post","2022","Project Delivery","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","Communications","15","15","36650","32210"
"In post","2022","Project Delivery","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","Finance","10","10","50550","50430"
"In post","2022","Project Delivery","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","Operational Delivery","70","70","40570","41750"
"In post","2022","Project Delivery","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","Project Delivery","180","180","42220","40540"
"In post","2022","Project Delivery","National Crime Agency","Project Delivery","90","90","45130","45480"
"In post","2022","Project Delivery","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Policy","5","5","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","35","35","43570","39850"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Other","5","5","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","10","10","[c]","[c]"
"In post","2022","Project Delivery","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Scottish Government","Project Delivery","30","30","47380","47490"
"In post","2022","Project Delivery","UK Export Finance","Project Delivery","15","15","46520","41250"
"In post","2022","Project Delivery","UK Statistics Authority","Project Delivery","255","245","41100","36840"
"In post","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","15","15","47080","45810"
"In post","2022","Project Delivery","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Attorney General's Departments","Property","25","25","34930","32430"
"In post","2022","Property","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","Cabinet Office","Digital, Data and Technology","15","15","57930","57000"
"In post","2022","Property","Cabinet Office","Finance","55","55","49030","44000"
"In post","2022","Property","Cabinet Office","Human Resources","15","15","50560","36870"
"In post","2022","Property","Cabinet Office","Other","15","15","42040","32000"
"In post","2022","Property","Cabinet Office","Project Delivery","45","45","51380","49700"
"In post","2022","Property","Cabinet Office","Property","150","145","51410","52700"
"In post","2022","Property","Cabinet Office","Security","5","5","[c]","[c]"
"In post","2022","Property","Cabinet Office","Unknown","120","115","49610","49700"
"In post","2022","Property","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Property","5","5","[c]","[c]"
"In post","2022","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","45","40","36390","27810"
"In post","2022","Property","Department for Business, Energy and Industrial Strategy","Property","40","35","35360","33050"
"In post","2022","Property","Department for Digital, Culture, Media and Sport","Property","10","10","[c]","[c]"
"In post","2022","Property","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Property","Department for Education","Policy","20","20","44840","49860"
"In post","2022","Property","Department for Education","Property","540","530","51530","53420"
"In post","2022","Property","Department for Environment, Food and Rural Affairs","Property","415","395","38880","35900"
"In post","2022","Property","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for International Trade","Property","5","5","[c]","[c]"
"In post","2022","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Transport","Property","140","130","34050","30730"
"In post","2022","Property","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Work and Pensions","Property","205","195","42590","37710"
"In post","2022","Property","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care","Property","70","70","40840","39500"
"In post","2022","Property","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office","Operational Delivery","10","10","33550","32280"
"In post","2022","Property","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office","Property","420","415","42590","40330"
"In post","2022","Property","HM Land Registry","Property","20","20","41960","39980"
"In post","2022","Property","HM Revenue and Customs","Operational Delivery","1170","1110","29180","22040"
"In post","2022","Property","HM Revenue and Customs","Policy","20","20","55870","52080"
"In post","2022","Property","HM Revenue and Customs","Property","2555","2375","36890","33080"
"In post","2022","Property","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Defence","Other","245","240","24770","21210"
"In post","2022","Property","Ministry of Defence","Project Delivery","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Defence","Property","2195","2130","31980","33000"
"In post","2022","Property","Ministry of Defence","Security","10","10","35630","34770"
"In post","2022","Property","Ministry of Justice","Communications","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice","Finance","15","15","34260","30450"
"In post","2022","Property","Ministry of Justice","Human Resources","10","10","33010","30320"
"In post","2022","Property","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice","Operational Delivery","45","45","29990","25120"
"In post","2022","Property","Ministry of Justice","Policy","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice","Project Delivery","20","20","43590","38370"
"In post","2022","Property","Ministry of Justice","Property","450","440","44850","41750"
"In post","2022","Property","National Crime Agency","Property","30","30","42630","39510"
"In post","2022","Property","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","10","10","31380","25880"
"In post","2022","Property","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Government","Other","245","240","31870","29900"
"In post","2022","Property","Scottish Government","Property","25","25","38660","37710"
"In post","2022","Property","The National Archives","Property","15","10","38280","34480"
"In post","2022","Property","UK Statistics Authority","Property","15","15","37470","36840"
"In post","2022","Property","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","Property","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Security","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Attorney General's Departments","Knowledge and Information Management","25","25","34040","28430"
"In post","2022","Security","Attorney General's Departments","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Security","Attorney General's Departments","Security","25","25","34750","32080"
"In post","2022","Security","Cabinet Office","Unknown","990","950","33900","33000"
"In post","2022","Security","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Security","Chancellor's other departments","Security","5","5","[c]","[c]"
"In post","2022","Security","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Security","5","5","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","15","15","43820","40220"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy","Security","35","35","41590","40050"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education","Security","35","35","44220","49860"
"In post","2022","Security","Department for International Trade","Security","25","25","44030","43160"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Knowledge and Information Management","30","30","37150","34170"
"In post","2022","Security","Department for Transport","Security","200","195","38400","36340"
"In post","2022","Security","Department for Work and Pensions","Security","130","120","31250","31530"
"In post","2022","Security","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Security","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","185","180","46280","39770"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","10","10","39750","34280"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Other","5","5","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Policy","10","10","52260","53310"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","395","385","35930","33680"
"In post","2022","Security","HM Revenue and Customs","Security","195","185","43600","40520"
"In post","2022","Security","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","840","815","37270","35480"
"In post","2022","Security","Ministry of Defence","Other","25","20","28930","25860"
"In post","2022","Security","Ministry of Defence","Security","6490","6365","29860","26610"
"In post","2022","Security","Ministry of Justice","Security","835","825","39610","37790"
"In post","2022","Security","National Crime Agency","Security","45","45","33490","32280"
"In post","2022","Security","Northern Ireland Office","Security","10","10","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scottish Government","Security","5","5","[c]","[c]"
"In post","2022","Security","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Security","60","55","37580","32030"
"In post","2022","Security","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Operational Delivery","55","55","37660","38180"
"In post","2022","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Policy","55","50","56150","54760"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","35","30","40040","38180"
"In post","2022","Unknown","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","20","20","39620","30360"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","80","80","36050","32560"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","25","20","49710","53200"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","35","35","40180","38750"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","10","10","57850","58980"
"In post","2022","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Commercial","50","45","31570","31990"
"In post","2022","Unknown","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","295","275","31860","31990"
"In post","2022","Unknown","Department for Work and Pensions","Policy","795","755","44860","39960"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","150","135","35950","34290"
"In post","2022","Unknown","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","440","420","34950","27660"
"In post","2022","Unknown","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Communications","5","5","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Human Resources","20","20","32490","28000"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","205","200","49340","49530"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","30","30","42440","33060"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","180","175","51550","49430"
"In post","2022","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Economics","15","15","26460","22750"
"In post","2022","Unknown","HM Treasury","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Policy","5","5","[c]","[c]"
"In post","2022","Unknown","Home Office","Commercial","105","105","39870","41740"
"In post","2022","Unknown","Home Office","Communications","175","170","48850","45750"
"In post","2022","Unknown","Home Office","Counter Fraud","185","170","27030","25310"
"In post","2022","Unknown","Home Office","Digital, Data and Technology","1630","1605","50010","45450"
"In post","2022","Unknown","Home Office","Economics","150","150","47440","43950"
"In post","2022","Unknown","Home Office","Finance","325","315","46140","42130"
"In post","2022","Unknown","Home Office","Human Resources","665","635","42390","37450"
"In post","2022","Unknown","Home Office","Intelligence Analysis","1410","1330","29750","27370"
"In post","2022","Unknown","Home Office","Knowledge and Information Management","95","90","41650","39560"
"In post","2022","Unknown","Home Office","Operational Delivery","25255","23295","28220","25630"
"In post","2022","Unknown","Home Office","Operational Research","90","90","46670","41990"
"In post","2022","Unknown","Home Office","Other","1690","1625","35610","30830"
"In post","2022","Unknown","Home Office","Policy","2380","2330","50240","45390"
"In post","2022","Unknown","Home Office","Project Delivery","1625","1585","44960","41950"
"In post","2022","Unknown","Home Office","Property","15","15","37110","35070"
"In post","2022","Unknown","Home Office","Science and Engineering","110","105","49100","42710"
"In post","2022","Unknown","Home Office","Security","345","335","31350","28670"
"In post","2022","Unknown","Home Office","Social Research","145","145","46820","43950"
"In post","2022","Unknown","Home Office","Statistics","135","135","36340","31460"
"In post","2022","Unknown","Ministry of Defence","Finance","2065","2020","36040","33300"
"In post","2022","Unknown","Ministry of Defence","Medicine","1650","1445","47170","39030"
"In post","2022","Unknown","Ministry of Defence","Other","12535","12140","27730","22750"
"In post","2022","Unknown","Ministry of Defence","Policy","1210","1185","44910","42200"
"In post","2022","Unknown","Ministry of Defence","Science and Engineering","1735","1705","34380","29350"
"In post","2022","Unknown","Ministry of Defence","Unknown","30","30","37360","36910"
"In post","2022","Unknown","Ministry of Justice","Operational Delivery","10","10","44750","39530"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","75","70","48900","49860"
"In post","2022","Unknown","Scottish Government","Other","20","20","36560","32170"
"In post","2022","Unknown","Scottish Government","Unknown","15315","14720","40160","36130"
"In post","2022","Unknown","Welsh Government","Communications","150","140","40460","38160"
"In post","2022","Unknown","Welsh Government","Digital, Data and Technology","210","205","38820","38160"
"In post","2022","Unknown","Welsh Government","Economics","45","45","48450","44200"
"In post","2022","Unknown","Welsh Government","Finance","335","315","43390","38160"
"In post","2022","Unknown","Welsh Government","Human Resources","195","180","35320","29430"
"In post","2022","Unknown","Welsh Government","Internal Audit","25","25","41720","38160"
"In post","2022","Unknown","Welsh Government","Knowledge and Information Management","115","110","34910","29430"
"In post","2022","Unknown","Welsh Government","Legal","165","155","57340","61440"
"In post","2022","Unknown","Welsh Government","Medicine","190","180","46640","47470"
"In post","2022","Unknown","Welsh Government","Operational Delivery","1625","1525","38070","29430"
"In post","2022","Unknown","Welsh Government","Other","640","605","43040","38160"
"In post","2022","Unknown","Welsh Government","Planning","75","70","44280","38160"
"In post","2022","Unknown","Welsh Government","Policy","1660","1580","43740","38160"
"In post","2022","Unknown","Welsh Government","Project Delivery","140","135","45830","40100"
"In post","2022","Unknown","Welsh Government","Property","65","60","40460","38160"
"In post","2022","Unknown","Welsh Government","Science and Engineering","70","65","49360","47470"
"In post","2022","Unknown","Welsh Government","Social Research","85","80","42670","40100"
"In post","2022","Unknown","Welsh Government","Statistics","90","85","41100","38160"
"In post","2022","Unknown","Welsh Government","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Veterinarian","5","5","[c]","[c]"
"Leaver CS","2022","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
