"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Debt","AA/AO","Female","395","320","22650","21260"
"In post","2022","Asian","Debt","AA/AO","Male","255","235","21780","21250"
"In post","2022","Asian","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","EO","Female","50","45","29340","27570"
"In post","2022","Asian","Debt","EO","Male","45","45","28310","27570"
"In post","2022","Asian","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Debt","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","EO","Female","100","95","28010","27400"
"In post","2022","Asian","Digital, Data & Technology","EO","Male","175","175","27970","27540"
"In post","2022","Asian","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","G6/G7","Female","145","145","57740","54920"
"In post","2022","Asian","Digital, Data & Technology","G6/G7","Male","260","260","58520","55950"
"In post","2022","Asian","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","SEO/HEO","Female","280","275","36760","36210"
"In post","2022","Asian","Digital, Data & Technology","SEO/HEO","Male","380","375","37660","36970"
"In post","2022","Asian","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","AA/AO","Female","60","45","22090","21250"
"In post","2022","Asian","Finance","AA/AO","Male","60","60","21720","21250"
"In post","2022","Asian","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","EO","Female","130","125","27380","26890"
"In post","2022","Asian","Finance","EO","Male","90","90","27750","27480"
"In post","2022","Asian","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","G6/G7","Female","95","95","58770","58030"
"In post","2022","Asian","Finance","G6/G7","Male","110","105","59080","57460"
"In post","2022","Asian","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Finance","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Asian","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","SEO/HEO","Female","275","265","37340","36820"
"In post","2022","Asian","Finance","SEO/HEO","Male","300","300","38160","37440"
"In post","2022","Asian","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Asian","Grants Management","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","AA/AO","Female","50","45","22220","21260"
"In post","2022","Asian","Human Resources","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","EO","Female","120","110","28050","27570"
"In post","2022","Asian","Human Resources","EO","Male","65","65","27930","27500"
"In post","2022","Asian","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","G6/G7","Female","80","80","57690","55210"
"In post","2022","Asian","Human Resources","G6/G7","Male","35","35","58170","58000"
"In post","2022","Asian","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","SEO/HEO","Female","210","205","36570","36650"
"In post","2022","Asian","Human Resources","SEO/HEO","Male","75","75","36320","34260"
"In post","2022","Asian","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO/HEO","Female","30","30","40970","40080"
"In post","2022","Asian","Internal Audit","SEO/HEO","Male","25","20","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AA/AO","Female","140","120","22920","23720"
"In post","2022","Asian","Legal","AA/AO","Male","50","50","23140","23770"
"In post","2022","Asian","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","EO","Female","160","145","27970","27350"
"In post","2022","Asian","Legal","EO","Male","65","65","27970","27350"
"In post","2022","Asian","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","G6/G7","Female","395","360","57170","53050"
"In post","2022","Asian","Legal","G6/G7","Male","175","170","58070","55610"
"In post","2022","Asian","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SEO/HEO","Female","110","105","38510","38760"
"In post","2022","Asian","Legal","SEO/HEO","Male","70","70","37470","36240"
"In post","2022","Asian","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","AA/AO","Female","2980","2475","22080","21260"
"In post","2022","Asian","No function","AA/AO","Male","2390","2275","22880","21260"
"In post","2022","Asian","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","EO","Female","3710","3335","28710","27570"
"In post","2022","Asian","No function","EO","Male","2660","2610","28520","27570"
"In post","2022","Asian","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","G6/G7","Female","735","715","57680","54760"
"In post","2022","Asian","No function","G6/G7","Male","570","560","59090","56060"
"In post","2022","Asian","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","SCS level","Female","105","100","93020","90410"
"In post","2022","Asian","No function","SCS level","Male","80","80","91750","85250"
"In post","2022","Asian","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","SEO/HEO","Female","2120","2045","36820","36330"
"In post","2022","Asian","No function","SEO/HEO","Male","1845","1800","37490","35980"
"In post","2022","Asian","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Unknown","Female","540","500","29000","27980"
"In post","2022","Asian","No function","Unknown","Male","205","190","30390","28200"
"In post","2022","Asian","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","AA/AO","Female","50","35","23540","23460"
"In post","2022","Asian","Project Delivery","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","EO","Female","95","90","27060","27540"
"In post","2022","Asian","Project Delivery","EO","Male","75","75","26700","26820"
"In post","2022","Asian","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","G6/G7","Female","150","150","59940","58600"
"In post","2022","Asian","Project Delivery","G6/G7","Male","165","165","59350","58030"
"In post","2022","Asian","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","SEO/HEO","Female","300","285","37520","37610"
"In post","2022","Asian","Project Delivery","SEO/HEO","Male","340","340","37410","37640"
"In post","2022","Asian","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Male","35","35","39450","36980"
"In post","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","AA/AO","Female","30","30","23900","22130"
"In post","2022","Asian","Property","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","EO","Female","70","65","27810","28330"
"In post","2022","Asian","Property","EO","Male","90","85","25160","26030"
"In post","2022","Asian","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","G6/G7","Female","35","35","58290","54400"
"In post","2022","Asian","Property","G6/G7","Male","40","40","58320","58050"
"In post","2022","Asian","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","SEO/HEO","Female","80","80","37670","36620"
"In post","2022","Asian","Property","SEO/HEO","Male","95","95","38000","37890"
"In post","2022","Asian","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Asian","Security","AA/AO","Male","110","105","25200","22900"
"In post","2022","Asian","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","EO","Female","25","25","[c]","[c]"
"In post","2022","Asian","Security","EO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Asian","Security","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Asian","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","SEO/HEO","Female","60","60","37680","37560"
"In post","2022","Asian","Security","SEO/HEO","Male","50","50","39300","38480"
"In post","2022","Asian","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA/AO","Female","835","720","23560","23240"
"In post","2022","Asian","Unknown","AA/AO","Male","540","505","22960","22130"
"In post","2022","Asian","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","EO","Female","1120","1005","28040","28670"
"In post","2022","Asian","Unknown","EO","Male","860","835","27990","28670"
"In post","2022","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G6/G7","Female","235","225","60800","57680"
"In post","2022","Asian","Unknown","G6/G7","Male","205","200","62600","60790"
"In post","2022","Asian","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO/HEO","Female","910","875","37600","35410"
"In post","2022","Asian","Unknown","SEO/HEO","Male","645","635","37710","36620"
"In post","2022","Asian","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Black","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","EO","Female","20","20","[c]","[c]"
"In post","2022","Black","Analysis","EO","Male","15","15","[c]","[c]"
"In post","2022","Black","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Black","Analysis","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Black","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","SEO/HEO","Female","65","65","37220","37930"
"In post","2022","Black","Analysis","SEO/HEO","Male","60","60","36910","36290"
"In post","2022","Black","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Black","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","EO","Female","20","20","[c]","[c]"
"In post","2022","Black","Commercial","EO","Male","5","5","[c]","[c]"
"In post","2022","Black","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Black","Commercial","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Black","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","SEO/HEO","Female","60","60","37340","36500"
"In post","2022","Black","Commercial","SEO/HEO","Male","35","35","39210","40030"
"In post","2022","Black","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Black","Communications","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Black","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","EO","Female","75","75","27540","26820"
"In post","2022","Black","Communications","EO","Male","45","45","27160","26820"
"In post","2022","Black","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Black","Communications","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Black","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","SEO/HEO","Female","65","65","36000","33740"
"In post","2022","Black","Communications","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Black","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","AA/AO","Female","115","95","23970","25110"
"In post","2022","Black","Counter Fraud","AA/AO","Male","50","50","24110","25110"
"In post","2022","Black","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","EO","Female","180","170","30230","31020"
"In post","2022","Black","Counter Fraud","EO","Male","105","100","30050","31020"
"In post","2022","Black","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","SEO/HEO","Female","110","110","37600","37610"
"In post","2022","Black","Counter Fraud","SEO/HEO","Male","50","45","37820","37930"
"In post","2022","Black","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","AA/AO","Female","110","95","22830","21260"
"In post","2022","Black","Debt","AA/AO","Male","55","55","23060","21260"
"In post","2022","Black","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","EO","Female","25","20","[c]","[c]"
"In post","2022","Black","Debt","EO","Male","10","10","[c]","[c]"
"In post","2022","Black","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","SEO/HEO","Female","5","5","[c]","[c]"
