"Status","Year","Disability","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","Outside London","Female","75","70","30090","27570"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","Outside London","Male","60","55","38920","33070"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","Outside London","Female","185","165","25450","22690"
"In post","2022","Declared disabled","Angus and Dundee City","Outside London","Male","90","85","25090","21260"
"In post","2022","Declared disabled","Angus and Dundee City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","London","Female","80","70","31430","31060"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","London","Male","40","35","31300","31060"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","London","Female","80","75","33860","31470"
"In post","2022","Declared disabled","Barnet","London","Male","50","45","37060","31880"
"In post","2022","Declared disabled","Barnet","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Female","315","270","27050","27570"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Male","140","130","27630","27570"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","670","625","34340","32250"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","725","710","38430","37370"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Outside London","Female","75","65","29680","27670"
"In post","2022","Declared disabled","Bedford","Outside London","Male","30","30","33450","28550"
"In post","2022","Declared disabled","Bedford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Outside London","Female","155","135","30800","27370"
"In post","2022","Declared disabled","Belfast","Outside London","Male","105","100","30040","26820"
"In post","2022","Declared disabled","Belfast","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Outside London","Female","195","180","32790","29290"
"In post","2022","Declared disabled","Berkshire","Outside London","Male","140","135","34430","31880"
"In post","2022","Declared disabled","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","London","Female","115","110","30870","30780"
"In post","2022","Declared disabled","Bexley and Greenwich","London","Male","75","75","32370","31880"
"In post","2022","Declared disabled","Bexley and Greenwich","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","Outside London","Female","925","825","29900","27570"
"In post","2022","Declared disabled","Birmingham","Outside London","Male","540","515","31720","27570"
"In post","2022","Declared disabled","Birmingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Outside London","Female","45","40","27710","27570"
"In post","2022","Declared disabled","Blackburn with Darwen","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Outside London","Female","555","480","27900","27570"
"In post","2022","Declared disabled","Blackpool","Outside London","Male","290","275","28740","27570"
"In post","2022","Declared disabled","Blackpool","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","Female","85","75","26550","27570"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","Male","45","40","25560","26130"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Outside London","Female","230","190","25610","23170"
"In post","2022","Declared disabled","Bradford","Outside London","Male","105","95","26230","22080"
"In post","2022","Declared disabled","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","London","Female","45","40","31170","31060"
"In post","2022","Declared disabled","Brent","London","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Female","75","60","26490","27570"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Male","35","30","29100","27570"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Outside London","Female","75","65","30320","27570"
"In post","2022","Declared disabled","Brighton and Hove","Outside London","Male","35","35","29010","27570"
"In post","2022","Declared disabled","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Outside London","Female","440","400","32310","28320"
"In post","2022","Declared disabled","Bristol, City of","Outside London","Male","315","300","34280","29180"
"In post","2022","Declared disabled","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","London","Female","75","75","32880","31060"
"In post","2022","Declared disabled","Bromley","London","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","Outside London","Female","120","110","31030","28350"
"In post","2022","Declared disabled","Buckinghamshire","Outside London","Male","70","70","32190","30700"
"In post","2022","Declared disabled","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","Outside London","Female","135","115","29050","27570"
"In post","2022","Declared disabled","Calderdale and Kirklees","Outside London","Male","60","55","27830","27570"
"In post","2022","Declared disabled","Calderdale and Kirklees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","Outside London","Female","195","180","30340","27570"
"In post","2022","Declared disabled","Cambridgeshire CC","Outside London","Male","180","175","34840","31960"
"In post","2022","Declared disabled","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","London","Female","120","110","35730","28670"
"In post","2022","Declared disabled","Camden and City of London","London","Male","90","90","33850","28650"
"In post","2022","Declared disabled","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Female","640","575","32490","27570"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Male","460","440","33620","29200"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","Outside London","Female","195","180","32670","30610"
"In post","2022","Declared disabled","Central Hampshire","Outside London","Male","170","165","35040","33300"
"In post","2022","Declared disabled","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","Outside London","Female","205","185","27390","27570"
"In post","2022","Declared disabled","Central Valleys","Outside London","Male","125","120","28840","27570"
"In post","2022","Declared disabled","Central Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","Outside London","Female","90","80","31000","27570"
"In post","2022","Declared disabled","Cheshire East","Outside London","Male","45","40","31760","27720"
"In post","2022","Declared disabled","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","Outside London","Female","60","50","27360","27570"
"In post","2022","Declared disabled","Cheshire West and Chester","Outside London","Male","30","30","26520","27570"
"In post","2022","Declared disabled","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","Outside London","Female","70","70","29140","27470"
"In post","2022","Declared disabled","Chorley and West Lancashire","Outside London","Male","60","55","30760","31650"
"In post","2022","Declared disabled","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","City of Edinburgh","Outside London","Female","665","620","37560","32000"
"In post","2022","Declared disabled","City of Edinburgh","Outside London","Male","555","535","37090","33370"
"In post","2022","Declared disabled","City of Edinburgh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Outside London","Female","85","75","29220","27570"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Outside London","Male","70","65","33620","33300"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","Outside London","Female","65","60","30250","27570"
"In post","2022","Declared disabled","Conwy and Denbighshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Outside London","Female","160","140","26620","27570"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Outside London","Male","95","90","26910","26780"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Coventry","Outside London","Female","180","165","32570","29550"
"In post","2022","Declared disabled","Coventry","Outside London","Male","95","90","34990","30200"
"In post","2022","Declared disabled","Coventry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Croydon","London","Female","600","550","36280","31600"
"In post","2022","Declared disabled","Croydon","London","Male","430","410","41150","37610"
