"Status","Year","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","15","15","30320","29690"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","10","10","29030","25890"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","125","120","34110","29990"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","325","310","34700","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","10","10","27980","26050"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Inner London - West","250","250","44110","40270"
"In post","2022","Analysis","Department for International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","200","195","48100","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","20","15","35990","30190"
"In post","2022","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Derbyshire and Nottinghamshire","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","32820","31380"
"In post","2022","Analysis","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Inner London - West","320","310","48130","54110"
"In post","2022","Analysis","Department for Transport","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","10","10","30770","26130"
"In post","2022","Analysis","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Yorkshire","20","20","31500","28780"
"In post","2022","Analysis","Department for Work and Pensions","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","20","20","42990","37190"
"In post","2022","Analysis","Department for Work and Pensions","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Greater Manchester","40","40","32870","31990"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - West","250","240","46070","40270"
"In post","2022","Analysis","Department for Work and Pensions","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Merseyside","20","20","42880","39390"
"In post","2022","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","105","105","40020","36320"
"In post","2022","Analysis","Department for Work and Pensions","South Yorkshire","150","140","45340","40610"
"In post","2022","Analysis","Department for Work and Pensions","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Yorkshire","75","70","37540","35450"
"In post","2022","Analysis","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - East","45","40","48550","41010"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - West","310","300","52370","53360"
"In post","2022","Analysis","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","West Yorkshire","85","85","46320","49530"
"In post","2022","Analysis","Estyn","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Inner London - West","15","15","36280","32350"
"In post","2022","Analysis","Food Standards Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","55","55","59450","61400"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outer London - South","15","15","50690","50590"
"In post","2022","Analysis","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Essex","20","20","47660","40520"
"In post","2022","Analysis","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Greater Manchester","205","195","40700","40180"
"In post","2022","Analysis","HM Revenue and Customs","Inner London - East","180","175","47510","43430"
"In post","2022","Analysis","HM Revenue and Customs","Inner London - West","175","170","51610","44620"
"In post","2022","Analysis","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Merseyside","100","100","41400","40180"
"In post","2022","Analysis","HM Revenue and Customs","Northumberland, and Tyne and Wear","30","30","44230","40180"
"In post","2022","Analysis","HM Revenue and Customs","Outer London - South","45","45","52720","50250"
"In post","2022","Analysis","HM Revenue and Customs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Yorkshire","10","10","49370","52080"
"In post","2022","Analysis","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Inner London - West","60","55","62400","54640"
"In post","2022","Analysis","HM Treasury","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","15","15","34770","29850"
"In post","2022","Analysis","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Anglia","15","15","32860","33000"
"In post","2022","Analysis","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","205","195","38490","38070"
"In post","2022","Analysis","Ministry of Defence","Hampshire and Isle of Wight","425","405","41080","38110"
"In post","2022","Analysis","Ministry of Defence","Inner London - West","100","100","45330","45030"
"In post","2022","Analysis","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Lincolnshire","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Shropshire and Staffordshire","15","15","33380","33000"
"In post","2022","Analysis","Ministry of Defence","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Inner London - East","380","370","48760","44200"
"In post","2022","Analysis","Ministry of Justice","Inner London - West","75","70","47730","42850"
"In post","2022","Analysis","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Outer London - South","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Yorkshire","55","55","35870","32530"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","39880","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Greater Manchester","10","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Inner London - West","25","25","47540","42850"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Inner London - East","120","115","46210","39080"
"In post","2022","Analysis","Office of Gas and Electricity Markets","West Central Scotland","55","55","39680","35000"
"In post","2022","Analysis","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Inner London - East","25","25","56150","55430"
"In post","2022","Analysis","Office of Rail and Road","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Eastern Scotland","30","30","38780","37710"
"In post","2022","Analysis","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Inner London - West","30","30","49920","44750"
"In post","2022","Analysis","UK Statistics Authority","East Wales","1215","1165","37230","36840"
"In post","2022","Analysis","UK Statistics Authority","Eastern Scotland","15","10","44510","41590"
"In post","2022","Analysis","UK Statistics Authority","Hampshire and Isle of Wight","520","495","38000","36840"
"In post","2022","Analysis","UK Statistics Authority","Inner London - West","210","210","43700","39840"
"In post","2022","Analysis","UK Statistics Authority","Tees Valley and Durham","15","15","31410","30710"
"In post","2022","Analysis","Water Services Regulation Authority","Inner London - West","30","30","62630","54800"
"In post","2022","Analysis","Water Services Regulation Authority","West Midlands","15","10","55030","51630"
"In post","2022","Analysis","Welsh Government","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Inner London - West","10","10","38800","34500"
"In post","2022","Commercial","Attorney General's Departments","North Yorkshire","15","15","37940","38180"
"In post","2022","Commercial","Attorney General's Departments","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","20","20","76580","73500"
"In post","2022","Commercial","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","15","15","77600","72000"
"In post","2022","Commercial","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","East Anglia","130","125","46810","39360"
"In post","2022","Commercial","Cabinet Office","East Wales","80","75","39070","32440"
"In post","2022","Commercial","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","95","95","75000","66040"
"In post","2022","Commercial","Cabinet Office","Greater Manchester","110","110","61260","61710"
"In post","2022","Commercial","Cabinet Office","Hampshire and Isle of Wight","45","45","69110","67690"
"In post","2022","Commercial","Cabinet Office","Inner London - East","100","100","57790","54700"
"In post","2022","Commercial","Cabinet Office","Inner London - West","725","715","74750","65640"
"In post","2022","Commercial","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Lancashire","35","35","57940","61710"
"In post","2022","Commercial","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Merseyside","235","235","43300","38980"
"In post","2022","Commercial","Cabinet Office","North Yorkshire","30","30","53860","49700"
"In post","2022","Commercial","Cabinet Office","Northumberland, and Tyne and Wear","10","10","65230","64500"
"In post","2022","Commercial","Cabinet Office","Outer London - South","20","20","70270","68170"
"In post","2022","Commercial","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Shropshire and Staffordshire","25","25","71990","65240"
"In post","2022","Commercial","Cabinet Office","South Yorkshire","40","40","61780","52750"
"In post","2022","Commercial","Cabinet Office","Southern Scotland","10","10","71650","68000"
"In post","2022","Commercial","Cabinet Office","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Tees Valley and Durham","15","15","66030","66000"
"In post","2022","Commercial","Cabinet Office","Unknown","65","60","53190","53110"
"In post","2022","Commercial","Cabinet Office","West Central Scotland","40","40","63410","61710"
"In post","2022","Commercial","Cabinet Office","West Midlands","55","55","68130","65250"
"In post","2022","Commercial","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","West Yorkshire","95","90","63520","64150"
"In post","2022","Commercial","Chancellor's other departments","Inner London - West","15","15","57880","49700"
"In post","2022","Commercial","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
