"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","Cabinet Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Property","G6/G7","15","[c]","55840","56000"
"New entrant CS","2022","Property","Cabinet Office","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","Property","EO","30","[c]","25120","25000"
"New entrant CS","2022","Property","Department for Education","Property","G6/G7","40","[c]","56190","53420"
"New entrant CS","2022","Property","Department for Education","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","Property","SEO/HEO","15","[c]","31660","29360"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","EO","10","[c]","25450","24920"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","G6/G7","25","[c]","53400","52290"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","25","[c]","34580","35900"
"New entrant CS","2022","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Property","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","Property","SEO/HEO","15","[c]","39350","40000"
"New entrant CS","2022","Property","Department of Health and Social Care","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","Operational Delivery","AA/AO","220","[c]","21850","21750"
"New entrant CS","2022","Property","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","Property","AA/AO","10","[c]","21660","21750"
"New entrant CS","2022","Property","HM Revenue and Customs","Property","EO","140","[c]","25840","25000"
"New entrant CS","2022","Property","HM Revenue and Customs","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","Property","SEO/HEO","120","[c]","35280","33080"
"New entrant CS","2022","Property","Ministry of Defence","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","Other","EO","15","[c]","19730","19460"
"New entrant CS","2022","Property","Ministry of Defence","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","Property","AA/AO","50","[c]","19230","19010"
"New entrant CS","2022","Property","Ministry of Defence","Property","EO","45","[c]","26260","26350"
"New entrant CS","2022","Property","Ministry of Defence","Property","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","Property","SEO/HEO","100","[c]","35050","33000"
"New entrant CS","2022","Property","Ministry of Defence","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","Property","G6/G7","15","[c]","55820","54270"
"New entrant CS","2022","Property","Ministry of Justice","Property","SEO/HEO","20","[c]","36670","36050"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Government","Other","AA/AO","20","[c]","24520","24140"
"New entrant CS","2022","Property","Scottish Government","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Government","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Government","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Attorney General's Departments","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office","Unknown","EO","90","[c]","25050","23850"
"New entrant CS","2022","Security","Cabinet Office","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office","Unknown","SEO/HEO","55","[c]","33530","32000"
"New entrant CS","2022","Security","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Education","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for International Trade","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for International Trade","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for International Trade","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","Security","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Transport","Security","SEO/HEO","10","[c]","38930","38650"
"New entrant CS","2022","Security","Department for Work and Pensions","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department for Work and Pensions","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Food Standards Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HM Revenue and Customs","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HM Revenue and Customs","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HM Treasury","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Defence","Intelligence Analysis","EO","55","[c]","27810","28700"
"New entrant CS","2022","Security","Ministry of Defence","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Defence","Intelligence Analysis","SEO/HEO","10","[c]","37540","37000"
"New entrant CS","2022","Security","Ministry of Defence","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Defence","Security","AA/AO","455","[c]","25180","24540"
"New entrant CS","2022","Security","Ministry of Defence","Security","EO","30","[c]","34410","26350"
"New entrant CS","2022","Security","Ministry of Defence","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Defence","Security","SEO/HEO","20","[c]","37940","35500"
"New entrant CS","2022","Security","Ministry of Defence","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Justice","Security","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Justice","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Justice","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Ministry of Justice","Security","SEO/HEO","30","[c]","34890","34260"
"New entrant CS","2022","Security","Ministry of Justice","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","National Crime Agency","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","National Crime Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Northern Ireland Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Northern Ireland Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","UK Export Finance","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","UK Statistics Authority","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","UK Statistics Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","UK Statistics Authority","Security","SEO/HEO","5","[c]","[c]","[c]"
