"Status","Year","Parent_department","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","Female","55","50","39020","37890"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gwent Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gwent Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","Female","155","135","41050","39540"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","Male","50","50","45250","48080"
"In post","2022","Attorney General's Departments","Herefordshire, County of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, County of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","Female","130","110","40460","30110"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","Male","50","50","51010","53050"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Female","55","50","39590","33310"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Outside London","Female","315","285","41260","41080"
"In post","2022","Attorney General's Departments","Leeds","Outside London","Male","145","145","46290","48830"
"In post","2022","Attorney General's Departments","Leicester","Outside London","Female","105","90","37550","33310"
"In post","2022","Attorney General's Departments","Leicester","Outside London","Male","35","35","45240","49940"
"In post","2022","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","Female","250","235","35010","28430"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","Male","130","125","41550","48080"
"In post","2022","Attorney General's Departments","Luton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Luton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Outside London","Female","250","225","38960","32420"
"In post","2022","Attorney General's Departments","Manchester","Outside London","Male","125","120","43520","48080"
"In post","2022","Attorney General's Departments","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","Female","115","110","37930","32370"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","Male","60","60","43380","48080"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","Female","50","45","30450","25480"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","Female","195","180","37530","30130"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","Male","105","100","38390","34480"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","Female","70","65","39660","30110"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","Male","35","35","46880","53050"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","Female","100","90","33360","28430"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","Male","40","35","39870","31460"
"In post","2022","Attorney General's Departments","Shropshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","Female","100","95","42840","39650"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","Male","55","55","44410","45530"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","Outside London","Female","65","55","37510","28430"
"In post","2022","Attorney General's Departments","South Teesside","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","South West Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Outside London","Female","45","45","40850","38180"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","Outside London","Female","55","50","39120","38000"
"In post","2022","Attorney General's Departments","Swansea","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Telford and Wrekin","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Thurrock","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Thurrock","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","Outside London","Female","165","145","36420","28430"
"In post","2022","Attorney General's Departments","Tyneside","Outside London","Male","95","90","43860","48080"
"In post","2022","Attorney General's Departments","Wakefield","Outside London","Female","40","40","34140","30130"
"In post","2022","Attorney General's Departments","Wakefield","Outside London","Male","30","30","38330","30130"
"In post","2022","Attorney General's Departments","Walsall","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Walsall","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","Outside London","Female","50","45","45030","42300"
"In post","2022","Attorney General's Departments","West Surrey","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (North East)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Westminster","London","Female","2945","2710","49790","51250"
"In post","2022","Attorney General's Departments","Westminster","London","Male","1710","1675","51180","51830"
"In post","2022","Attorney General's Departments","Wiltshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wiltshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wirral","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wirral","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wolverhampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wolverhampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","York","Outside London","Female","100","95","39500","33310"
"In post","2022","Attorney General's Departments","York","Outside London","Male","70","70","45160","38540"
"In post","2022","Cabinet Office","Ards and North Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","30","30","56360","53320"
"In post","2022","Cabinet Office","Belfast","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Birmingham","Outside London","Female","105","105","44380","37300"
"In post","2022","Cabinet Office","Birmingham","Outside London","Male","100","100","52660","42850"
"In post","2022","Cabinet Office","Blackpool","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office","Blackpool","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Bradford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bradford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brent","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brent","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brighton and Hove","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brighton and Hove","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","Outside London","Female","75","70","46450","49700"
"In post","2022","Cabinet Office","Bristol, City of","Outside London","Male","60","55","56350","49700"
"In post","2022","Cabinet Office","Buckinghamshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Buckinghamshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Calderdale and Kirklees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Calderdale and Kirklees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cambridgeshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Cambridgeshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Camden and City of London","London","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office","Camden and City of London","London","Male","50","50","57010","56340"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Central Bedfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Central Bedfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Central Hampshire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Central Hampshire","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Cabinet Office","Central Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Central Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire West and Chester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire West and Chester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Coventry","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Coventry","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Croydon","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Croydon","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Darlington","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Darlington","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Devon CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Dorset","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Dorset","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Ayrshire and North Ayrshire mainland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Ayrshire and North Ayrshire mainland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Riding of Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Riding of Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Essex Haven Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
