"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Undeclared","240","230","38900","38940"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Unknown","550","540","37680","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","AA/AO","Heterosexual / straight","200","185","23950","24470"
"In post","2022","National Crime Agency","National Crime Agency","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","AA/AO","Unknown","40","35","24480","24470"
"In post","2022","National Crime Agency","National Crime Agency","EO","Heterosexual / straight","1885","1835","34160","34140"
"In post","2022","National Crime Agency","National Crime Agency","EO","LGBO","130","130","33690","32770"
"In post","2022","National Crime Agency","National Crime Agency","EO","Undeclared","185","180","34170","34100"
"In post","2022","National Crime Agency","National Crime Agency","EO","Unknown","290","280","35140","36200"
"In post","2022","National Crime Agency","National Crime Agency","G6/G7","Heterosexual / straight","300","295","65520","64410"
"In post","2022","National Crime Agency","National Crime Agency","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","G6/G7","Unknown","50","50","63200","60990"
"In post","2022","National Crime Agency","National Crime Agency","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","SEO/HEO","Heterosexual / straight","1850","1810","44350","43710"
"In post","2022","National Crime Agency","National Crime Agency","SEO/HEO","LGBO","65","65","43940","45130"
"In post","2022","National Crime Agency","National Crime Agency","SEO/HEO","Undeclared","135","135","44830","43710"
"In post","2022","National Crime Agency","National Crime Agency","SEO/HEO","Unknown","320","310","45120","43710"
"In post","2022","National Infrastructure Commission","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","SEO/HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","AA/AO","Heterosexual / straight","45","45","23670","23230"
"In post","2022","National Records of Scotland","Scottish Government","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","AA/AO","Unknown","90","80","23780","23230"
"In post","2022","National Records of Scotland","Scottish Government","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","EO","LGBO","5","5","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","EO","Unknown","40","40","28680","27230"
"In post","2022","National Records of Scotland","Scottish Government","G6/G7","Heterosexual / straight","35","35","65280","66170"
"In post","2022","National Records of Scotland","Scottish Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","SEO/HEO","Heterosexual / straight","90","85","39920","39660"
"In post","2022","National Records of Scotland","Scottish Government","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","SEO/HEO","Unknown","70","65","39960","39660"
"In post","2022","National Savings and Investments","Chancellor's other departments","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","G6/G7","Heterosexual / straight","50","50","58460","57940"
"In post","2022","National Savings and Investments","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","SEO/HEO","Heterosexual / straight","65","60","40600","40290"
"In post","2022","National Savings and Investments","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","Heterosexual / straight","30","30","55450","54610"
"In post","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Heterosexual / straight","50","50","36400","36720"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Unknown","35","35","37890","36720"
"In post","2022","Office for Budget Responsibility","HM Treasury","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","155","140","21230","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","145","140","26350","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Unknown","20","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","530","520","72980","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","45","45","72800","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Undeclared","30","30","72560","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","645","625","43720","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","40","40","40040","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","35","35","42170","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","45","45","43160","42850"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","35","35","19820","19750"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Heterosexual / straight","210","210","26010","25750"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","LGBO","35","35","25090","24500"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Unknown","80","80","26700","25690"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","215","210","58740","57060"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Undeclared","30","30","58330","53830"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Unknown","200","200","59570","59020"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","210","210","36370","35630"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Unknown","155","155","36050","35060"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","65","65","53280","49420"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","30","30","52830","48350"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","95","90","36110","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","Heterosexual / straight","120","110","60790","59700"
"In post","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","Unknown","45","40","64180","63920"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Heterosexual / straight","65","65","40070","40300"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","Heterosexual / straight","575","515","21030","20970"
"In post","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","Undeclared","65","60","20980","20970"
"In post","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","Unknown","205","185","20970","20970"
"In post","2022","Office of the Public Guardian","Ministry of Justice","EO","Heterosexual / straight","285","270","25210","25120"
"In post","2022","Office of the Public Guardian","Ministry of Justice","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","EO","Undeclared","35","30","25180","25120"
"In post","2022","Office of the Public Guardian","Ministry of Justice","EO","Unknown","45","40","25160","25120"
"In post","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Heterosexual / straight","125","120","32240","30450"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
