"Status","Year","Age","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Economics","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","Westminster","London","15","15","25610","24300"
"In post","2022","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","15","15","19730","19460"
"In post","2022","16-19","Finance","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Barnet","London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Barnsley, Doncaster and Rotherham","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bexley and Greenwich","London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Birmingham","Outside London","20","20","21900","21250"
"In post","2022","16-19","Operational Delivery","Blackpool","Outside London","10","10","23550","21260"
"In post","2022","16-19","Operational Delivery","Bradford","Outside London","15","15","21640","21250"
"In post","2022","16-19","Operational Delivery","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bristol, City of","Outside London","10","10","21000","21110"
"In post","2022","16-19","Operational Delivery","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","15","15","21800","21250"
"In post","2022","16-19","Operational Delivery","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","City of Edinburgh","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Croydon","London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Dorset","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Durham","Outside London","10","10","22510","23140"
"In post","2022","16-19","Operational Delivery","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Kent","Outside London","20","20","22550","21680"
"In post","2022","16-19","Operational Delivery","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Glasgow City","Outside London","10","10","21310","21150"
"In post","2022","16-19","Operational Delivery","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Greater Manchester South West","Outside London","15","15","21690","21250"
"In post","2022","16-19","Operational Delivery","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Kingston upon Hull, City of","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Leeds","Outside London","25","25","22030","21260"
"In post","2022","16-19","Operational Delivery","Leicester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Leicestershire CC and Rutland","Outside London","10","10","20930","20930"
"In post","2022","16-19","Operational Delivery","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Liverpool","Outside London","30","30","21650","21250"
"In post","2022","16-19","Operational Delivery","Manchester","Outside London","15","15","21280","21130"
"In post","2022","16-19","Operational Delivery","Medway","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Mid Lancashire","Outside London","10","10","20560","21260"
"In post","2022","16-19","Operational Delivery","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Nottingham","Outside London","20","20","22320","21250"
"In post","2022","16-19","Operational Delivery","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Peterborough","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Sefton","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South Hampshire","Outside London","10","10","20250","19860"
"In post","2022","16-19","Operational Delivery","South Lanarkshire","Outside London","10","10","21310","21250"
"In post","2022","16-19","Operational Delivery","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Staffordshire CC","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Swansea","Outside London","75","65","19280","18310"
"In post","2022","16-19","Operational Delivery","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Tyneside","Outside London","25","25","21450","21260"
"In post","2022","16-19","Operational Delivery","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Westminster","London","10","10","23330","20370"
"In post","2022","16-19","Operational Delivery","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Other","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Ayrshire and North Ayrshire mainland","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Other","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Other","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Other","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Westminster","London","10","10","[c]","[c]"
"In post","2022","16-19","Other","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Westminster","London","20","20","25820","25170"
"In post","2022","16-19","Policy","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Milton Keynes","Outside London","15","15","19130","16630"
"In post","2022","16-19","Property","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","70","70","18120","17140"
"In post","2022","16-19","Science and Engineering","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Flintshire and Wrexham","Outside London","10","10","17820","17450"
"In post","2022","16-19","Science and Engineering","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Plymouth","Outside London","10","10","18710","18030"
"In post","2022","16-19","Science and Engineering","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Wiltshire","Outside London","15","15","19290","22230"
"In post","2022","16-19","Security","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Tax","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Leeds","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Tax","Liverpool","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Tax","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Angus and Dundee City","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","City of Edinburgh","Outside London","25","25","22730","21050"
"In post","2022","16-19","Unknown","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Glasgow City","Outside London","20","20","21230","21050"
"In post","2022","16-19","Unknown","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Westminster","London","15","15","25820","24490"
"In post","2022","16-19","Veterinarian","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","255","255","29370","29550"
"In post","2022","20-29","Commercial","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Birmingham","Outside London","15","15","29690","29750"
"In post","2022","20-29","Commercial","Brent","London","[c]","[c]","[c]","[c]"
