"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","EO","55","[c]","27980","27570"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","HEO","20","[c]","30210","29600"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Licensing Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Standards Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Standards Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","AO","20","[c]","21230","21170"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","HEO","15","[c]","34430","33300"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Public Health England","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Public Health England","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Public Health England","EO","40","[c]","26850","26880"
"Leaver Dept.","2022","Human Resources","Public Health England","G6","25","[c]","65760","64130"
"Leaver Dept.","2022","Human Resources","Public Health England","G7","30","[c]","52620","52610"
"Leaver Dept.","2022","Human Resources","Public Health England","HEO","40","[c]","33050","32330"
"Leaver Dept.","2022","Human Resources","Public Health England","SCS level","10","[c]","91880","87100"
"Leaver Dept.","2022","Human Resources","Public Health England","SEO","30","[c]","39390","40060"
"Leaver Dept.","2022","Human Resources","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Submarine Delivery Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","AO","35","[c]","23230","23770"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","EO","25","[c]","26700","26970"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","G7","10","[c]","58670","60250"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","EO","20","[c]","27280","27350"
"Leaver Dept.","2022","Legal","Government Legal Department","G6","20","[c]","68520","66290"
"Leaver Dept.","2022","Legal","Government Legal Department","G7","30","[c]","51860","51250"
"Leaver Dept.","2022","Legal","Government Legal Department","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","EO","30","[c]","24350","24250"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","AO","20","[c]","21250","21300"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","AO","20","[c]","22570","21050"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","EO","110","[c]","27670","27500"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","G6","100","[c]","65490","64500"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","G7","235","[c]","55010","54700"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","HEO","750","[c]","32290","32000"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","SCS level","70","[c]","85630","75830"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","SEO","85","[c]","40310","40600"
"Leaver Dept.","2022","No function","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","EO","35","[c]","23200","23520"
"Leaver Dept.","2022","No function","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","G7","20","[c]","53410","55380"
"Leaver Dept.","2022","No function","Defence Equipment and Support","HEO","35","[c]","30320","30480"
"Leaver Dept.","2022","No function","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","SEO","45","[c]","39090","39410"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","G7","10","[c]","49820","47010"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","HEO","15","[c]","29620","29230"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","45","[c]","27340","27680"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","40","[c]","65310","64990"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","140","[c]","53460","53380"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","120","[c]","33030","33570"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","30","[c]","85350","78040"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","115","[c]","39970","40050"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","EO","15","[c]","27770","26180"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","G6","15","[c]","62770","62450"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","G7","50","[c]","53700","52300"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","HEO","75","[c]","34450","34020"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","SCS level","10","[c]","73500","73500"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","EO","25","[c]","26870","26000"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","G6","15","[c]","64580","64980"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","G7","50","[c]","52930","53420"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","HEO","55","[c]","32270","32940"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","SCS level","15","[c]","86760","76680"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","SEO","60","[c]","39340","40230"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","60","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","125","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","60","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","40","[c]","27460","27850"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","15","[c]","64870","63470"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","50","[c]","52750","53130"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","70","[c]","32670","33210"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","35","[c]","39690","39600"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","EO","45","[c]","29620","30270"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","G6","15","[c]","66110","66230"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","G7","70","[c]","55210","54760"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","HEO","85","[c]","34510","34710"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","SEO","75","[c]","42130","42470"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","AO","395","[c]","21340","21260"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","EO","1610","[c]","28210","27570"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","G7","15","[c]","52050","51040"
