"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Planning Inspectorate","AO","15","[c]","19500","18290"
"Leaver CS","2022","Unknown","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Unknown","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","AA","55","[c]","23180","23230"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","AO","35","[c]","27330","25820"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","EO","65","[c]","28570","27940"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","G6","30","[c]","74960","75340"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","G7","40","[c]","58660","62170"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","HEO","85","[c]","34510","35360"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","SCS level","20","[c]","95150","88280"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","SEO","85","[c]","44400","47240"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","AA","15","[c]","21750","21050"
"Leaver CS","2022","Unknown","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","EO","15","[c]","28230","27940"
"Leaver CS","2022","Unknown","Social Security Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","AA","20","[c]","21280","21050"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","AO","60","[c]","23140","23830"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","EO","35","[c]","28410","28850"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","G7","30","[c]","61040","60830"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","HEO","55","[c]","36010","37410"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","SEO","40","[c]","45340","47000"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","20","[c]","31070","29740"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","HEO","10","[c]","38210","38150"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","SEO","15","[c]","43870","43910"
"Leaver Dept.","2022","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","10","[c]","53380","53130"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","20","[c]","32370","33590"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","SEO","10","[c]","46470","47250"
"Leaver Dept.","2022","Analysis","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Budget Responsibility","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","G7","10","[c]","52080","50710"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","HEO","50","[c]","30790","29540"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","SEO","15","[c]","38370","38340"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","G7","20","[c]","54810","54700"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education (excl. agencies)","SEO","10","[c]","37970","36780"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","SEO","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Driver and Vehicle Licensing Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Met Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence (excl. agencies)","SEO","20","[c]","41450","41040"
"Leaver Dept.","2022","Commercial","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Public Health England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Public Health England","EO","15","[c]","26590","27520"
"Leaver Dept.","2022","Commercial","Public Health England","G6","20","[c]","69030","67810"
"Leaver Dept.","2022","Commercial","Public Health England","G7","25","[c]","53500","53860"
"Leaver Dept.","2022","Commercial","Public Health England","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Public Health England","SEO","20","[c]","41160","40890"
"Leaver Dept.","2022","Commercial","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","The Insolvency Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office (excl. agencies)","G7","10","[c]","55950","55780"
"Leaver Dept.","2022","Communications","Cabinet Office (excl. agencies)","HEO","20","[c]","35170","34640"
"Leaver Dept.","2022","Communications","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
