"Status","Year","Age","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared disabled","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","AA","10","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","AO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","EO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","HEO","35","35","30390","30460"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","EO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","HEO","35","35","31280","30710"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","SEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Valuation Office Agency","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Valuation Office Agency","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Valuation Office Agency","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government (excl. agencies)","AO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Wilton Park","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Wilton Park","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Accountant in Bankruptcy","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Accountant in Bankruptcy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Animal and Plant Health Agency","AO","155","155","22340","21300"
"In post","2022","20-29","Declared non-disabled","Animal and Plant Health Agency","EO","165","165","26040","24920"
"In post","2022","20-29","Declared non-disabled","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Animal and Plant Health Agency","HEO","55","55","31020","29690"
"In post","2022","20-29","Declared non-disabled","Animal and Plant Health Agency","SEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Attorney General's Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","AO","80","80","22090","21050"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","EO","265","265","26600","27500"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","G7","230","230","54730","54700"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","HEO","320","320","33580","34550"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","SEO","180","180","40090","40600"
"In post","2022","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","40","40","25240","25010"
"In post","2022","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","30","30","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Charity Commission","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Charity Commission","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Companies House","AO","45","45","20290","20100"
"In post","2022","20-29","Declared non-disabled","Companies House","EO","30","30","26610","24500"
"In post","2022","20-29","Declared non-disabled","Companies House","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Companies House","HEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Companies House","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","G7","40","40","55330","54190"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","HEO","45","45","33570","33120"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Criminal Injuries Compensation Authority","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Criminal Injuries Compensation Authority","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Criminal Injuries Compensation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Commercial Service","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Commercial Service","HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Commercial Service","SEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Office and Procurator Fiscal Service","AO","230","220","21950","21050"
"In post","2022","20-29","Declared non-disabled","Crown Office and Procurator Fiscal Service","EO","130","130","28020","27230"
"In post","2022","20-29","Declared non-disabled","Crown Office and Procurator Fiscal Service","HEO","40","40","31990","31540"
"In post","2022","20-29","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO","90","90","42800","41750"
"In post","2022","20-29","Declared non-disabled","Crown Prosecution Service","AO","225","225","22030","22200"
"In post","2022","20-29","Declared non-disabled","Crown Prosecution Service","EO","180","180","26260","26010"
"In post","2022","20-29","Declared non-disabled","Crown Prosecution Service","G7","40","40","50710","51400"
"In post","2022","20-29","Declared non-disabled","Crown Prosecution Service","HEO","70","70","33610","31560"
"In post","2022","20-29","Declared non-disabled","Crown Prosecution Service","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Electronics and Components Agency","AA","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Electronics and Components Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Equipment and Support","EO","645","640","23190","23480"
"In post","2022","20-29","Declared non-disabled","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Equipment and Support","HEO","610","605","28980","29750"
"In post","2022","20-29","Declared non-disabled","Defence Equipment and Support","SEO","155","155","36510","37330"
"In post","2022","20-29","Declared non-disabled","Defence Science and Technology Laboratory","AA","40","40","18150","17790"
"In post","2022","20-29","Declared non-disabled","Defence Science and Technology Laboratory","AO","85","85","21150","22230"
"In post","2022","20-29","Declared non-disabled","Defence Science and Technology Laboratory","EO","100","100","24780","23490"
"In post","2022","20-29","Declared non-disabled","Defence Science and Technology Laboratory","G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Science and Technology Laboratory","HEO","625","620","29690","29230"
"In post","2022","20-29","Declared non-disabled","Defence Science and Technology Laboratory","SEO","150","150","38690","38070"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","125","125","27330","27680"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","395","395","54970","53380"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","490","490","33950","33570"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","405","405","40820","40050"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","85","85","26680","26180"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","G7","160","160","53150","51730"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","HEO","345","345","35120","34020"
"In post","2022","20-29","Declared non-disabled","Department for Education (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Education (excl. agencies)","EO","75","75","26660","26000"
"In post","2022","20-29","Declared non-disabled","Department for Education (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Education (excl. agencies)","G7","100","100","52010","53420"
"In post","2022","20-29","Declared non-disabled","Department for Education (excl. agencies)","HEO","150","150","31900","32870"
"In post","2022","20-29","Declared non-disabled","Department for Education (excl. agencies)","SEO","175","175","39110","36780"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","155","155","26070","25170"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","110","110","51970","52290"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","465","460","31910","32560"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","225","220","38070","38750"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","EO","65","65","27010","26250"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","G7","110","110","52580","51710"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","HEO","180","180","32050","31800"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","SEO","115","115","38850","38160"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","90","90","27000","27850"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","155","150","52580","53130"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","225","220","32500","33210"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","135","135","39370","39600"
"In post","2022","20-29","Declared non-disabled","Department for Transport (excl. agencies)","AO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Transport (excl. agencies)","EO","95","95","28280","29970"
"In post","2022","20-29","Declared non-disabled","Department for Transport (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Transport (excl. agencies)","G7","110","110","53790","54110"
"In post","2022","20-29","Declared non-disabled","Department for Transport (excl. agencies)","HEO","225","220","33950","34710"
"In post","2022","20-29","Declared non-disabled","Department for Transport (excl. agencies)","SEO","125","125","42100","42470"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AO","2845","2765","21620","21260"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","4410","4350","28400","27570"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G7","100","100","53920","54070"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","HEO","475","470","33690","31990"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO","200","200","38200","37100"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G7","50","50","52490","53360"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","HEO","65","65","31870","32790"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO","45","45","38990","40650"
"In post","2022","20-29","Declared non-disabled","Disclosure Scotland","AA","35","30","21770","21050"
"In post","2022","20-29","Declared non-disabled","Disclosure Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Disclosure Scotland","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Disclosure Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Licensing Agency","AA","100","90","18570","18310"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Licensing Agency","AO","285","270","21860","21840"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","85","85","26420","26130"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Licensing Agency","HEO","40","40","32420","31040"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Standards Agency","AO","70","70","23360","21840"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Standards Agency","EO","45","45","26810","26130"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Standards Agency","HEO","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education and Skills Funding Agency","EO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education and Skills Funding Agency","G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education and Skills Funding Agency","HEO","75","75","30150","29550"
"In post","2022","20-29","Declared non-disabled","Education and Skills Funding Agency","SEO","55","55","37790","36500"
"In post","2022","20-29","Declared non-disabled","Education Scotland","AA","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","FCDO Services","AO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","FCDO Services","EO","45","45","28070","26650"
"In post","2022","20-29","Declared non-disabled","FCDO Services","HEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","FCDO Services","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","FCDO Services","Unknown","35","35","23470","24080"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","HEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","SEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Scotland","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Scotland","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AO","90","90","26290","25000"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","100","100","29350","29300"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G7","60","60","52710","53360"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","415","410","35220","35700"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","45","45","41280","41350"
"In post","2022","20-29","Declared non-disabled","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Forestry and Land Scotland","AO","55","55","24640","24020"
"In post","2022","20-29","Declared non-disabled","Forestry and Land Scotland","EO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Forestry and Land Scotland","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Actuary's Department","AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Actuary's Department","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Actuary's Department","G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Actuary's Department","HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Actuary's Department","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Internal Audit Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Internal Audit Agency","HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Legal Department","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Legal Department","EO","145","140","28390","26950"
"In post","2022","20-29","Declared non-disabled","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Legal Department","G7","75","75","50720","50500"
"In post","2022","20-29","Declared non-disabled","Government Legal Department","HEO","60","60","38850","43920"
"In post","2022","20-29","Declared non-disabled","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Property Agency","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Property Agency","G7","10","10","[c]","[c]"
