"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","AA/AO","AO","35","35","21580","22200"
"In post","2022","16-19","Legal","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","AA/AO","AA","165","145","19360","18830"
"In post","2022","16-19","No function","AA/AO","AO","430","420","22250","21260"
"In post","2022","16-19","No function","EO","EO","80","80","26120","25520"
"In post","2022","16-19","No function","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","EO","EO","90","90","18470","18030"
"In post","2022","16-19","Project Delivery","Unknown","Unknown","15","15","18160","17140"
"In post","2022","16-19","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","EO","EO","15","15","26130","26030"
"In post","2022","16-19","Property","Unknown","Unknown","15","15","19130","16630"
"In post","2022","16-19","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","AA","50","45","21140","21050"
"In post","2022","16-19","Unknown","AA/AO","AO","55","55","22290","21680"
"In post","2022","16-19","Unknown","EO","EO","25","25","26210","24880"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","18130","16720"
"In post","2022","20-29","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","AA/AO","AO","165","160","21880","21260"
"In post","2022","20-29","Analysis","EO","EO","405","405","27050","27270"
"In post","2022","20-29","Analysis","G6/G7","G6","20","20","64250","64510"
"In post","2022","20-29","Analysis","G6/G7","G7","395","395","54500","53510"
"In post","2022","20-29","Analysis","SEO/HEO","HEO","1505","1500","33210","33080"
"In post","2022","20-29","Analysis","SEO/HEO","SEO","510","510","40220","40180"
"In post","2022","20-29","Commercial","AA/AO","AA","10","5","[c]","[c]"
"In post","2022","20-29","Commercial","AA/AO","AO","65","65","21960","21840"
"In post","2022","20-29","Commercial","EO","EO","285","285","26260","26350"
"In post","2022","20-29","Commercial","G6/G7","G6","25","25","67720","65440"
"In post","2022","20-29","Commercial","G6/G7","G7","135","135","55740","54130"
"In post","2022","20-29","Commercial","SEO/HEO","HEO","330","330","32390","33000"
"In post","2022","20-29","Commercial","SEO/HEO","SEO","225","225","39770","40520"
"In post","2022","20-29","Commercial","Unknown","Unknown","30","30","27520","27000"
"In post","2022","20-29","Communications","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","20-29","Communications","AA/AO","AO","115","110","21910","21250"
"In post","2022","20-29","Communications","EO","EO","1200","1190","26830","26820"
"In post","2022","20-29","Communications","G6/G7","G6","15","15","65520","66230"
"In post","2022","20-29","Communications","G6/G7","G7","90","90","54100","53360"
"In post","2022","20-29","Communications","SEO/HEO","HEO","590","590","33730","33370"
"In post","2022","20-29","Communications","SEO/HEO","SEO","210","210","41140","40600"
"In post","2022","20-29","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","AA/AO","AO","375","370","22210","21260"
"In post","2022","20-29","Counter Fraud","EO","EO","1125","1110","27800","26820"
"In post","2022","20-29","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","G6/G7","G7","65","65","55790","55210"
"In post","2022","20-29","Counter Fraud","SEO/HEO","HEO","380","375","33910","33100"
"In post","2022","20-29","Counter Fraud","SEO/HEO","SEO","90","90","40310","40180"
"In post","2022","20-29","Debt","AA/AO","AO","1115","1075","21390","21250"
"In post","2022","20-29","Debt","EO","EO","150","145","26610","26820"
"In post","2022","20-29","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","SEO/HEO","HEO","20","20","32380","33080"
"In post","2022","20-29","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","AA/AO","AA","55","55","19370","17900"
"In post","2022","20-29","Digital, Data & Technology","AA/AO","AO","200","200","21670","21250"
"In post","2022","20-29","Digital, Data & Technology","EO","EO","975","965","26980","26820"
"In post","2022","20-29","Digital, Data & Technology","G6/G7","G6","20","20","64240","64500"
"In post","2022","20-29","Digital, Data & Technology","G6/G7","G7","295","290","53690","53760"
"In post","2022","20-29","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","SEO/HEO","HEO","1070","1065","32840","33080"
"In post","2022","20-29","Digital, Data & Technology","SEO/HEO","SEO","610","605","40070","40180"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Unknown","10","10","28750","28050"
"In post","2022","20-29","Finance","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","20-29","Finance","AA/AO","AO","265","245","21620","21250"
"In post","2022","20-29","Finance","EO","EO","500","495","25640","26180"
"In post","2022","20-29","Finance","G6/G7","G6","20","20","64770","65440"
"In post","2022","20-29","Finance","G6/G7","G7","165","165","54070","53420"
"In post","2022","20-29","Finance","SEO/HEO","HEO","495","490","32780","32790"
"In post","2022","20-29","Finance","SEO/HEO","SEO","300","300","39920","40520"
"In post","2022","20-29","Finance","Unknown","Unknown","15","15","29380","31010"
"In post","2022","20-29","Grants Management","AA/AO","AO","290","285","21250","21300"
"In post","2022","20-29","Grants Management","EO","EO","70","70","24860","24920"
"In post","2022","20-29","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","SEO/HEO","HEO","10","10","29270","29180"
"In post","2022","20-29","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","AA/AO","AA","25","25","19570","19810"
"In post","2022","20-29","Human Resources","AA/AO","AO","285","280","21630","21170"
"In post","2022","20-29","Human Resources","EO","EO","510","505","26610","26820"
"In post","2022","20-29","Human Resources","G6/G7","G6","15","15","65220","65010"
"In post","2022","20-29","Human Resources","G6/G7","G7","125","125","53870","53440"
"In post","2022","20-29","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","SEO/HEO","HEO","540","540","32000","32000"
"In post","2022","20-29","Human Resources","SEO/HEO","SEO","155","155","39610","40180"
"In post","2022","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","EO","EO","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","SEO/HEO","HEO","30","30","33450","33420"
"In post","2022","20-29","Internal Audit","SEO/HEO","SEO","10","10","41990","40180"
"In post","2022","20-29","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","AA/AO","AO","485","475","22520","22200"
"In post","2022","20-29","Legal","EO","EO","600","595","27420","26970"
"In post","2022","20-29","Legal","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","20-29","Legal","G6/G7","G7","220","220","52000","50500"
"In post","2022","20-29","Legal","SEO/HEO","HEO","255","255","36500","37610"
"In post","2022","20-29","Legal","SEO/HEO","SEO","135","135","41970","41750"
"In post","2022","20-29","No function","AA/AO","AA","1815","1755","20660","20890"
"In post","2022","20-29","No function","AA/AO","AO","17005","16575","23350","21810"
"In post","2022","20-29","No function","EO","EO","11925","11780","28040","27570"
"In post","2022","20-29","No function","G6/G7","G6","180","180","64870","64700"
"In post","2022","20-29","No function","G6/G7","G7","2475","2465","53950","53380"
"In post","2022","20-29","No function","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","20-29","No function","SEO/HEO","HEO","9415","9370","32350","32640"
"In post","2022","20-29","No function","SEO/HEO","SEO","2780","2765","39900","40050"
"In post","2022","20-29","No function","Unknown","Unknown","3370","3305","25420","24090"
"In post","2022","20-29","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","AA/AO","AO","115","110","21860","21300"
"In post","2022","20-29","Project Delivery","EO","EO","1075","1065","24400","25500"
"In post","2022","20-29","Project Delivery","G6/G7","G6","20","20","66500","65440"
"In post","2022","20-29","Project Delivery","G6/G7","G7","210","210","53130","53530"
"In post","2022","20-29","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","SEO/HEO","HEO","1375","1365","31630","31950"
"In post","2022","20-29","Project Delivery","SEO/HEO","SEO","605","605","39180","40000"
"In post","2022","20-29","Project Delivery","Unknown","Unknown","380","380","28640","27540"
"In post","2022","20-29","Property","AA/AO","AA","55","55","19180","19010"
"In post","2022","20-29","Property","AA/AO","AO","230","220","22480","22010"
"In post","2022","20-29","Property","EO","EO","360","350","26330","26030"
"In post","2022","20-29","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","G6/G7","G7","35","35","52500","53420"
"In post","2022","20-29","Property","SEO/HEO","HEO","300","300","31820","31900"
"In post","2022","20-29","Property","SEO/HEO","SEO","115","115","41720","42000"
"In post","2022","20-29","Property","Unknown","Unknown","30","30","24200","24080"
"In post","2022","20-29","Security","AA/AO","AA","235","235","21200","19810"
"In post","2022","20-29","Security","AA/AO","AO","590","590","26880","26610"
"In post","2022","20-29","Security","EO","EO","300","295","27470","26670"
"In post","2022","20-29","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","G6/G7","G7","20","20","52720","54700"
"In post","2022","20-29","Security","SEO/HEO","HEO","265","265","34090","33390"
"In post","2022","20-29","Security","SEO/HEO","SEO","80","80","42080","41750"
"In post","2022","20-29","Security","Unknown","Unknown","25","25","26240","26000"
"In post","2022","20-29","Unknown","AA/AO","AA","760","735","21290","21050"
"In post","2022","20-29","Unknown","AA/AO","AO","2290","2220","22620","21680"
"In post","2022","20-29","Unknown","EO","EO","3675","3640","26760","26350"
"In post","2022","20-29","Unknown","G6/G7","G6","30","30","68000","68600"
"In post","2022","20-29","Unknown","G6/G7","G7","450","450","56280","57430"
"In post","2022","20-29","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","HEO","2155","2140","33710","33190"
"In post","2022","20-29","Unknown","SEO/HEO","SEO","985","980","41810","41950"
"In post","2022","20-29","Unknown","Unknown","Unknown","380","380","28150","28980"
"In post","2022","30-39","Analysis","AA/AO","AO","20","20","21690","21510"
"In post","2022","30-39","Analysis","EO","EO","135","130","26500","25750"
"In post","2022","30-39","Analysis","G6/G7","G6","235","225","69830","66370"
"In post","2022","30-39","Analysis","G6/G7","G7","780","750","54160","53420"
"In post","2022","30-39","Analysis","SCS level","SCS level","40","40","79870","75060"
"In post","2022","30-39","Analysis","SEO/HEO","HEO","495","480","32950","32010"
"In post","2022","30-39","Analysis","SEO/HEO","SEO","640","615","40120","39100"
"In post","2022","30-39","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","AA/AO","AO","40","40","21970","21300"
"In post","2022","30-39","Commercial","EO","EO","145","135","26410","26350"
"In post","2022","30-39","Commercial","G6/G7","G6","115","115","71860","67660"
"In post","2022","30-39","Commercial","G6/G7","G7","415","405","57090","54700"
"In post","2022","30-39","Commercial","SCS level","SCS level","35","35","89340","75820"
"In post","2022","30-39","Commercial","SEO/HEO","HEO","320","310","32600","33000"
"In post","2022","30-39","Commercial","SEO/HEO","SEO","495","485","39810","40000"
"In post","2022","30-39","Commercial","Unknown","Unknown","55","55","37500","37400"
"In post","2022","30-39","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","AA/AO","AO","75","70","21480","21250"
"In post","2022","30-39","Communications","EO","EO","940","905","26770","26820"
"In post","2022","30-39","Communications","G6/G7","G6","130","125","65900","65920"
"In post","2022","30-39","Communications","G6/G7","G7","300","295","54910","54700"
"In post","2022","30-39","Communications","SCS level","SCS level","25","25","87950","80000"
"In post","2022","30-39","Communications","SEO/HEO","HEO","765","745","33530","33370"
"In post","2022","30-39","Communications","SEO/HEO","SEO","470","460","41040","40520"
"In post","2022","30-39","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","AA/AO","AO","320","290","22180","21260"
"In post","2022","30-39","Counter Fraud","EO","EO","1345","1295","27730","26820"
"In post","2022","30-39","Counter Fraud","G6/G7","G6","40","40","67070","66610"
"In post","2022","30-39","Counter Fraud","G6/G7","G7","230","225","55990","55210"
"In post","2022","30-39","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","SEO/HEO","HEO","940","920","33830","33370"
"In post","2022","30-39","Counter Fraud","SEO/HEO","SEO","285","280","40570","40180"
"In post","2022","30-39","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","AA/AO","AO","1010","905","21330","21250"
"In post","2022","30-39","Debt","EO","EO","210","200","26850","26820"
"In post","2022","30-39","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","30-39","Debt","SEO/HEO","HEO","45","40","32220","33080"
"In post","2022","30-39","Debt","SEO/HEO","SEO","20","20","38430","40180"
"In post","2022","30-39","Digital, Data & Technology","AA/AO","AA","15","10","20730","19810"
"In post","2022","30-39","Digital, Data & Technology","AA/AO","AO","150","145","21800","21260"
"In post","2022","30-39","Digital, Data & Technology","EO","EO","695","675","27290","26820"
"In post","2022","30-39","Digital, Data & Technology","G6/G7","G6","265","260","67370","65820"
"In post","2022","30-39","Digital, Data & Technology","G6/G7","G7","1300","1280","54670","54700"
"In post","2022","30-39","Digital, Data & Technology","SCS level","SCS level","50","50","83540","78600"
"In post","2022","30-39","Digital, Data & Technology","SEO/HEO","HEO","1305","1275","33230","33080"
"In post","2022","30-39","Digital, Data & Technology","SEO/HEO","SEO","1465","1435","40560","40180"
"In post","2022","30-39","Digital, Data & Technology","Unknown","Unknown","15","15","33740","33160"
"In post","2022","30-39","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","AA/AO","AO","235","210","21540","21250"
"In post","2022","30-39","Finance","EO","EO","385","360","26680","26670"
"In post","2022","30-39","Finance","G6/G7","G6","185","180","67040","66440"
"In post","2022","30-39","Finance","G6/G7","G7","480","470","54400","54090"
"In post","2022","30-39","Finance","SCS level","SCS level","45","45","79490","75540"
"In post","2022","30-39","Finance","SEO/HEO","HEO","550","530","32910","32940"
"In post","2022","30-39","Finance","SEO/HEO","SEO","615","600","40560","40180"
"In post","2022","30-39","Finance","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Grants Management","AA/AO","AO","250","230","21260","21300"
"In post","2022","30-39","Grants Management","EO","EO","125","115","25020","24920"
"In post","2022","30-39","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","30-39","Grants Management","SEO/HEO","HEO","45","40","29580","29180"
"In post","2022","30-39","Grants Management","SEO/HEO","SEO","10","10","36220","35900"
"In post","2022","30-39","Human Resources","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","AA/AO","AO","315","285","21690","21170"
"In post","2022","30-39","Human Resources","EO","EO","550","525","26800","26820"
"In post","2022","30-39","Human Resources","G6/G7","G6","140","140","66090","65710"
"In post","2022","30-39","Human Resources","G6/G7","G7","380","370","53850","54160"
"In post","2022","30-39","Human Resources","SCS level","SCS level","35","35","81070","75930"
"In post","2022","30-39","Human Resources","SEO/HEO","HEO","720","690","32780","32790"
"In post","2022","30-39","Human Resources","SEO/HEO","SEO","475","460","40200","40180"
"In post","2022","30-39","Human Resources","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","G6/G7","G7","30","30","52270","50490"
"In post","2022","30-39","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","SEO/HEO","HEO","25","25","33780","33420"
"In post","2022","30-39","Internal Audit","SEO/HEO","SEO","50","50","40950","40520"
"In post","2022","30-39","Legal","AA/AO","AO","205","185","22760","22200"
"In post","2022","30-39","Legal","EO","EO","360","345","27510","27050"
"In post","2022","30-39","Legal","G6/G7","G6","360","340","67420","65680"
"In post","2022","30-39","Legal","G6/G7","G7","1300","1245","53470","51830"
"In post","2022","30-39","Legal","SCS level","SCS level","45","45","78740","75330"
"In post","2022","30-39","Legal","SEO/HEO","HEO","340","325","35690","33370"
"In post","2022","30-39","Legal","SEO/HEO","SEO","270","260","46000","41750"
"In post","2022","30-39","No function","AA/AO","AA","1530","1380","20790","20890"
"In post","2022","30-39","No function","AA/AO","AO","16595","15200","23690","21840"
"In post","2022","30-39","No function","EO","EO","15420","14625","28420","27570"
"In post","2022","30-39","No function","G6/G7","G6","1880","1830","65690","64700"
"In post","2022","30-39","No function","G6/G7","G7","5360","5235","53840","53600"
"In post","2022","30-39","No function","SCS level","SCS level","630","605","78530","74340"
"In post","2022","30-39","No function","SEO/HEO","HEO","8380","8160","33570","33290"
"In post","2022","30-39","No function","SEO/HEO","SEO","5205","5065","40990","40180"
"In post","2022","30-39","No function","Unknown","Unknown","4375","4050","29030","27980"
"In post","2022","30-39","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","AA/AO","AO","70","60","21730","21260"
"In post","2022","30-39","Project Delivery","EO","EO","565","535","24880","26000"
"In post","2022","30-39","Project Delivery","G6/G7","G6","365","360","66430","65610"
"In post","2022","30-39","Project Delivery","G6/G7","G7","1365","1340","52940","53500"
"In post","2022","30-39","Project Delivery","SCS level","SCS level","60","60","83230","78410"
"In post","2022","30-39","Project Delivery","SEO/HEO","HEO","1535","1475","31990","33000"
"In post","2022","30-39","Project Delivery","SEO/HEO","SEO","1695","1655","40190","40180"
"In post","2022","30-39","Project Delivery","Unknown","Unknown","365","360","39340","39860"
"In post","2022","30-39","Property","AA/AO","AA","45","45","19590","19010"
"In post","2022","30-39","Property","AA/AO","AO","215","200","22940","22010"
"In post","2022","30-39","Property","EO","EO","305","295","26420","26350"
"In post","2022","30-39","Property","G6/G7","G6","70","65","65400","64800"
"In post","2022","30-39","Property","G6/G7","G7","205","200","53900","54160"
"In post","2022","30-39","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","SEO/HEO","HEO","375","365","33120","33000"
"In post","2022","30-39","Property","SEO/HEO","SEO","325","315","41450","40750"
"In post","2022","30-39","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","AA/AO","AA","310","305","20980","19810"
"In post","2022","30-39","Security","AA/AO","AO","725","720","32010","31510"
"In post","2022","30-39","Security","EO","EO","260","255","31880","28700"
"In post","2022","30-39","Security","G6/G7","G6","30","30","67790","66170"
"In post","2022","30-39","Security","G6/G7","G7","125","125","55950","54700"
"In post","2022","30-39","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","SEO/HEO","HEO","375","370","34840","33370"
"In post","2022","30-39","Security","SEO/HEO","SEO","220","215","42980","42120"
"In post","2022","30-39","Security","Unknown","Unknown","30","30","34320","33950"
"In post","2022","30-39","Unknown","AA/AO","AA","625","580","20790","21050"
"In post","2022","30-39","Unknown","AA/AO","AO","2595","2365","22640","21680"
"In post","2022","30-39","Unknown","EO","EO","5195","4940","26830","26250"
"In post","2022","30-39","Unknown","G6/G7","G6","590","570","69390","68700"
"In post","2022","30-39","Unknown","G6/G7","G7","1920","1870","56930","57430"
"In post","2022","30-39","Unknown","SCS level","SCS level","95","90","79960","77060"
"In post","2022","30-39","Unknown","SEO/HEO","HEO","3410","3300","33960","33300"
"In post","2022","30-39","Unknown","SEO/HEO","SEO","2610","2545","42260","41950"
"In post","2022","30-39","Unknown","Unknown","Unknown","460","455","37470","34460"
"In post","2022","40-49","Analysis","AA/AO","AO","15","10","21690","21510"
"In post","2022","40-49","Analysis","EO","EO","120","110","26160","25350"
"In post","2022","40-49","Analysis","G6/G7","G6","270","250","72240","67870"
"In post","2022","40-49","Analysis","G6/G7","G7","540","505","55080","54270"
"In post","2022","40-49","Analysis","SCS level","SCS level","75","70","84380","79990"
"In post","2022","40-49","Analysis","SEO/HEO","HEO","235","220","32930","32010"
"In post","2022","40-49","Analysis","SEO/HEO","SEO","415","385","40550","40000"
"In post","2022","40-49","Commercial","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","40-49","Commercial","AA/AO","AO","50","45","23160","21840"
"In post","2022","40-49","Commercial","EO","EO","120","115","26890","26350"
"In post","2022","40-49","Commercial","G6/G7","G6","250","245","72700","69440"
"In post","2022","40-49","Commercial","G6/G7","G7","515","505","56740","54700"
"In post","2022","40-49","Commercial","SCS level","SCS level","130","130","108850","103000"
"In post","2022","40-49","Commercial","SEO/HEO","HEO","225","215","32540","32920"
"In post","2022","40-49","Commercial","SEO/HEO","SEO","395","380","40530","40520"
"In post","2022","40-49","Commercial","Unknown","Unknown","35","35","42770","40580"
"In post","2022","40-49","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","AA/AO","AO","90","80","21710","21250"
"In post","2022","40-49","Communications","EO","EO","560","540","26990","26820"
"In post","2022","40-49","Communications","G6/G7","G6","125","120","67980","67910"
"In post","2022","40-49","Communications","G6/G7","G7","295","280","54450","54700"
"In post","2022","40-49","Communications","SCS level","SCS level","65","65","90750","85090"
"In post","2022","40-49","Communications","SEO/HEO","HEO","410","395","33710","33370"
"In post","2022","40-49","Communications","SEO/HEO","SEO","350","335","41430","40520"
"In post","2022","40-49","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","40-49","Counter Fraud","AA/AO","AO","535","455","22270","21260"
"In post","2022","40-49","Counter Fraud","EO","EO","1440","1345","28060","27570"
"In post","2022","40-49","Counter Fraud","G6/G7","G6","90","85","68650","67910"
"In post","2022","40-49","Counter Fraud","G6/G7","G7","250","245","55820","55210"
"In post","2022","40-49","Counter Fraud","SCS level","SCS level","20","15","78700","78170"
"In post","2022","40-49","Counter Fraud","SEO/HEO","HEO","995","960","34140","33370"
"In post","2022","40-49","Counter Fraud","SEO/HEO","SEO","445","440","40730","40520"
"In post","2022","40-49","Debt","AA/AO","AA","10","5","[c]","[c]"
"In post","2022","40-49","Debt","AA/AO","AO","935","800","21560","21260"
"In post","2022","40-49","Debt","EO","EO","270","250","27660","27570"
"In post","2022","40-49","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","40-49","Debt","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","SEO/HEO","HEO","60","60","32940","33080"
"In post","2022","40-49","Debt","SEO/HEO","SEO","20","20","39530","40520"
"In post","2022","40-49","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","AA/AO","AO","135","125","22030","21380"
"In post","2022","40-49","Digital, Data & Technology","EO","EO","795","765","27820","27570"
"In post","2022","40-49","Digital, Data & Technology","G6/G7","G6","525","520","67900","66850"
"In post","2022","40-49","Digital, Data & Technology","G6/G7","G7","1540","1505","55020","54570"
"In post","2022","40-49","Digital, Data & Technology","SCS level","SCS level","145","145","94000","90440"
"In post","2022","40-49","Digital, Data & Technology","SEO/HEO","HEO","1205","1165","33820","33300"
"In post","2022","40-49","Digital, Data & Technology","SEO/HEO","SEO","1600","1565","41190","40520"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Unknown","20","20","34180","32580"
"In post","2022","40-49","Finance","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","40-49","Finance","AA/AO","AO","295","255","21850","21260"
"In post","2022","40-49","Finance","EO","EO","430","405","27180","26820"
"In post","2022","40-49","Finance","G6/G7","G6","280","275","67250","67090"
"In post","2022","40-49","Finance","G6/G7","G7","595","585","54560","54160"
"In post","2022","40-49","Finance","SCS level","SCS level","135","130","84250","78220"
"In post","2022","40-49","Finance","SEO/HEO","HEO","630","605","33240","33080"
"In post","2022","40-49","Finance","SEO/HEO","SEO","780","755","40580","40520"
"In post","2022","40-49","Finance","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Grants Management","AA/AO","AO","345","305","21300","21300"
