"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Central Valleys","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire East","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire East","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire East","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire East","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","G6","Female","5","5","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Clackmannanshire and Fife","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Clackmannanshire and Fife","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Darlington","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Darlington","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Darlington","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Dorset","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","EO","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Dorset","EO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Dorset","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Dorset","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Dorset","HEO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Dorset","HEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Dorset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Dorset","SEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Durham","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Ayrshire and North Ayrshire mainland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Ayrshire and North Ayrshire mainland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Derbyshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Derbyshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Kent","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lothian and Midlothian","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lothian and Midlothian","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Glasgow City","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Glasgow City","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gwent Valleys","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gwent Valleys","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","G7","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","G7","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","HEO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","HEO","Male","45","45","37690","37610"
"In post","2022","Analysis","Hackney and Newham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","SEO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Haringey and Islington","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Haringey and Islington","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Harrow and Hillingdon","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Harrow and Hillingdon","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hartlepool and Stockton-on-Tees","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hartlepool and Stockton-on-Tees","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Heart of Essex","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Heart of Essex","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent Thames Gateway","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent Thames Gateway","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lambeth","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lambeth","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leeds","AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Leeds","AO","Male","10","10","[c]","[c]"
