"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Rural Payments Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Forestry","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Government (excl. agencies)","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Government (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Government (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Housing Regulator","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Prison Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Public Pensions Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Serious Fraud Office","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Serious Fraud Office","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Security Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Standards and Testing Agency","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Standards and Testing Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Student Awards Agency for Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Submarine Delivery Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Submarine Delivery Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Submarine Delivery Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Submarine Delivery Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Submarine Delivery Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Teaching Regulation Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Teaching Regulation Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The National Archives","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Transport Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Debt Management Office","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Export Finance","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","London","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Hydrographic Office","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Hydrographic Office","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Space Agency","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Space Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Space Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Space Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Statistics Authority","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Statistics Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Statistics Authority","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Statistics Authority","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Supreme Court","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Vehicle Certification Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Vehicle Certification Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Vehicle Certification Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinary Medicines Directorate","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Water Services Regulation Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Water Services Regulation Authority","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Welsh Government (excl. agencies)","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Welsh Government (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Welsh Revenue Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Wilton Park","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","London","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Charity Commission","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Commercial Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Commercial Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Office and Procurator Fiscal Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Electronics and Components Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","South West (England)","Outside London","40","[c]","38330","38240"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Science and Technology Laboratory","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Science and Technology Laboratory","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","London","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","London","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","London","London","35","[c]","34540","31060"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","North East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","North West (England)","Outside London","65","[c]","27400","25990"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","South East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Forestry and Land Scotland","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Actuary's Department","London","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","London","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Property Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","London","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","East Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","London","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","South East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","West Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","London","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","North East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","North West (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","London","London","55","[c]","38240","35050"
"Leaver CS","2022","Undeclared","Home Office","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","North West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","South East (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intellectual Property Office","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Met Office","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","East of England","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","London","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","South East (England)","Outside London","35","[c]","32050","26670"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","South West (England)","Outside London","55","[c]","32820","33300"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
