"Status","Year","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Education","Shropshire and Staffordshire","10","10","57200","63100"
"In post","2022","Department for Education","South Yorkshire","1535","1465","40330","36500"
"In post","2022","Department for Education","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Surrey, East and West Sussex","15","15","63530","64980"
"In post","2022","Department for Education","Tees Valley and Durham","825","790","38320","36500"
"In post","2022","Department for Education","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","West Midlands","1385","1350","40370","36630"
"In post","2022","Department for Education","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Department for Education","West Yorkshire","120","115","44280","41990"
"In post","2022","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","30","25","36320","30940"
"In post","2022","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","380","360","35540","31330"
"In post","2022","Department for Environment, Food and Rural Affairs","Cheshire","400","380","35990","30550"
"In post","2022","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","105","100","33190","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Cumbria","1100","995","25880","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","225","215","30890","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Devon","575","535","30510","25900"
"In post","2022","Department for Environment, Food and Rural Affairs","Dorset and Somerset","250","235","34290","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","East Anglia","810","770","34310","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","East Wales","130","125","30410","26320"
"In post","2022","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","35","30","30960","29280"
"In post","2022","Department for Environment, Food and Rural Affairs","Eastern Scotland","65","65","36840","32970"
"In post","2022","Department for Environment, Food and Rural Affairs","Essex","60","60","30120","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","1145","1090","38580","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester","45","45","34600","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","70","65","33330","30390"
"In post","2022","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","485","455","32180","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Highlands and Islands","35","30","30730","28630"
"In post","2022","Department for Environment, Food and Rural Affairs","Inner London - East","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Inner London - West","2790","2710","44600","39400"
"In post","2022","Department for Environment, Food and Rural Affairs","Kent","75","70","31260","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Lancashire","145","135","32980","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","35","35","34550","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Lincolnshire","60","55","35640","34030"
"In post","2022","Department for Environment, Food and Rural Affairs","Merseyside","10","10","32810","32630"
"In post","2022","Department for Environment, Food and Rural Affairs","North Eastern Scotland","10","10","35120","36750"
"In post","2022","Department for Environment, Food and Rural Affairs","North Yorkshire","1000","960","34950","30810"
"In post","2022","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","775","730","30920","26520"
"In post","2022","Department for Environment, Food and Rural Affairs","Outer London - East and North East","10","10","42100","41270"
"In post","2022","Department for Environment, Food and Rural Affairs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Outer London - West and North West","90","85","34340","31800"
"In post","2022","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","170","160","31730","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","South Yorkshire","45","45","41220","36970"
"In post","2022","Department for Environment, Food and Rural Affairs","Southern Scotland","65","60","30790","26230"
"In post","2022","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","985","945","36420","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","20","20","42350","44040"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","30","30","32770","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","West Midlands","95","90","39930","36520"
"In post","2022","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","240","220","28350","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","West Yorkshire","185","180","33290","29540"
"In post","2022","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Derbyshire and Nottinghamshire","10","10","40560","35180"
"In post","2022","Department for International Trade","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","East Anglia","5","5","[c]","[c]"
"In post","2022","Department for International Trade","East Wales","20","20","46840","47980"
"In post","2022","Department for International Trade","Eastern Scotland","15","15","49030","47980"
"In post","2022","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","49850","48410"
"In post","2022","Department for International Trade","Greater Manchester","20","20","44850","39410"
"In post","2022","Department for International Trade","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Inner London - West","2500","2475","46310","41260"
"In post","2022","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Northumberland, and Tyne and Wear","10","10","42730","43400"
"In post","2022","Department for International Trade","Overseas","175","175","55360","53470"
"In post","2022","Department for International Trade","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Tees Valley and Durham","40","35","37230","31750"
"In post","2022","Department for International Trade","West Central Scotland","10","10","40310","36290"
"In post","2022","Department for International Trade","West Midlands","25","25","41000","44050"
"In post","2022","Department for International Trade","West Yorkshire","20","20","41920","40300"
"In post","2022","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","60","55","44070","41360"
"In post","2022","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Cheshire","65","65","42340","36490"
"In post","2022","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","20","15","48890","47930"
"In post","2022","Department for Levelling Up, Housing and Communities","Cumbria","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","75","75","45990","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Devon","60","55","43740","38710"
"In post","2022","Department for Levelling Up, Housing and Communities","Dorset and Somerset","15","15","51740","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","East Anglia","65","60","44560","36750"
"In post","2022","Department for Levelling Up, Housing and Communities","East Wales","30","30","48390","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Eastern Scotland","35","30","41180","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Essex","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","545","510","34520","30320"
"In post","2022","Department for Levelling Up, Housing and Communities","Greater Manchester","85","80","41310","38500"
"In post","2022","Department for Levelling Up, Housing and Communities","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Herefordshire, Worcestershire and Warwickshire","15","10","53180","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Inner London - East","10","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Inner London - West","2250","2205","48490","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Kent","10","10","63230","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Lancashire","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Leicestershire, Rutland and Northamptonshire","10","10","57160","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Lincolnshire","10","10","56070","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Merseyside","60","55","37230","30190"
"In post","2022","Department for Levelling Up, Housing and Communities","North Yorkshire","15","15","61750","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","90","85","44040","41020"
"In post","2022","Department for Levelling Up, Housing and Communities","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Outer London - South","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Shropshire and Staffordshire","10","10","61610","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","South Yorkshire","35","35","48470","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","35","30","44360","42900"
"In post","2022","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","40","40","47320","47930"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","West Midlands","330","320","37440","34760"
"In post","2022","Department for Levelling Up, Housing and Communities","West Wales and The Valleys","15","10","55110","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","West Yorkshire","95","95","42730","37300"
"In post","2022","Department for Transport","Bedfordshire and Hertfordshire","125","115","29670","28550"
"In post","2022","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","90","85","27850","26780"
"In post","2022","Department for Transport","Cheshire","30","25","28330","26700"
"In post","2022","Department for Transport","Cornwall and Isles of Scilly","60","55","30150","26840"
"In post","2022","Department for Transport","Cumbria","45","45","29770","27930"
"In post","2022","Department for Transport","Derbyshire and Nottinghamshire","435","415","35070","30730"
"In post","2022","Department for Transport","Devon","105","100","33070","27930"
"In post","2022","Department for Transport","Dorset and Somerset","70","65","28630","26830"
"In post","2022","Department for Transport","East Anglia","180","170","29070","26830"
"In post","2022","Department for Transport","East Wales","140","130","30530","26780"
"In post","2022","Department for Transport","East Yorkshire and Northern Lincolnshire","140","135","33530","27390"
"In post","2022","Department for Transport","Eastern Scotland","130","120","29930","27320"
"In post","2022","Department for Transport","Essex","100","90","31960","26780"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","535","510","33520","30730"
"In post","2022","Department for Transport","Greater Manchester","175","165","27780","26780"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","910","880","39290","31860"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","70","65","28800","26780"
"In post","2022","Department for Transport","Highlands and Islands","80","75","32210","31780"
"In post","2022","Department for Transport","Inner London - East","115","100","32740","33390"
"In post","2022","Department for Transport","Inner London - West","2930","2875","50110","46710"
"In post","2022","Department for Transport","Kent","215","205","30820","28600"
"In post","2022","Department for Transport","Lancashire","100","95","28380","26830"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","175","165","31450","27250"
"In post","2022","Department for Transport","Lincolnshire","50","50","28770","26780"
"In post","2022","Department for Transport","Merseyside","140","135","31270","26780"
"In post","2022","Department for Transport","North Eastern Scotland","80","75","33430","27930"
"In post","2022","Department for Transport","North Yorkshire","40","35","27920","26780"
"In post","2022","Department for Transport","Northern Ireland","40","40","37890","34040"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","320","295","27200","26130"
"In post","2022","Department for Transport","Outer London - East and North East","150","145","31950","30780"
"In post","2022","Department for Transport","Outer London - South","65","65","32200","30780"
"In post","2022","Department for Transport","Outer London - West and North West","130","125","32640","30780"
"In post","2022","Department for Transport","Overseas","10","10","61510","57170"
"In post","2022","Department for Transport","Shropshire and Staffordshire","195","180","28530","26780"
"In post","2022","Department for Transport","South Yorkshire","95","85","28200","26830"
"In post","2022","Department for Transport","Southern Scotland","30","30","28660","26780"
"In post","2022","Department for Transport","Surrey, East and West Sussex","290","270","32920","30730"
"In post","2022","Department for Transport","Tees Valley and Durham","65","60","29700","26830"
"In post","2022","Department for Transport","West Central Scotland","135","125","34870","27930"
"In post","2022","Department for Transport","West Midlands","415","400","30170","26780"
"In post","2022","Department for Transport","West Wales and The Valleys","6790","6055","26780","21840"
"In post","2022","Department for Transport","West Yorkshire","405","380","31000","26780"
"In post","2022","Department for Work and Pensions","Bedfordshire and Hertfordshire","1170","1075","29780","29290"
"In post","2022","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","1085","980","28530","27570"
"In post","2022","Department for Work and Pensions","Cheshire","805","715","26300","27570"
"In post","2022","Department for Work and Pensions","Cornwall and Isles of Scilly","860","775","25650","27570"
"In post","2022","Department for Work and Pensions","Cumbria","260","230","27610","27570"
"In post","2022","Department for Work and Pensions","Derbyshire and Nottinghamshire","2660","2370","28510","27570"
"In post","2022","Department for Work and Pensions","Devon","1955","1655","26190","27570"
"In post","2022","Department for Work and Pensions","Dorset and Somerset","885","775","26960","27570"
"In post","2022","Department for Work and Pensions","East Anglia","1830","1600","27290","27570"
"In post","2022","Department for Work and Pensions","East Wales","1575","1420","27260","27570"
"In post","2022","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","1185","1015","26100","27570"
"In post","2022","Department for Work and Pensions","Eastern Scotland","3015","2680","25740","27570"
"In post","2022","Department for Work and Pensions","Essex","1620","1475","29370","29290"
"In post","2022","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","1890","1660","27320","27570"
"In post","2022","Department for Work and Pensions","Greater Manchester","5290","4855","28400","27570"
"In post","2022","Department for Work and Pensions","Hampshire and Isle of Wight","1295","1125","26870","27570"
"In post","2022","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","895","785","25970","27570"
