"Status","Year","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","South West (England)","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","AO","Heterosexual / straight","115","110","21670","21300"
"In post","2022","Digital, Data & Technology","South West (England)","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","AO","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","EO","Heterosexual / straight","425","405","26930","26670"
"In post","2022","Digital, Data & Technology","South West (England)","EO","LGBO","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","EO","Undeclared","90","90","27160","26930"
"In post","2022","Digital, Data & Technology","South West (England)","EO","Unknown","100","95","28210","27130"
"In post","2022","Digital, Data & Technology","South West (England)","G6","Heterosexual / straight","130","125","64100","63450"
"In post","2022","Digital, Data & Technology","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","G6","Undeclared","30","30","63380","62690"
"In post","2022","Digital, Data & Technology","South West (England)","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","G7","Heterosexual / straight","415","400","51730","49890"
"In post","2022","Digital, Data & Technology","South West (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","G7","Undeclared","75","75","51690","50900"
"In post","2022","Digital, Data & Technology","South West (England)","G7","Unknown","40","35","52580","53080"
"In post","2022","Digital, Data & Technology","South West (England)","HEO","Heterosexual / straight","700","675","33480","33300"
"In post","2022","Digital, Data & Technology","South West (England)","HEO","LGBO","35","35","32400","33080"
"In post","2022","Digital, Data & Technology","South West (England)","HEO","Undeclared","155","150","34610","34060"
"In post","2022","Digital, Data & Technology","South West (England)","HEO","Unknown","85","85","34930","33840"
"In post","2022","Digital, Data & Technology","South West (England)","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","SEO","Heterosexual / straight","730","705","41270","40580"
"In post","2022","Digital, Data & Technology","South West (England)","SEO","LGBO","45","45","40360","39800"
"In post","2022","Digital, Data & Technology","South West (England)","SEO","Undeclared","180","170","41430","40580"
"In post","2022","Digital, Data & Technology","South West (England)","SEO","Unknown","105","105","42420","40930"
"In post","2022","Digital, Data & Technology","South West (England)","Unknown","Heterosexual / straight","50","45","36420","33160"
"In post","2022","Digital, Data & Technology","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","AO","Heterosexual / straight","55","55","21760","21840"
"In post","2022","Digital, Data & Technology","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","AO","Unknown","20","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","EO","Heterosexual / straight","265","255","27370","26470"
"In post","2022","Digital, Data & Technology","Wales","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","EO","Undeclared","50","50","28040","26780"
"In post","2022","Digital, Data & Technology","Wales","EO","Unknown","85","80","26930","26130"
"In post","2022","Digital, Data & Technology","Wales","G6","Heterosexual / straight","55","55","67390","64300"
"In post","2022","Digital, Data & Technology","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","G7","Heterosexual / straight","265","260","55660","51780"
"In post","2022","Digital, Data & Technology","Wales","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","G7","Undeclared","35","35","58580","55320"
"In post","2022","Digital, Data & Technology","Wales","G7","Unknown","75","75","55750","51380"
"In post","2022","Digital, Data & Technology","Wales","HEO","Heterosexual / straight","310","300","34350","33080"
"In post","2022","Digital, Data & Technology","Wales","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","HEO","Undeclared","65","60","34560","33350"
"In post","2022","Digital, Data & Technology","Wales","HEO","Unknown","105","105","33390","33260"
"In post","2022","Digital, Data & Technology","Wales","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","SEO","Heterosexual / straight","400","390","42920","41140"
"In post","2022","Digital, Data & Technology","Wales","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","SEO","Undeclared","95","90","43450","41230"
"In post","2022","Digital, Data & Technology","Wales","SEO","Unknown","115","115","42190","40340"
"In post","2022","Digital, Data & Technology","West Midlands (England)","AO","Heterosexual / straight","45","45","21470","21170"
"In post","2022","Digital, Data & Technology","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","AO","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","EO","Heterosexual / straight","180","175","26820","26670"
"In post","2022","Digital, Data & Technology","West Midlands (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","EO","Unknown","40","35","27530","26820"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G6","Heterosexual / straight","50","50","67260","67910"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G6","Undeclared","10","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G7","Heterosexual / straight","160","160","53590","54160"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","G7","Unknown","55","55","53690","55210"
"In post","2022","Digital, Data & Technology","West Midlands (England)","HEO","Heterosexual / straight","215","205","32990","33300"
"In post","2022","Digital, Data & Technology","West Midlands (England)","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","HEO","Unknown","60","60","32910","33370"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SEO","Heterosexual / straight","235","230","39990","40520"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","SEO","Unknown","70","70","39830","40300"
"In post","2022","Digital, Data & Technology","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","EO","Heterosexual / straight","180","170","27110","26820"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","EO","Unknown","65","60","27240","26820"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G6","Heterosexual / straight","95","95","65910","65310"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G6","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G7","Heterosexual / straight","265","260","53880","53360"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G7","Undeclared","35","35","52910","50770"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","G7","Unknown","75","75","53480","54160"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","HEO","Heterosexual / straight","215","205","32470","33000"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","HEO","Undeclared","35","35","32570","32900"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","HEO","Unknown","50","50","33230","33370"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","SEO","Heterosexual / straight","245","240","39500","40000"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","SEO","Undeclared","35","35","40460","39880"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","SEO","Unknown","70","70","39520","40030"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","EO","Heterosexual / straight","55","50","26420","26590"
"In post","2022","Finance","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","G6","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","G7","Heterosexual / straight","35","35","53200","53990"
"In post","2022","Finance","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","HEO","Heterosexual / straight","50","50","32810","33300"
"In post","2022","Finance","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","SEO","Heterosexual / straight","45","45","39620","40040"
"In post","2022","Finance","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","East of England","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","AO","Heterosexual / straight","35","30","21670","21380"
"In post","2022","Finance","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","AO","Unknown","15","10","[c]","[c]"
"In post","2022","Finance","East of England","EO","Heterosexual / straight","55","55","27530","26670"
"In post","2022","Finance","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","Finance","East of England","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","East of England","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Finance","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","East of England","HEO","Heterosexual / straight","50","45","34530","33820"
"In post","2022","Finance","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","East of England","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","East of England","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","SEO","Heterosexual / straight","55","50","41560","41020"
"In post","2022","Finance","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","East of England","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AO","Heterosexual / straight","60","55","24570","24430"
"In post","2022","Finance","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","London","AO","Unknown","35","30","25740","25330"
"In post","2022","Finance","London","EO","Heterosexual / straight","255","245","29450","29500"
"In post","2022","Finance","London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","London","EO","Undeclared","45","45","29440","29960"
"In post","2022","Finance","London","EO","Unknown","50","45","30520","31020"
"In post","2022","Finance","London","G6","Heterosexual / straight","235","230","69660","69200"
"In post","2022","Finance","London","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","London","G6","Undeclared","35","35","69560","68790"
"In post","2022","Finance","London","G6","Unknown","50","50","71340","72400"
"In post","2022","Finance","London","G7","Heterosexual / straight","475","465","57700","57420"
"In post","2022","Finance","London","G7","LGBO","30","30","58100","58000"
"In post","2022","Finance","London","G7","Undeclared","90","85","57010","54730"
"In post","2022","Finance","London","G7","Unknown","90","90","59470","58700"
"In post","2022","Finance","London","HEO","Heterosexual / straight","405","395","36170","36020"
"In post","2022","Finance","London","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","London","HEO","Undeclared","70","70","36030","35430"
"In post","2022","Finance","London","HEO","Unknown","120","115","36720","36700"
"In post","2022","Finance","London","SCS level","Heterosexual / straight","125","120","89290","80650"
"In post","2022","Finance","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","London","SEO","Heterosexual / straight","485","475","43640","43090"
"In post","2022","Finance","London","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Finance","London","SEO","Undeclared","80","80","42980","41950"
"In post","2022","Finance","London","SEO","Unknown","130","125","43300","43430"
"In post","2022","Finance","North East (England)","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","North East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","AA","Unknown","20","15","[c]","[c]"
"In post","2022","Finance","North East (England)","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Finance","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","North East (England)","EO","Heterosexual / straight","85","80","26810","26820"
"In post","2022","Finance","North East (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","North East (England)","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","North East (England)","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","North East (England)","G6","Heterosexual / straight","35","35","65600","67090"
"In post","2022","Finance","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","North East (England)","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","North East (England)","G7","Heterosexual / straight","120","120","52790","52750"
"In post","2022","Finance","North East (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","North East (England)","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","North East (England)","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","North East (England)","HEO","Heterosexual / straight","190","180","32010","31990"
"In post","2022","Finance","North East (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","North East (England)","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","North East (England)","HEO","Unknown","40","40","32010","31990"
"In post","2022","Finance","North East (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","SEO","Heterosexual / straight","160","150","38590","39170"
"In post","2022","Finance","North East (England)","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","North East (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","North East (England)","SEO","Unknown","40","40","38620","40180"
"In post","2022","Finance","North West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","AO","Heterosexual / straight","140","120","21270","21260"
"In post","2022","Finance","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Finance","North West (England)","AO","Unknown","50","45","21240","21260"
"In post","2022","Finance","North West (England)","EO","Heterosexual / straight","145","135","26770","26920"
"In post","2022","Finance","North West (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","North West (England)","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Finance","North West (England)","EO","Unknown","35","30","26690","27570"
"In post","2022","Finance","North West (England)","G6","Heterosexual / straight","55","55","65550","65640"
"In post","2022","Finance","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","North West (England)","G7","Heterosexual / straight","180","175","52710","51700"
"In post","2022","Finance","North West (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","North West (England)","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","North West (England)","G7","Unknown","25","20","[c]","[c]"
"In post","2022","Finance","North West (England)","HEO","Heterosexual / straight","200","190","32140","31990"
"In post","2022","Finance","North West (England)","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","North West (England)","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","North West (England)","HEO","Unknown","60","55","32670","32990"
"In post","2022","Finance","North West (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","SEO","Heterosexual / straight","260","245","38300","36960"
"In post","2022","Finance","North West (England)","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","North West (England)","SEO","Undeclared","30","30","38630","36990"
"In post","2022","Finance","North West (England)","SEO","Unknown","50","50","38650","37040"
"In post","2022","Finance","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
