"Status","Year","Age","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Office of Rail and Road","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Government","Outside London","1605","1330","37390","35000"
"In post","2022","60-64","The National Archives","London","45","40","34070","31840"
"In post","2022","60-64","UK Export Finance","London","20","20","59130","55460"
"In post","2022","60-64","UK Export Finance","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","Outside London","465","345","26540","20350"
"In post","2022","60-64","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Welsh Government","Outside London","425","370","43670","38160"
"In post","2022","65+","Attorney General's Departments","London","95","75","49960","53910"
"In post","2022","65+","Attorney General's Departments","Outside London","65","50","45250","55610"
"In post","2022","65+","Cabinet Office","London","45","40","56220","43890"
"In post","2022","65+","Cabinet Office","Outside London","40","30","40620","34130"
"In post","2022","65+","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2022","65+","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","10","5","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","London","75","70","44350","43040"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","Outside London","165","125","36690","34950"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","London","25","25","46120","44180"
"In post","2022","65+","Department for Education","Outside London","50","45","37170","32300"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","London","40","40","33370","29740"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","Outside London","220","180","31690","26520"
"In post","2022","65+","Department for International Trade","London","25","20","60930","42410"
"In post","2022","65+","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","25","25","47670","42050"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","65","45","53380","58810"
"In post","2022","65+","Department for Transport","London","80","65","38450","33390"
"In post","2022","65+","Department for Transport","Outside London","475","330","28160","26780"
"In post","2022","65+","Department for Work and Pensions","London","355","270","30830","31060"
"In post","2022","65+","Department for Work and Pensions","Outside London","2420","1740","26210","27570"
"In post","2022","65+","Department for Work and Pensions","Unknown","15","10","27940","25110"
"In post","2022","65+","Department of Health and Social Care","London","100","85","58660","46230"
"In post","2022","65+","Department of Health and Social Care","Outside London","105","80","44980","36330"
"In post","2022","65+","Estyn","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","45","35","31430","28800"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","70","60","49780","45430"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","50","30","44600","51030"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","15","15","47240","34650"
"In post","2022","65+","HM Land Registry","London","15","10","35240","30600"
"In post","2022","65+","HM Land Registry","Outside London","120","75","32500","31740"
"In post","2022","65+","HM Revenue and Customs","London","310","240","39870","33440"
"In post","2022","65+","HM Revenue and Customs","Outside London","1255","885","29070","26820"
"In post","2022","65+","HM Treasury","London","15","15","50240","54130"
"In post","2022","65+","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","London","380","305","32060","29080"
"In post","2022","65+","Home Office","Outside London","450","325","26040","24880"
"In post","2022","65+","Home Office","Overseas","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence","London","155","145","33940","27230"
"In post","2022","65+","Ministry of Defence","Outside London","1840","1620","31160","26820"
"In post","2022","65+","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","35","35","36480","32630"
"In post","2022","65+","Ministry of Justice","London","495","415","31940","26400"
"In post","2022","65+","Ministry of Justice","Outside London","1720","1265","26980","24000"
"In post","2022","65+","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","25","25","43300","40090"
"In post","2022","65+","National Crime Agency","Outside London","35","30","37480","36410"
"In post","2022","65+","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","10","5","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","30","25","50400","51360"
"In post","2022","65+","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government","Outside London","460","355","34750","30040"
"In post","2022","65+","The National Archives","London","20","20","29890","25740"
"In post","2022","65+","UK Export Finance","London","10","10","53070","51220"
"In post","2022","65+","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Outside London","255","165","24230","20350"
"In post","2022","65+","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Government","Outside London","190","150","41340","38160"
"In post","2022","Unknown","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Outside London","15","10","26610","27570"
"In post","2022","Unknown","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","Unknown","15","[c]","19340","18310"
"Leaver CS","2022","16-19","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions","Outside London","50","[c]","22120","21260"
"Leaver CS","2022","16-19","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence","Outside London","15","[c]","17590","17140"
"Leaver CS","2022","16-19","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","Outside London","35","[c]","19600","20370"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Departments","London","85","[c]","32260","27350"
"Leaver CS","2022","20-29","Attorney General's Departments","Outside London","65","[c]","25630","22200"
"Leaver CS","2022","20-29","Cabinet Office","London","170","[c]","32880","29250"
"Leaver CS","2022","20-29","Cabinet Office","Outside London","45","[c]","26890","28000"
"Leaver CS","2022","20-29","Cabinet Office","Unknown","25","[c]","33270","31920"
"Leaver CS","2022","20-29","Chancellor's other departments","London","15","[c]","38020","41410"
"Leaver CS","2022","20-29","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","Outside London","10","[c]","22790","24440"
"Leaver CS","2022","20-29","Competition and Markets Authority","London","30","[c]","32850","33120"
"Leaver CS","2022","20-29","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","120","[c]","36860","33570"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","115","[c]","24980","23780"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","65","[c]","34350","34020"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","London","75","[c]","33700","28500"
"Leaver CS","2022","20-29","Department for Education","Outside London","75","[c]","29140","25000"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","135","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","200","[c]","23120","21510"
"Leaver CS","2022","20-29","Department for International Trade","London","110","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","55","[c]","32200","27850"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","25","[c]","22930","21270"
"Leaver CS","2022","20-29","Department for Transport","London","70","[c]","34510","34710"
"Leaver CS","2022","20-29","Department for Transport","Outside London","70","[c]","25990","26130"
"Leaver CS","2022","20-29","Department for Transport","Unknown","105","[c]","21760","21840"
"Leaver CS","2022","20-29","Department for Work and Pensions","London","355","[c]","30030","31060"
"Leaver CS","2022","20-29","Department for Work and Pensions","Outside London","1605","[c]","24140","21260"
"Leaver CS","2022","20-29","Department for Work and Pensions","Unknown","15","[c]","25470","27570"
"Leaver CS","2022","20-29","Department of Health and Social Care","London","465","[c]","31240","28590"
"Leaver CS","2022","20-29","Department of Health and Social Care","Outside London","280","[c]","25450","23390"
"Leaver CS","2022","20-29","Department of Health and Social Care","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Outside London","10","[c]","27990","30350"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","London","95","[c]","35670","35120"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Outside London","20","[c]","26800","26110"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","London","15","[c]","27870","25850"
"Leaver CS","2022","20-29","HM Land Registry","Outside London","75","[c]","26990","22600"
"Leaver CS","2022","20-29","HM Revenue and Customs","London","85","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","Outside London","900","[c]","24670","24500"
"Leaver CS","2022","20-29","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","London","105","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","London","220","[c]","31470","28670"
"Leaver CS","2022","20-29","Home Office","Outside London","200","[c]","24860","24880"
"Leaver CS","2022","20-29","Ministry of Defence","London","70","[c]","31670","29720"
"Leaver CS","2022","20-29","Ministry of Defence","Outside London","740","[c]","25560","25310"
"Leaver CS","2022","20-29","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","Unknown","60","[c]","27830","28980"
"Leaver CS","2022","20-29","Ministry of Justice","London","610","[c]","26200","23720"
"Leaver CS","2022","20-29","Ministry of Justice","Outside London","2305","[c]","20930","20370"
"Leaver CS","2022","20-29","Ministry of Justice","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","London","10","[c]","32220","32260"
"Leaver CS","2022","20-29","National Crime Agency","Outside London","25","[c]","28470","28840"
"Leaver CS","2022","20-29","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","10","[c]","32690","35010"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","15","[c]","23430","21410"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","London","40","[c]","31310","29320"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","Outside London","30","[c]","27040","25000"
"Leaver CS","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Government","Outside London","265","[c]","26650","25420"
"Leaver CS","2022","20-29","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","London","15","[c]","22350","20340"
"Leaver CS","2022","20-29","UK Export Finance","London","10","[c]","32860","31000"
"Leaver CS","2022","20-29","UK Statistics Authority","London","30","[c]","30960","32540"
"Leaver CS","2022","20-29","UK Statistics Authority","Outside London","160","[c]","23830","20110"
"Leaver CS","2022","20-29","UK Supreme Court","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Outside London","40","[c]","25290","23830"
"Leaver CS","2022","30-39","Attorney General's Departments","London","110","[c]","48140","51250"
"Leaver CS","2022","30-39","Attorney General's Departments","Outside London","35","[c]","34590","25480"
"Leaver CS","2022","30-39","Cabinet Office","London","155","[c]","53550","54700"
"Leaver CS","2022","30-39","Cabinet Office","Outside London","45","[c]","40060","34800"
"Leaver CS","2022","30-39","Cabinet Office","Unknown","25","[c]","44790","40600"
"Leaver CS","2022","30-39","Chancellor's other departments","London","10","[c]","44300","41650"
"Leaver CS","2022","30-39","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","London","35","[c]","55370","56630"
"Leaver CS","2022","30-39","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","London","115","[c]","48840","53380"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","80","[c]","34130","33090"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","London","45","[c]","41930","37740"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","London","45","[c]","46300","45250"
"Leaver CS","2022","30-39","Department for Education","Outside London","60","[c]","38740","36500"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","London","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","120","[c]","27190","24920"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","London","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","London","25","[c]","51150","53130"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","20","[c]","33380","33380"
"Leaver CS","2022","30-39","Department for Transport","London","55","[c]","47840","43360"
"Leaver CS","2022","30-39","Department for Transport","Outside London","80","[c]","32330","29470"
"Leaver CS","2022","30-39","Department for Transport","Unknown","100","[c]","25660","21840"
"Leaver CS","2022","30-39","Department for Work and Pensions","London","230","[c]","32330","31060"
"Leaver CS","2022","30-39","Department for Work and Pensions","Outside London","1110","[c]","26750","27570"
"Leaver CS","2022","30-39","Department for Work and Pensions","Unknown","20","[c]","31000","27570"
"Leaver CS","2022","30-39","Department of Health and Social Care","London","460","[c]","41050","40060"
"Leaver CS","2022","30-39","Department of Health and Social Care","Outside London","285","[c]","37260","36330"
"Leaver CS","2022","30-39","Department of Health and Social Care","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","London","40","[c]","50950","45330"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Outside London","30","[c]","38670","33930"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Land Registry","Outside London","45","[c]","30500","27130"
"Leaver CS","2022","30-39","HM Revenue and Customs","London","70","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs","Outside London","595","[c]","25230","22040"
"Leaver CS","2022","30-39","HM Treasury","London","65","[c]","45990","43990"
"Leaver CS","2022","30-39","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","London","125","[c]","41630","35790"
"Leaver CS","2022","30-39","Home Office","Outside London","225","[c]","27300","24890"
"Leaver CS","2022","30-39","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence","London","35","[c]","38800","37640"
"Leaver CS","2022","30-39","Ministry of Defence","Outside London","640","[c]","32130","31530"
"Leaver CS","2022","30-39","Ministry of Defence","Overseas","15","[c]","39130","38690"
"Leaver CS","2022","30-39","Ministry of Defence","Unknown","65","[c]","34710","32700"
"Leaver CS","2022","30-39","Ministry of Justice","London","345","[c]","34390","28600"
"Leaver CS","2022","30-39","Ministry of Justice","Outside London","1735","[c]","24840","20970"
"Leaver CS","2022","30-39","Ministry of Justice","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","London","25","[c]","45620","40170"
"Leaver CS","2022","30-39","National Crime Agency","Outside London","35","[c]","36230","36410"
"Leaver CS","2022","30-39","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","15","[c]","38780","39460"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","London","45","[c]","47580","45350"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Outside London","25","[c]","31180","30950"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","37670","36000"
"Leaver CS","2022","30-39","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Government","Outside London","210","[c]","31690","30020"
"Leaver CS","2022","30-39","The National Archives","London","15","[c]","33850","30000"
"Leaver CS","2022","30-39","UK Export Finance","London","10","[c]","51060","50230"
"Leaver CS","2022","30-39","UK Statistics Authority","London","15","[c]","41400","39840"
"Leaver CS","2022","30-39","UK Statistics Authority","Outside London","90","[c]","31730","30210"
"Leaver CS","2022","30-39","UK Supreme Court","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Water Services Regulation Authority","Outside London","15","[c]","49250","44000"
"Leaver CS","2022","30-39","Welsh Government","Outside London","25","[c]","30760","29430"
"Leaver CS","2022","40-49","Attorney General's Departments","London","60","[c]","56540","58000"
"Leaver CS","2022","40-49","Attorney General's Departments","Outside London","35","[c]","48670","51470"
"Leaver CS","2022","40-49","Cabinet Office","London","85","[c]","70520","66470"
"Leaver CS","2022","40-49","Cabinet Office","Outside London","35","[c]","52290","42410"
"Leaver CS","2022","40-49","Cabinet Office","Unknown","15","[c]","61570","61710"
"Leaver CS","2022","40-49","Chancellor's other departments","London","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Charity Commission","Outside London","10","[c]","35850","29160"
"Leaver CS","2022","40-49","Competition and Markets Authority","London","20","[c]","76620","68330"
"Leaver CS","2022","40-49","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Department for Business, Energy and Industrial Strategy","London","45","[c]","57960","53600"
"Leaver CS","2022","40-49","Department for Business, Energy and Industrial Strategy","Outside London","70","[c]","36130","33130"
"Leaver CS","2022","40-49","Department for Digital, Culture, Media and Sport","London","15","[c]","49170","54170"
"Leaver CS","2022","40-49","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Department for Education","London","20","[c]","57110","53760"
"Leaver CS","2022","40-49","Department for Education","Outside London","40","[c]","43930","37100"
"Leaver CS","2022","40-49","Department for Environment, Food and Rural Affairs","London","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Department for Environment, Food and Rural Affairs","Outside London","115","[c]","29490","25880"
"Leaver CS","2022","40-49","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Department for International Trade","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Department for Levelling Up, Housing and Communities","London","15","[c]","62490","61310"
"Leaver CS","2022","40-49","Department for Levelling Up, Housing and Communities","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Department for Transport","London","35","[c]","50970","54110"
"Leaver CS","2022","40-49","Department for Transport","Outside London","120","[c]","32310","26780"
"Leaver CS","2022","40-49","Department for Transport","Unknown","60","[c]","26450","21840"
"Leaver CS","2022","40-49","Department for Work and Pensions","London","175","[c]","32970","31060"
"Leaver CS","2022","40-49","Department for Work and Pensions","Outside London","1005","[c]","27270","27570"
"Leaver CS","2022","40-49","Department for Work and Pensions","Unknown","15","[c]","30720","27570"
"Leaver CS","2022","40-49","Department of Health and Social Care","London","360","[c]","49660","47130"
"Leaver CS","2022","40-49","Department of Health and Social Care","Outside London","290","[c]","45710","40060"
"Leaver CS","2022","40-49","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Foreign, Commonwealth and Development Office","London","35","[c]","67140","63570"
"Leaver CS","2022","40-49","Foreign, Commonwealth and Development Office","Outside London","20","[c]","45540","39410"
"Leaver CS","2022","40-49","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Land Registry","London","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Land Registry","Outside London","50","[c]","36790","33840"
"Leaver CS","2022","40-49","HM Revenue and Customs","London","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Revenue and Customs","Outside London","460","[c]","24070","22010"
"Leaver CS","2022","40-49","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury","London","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","London","100","[c]","44170","39240"
"Leaver CS","2022","40-49","Home Office","Outside London","155","[c]","28460","24890"
"Leaver CS","2022","40-49","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","London","30","[c]","42800","39260"
"Leaver CS","2022","40-49","Ministry of Defence","Outside London","515","[c]","34490","32000"
"Leaver CS","2022","40-49","Ministry of Defence","Overseas","20","[c]","37360","37240"
"Leaver CS","2022","40-49","Ministry of Defence","Unknown","25","[c]","36330","33630"
"Leaver CS","2022","40-49","Ministry of Justice","London","200","[c]","42210","38370"
"Leaver CS","2022","40-49","Ministry of Justice","Outside London","1015","[c]","25520","20970"
"Leaver CS","2022","40-49","Ministry of Justice","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","London","15","[c]","61450","48900"
"Leaver CS","2022","40-49","National Crime Agency","Outside London","30","[c]","38260","35720"
"Leaver CS","2022","40-49","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
