"Status","Year","Parent_department","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Heterosexual / straight","50","50","38730","38180"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Heterosexual / straight","155","145","42100","40000"
"In post","2022","Attorney General's Departments","Heart of Essex","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Unknown","35","30","44030","38120"
"In post","2022","Attorney General's Departments","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Heterosexual / straight","140","125","42640","40000"
"In post","2022","Attorney General's Departments","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Unknown","35","30","47590","53050"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Heterosexual / straight","55","50","40880","48080"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Heterosexual / straight","315","295","43720","48080"
"In post","2022","Attorney General's Departments","Leeds","LGBO","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Unknown","110","100","42690","48080"
"In post","2022","Attorney General's Departments","Leicester","Heterosexual / straight","105","95","39840","38180"
"In post","2022","Attorney General's Departments","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicester","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicester","Unknown","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Heterosexual / straight","285","275","36600","30130"
"In post","2022","Attorney General's Departments","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Unknown","75","70","39880","34050"
"In post","2022","Attorney General's Departments","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Heterosexual / straight","295","270","39970","34480"
"In post","2022","Attorney General's Departments","Manchester","LGBO","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Unknown","50","45","41760","34480"
"In post","2022","Attorney General's Departments","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Heterosexual / straight","120","115","39480","38180"
"In post","2022","Attorney General's Departments","Mid Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Unknown","50","45","42060","38000"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Heterosexual / straight","60","55","34710","25790"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Heterosexual / straight","225","210","37340","30130"
"In post","2022","Attorney General's Departments","Nottingham","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Unknown","55","50","41660","40760"
"In post","2022","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Heterosexual / straight","85","80","42290","32570"
"In post","2022","Attorney General's Departments","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Heterosexual / straight","90","80","33730","27890"
"In post","2022","Attorney General's Departments","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Unknown","40","35","38780","28430"
"In post","2022","Attorney General's Departments","Shropshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Heterosexual / straight","125","115","41670","37890"
"In post","2022","Attorney General's Departments","South Hampshire","LGBO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","Heterosexual / straight","60","55","38510","32520"
"In post","2022","Attorney General's Departments","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","Unknown","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Heterosexual / straight","45","45","40110","38090"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Unknown","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Unknown","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","Heterosexual / straight","55","55","39170","38000"
"In post","2022","Attorney General's Departments","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Telford and Wrekin","Heterosexual / straight","[c]","[c]","[c]","[c]"
