"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Northern Ireland","Unknown","45","40","30730","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Scotland","Heterosexual / straight","150","140","31400","31000"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Scotland","Unknown","40","40","31150","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","Heterosexual / straight","120","115","32000","32050"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","Undeclared","30","30","35930","33220"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","Unknown","55","55","32970","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","Heterosexual / straight","100","100","34470","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","Unknown","45","40","33440","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Wales","Heterosexual / straight","120","110","32020","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Wales","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Wales","Undeclared","25","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Wales","Unknown","35","30","31090","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","West Midlands (England)","Heterosexual / straight","115","110","33350","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","West Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","West Midlands (England)","Unknown","55","55","31430","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Yorkshire and The Humber","Heterosexual / straight","160","150","33880","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Yorkshire and The Humber","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Yorkshire and The Humber","Unknown","55","50","30730","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","Heterosexual / straight","885","820","30740","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","LGBO","55","50","31310","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","Undeclared","95","85","30040","27870"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","Unknown","490","450","26140","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","Heterosexual / straight","180","160","29030","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","Undeclared","40","35","28620","24240"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","Unknown","80","70","27390","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","Heterosexual / straight","975","910","36090","33020"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","LGBO","60","55","36500","31020"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","Undeclared","180","165","34880","31150"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","Unknown","530","485","31510","30750"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","Heterosexual / straight","3605","3110","26310","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","LGBO","190","180","25960","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","Undeclared","375","315","24730","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","Unknown","2100","1745","24190","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","Heterosexual / straight","3655","3345","28320","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","LGBO","210","200","27390","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","Undeclared","385","345","27980","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","Unknown","2205","1970","25530","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","Heterosexual / straight","595","545","28590","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","LGBO","35","35","25980","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","Undeclared","50","45","29270","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","Unknown","410","380","24400","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","Heterosexual / straight","2540","2250","26930","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","LGBO","170","160","26500","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","Undeclared","265","225","25260","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","Unknown","1445","1280","24100","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South East (England)","Heterosexual / straight","475","410","26730","26400"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South East (England)","LGBO","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South East (England)","Undeclared","75","65","26730","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South East (England)","Unknown","340","290","24730","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","Heterosexual / straight","220","205","30840","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","Undeclared","30","30","30010","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","Unknown","90","80","26590","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","Heterosexual / straight","1120","1025","27860","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","LGBO","100","100","27930","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","Undeclared","115","105","26360","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","Unknown","595","530","25390","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","Heterosexual / straight","900","830","29090","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","LGBO","45","40","26690","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","Undeclared","125","115","27190","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","Unknown","545","505","26130","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","1130","1020","28500","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","LGBO","65","60","27230","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","Undeclared","155","135","27280","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","Unknown","735","660","25360","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","London","Heterosexual / straight","30","30","46060","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","London","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","London","Unknown","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","Heterosexual / straight","60","60","46050","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","Unknown","15","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","London","Heterosexual / straight","60","55","50050","43920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","London","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","London","Unknown","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North East (England)","Heterosexual / straight","35","30","45710","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North West (England)","Heterosexual / straight","60","55","48940","53120"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Northern Ireland","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Scotland","Heterosexual / straight","35","30","41450","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Scotland","Unknown","15","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South East (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South East (England)","Unknown","10","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Yorkshire and The Humber","Heterosexual / straight","30","30","45710","40350"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East of England","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","East of England","Unknown","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","London","Heterosexual / straight","425","405","60180","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","London","LGBO","35","35","65540","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","London","Undeclared","60","55","61100","62340"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","London","Unknown","145","135","57720","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North East (England)","Heterosexual / straight","40","40","45990","40890"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North West (England)","Heterosexual / straight","160","150","47510","43710"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","North West (England)","Unknown","40","40","43180","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Scotland","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","West Midlands (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East Midlands (England)","Heterosexual / straight","75","75","47490","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East of England","Heterosexual / straight","40","35","44150","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East of England","Undeclared","10","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","East of England","Unknown","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","London","Heterosexual / straight","235","225","52150","43890"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","London","LGBO","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","London","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","London","Unknown","105","100","51550","45410"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","Heterosexual / straight","510","490","45000","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","LGBO","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","Undeclared","40","40","40240","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","Unknown","150","145","43980","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","Heterosexual / straight","495","480","45570","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","LGBO","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","Undeclared","40","40","39690","38080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","Unknown","145","140","42070","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Northern Ireland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Scotland","Heterosexual / straight","145","140","44760","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Scotland","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Scotland","Unknown","30","30","44820","40350"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Wales","Heterosexual / straight","55","55","47170","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Wales","Unknown","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","Heterosexual / straight","140","135","46590","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","Unknown","55","50","42680","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","Heterosexual / straight","95","90","47070","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","Unknown","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","East Midlands (England)","Heterosexual / straight","55","50","48220","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","East Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","London","LGBO","[c]","[c]","[c]","[c]"
