"Status","Year","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","SEO/HEO","Male","120","[c]","37880","36440"
"Leaver CS","2022","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","Female","170","[c]","21520","21260"
"Leaver CS","2022","Mixed","AA/AO","Male","125","[c]","21630","21260"
"Leaver CS","2022","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Female","165","[c]","27790","27570"
"Leaver CS","2022","Mixed","EO","Male","105","[c]","28300","27570"
"Leaver CS","2022","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","Female","40","[c]","58660","57740"
"Leaver CS","2022","Mixed","G6/G7","Male","40","[c]","62000","59330"
"Leaver CS","2022","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","Female","95","[c]","36690","35480"
"Leaver CS","2022","Mixed","SEO/HEO","Male","70","[c]","37840","37340"
"Leaver CS","2022","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","Female","45","[c]","21370","21260"
"Leaver CS","2022","Other ethnicity","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","EO","Female","45","[c]","29260","29290"
"Leaver CS","2022","Other ethnicity","EO","Male","35","[c]","28370","27570"
"Leaver CS","2022","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","Female","35","[c]","39250","35070"
"Leaver CS","2022","Other ethnicity","SEO/HEO","Male","35","[c]","36840","36920"
"Leaver CS","2022","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Female","265","[c]","21140","21010"
"Leaver CS","2022","Undeclared","AA/AO","Male","305","[c]","22780","21260"
"Leaver CS","2022","Undeclared","EO","Female","205","[c]","27800","27570"
"Leaver CS","2022","Undeclared","EO","Male","245","[c]","28640","27570"
"Leaver CS","2022","Undeclared","G6/G7","Female","70","[c]","58040","56950"
"Leaver CS","2022","Undeclared","G6/G7","Male","145","[c]","59000","58550"
"Leaver CS","2022","Undeclared","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Female","170","[c]","36750","36530"
"Leaver CS","2022","Undeclared","SEO/HEO","Male","305","[c]","38420","37460"
"Leaver CS","2022","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Female","2105","[c]","21350","21260"
"Leaver CS","2022","Unknown","AA/AO","Male","1985","[c]","22100","21260"
"Leaver CS","2022","Unknown","EO","Female","895","[c]","27290","27570"
"Leaver CS","2022","Unknown","EO","Male","900","[c]","27290","27570"
"Leaver CS","2022","Unknown","G6/G7","Female","335","[c]","60610","57190"
"Leaver CS","2022","Unknown","G6/G7","Male","440","[c]","60390","57430"
"Leaver CS","2022","Unknown","SCS level","Female","60","[c]","108360","95140"
"Leaver CS","2022","Unknown","SCS level","Male","65","[c]","104950","95360"
"Leaver CS","2022","Unknown","SEO/HEO","Female","725","[c]","36290","35640"
"Leaver CS","2022","Unknown","SEO/HEO","Male","840","[c]","37460","36550"
"Leaver CS","2022","Unknown","Unknown","Female","525","[c]","36110","32700"
"Leaver CS","2022","Unknown","Unknown","Male","410","[c]","36510","33570"
"Leaver CS","2022","White","AA/AO","Female","6040","[c]","21290","21260"
"Leaver CS","2022","White","AA/AO","Male","5060","[c]","22270","21260"
"Leaver CS","2022","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Female","3855","[c]","27390","27570"
"Leaver CS","2022","White","EO","Male","2915","[c]","27960","27570"
"Leaver CS","2022","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Female","1385","[c]","59270","56330"
"Leaver CS","2022","White","G6/G7","Male","1470","[c]","61280","59630"
"Leaver CS","2022","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS level","Female","220","[c]","95300","92500"
"Leaver CS","2022","White","SCS level","Male","275","[c]","98680","94050"
"Leaver CS","2022","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Female","2850","[c]","37100","36540"
"Leaver CS","2022","White","SEO/HEO","Male","2925","[c]","38060","37200"
"Leaver CS","2022","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Female","770","[c]","36120","28200"
"Leaver CS","2022","White","Unknown","Male","350","[c]","37850","39000"
"Leaver CS","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Female","235","[c]","21930","21420"
"Leaver Dept.","2022","Asian","AA/AO","Male","185","[c]","21620","21260"
"Leaver Dept.","2022","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Female","450","[c]","27470","27570"
"Leaver Dept.","2022","Asian","EO","Male","330","[c]","27760","27570"
"Leaver Dept.","2022","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Female","180","[c]","57260","54700"
"Leaver Dept.","2022","Asian","G6/G7","Male","145","[c]","59190","54800"
"Leaver Dept.","2022","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS level","Female","60","[c]","102440","99720"
"Leaver Dept.","2022","Asian","SCS level","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Female","470","[c]","35940","35070"
"Leaver Dept.","2022","Asian","SEO/HEO","Male","335","[c]","36740","36420"
"Leaver Dept.","2022","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Female","110","[c]","22030","21260"
"Leaver Dept.","2022","Black","AA/AO","Male","60","[c]","22520","21680"
"Leaver Dept.","2022","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Female","285","[c]","27950","27570"
"Leaver Dept.","2022","Black","EO","Male","100","[c]","27750","27570"
"Leaver Dept.","2022","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Female","105","[c]","57060","53860"
"Leaver Dept.","2022","Black","G6/G7","Male","55","[c]","56750","53600"
"Leaver Dept.","2022","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Female","345","[c]","36630","36650"
"Leaver Dept.","2022","Black","SEO/HEO","Male","150","[c]","36060","35140"
"Leaver Dept.","2022","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Female","50","[c]","21330","21260"
"Leaver Dept.","2022","Mixed","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","EO","Female","110","[c]","27420","27570"
"Leaver Dept.","2022","Mixed","EO","Male","55","[c]","27630","27570"
"Leaver Dept.","2022","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","Female","70","[c]","56320","54700"
"Leaver Dept.","2022","Mixed","G6/G7","Male","55","[c]","56930","54160"
"Leaver Dept.","2022","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO/HEO","Female","165","[c]","36450","35880"
"Leaver Dept.","2022","Mixed","SEO/HEO","Male","105","[c]","35780","36200"
"Leaver Dept.","2022","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","Female","35","[c]","27060","27570"
"Leaver Dept.","2022","Other ethnicity","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","Female","50","[c]","35880","34680"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Female","60","[c]","21400","21590"
"Leaver Dept.","2022","Undeclared","AA/AO","Male","65","[c]","22020","21260"
"Leaver Dept.","2022","Undeclared","EO","Female","90","[c]","27220","27570"
"Leaver Dept.","2022","Undeclared","EO","Male","80","[c]","26650","27570"
"Leaver Dept.","2022","Undeclared","G6/G7","Female","155","[c]","57520","54880"
"Leaver Dept.","2022","Undeclared","G6/G7","Male","130","[c]","58690","55330"
"Leaver Dept.","2022","Undeclared","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Female","235","[c]","36200","36330"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Male","215","[c]","36630","36330"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Female","345","[c]","21680","21260"
"Leaver Dept.","2022","Unknown","AA/AO","Male","250","[c]","21350","21130"
"Leaver Dept.","2022","Unknown","EO","Female","425","[c]","27390","27570"
"Leaver Dept.","2022","Unknown","EO","Male","285","[c]","27560","27570"
"Leaver Dept.","2022","Unknown","G6/G7","Female","425","[c]","58090","54700"
"Leaver Dept.","2022","Unknown","G6/G7","Male","435","[c]","58980","55270"
"Leaver Dept.","2022","Unknown","SCS level","Female","75","[c]","90290","84020"
"Leaver Dept.","2022","Unknown","SCS level","Male","80","[c]","89600","84950"
"Leaver Dept.","2022","Unknown","SEO/HEO","Female","990","[c]","34120","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","Male","865","[c]","34650","33020"
"Leaver Dept.","2022","Unknown","Unknown","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2022","White","AA/AO","Female","1230","[c]","21270","21260"
"Leaver Dept.","2022","White","AA/AO","Male","725","[c]","21460","21260"
"Leaver Dept.","2022","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","EO","Female","1825","[c]","26690","27570"
"Leaver Dept.","2022","White","EO","Male","1160","[c]","26750","27570"
"Leaver Dept.","2022","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","G6/G7","Female","1705","[c]","57650","54700"
"Leaver Dept.","2022","White","G6/G7","Male","1310","[c]","58430","56080"
"Leaver Dept.","2022","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","SCS level","Female","280","[c]","97830","93740"
"Leaver Dept.","2022","White","SCS level","Male","260","[c]","98400","95000"
"Leaver Dept.","2022","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","SEO/HEO","Female","3135","[c]","35760","35440"
"Leaver Dept.","2022","White","SEO/HEO","Male","1985","[c]","36200","35890"
"Leaver Dept.","2022","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Female","870","[c]","21820","21260"
"New entrant CS","2022","Asian","AA/AO","Male","780","[c]","22060","21260"
"New entrant CS","2022","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Female","910","[c]","27670","27570"
"New entrant CS","2022","Asian","EO","Male","815","[c]","27800","27570"
"New entrant CS","2022","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Female","150","[c]","55270","53370"
"New entrant CS","2022","Asian","G6/G7","Male","150","[c]","57300","54700"
"New entrant CS","2022","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Female","595","[c]","35610","34260"
"New entrant CS","2022","Asian","SEO/HEO","Male","555","[c]","35670","34260"
