"Status","Year","Function_of_post","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Ministry of Justice","Hampshire and Isle of Wight","South Hampshire","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Hampshire and Isle of Wight","Southampton","25","[c]","22520","20970"
"Leaver CS","2022","No function","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","40","[c]","21920","20970"
"Leaver CS","2022","No function","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","160","[c]","25040","20370"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - East","Hackney and Newham","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - East","Haringey and Islington","150","[c]","25760","23720"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - East","Lambeth","55","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - East","Lewisham and Southwark","65","[c]","26030","23770"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - East","Tower Hamlets","110","[c]","39250","34260"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - West","Camden and City of London","95","[c]","27060","23720"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","100","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - West","Wandsworth","110","[c]","25440","23720"
"Leaver CS","2022","No function","Ministry of Justice","Inner London - West","Westminster","395","[c]","38440","30850"
"Leaver CS","2022","No function","Ministry of Justice","Kent","East Kent","30","[c]","21020","20970"
"Leaver CS","2022","No function","Ministry of Justice","Kent","Kent Thames Gateway","155","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Kent","Medway","110","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Kent","Mid Kent","85","[c]","25640","20970"
"Leaver CS","2022","No function","Ministry of Justice","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Lancashire","Blackburn with Darwen","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Lancashire","Blackpool","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Lancashire","Chorley and West Lancashire","110","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Lancashire","East Lancashire","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Lancashire","Lancaster and Wyre","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Lancashire","Mid Lancashire","100","[c]","26470","24550"
"Leaver CS","2022","No function","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Leicester","90","[c]","21820","20370"
"Leaver CS","2022","No function","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","180","[c]","21920","20970"
"Leaver CS","2022","No function","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","135","[c]","20390","20370"
"Leaver CS","2022","No function","Ministry of Justice","Lincolnshire","Lincolnshire CC","110","[c]","22200","20970"
"Leaver CS","2022","No function","Ministry of Justice","Merseyside","East Merseyside","30","[c]","22600","20970"
"Leaver CS","2022","No function","Ministry of Justice","Merseyside","Liverpool","100","[c]","23780","20970"
"Leaver CS","2022","No function","Ministry of Justice","Merseyside","Sefton","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Merseyside","Wirral","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","North Yorkshire","North Yorkshire CC","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","North Yorkshire","York","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Northumberland, and Tyne and Wear","Tyneside","60","[c]","22150","20370"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - East and North East","Barking & Dagenham and Havering","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - East and North East","Bexley and Greenwich","145","[c]","26130","23720"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - East and North East","Enfield","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - East and North East","Redbridge and Waltham Forest","25","[c]","23230","21650"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - South","Bromley","30","[c]","25340","22410"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - South","Croydon","70","[c]","28140","23720"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - South","Merton, Kingston upon Thames and Sutton","35","[c]","24890","23720"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - West and North West","Barnet","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - West and North West","Brent","30","[c]","25320","23720"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - West and North West","Ealing","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - West and North West","Harrow and Hillingdon","15","[c]","24500","23200"
"Leaver CS","2022","No function","Ministry of Justice","Outer London - West and North West","Hounslow and Richmond upon Thames","115","[c]","23450","23720"
"Leaver CS","2022","No function","Ministry of Justice","Shropshire and Staffordshire","Shropshire","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Shropshire and Staffordshire","Staffordshire CC","255","[c]","26960","20970"
"Leaver CS","2022","No function","Ministry of Justice","Shropshire and Staffordshire","Stoke-on-Trent","75","[c]","20830","20450"
"Leaver CS","2022","No function","Ministry of Justice","Shropshire and Staffordshire","Telford and Wrekin","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","South Yorkshire","Barnsley, Doncaster and Rotherham","170","[c]","29760","26810"
"Leaver CS","2022","No function","Ministry of Justice","South Yorkshire","Sheffield","60","[c]","31910","25480"
"Leaver CS","2022","No function","Ministry of Justice","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Surrey, East and West Sussex","Brighton and Hove","35","[c]","21900","20970"
"Leaver CS","2022","No function","Ministry of Justice","Surrey, East and West Sussex","East Surrey","80","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Surrey, East and West Sussex","East Sussex CC","90","[c]","23390","20970"
"Leaver CS","2022","No function","Ministry of Justice","Surrey, East and West Sussex","West Surrey","125","[c]","27720","22600"
"Leaver CS","2022","No function","Ministry of Justice","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Surrey, East and West Sussex","West Sussex (South West)","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Tees Valley and Durham","Darlington","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Tees Valley and Durham","Durham","200","[c]","34370","20970"
"Leaver CS","2022","No function","Ministry of Justice","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","80","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Tees Valley and Durham","South Teesside","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","Unknown","Unknown","230","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Central Scotland","Glasgow City","20","[c]","26420","20970"
"Leaver CS","2022","No function","Ministry of Justice","West Midlands","Birmingham","285","[c]","25580","20970"
"Leaver CS","2022","No function","Ministry of Justice","West Midlands","Coventry","15","[c]","22310","20100"
"Leaver CS","2022","No function","Ministry of Justice","West Midlands","Dudley","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Midlands","Walsall","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Midlands","Wolverhampton","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","Bridgend and Neath Port Talbot","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","Central Valleys","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","Conwy and Denbighshire","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","Gwent Valleys","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","Gwynedd","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","South West Wales","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Wales and The Valleys","Swansea","65","[c]","20040","20260"
"Leaver CS","2022","No function","Ministry of Justice","West Yorkshire","Bradford","35","[c]","21960","20100"
"Leaver CS","2022","No function","Ministry of Justice","West Yorkshire","Calderdale and Kirklees","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice","West Yorkshire","Leeds","305","[c]","25700","20970"
"Leaver CS","2022","No function","Ministry of Justice","West Yorkshire","Wakefield","110","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Bedfordshire and Hertfordshire","Bedford","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Cheshire","Warrington","45","[c]","38610","34900"
"Leaver CS","2022","No function","National Crime Agency","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","20","[c]","38440","37640"
"Leaver CS","2022","No function","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Inner London - East","Lambeth","70","[c]","48500","40170"
"Leaver CS","2022","No function","National Crime Agency","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Kent","Medway","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Lancashire","Chorley and West Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","South Yorkshire","Sheffield","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Surrey, East and West Sussex","West Sussex (North East)","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","West Midlands","Birmingham","20","[c]","38690","36410"
"Leaver CS","2022","No function","National Crime Agency","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","West Yorkshire","Wakefield","15","[c]","35640","36410"
"Leaver CS","2022","No function","Northern Ireland Office","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Nottingham","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Essex","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Essex","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Manchester","15","[c]","24090","21410"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inner London - West","Westminster","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Kent","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","75","[c]","49460","44540"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","55","[c]","31010","24650"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","20","[c]","57710","40100"
"Leaver CS","2022","No function","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Inner London - East","Tower Hamlets","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","Inner London - West","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","Eastern Scotland","Angus and Dundee City","10","[c]","24940","23230"
"Leaver CS","2022","No function","Scottish Government","Eastern Scotland","City of Edinburgh","105","[c]","32130","30450"
"Leaver CS","2022","No function","Scottish Government","Eastern Scotland","Clackmannanshire and Fife","40","[c]","31000","30240"
"Leaver CS","2022","No function","Scottish Government","Eastern Scotland","Falkirk","35","[c]","32330","35000"
"Leaver CS","2022","No function","Scottish Government","Eastern Scotland","Perth and Kinross, and Stirling","50","[c]","29870","28680"
"Leaver CS","2022","No function","Scottish Government","Eastern Scotland","West Lothian","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","[c]","28070","23780"
"Leaver CS","2022","No function","Scottish Government","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","North Eastern Scotland","Aberdeen City and Aberdeenshire","35","[c]","26940","23780"
"Leaver CS","2022","No function","Scottish Government","Southern Scotland","Dumfries and Galloway","15","[c]","31530","30450"
