"Status","Year","Age","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Internal Audit","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Internal Audit","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Internal Audit","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Internal Audit","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","International Trade","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","London","Heterosexual / straight","110","110","53120","51970"
"In post","2022","40-49","International Trade","London","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","International Trade","London","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","International Trade","London","Unknown","45","45","52810","51970"
"In post","2022","40-49","International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","International Trade","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","International Trade","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","International Trade","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","International Trade","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East Midlands (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East of England","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","London","Heterosexual / straight","120","115","44600","40430"
"In post","2022","40-49","Knowledge and Information Management","London","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","London","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","London","Unknown","30","30","41300","38160"
"In post","2022","40-49","Knowledge and Information Management","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","North West (England)","Heterosexual / straight","40","35","32590","31850"
"In post","2022","40-49","Knowledge and Information Management","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","South East (England)","Heterosexual / straight","40","40","33850","32250"
"In post","2022","40-49","Knowledge and Information Management","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","South West (England)","Heterosexual / straight","70","65","34270","30630"
"In post","2022","40-49","Knowledge and Information Management","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Wales","Heterosexual / straight","40","40","38330","38160"
"In post","2022","40-49","Knowledge and Information Management","Wales","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Wales","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Yorkshire and The Humber","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","East Midlands (England)","Heterosexual / straight","120","110","44770","48080"
"In post","2022","40-49","Legal","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Legal","East Midlands (England)","Unknown","35","35","44350","44780"
"In post","2022","40-49","Legal","East of England","Heterosexual / straight","125","110","43630","40000"
"In post","2022","40-49","Legal","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","East of England","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Legal","East of England","Unknown","50","40","39140","33550"
"In post","2022","40-49","Legal","London","Heterosexual / straight","910","840","58380","59220"
"In post","2022","40-49","Legal","London","LGBO","60","60","63520","63730"
"In post","2022","40-49","Legal","London","Undeclared","125","115","60050","63730"
"In post","2022","40-49","Legal","London","Unknown","355","320","59340","62480"
"In post","2022","40-49","Legal","North East (England)","Heterosexual / straight","85","80","43580","42190"
"In post","2022","40-49","Legal","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Legal","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Legal","North East (England)","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Legal","North West (England)","Heterosexual / straight","235","220","46150","48080"
"In post","2022","40-49","Legal","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Legal","North West (England)","Undeclared","25","20","[c]","[c]"
"In post","2022","40-49","Legal","North West (England)","Unknown","90","85","43970","40950"
"In post","2022","40-49","Legal","Northern Ireland","Heterosexual / straight","40","40","32750","33080"
"In post","2022","40-49","Legal","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Scotland","Heterosexual / straight","205","190","55050","56920"
"In post","2022","40-49","Legal","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Legal","Scotland","Unknown","40","40","52510","55200"
"In post","2022","40-49","Legal","South East (England)","Heterosexual / straight","145","135","47620","53050"
"In post","2022","40-49","Legal","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","South East (England)","Undeclared","20","15","[c]","[c]"
"In post","2022","40-49","Legal","South East (England)","Unknown","45","45","51010","53050"
"In post","2022","40-49","Legal","South West (England)","Heterosexual / straight","95","90","48960","48450"
"In post","2022","40-49","Legal","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Legal","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Legal","South West (England)","Unknown","30","30","47820","49210"
"In post","2022","40-49","Legal","Wales","Heterosexual / straight","135","125","51110","54200"
"In post","2022","40-49","Legal","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Wales","Undeclared","20","15","[c]","[c]"
"In post","2022","40-49","Legal","Wales","Unknown","30","25","49760","54180"
"In post","2022","40-49","Legal","West Midlands (England)","Heterosexual / straight","145","135","46600","48080"
"In post","2022","40-49","Legal","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Legal","West Midlands (England)","Unknown","60","55","48060","51470"
"In post","2022","40-49","Legal","Yorkshire and The Humber","Heterosexual / straight","155","145","46980","48080"
"In post","2022","40-49","Legal","Yorkshire and The Humber","LGBO","10","5","[c]","[c]"
"In post","2022","40-49","Legal","Yorkshire and The Humber","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Legal","Yorkshire and The Humber","Unknown","55","50","49450","53350"
"In post","2022","40-49","Medicine","East Midlands (England)","Heterosexual / straight","35","30","45310","40060"
"In post","2022","40-49","Medicine","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Medicine","East Midlands (England)","Unknown","15","10","[c]","[c]"
"In post","2022","40-49","Medicine","East of England","Heterosexual / straight","35","30","54000","45840"
"In post","2022","40-49","Medicine","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","East of England","Unknown","10","5","[c]","[c]"
"In post","2022","40-49","Medicine","London","Heterosexual / straight","65","60","74080","73630"
"In post","2022","40-49","Medicine","London","LGBO","10","5","[c]","[c]"
"In post","2022","40-49","Medicine","London","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Medicine","London","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Medicine","North East (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","40-49","Medicine","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","North West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Medicine","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Medicine","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Medicine","Scotland","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","40-49","Medicine","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Medicine","South East (England)","Heterosexual / straight","85","70","57290","46440"
"In post","2022","40-49","Medicine","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Medicine","South East (England)","Unknown","20","15","[c]","[c]"
"In post","2022","40-49","Medicine","South West (England)","Heterosexual / straight","75","60","49150","39030"
"In post","2022","40-49","Medicine","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Medicine","South West (England)","Unknown","45","35","42280","23280"
"In post","2022","40-49","Medicine","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Wales","Heterosexual / straight","80","75","53900","47470"
"In post","2022","40-49","Medicine","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Medicine","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","West Midlands (England)","Heterosexual / straight","30","25","63420","50170"
"In post","2022","40-49","Medicine","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Medicine","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Yorkshire and The Humber","Heterosexual / straight","45","45","48040","39030"
"In post","2022","40-49","Medicine","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Operational Delivery","East Midlands (England)","Heterosexual / straight","2210","2035","28970","27570"
"In post","2022","40-49","Operational Delivery","East Midlands (England)","LGBO","140","135","30350","27570"
"In post","2022","40-49","Operational Delivery","East Midlands (England)","Undeclared","295","270","29650","27570"
"In post","2022","40-49","Operational Delivery","East Midlands (England)","Unknown","645","585","27310","26820"
"In post","2022","40-49","Operational Delivery","East of England","Heterosexual / straight","2365","2170","30010","27760"
"In post","2022","40-49","Operational Delivery","East of England","LGBO","120","120","29820","27570"
"In post","2022","40-49","Operational Delivery","East of England","Undeclared","285","265","30420","27570"
"In post","2022","40-49","Operational Delivery","East of England","Unknown","495","440","28720","27570"
"In post","2022","40-49","Operational Delivery","London","Heterosexual / straight","5140","4855","36830","31880"
"In post","2022","40-49","Operational Delivery","London","LGBO","265","260","40660","35050"
"In post","2022","40-49","Operational Delivery","London","Undeclared","695","650","36830","31740"
"In post","2022","40-49","Operational Delivery","London","Unknown","1355","1255","36580","31060"
"In post","2022","40-49","Operational Delivery","North East (England)","Heterosexual / straight","3435","3130","27720","26590"
"In post","2022","40-49","Operational Delivery","North East (England)","LGBO","150","145","29090","26700"
"In post","2022","40-49","Operational Delivery","North East (England)","Undeclared","365","330","27150","25310"
"In post","2022","40-49","Operational Delivery","North East (England)","Unknown","1040","910","25580","22080"
"In post","2022","40-49","Operational Delivery","North West (England)","Heterosexual / straight","6560","6060","28640","27370"
"In post","2022","40-49","Operational Delivery","North West (England)","LGBO","375","360","28550","27570"
"In post","2022","40-49","Operational Delivery","North West (England)","Undeclared","760","705","28590","27370"
"In post","2022","40-49","Operational Delivery","North West (England)","Unknown","2100","1870","26240","24880"
"In post","2022","40-49","Operational Delivery","Northern Ireland","Heterosexual / straight","330","305","29170","26820"
"In post","2022","40-49","Operational Delivery","Northern Ireland","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Northern Ireland","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Northern Ireland","Unknown","120","110","25840","22080"
"In post","2022","40-49","Operational Delivery","Overseas","Heterosexual / straight","60","60","48580","54000"
"In post","2022","40-49","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Scotland","Heterosexual / straight","2720","2525","29430","27570"
"In post","2022","40-49","Operational Delivery","Scotland","LGBO","145","140","29760","27570"
"In post","2022","40-49","Operational Delivery","Scotland","Undeclared","280","260","27790","26590"
"In post","2022","40-49","Operational Delivery","Scotland","Unknown","1375","1260","27580","26820"
"In post","2022","40-49","Operational Delivery","South East (England)","Heterosexual / straight","3505","3245","30270","27570"
"In post","2022","40-49","Operational Delivery","South East (England)","LGBO","220","210","31790","29290"
"In post","2022","40-49","Operational Delivery","South East (England)","Undeclared","460","430","31170","27900"
"In post","2022","40-49","Operational Delivery","South East (England)","Unknown","790","720","28900","27570"
"In post","2022","40-49","Operational Delivery","South West (England)","Heterosexual / straight","2350","2155","30140","27570"
"In post","2022","40-49","Operational Delivery","South West (England)","LGBO","120","115","29190","27570"
"In post","2022","40-49","Operational Delivery","South West (England)","Undeclared","290","270","31320","27570"
"In post","2022","40-49","Operational Delivery","South West (England)","Unknown","635","565","28460","27130"
"In post","2022","40-49","Operational Delivery","Unknown","Heterosexual / straight","85","85","30610","27570"
"In post","2022","40-49","Operational Delivery","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Operational Delivery","Wales","Heterosexual / straight","3405","3165","29250","26820"
"In post","2022","40-49","Operational Delivery","Wales","LGBO","155","150","29440","27470"
"In post","2022","40-49","Operational Delivery","Wales","Undeclared","630","560","26110","21840"
"In post","2022","40-49","Operational Delivery","Wales","Unknown","795","705","26450","24030"
"In post","2022","40-49","Operational Delivery","West Midlands (England)","Heterosexual / straight","3215","2970","29880","27570"
"In post","2022","40-49","Operational Delivery","West Midlands (England)","LGBO","170","165","29490","27570"
"In post","2022","40-49","Operational Delivery","West Midlands (England)","Undeclared","375","345","29320","27570"
"In post","2022","40-49","Operational Delivery","West Midlands (England)","Unknown","900","805","28010","26820"
"In post","2022","40-49","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","3435","3160","29840","27570"
"In post","2022","40-49","Operational Delivery","Yorkshire and The Humber","LGBO","190","180","30940","27570"
"In post","2022","40-49","Operational Delivery","Yorkshire and The Humber","Undeclared","420","385","29800","27570"
"In post","2022","40-49","Operational Delivery","Yorkshire and The Humber","Unknown","915","815","28590","27380"
"In post","2022","40-49","Operational Research","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","London","Heterosexual / straight","45","40","60640","62120"
"In post","2022","40-49","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","London","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Operational Research","London","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Operational Research","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Operational Research","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","South East (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","40-49","Operational Research","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","South East (England)","Unknown","75","70","48920","47040"
"In post","2022","40-49","Operational Research","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Operational Research","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Operational Research","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Operational Research","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Operational Research","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other","East Midlands (England)","Heterosexual / straight","205","185","25660","21410"
"In post","2022","40-49","Other","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Other","East Midlands (England)","Unknown","35","30","23220","21260"
"In post","2022","40-49","Other","East of England","Heterosexual / straight","220","210","25950","25110"
"In post","2022","40-49","Other","East of England","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Other","East of England","Undeclared","30","30","28740","27080"
"In post","2022","40-49","Other","East of England","Unknown","40","40","25880","25110"
"In post","2022","40-49","Other","London","Heterosexual / straight","635","610","47850","37500"
"In post","2022","40-49","Other","London","LGBO","45","40","43160","35780"
"In post","2022","40-49","Other","London","Undeclared","80","75","49060","43430"
"In post","2022","40-49","Other","London","Unknown","165","160","50440","42950"
"In post","2022","40-49","Other","North East (England)","Heterosexual / straight","190","170","25790","21260"
"In post","2022","40-49","Other","North East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Other","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Other","North East (England)","Unknown","40","35","26690","21260"
"In post","2022","40-49","Other","North West (England)","Heterosexual / straight","375","350","28490","27570"
"In post","2022","40-49","Other","North West (England)","LGBO","35","35","28090","27570"
"In post","2022","40-49","Other","North West (England)","Undeclared","35","30","27250","21680"
"In post","2022","40-49","Other","North West (England)","Unknown","70","65","28060","27030"
"In post","2022","40-49","Other","Northern Ireland","Heterosexual / straight","60","60","25790","22130"
"In post","2022","40-49","Other","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other","Northern Ireland","Unknown","5","5","[c]","[c]"
