"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Overseas","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","London","AA/AO","30","30","24530","24840"
"In post","2022","Undeclared","Other","London","EO","50","45","29000","30370"
"In post","2022","Undeclared","Other","London","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Other","London","SEO/HEO","40","40","38980","38570"
"In post","2022","Undeclared","Other","Outside London","AA/AO","420","390","21380","21260"
"In post","2022","Undeclared","Other","Outside London","EO","315","295","27560","27570"
"In post","2022","Undeclared","Other","Outside London","G6/G7","50","45","57980","55230"
"In post","2022","Undeclared","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Outside London","SEO/HEO","270","255","36140","34810"
"In post","2022","Undeclared","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Outside London","G6/G7","15","10","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","London","EO","65","65","30020","29240"
"In post","2022","Undeclared","Policy","London","G6/G7","385","375","60750","58550"
"In post","2022","Undeclared","Policy","London","SCS level","45","40","81250","77060"
"In post","2022","Undeclared","Policy","London","SEO/HEO","285","280","39040","39000"
"In post","2022","Undeclared","Policy","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","Outside London","EO","30","30","26960","26670"
"In post","2022","Undeclared","Policy","Outside London","G6/G7","100","100","54740","51370"
"In post","2022","Undeclared","Policy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","Outside London","SEO/HEO","190","180","36760","36500"
"In post","2022","Undeclared","Policy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","G6/G7","40","40","58320","56590"
"In post","2022","Undeclared","Policy","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","SEO/HEO","35","35","35640","34770"
"In post","2022","Undeclared","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","G6/G7","60","60","62150","60240"
"In post","2022","Undeclared","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","SEO/HEO","60","60","40660","41950"
"In post","2022","Undeclared","Project Delivery","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Outside London","EO","30","30","27680","27550"
"In post","2022","Undeclared","Project Delivery","Outside London","G6/G7","165","160","55520","54860"
"In post","2022","Undeclared","Project Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Outside London","SEO/HEO","310","300","38000","38670"
"In post","2022","Undeclared","Project Delivery","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","AA/AO","20","15","[c]","[c]"
"In post","2022","Undeclared","Property","London","EO","35","30","31120","30620"
"In post","2022","Undeclared","Property","London","G6/G7","30","30","64110","63750"
"In post","2022","Undeclared","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","SEO/HEO","40","40","42400","39050"
"In post","2022","Undeclared","Property","Outside London","AA/AO","55","50","21240","22040"
"In post","2022","Undeclared","Property","Outside London","EO","105","90","26940","27000"
"In post","2022","Undeclared","Property","Outside London","G6/G7","80","75","57740","57380"
"In post","2022","Undeclared","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Outside London","SEO/HEO","200","185","38230","35690"
"In post","2022","Undeclared","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","G6/G7","30","30","60410","59730"
"In post","2022","Undeclared","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Outside London","AA/AO","35","35","22470","22750"
"In post","2022","Undeclared","Science and Engineering","Outside London","EO","80","80","26680","26670"
"In post","2022","Undeclared","Science and Engineering","Outside London","G6/G7","240","230","54600","53430"
"In post","2022","Undeclared","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Outside London","SEO/HEO","505","485","38110","38070"
"In post","2022","Undeclared","Science and Engineering","Outside London","Unknown","55","55","43800","43120"
"In post","2022","Undeclared","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","SEO/HEO","40","40","42220","42470"
"In post","2022","Undeclared","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","AA/AO","205","200","29660","27210"
"In post","2022","Undeclared","Security","Outside London","EO","45","45","37960","43920"
"In post","2022","Undeclared","Security","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","SEO/HEO","75","75","39080","36500"
"In post","2022","Undeclared","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","London","G6/G7","15","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Undeclared","Statistics","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","London","EO","25","20","[c]","[c]"
"In post","2022","Undeclared","Tax","London","G6/G7","35","35","69770","67910"
"In post","2022","Undeclared","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","London","SEO/HEO","75","70","40480","39740"
"In post","2022","Undeclared","Tax","Outside London","AA/AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Tax","Outside London","EO","110","95","27790","27560"
"In post","2022","Undeclared","Tax","Outside London","G6/G7","170","160","57850","55210"
"In post","2022","Undeclared","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Outside London","SEO/HEO","305","290","36010","33430"
"In post","2022","Undeclared","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","London","EO","30","30","28870","28520"
"In post","2022","Undeclared","Unknown","London","G6/G7","95","90","59930","58030"
"In post","2022","Undeclared","Unknown","London","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","London","SEO/HEO","80","80","38820","40600"
"In post","2022","Undeclared","Unknown","Outside London","AA/AO","60","55","22530","21560"
"In post","2022","Undeclared","Unknown","Outside London","EO","65","65","28380","27230"
"In post","2022","Undeclared","Unknown","Outside London","G6/G7","95","90","65570","63500"
"In post","2022","Undeclared","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Outside London","SEO/HEO","165","160","37590","36130"
"In post","2022","Undeclared","Unknown","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","London","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Commercial","London","G6/G7","75","75","58780","54110"
"In post","2022","Unknown","Commercial","London","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","London","SEO/HEO","90","90","38650","40650"
"In post","2022","Unknown","Commercial","Outside London","AA/AO","55","50","22920","21640"
"In post","2022","Unknown","Commercial","Outside London","EO","90","90","26340","26350"
"In post","2022","Unknown","Commercial","Outside London","G6/G7","65","65","55240","52150"
"In post","2022","Unknown","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Outside London","SEO/HEO","250","245","36190","36780"
"In post","2022","Unknown","Commercial","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","London","AA/AO","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","London","EO","80","80","28290","27390"
"In post","2022","Unknown","Communications","London","G6/G7","165","160","59060","57430"
"In post","2022","Unknown","Communications","London","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","London","SEO/HEO","230","230","38910","38600"
"In post","2022","Unknown","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Outside London","EO","30","30","26310","26350"
"In post","2022","Unknown","Communications","Outside London","G6/G7","45","40","55890","55210"
"In post","2022","Unknown","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Outside London","SEO/HEO","115","110","35840","35410"
"In post","2022","Unknown","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","AA/AO","20","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","EO","35","35","30900","31060"
"In post","2022","Unknown","Counter Fraud","London","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","SEO/HEO","45","45","40120","40000"
"In post","2022","Unknown","Counter Fraud","Outside London","AA/AO","35","30","21430","21260"
"In post","2022","Unknown","Counter Fraud","Outside London","EO","180","170","27990","27570"
"In post","2022","Unknown","Counter Fraud","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Outside London","SEO/HEO","80","80","35660","34790"
"In post","2022","Unknown","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","London","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","London","EO","90","85","29460","28650"
"In post","2022","Unknown","Digital, Data and Technology","London","G6/G7","285","280","62140","60260"
"In post","2022","Unknown","Digital, Data and Technology","London","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","London","SEO/HEO","355","350","39570","38600"
"In post","2022","Unknown","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","AA/AO","85","80","21400","21250"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","EO","455","440","27310","26820"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","G6/G7","530","525","57760","55500"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","SEO/HEO","1125","1110","37240","36740"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","London","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Economics","London","G6/G7","95","95","59800","59400"
"In post","2022","Unknown","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","London","SEO/HEO","135","135","34550","34130"
"In post","2022","Unknown","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Unknown","Economics","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","London","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Finance","London","EO","30","30","28960","28500"
"In post","2022","Unknown","Finance","London","G6/G7","130","125","60250","58770"
"In post","2022","Unknown","Finance","London","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","London","SEO/HEO","170","170","39340","40650"
"In post","2022","Unknown","Finance","Outside London","AA/AO","145","125","21850","21250"
"In post","2022","Unknown","Finance","Outside London","EO","160","155","26540","26350"
"In post","2022","Unknown","Finance","Outside London","G6/G7","145","145","56290","54990"
"In post","2022","Unknown","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Outside London","SEO/HEO","365","360","36470","36500"
"In post","2022","Unknown","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Outside London","AA/AO","30","30","[c]","[c]"
"In post","2022","Unknown","Geography","Outside London","EO","40","40","27610","26740"
"In post","2022","Unknown","Geography","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Outside London","SEO/HEO","55","55","35870","33290"
"In post","2022","Unknown","Human Resources","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","EO","55","55","28310","27270"
"In post","2022","Unknown","Human Resources","London","G6/G7","75","75","60600","58700"
"In post","2022","Unknown","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","SEO/HEO","105","105","37480","37000"
"In post","2022","Unknown","Human Resources","Outside London","AA/AO","115","110","21740","21250"
"In post","2022","Unknown","Human Resources","Outside London","EO","120","115","26260","26590"
"In post","2022","Unknown","Human Resources","Outside London","G6/G7","85","80","56790","55210"
"In post","2022","Unknown","Human Resources","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","SEO/HEO","230","225","35170","33930"
"In post","2022","Unknown","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","EO","40","40","29540","28700"
"In post","2022","Unknown","Intelligence Analysis","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","SEO/HEO","65","65","39920","38560"
"In post","2022","Unknown","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Outside London","EO","75","75","26090","25560"
"In post","2022","Unknown","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Outside London","SEO/HEO","45","45","34910","33370"
"In post","2022","Unknown","Intelligence Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","London","EO","25","25","[c]","[c]"
"In post","2022","Unknown","International Trade","London","G6/G7","140","140","55480","51970"
"In post","2022","Unknown","International Trade","London","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","International Trade","London","SEO/HEO","175","175","36660","38160"
"In post","2022","Unknown","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","International Trade","Outside London","SEO/HEO","30","30","34530","33370"
"In post","2022","Unknown","International Trade","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","SEO/HEO","50","50","36530","35750"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","AA/AO","30","30","21010","21170"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","EO","30","25","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","SEO/HEO","40","35","33800","33000"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","London","EO","120","115","30960","31020"
"In post","2022","Unknown","Legal","London","G6/G7","390","365","63120","63220"
"In post","2022","Unknown","Legal","London","SCS level","35","30","91880","80570"
"In post","2022","Unknown","Legal","London","SEO/HEO","215","210","39110","37930"
"In post","2022","Unknown","Legal","Outside London","AA/AO","45","35","21790","21250"
"In post","2022","Unknown","Legal","Outside London","EO","275","265","27140","26820"
"In post","2022","Unknown","Legal","Outside London","G6/G7","305","280","57240","55610"
"In post","2022","Unknown","Legal","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Outside London","SEO/HEO","345","335","35960","33430"
"In post","2022","Unknown","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","London","G6/G7","20","15","[c]","[c]"
"In post","2022","Unknown","Medicine","London","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Medicine","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Medicine","Outside London","AA/AO","95","85","21070","20550"
"In post","2022","Unknown","Medicine","Outside London","EO","35","30","31710","31530"
"In post","2022","Unknown","Medicine","Outside London","G6/G7","95","80","75900","80310"
"In post","2022","Unknown","Medicine","Outside London","SCS level","25","20","[c]","[c]"
"In post","2022","Unknown","Medicine","Outside London","SEO/HEO","95","85","39190","39030"
"In post","2022","Unknown","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
