"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inspector of Education and Training","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","London","AA/AO","50","[c]","24160","23930"
"Leaver Dept.","2022","Black","Operational Delivery","London","EO","130","[c]","29180","28990"
"Leaver Dept.","2022","Black","Operational Delivery","London","G6/G7","35","[c]","57540","54560"
"Leaver Dept.","2022","Black","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","London","SEO/HEO","110","[c]","36220","35420"
"Leaver Dept.","2022","Black","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Outside London","AA/AO","55","[c]","20690","20970"
"Leaver Dept.","2022","Black","Operational Delivery","Outside London","EO","100","[c]","26780","27570"
"Leaver Dept.","2022","Black","Operational Delivery","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Outside London","SEO/HEO","40","[c]","33680","32150"
"Leaver Dept.","2022","Black","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","London","SEO/HEO","40","[c]","37490","35890"
"Leaver Dept.","2022","Black","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","London","SEO/HEO","40","[c]","37350","40060"
"Leaver Dept.","2022","Black","Science and Engineering","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","Outside London","SEO/HEO","45","[c]","36530","38150"
"Leaver Dept.","2022","Black","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","SEO/HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Veterinarian","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
