"Status","Year","Function_of_post","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Bexley and Greenwich","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Birmingham","Outside London","AA/AO","135","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Birmingham","Outside London","EO","85","[c]","26740","27570"
"Leaver CS","2022","Unknown","Birmingham","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Birmingham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Birmingham","Outside London","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Blackburn with Darwen","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Blackpool","Outside London","AA/AO","30","[c]","21240","21260"
"Leaver CS","2022","Unknown","Blackpool","Outside London","EO","15","[c]","27330","27570"
"Leaver CS","2022","Unknown","Blackpool","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Blackpool","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bournemouth, Christchurch and Poole","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bournemouth, Christchurch and Poole","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bradford","Outside London","AA/AO","115","[c]","21140","21140"
"Leaver CS","2022","Unknown","Bradford","Outside London","EO","50","[c]","27570","27570"
"Leaver CS","2022","Unknown","Bradford","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bradford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bradford","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Breckland and South Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Brent","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bridgend and Neath Port Talbot","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bridgend and Neath Port Talbot","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bridgend and Neath Port Talbot","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bristol, City of","Outside London","AA/AO","35","[c]","20080","21140"
"Leaver CS","2022","Unknown","Bristol, City of","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bristol, City of","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bristol, City of","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bromley","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bromley","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Buckinghamshire","Outside London","AA/AO","15","[c]","21550","21220"
"Leaver CS","2022","Unknown","Buckinghamshire","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Buckinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Buckinghamshire","Outside London","SEO/HEO","10","[c]","36430","35000"
"Leaver CS","2022","Unknown","Caithness and Sutherland, and Ross and Cromarty","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Caithness and Sutherland, and Ross and Cromarty","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Calderdale and Kirklees","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Calderdale and Kirklees","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Calderdale and Kirklees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cambridgeshire CC","Outside London","AA/AO","15","[c]","22460","21170"
"Leaver CS","2022","Unknown","Cambridgeshire CC","Outside London","EO","15","[c]","28820","27570"
"Leaver CS","2022","Unknown","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cambridgeshire CC","Outside London","SEO/HEO","10","[c]","37540","37460"
"Leaver CS","2022","Unknown","Camden and City of London","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Camden and City of London","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Camden and City of London","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Camden and City of London","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cardiff and Vale of Glamorgan","Outside London","AA/AO","230","[c]","22170","21680"
"Leaver CS","2022","Unknown","Cardiff and Vale of Glamorgan","Outside London","EO","110","[c]","27900","28210"
"Leaver CS","2022","Unknown","Cardiff and Vale of Glamorgan","Outside London","G6/G7","30","[c]","65650","60950"
"Leaver CS","2022","Unknown","Cardiff and Vale of Glamorgan","Outside London","SCS level","15","[c]","103880","101320"
"Leaver CS","2022","Unknown","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","90","[c]","38040","37890"
"Leaver CS","2022","Unknown","Central Bedfordshire","Outside London","AA/AO","15","[c]","20900","21170"
"Leaver CS","2022","Unknown","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Central Bedfordshire","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Central Hampshire","Outside London","AA/AO","25","[c]","21210","20920"
"Leaver CS","2022","Unknown","Central Hampshire","Outside London","EO","25","[c]","25400","26670"
"Leaver CS","2022","Unknown","Central Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Central Hampshire","Outside London","SEO/HEO","20","[c]","36560","35040"
"Leaver CS","2022","Unknown","Central Valleys","Outside London","AA/AO","10","[c]","22520","22110"
"Leaver CS","2022","Unknown","Central Valleys","Outside London","EO","25","[c]","28010","27570"
"Leaver CS","2022","Unknown","Central Valleys","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Central Valleys","Outside London","SEO/HEO","10","[c]","40250","37410"
"Leaver CS","2022","Unknown","Cheshire East","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire East","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire West and Chester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire West and Chester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chorley and West Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","City of Edinburgh","Outside London","AA/AO","295","[c]","23820","23230"
"Leaver CS","2022","Unknown","City of Edinburgh","Outside London","EO","80","[c]","28270","27940"
"Leaver CS","2022","Unknown","City of Edinburgh","Outside London","G6/G7","80","[c]","65460","62170"
"Leaver CS","2022","Unknown","City of Edinburgh","Outside London","SCS level","15","[c]","93290","87520"
"Leaver CS","2022","Unknown","City of Edinburgh","Outside London","SEO/HEO","190","[c]","39750","39660"
"Leaver CS","2022","Unknown","Clackmannanshire and Fife","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Clackmannanshire and Fife","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Clackmannanshire and Fife","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Clackmannanshire and Fife","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Conwy and Denbighshire","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Conwy and Denbighshire","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Conwy and Denbighshire","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Conwy and Denbighshire","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Outside London","AA/AO","40","[c]","20810","21170"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Coventry","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Coventry","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Croydon","London","AA/AO","90","[c]","24440","25630"
"Leaver CS","2022","Unknown","Croydon","London","EO","120","[c]","29050","28850"
"Leaver CS","2022","Unknown","Croydon","London","G6/G7","70","[c]","63600","61690"
"Leaver CS","2022","Unknown","Croydon","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Croydon","London","SEO/HEO","145","[c]","39330","37510"
"Leaver CS","2022","Unknown","Croydon","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Darlington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Darlington","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derby","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derby","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derry City and Strabane","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derry City and Strabane","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon CC","Outside London","AA/AO","20","[c]","20320","21010"
"Leaver CS","2022","Unknown","Devon CC","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon CC","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset","Outside London","AA/AO","15","[c]","20720","21130"
"Leaver CS","2022","Unknown","Dorset","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dudley","Outside London","AA/AO","15","[c]","21210","21260"
"Leaver CS","2022","Unknown","Dudley","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dumfries and Galloway","Outside London","AA/AO","10","[c]","25720","24020"
"Leaver CS","2022","Unknown","Dumfries and Galloway","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dumfries and Galloway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dumfries and Galloway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Durham","Outside London","AA/AO","80","[c]","21050","21680"
"Leaver CS","2022","Unknown","Durham","Outside London","EO","20","[c]","26020","25310"
"Leaver CS","2022","Unknown","Durham","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ealing","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ealing","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Derbyshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Derbyshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AA/AO","10","[c]","21470","21220"
"Leaver CS","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","SEO/HEO","10","[c]","40600","37380"
"Leaver CS","2022","Unknown","East Kent","Outside London","AA/AO","40","[c]","22240","21680"
"Leaver CS","2022","Unknown","East Kent","Outside London","EO","70","[c]","27830","27370"
"Leaver CS","2022","Unknown","East Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Kent","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Lothian and Midlothian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Lothian and Midlothian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Merseyside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Riding of Yorkshire","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Riding of Yorkshire","Outside London","EO","25","[c]","27450","26930"
"Leaver CS","2022","Unknown","East Riding of Yorkshire","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Surrey","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Surrey","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Sussex CC","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Sussex CC","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Enfield","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex Haven Gateway","Outside London","AA/AO","20","[c]","21210","21380"
"Leaver CS","2022","Unknown","Essex Haven Gateway","Outside London","EO","15","[c]","27600","27240"
"Leaver CS","2022","Unknown","Essex Haven Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex Thames Gateway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex Thames Gateway","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Falkirk","Outside London","AA/AO","15","[c]","21160","21140"
"Leaver CS","2022","Unknown","Falkirk","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Falkirk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Flintshire and Wrexham","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Flintshire and Wrexham","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Flintshire and Wrexham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Flintshire and Wrexham","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Glasgow City","Outside London","AA/AO","120","[c]","21620","21430"
"Leaver CS","2022","Unknown","Glasgow City","Outside London","EO","60","[c]","26710","27230"
"Leaver CS","2022","Unknown","Glasgow City","Outside London","G6/G7","35","[c]","65900","63490"
"Leaver CS","2022","Unknown","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Glasgow City","Outside London","SEO/HEO","75","[c]","39400","39660"
"Leaver CS","2022","Unknown","Gloucestershire CC","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire CC","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester North East","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester North East","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester North East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester North West","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester North West","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester South East","Outside London","AA/AO","20","[c]","21180","21260"
"Leaver CS","2022","Unknown","Greater Manchester South East","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester South East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester South West","Outside London","AA/AO","185","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester South West","Outside London","EO","60","[c]","25320","25040"
"Leaver CS","2022","Unknown","Greater Manchester South West","Outside London","G6/G7","40","[c]","63840","62200"
"Leaver CS","2022","Unknown","Greater Manchester South West","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester South West","Outside London","SEO/HEO","70","[c]","35850","37450"
"Leaver CS","2022","Unknown","Gwent Valleys","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gwent Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gwent Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gwent Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gwent Valleys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gwynedd","Outside London","AA/AO","15","[c]","21840","21260"
"Leaver CS","2022","Unknown","Gwynedd","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gwynedd","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gwynedd","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hackney and Newham","London","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hackney and Newham","London","EO","80","[c]","31000","31060"
"Leaver CS","2022","Unknown","Hackney and Newham","London","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hackney and Newham","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hackney and Newham","London","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Haringey and Islington","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Haringey and Islington","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Harrow and Hillingdon","London","AA/AO","25","[c]","25490","25630"
"Leaver CS","2022","Unknown","Harrow and Hillingdon","London","EO","95","[c]","31130","30500"
"Leaver CS","2022","Unknown","Harrow and Hillingdon","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Harrow and Hillingdon","London","SEO/HEO","35","[c]","38380","37040"
"Leaver CS","2022","Unknown","Hartlepool and Stockton-on-Tees","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hartlepool and Stockton-on-Tees","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hartlepool and Stockton-on-Tees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heart of Essex","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, County of","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, County of","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, County of","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hertfordshire CC","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hertfordshire CC","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hertfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hertfordshire CC","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hounslow and Richmond upon Thames","London","AA/AO","20","[c]","22730","22460"
"Leaver CS","2022","Unknown","Hounslow and Richmond upon Thames","London","EO","20","[c]","28720","28870"
"Leaver CS","2022","Unknown","Hounslow and Richmond upon Thames","London","G6/G7","10","[c]","54390","52590"
"Leaver CS","2022","Unknown","Hounslow and Richmond upon Thames","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA/AO","30","[c]","21760","21170"
"Leaver CS","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","15","[c]","29130","29200"
"Leaver CS","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO/HEO","10","[c]","40430","39030"
"Leaver CS","2022","Unknown","Isle of Anglesey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Isle of Anglesey","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Isle of Anglesey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Isle of Wight","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent Thames Gateway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent Thames Gateway","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent Thames Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kingston upon Hull, City of","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kingston upon Hull, City of","Outside London","EO","10","[c]","25990","25470"
"Leaver CS","2022","Unknown","Kingston upon Hull, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kingston upon Hull, City of","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lambeth","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lambeth","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lambeth","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lambeth","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lambeth","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancaster and Wyre","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancaster and Wyre","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancaster and Wyre","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancaster and Wyre","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leeds","Outside London","AA/AO","125","[c]","21410","21260"
"Leaver CS","2022","Unknown","Leeds","Outside London","EO","100","[c]","25850","26030"
"Leaver CS","2022","Unknown","Leeds","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leeds","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leeds","Outside London","SEO/HEO","65","[c]","35060","33180"
"Leaver CS","2022","Unknown","Leeds","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicester","Outside London","AA/AO","120","[c]","21170","21260"
"Leaver CS","2022","Unknown","Leicester","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicester","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire CC and Rutland","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire CC and Rutland","Outside London","EO","10","[c]","28790","27570"
"Leaver CS","2022","Unknown","Leicestershire CC and Rutland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lewisham and Southwark","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lewisham and Southwark","London","EO","20","[c]","29700","28760"
"Leaver CS","2022","Unknown","Lewisham and Southwark","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire CC","Outside London","AA/AO","40","[c]","20390","20990"
