"Status","Year","Function_of_post","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","North Yorkshire CC","Outside London","SEO/HEO","15","10","35560","33630"
"In post","2022","Human Resources","Northumberland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","Outside London","AA/AO","10","10","20800","20750"
"In post","2022","Human Resources","Norwich and East Norfolk","Outside London","EO","20","20","25480","24250"
"In post","2022","Human Resources","Norwich and East Norfolk","Outside London","G6/G7","10","10","52830","49680"
"In post","2022","Human Resources","Norwich and East Norfolk","Outside London","SEO/HEO","20","15","33780","32270"
"In post","2022","Human Resources","Nottingham","Outside London","AA/AO","25","20","21420","21710"
"In post","2022","Human Resources","Nottingham","Outside London","EO","100","95","26720","27130"
"In post","2022","Human Resources","Nottingham","Outside London","G6/G7","80","75","57120","55210"
"In post","2022","Human Resources","Nottingham","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Nottingham","Outside London","SEO/HEO","235","225","36100","33840"
"In post","2022","Human Resources","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","G6/G7","10","10","55920","54070"
"In post","2022","Human Resources","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","SEO/HEO","20","20","34880","33460"
"In post","2022","Human Resources","Oxfordshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Peterborough","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Peterborough","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Plymouth","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Plymouth","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","Outside London","AA/AO","25","20","21300","21170"
"In post","2022","Human Resources","Portsmouth","Outside London","EO","30","30","27140","26760"
"In post","2022","Human Resources","Portsmouth","Outside London","G6/G7","15","10","58650","55800"
"In post","2022","Human Resources","Portsmouth","Outside London","SEO/HEO","30","30","36420","36260"
"In post","2022","Human Resources","Powys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Powys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sandwell","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sandwell","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","Outside London","AA/AO","20","15","21310","20730"
"In post","2022","Human Resources","Sefton","Outside London","EO","30","30","26980","27570"
"In post","2022","Human Resources","Sefton","Outside London","G6/G7","30","30","56780","55410"
"In post","2022","Human Resources","Sefton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","Outside London","SEO/HEO","70","65","35080","33910"
"In post","2022","Human Resources","Sheffield","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Sheffield","Outside London","EO","50","45","26680","27570"
"In post","2022","Human Resources","Sheffield","Outside London","G6/G7","55","50","54020","51180"
"In post","2022","Human Resources","Sheffield","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Sheffield","Outside London","SEO/HEO","95","90","34290","33350"
"In post","2022","Human Resources","Sheffield","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Shropshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","Outside London","SEO/HEO","10","10","33770","33300"
"In post","2022","Human Resources","Solihull","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","Outside London","SEO/HEO","15","15","37180","35310"
"In post","2022","Human Resources","South and West Derbyshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","South Ayrshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","Outside London","SEO/HEO","20","20","34400","33520"
"In post","2022","Human Resources","South Lanarkshire","Outside London","AA/AO","10","10","21690","21740"
"In post","2022","Human Resources","South Lanarkshire","Outside London","EO","25","20","25880","26120"
"In post","2022","Human Resources","South Lanarkshire","Outside London","G6/G7","20","20","56310","55000"
"In post","2022","Human Resources","South Lanarkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","Outside London","SEO/HEO","30","30","35440","33930"
"In post","2022","Human Resources","South Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","Outside London","SEO/HEO","10","10","33160","30070"
"In post","2022","Human Resources","South Teesside","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","South Teesside","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South West Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South West Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South West Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southampton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southampton","Outside London","EO","15","10","26480","26350"
"In post","2022","Human Resources","Southampton","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Southampton","Outside London","SEO/HEO","20","15","36300","38650"
"In post","2022","Human Resources","Southend-on-Sea","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southend-on-Sea","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","Outside London","EO","10","10","27460","27570"
"In post","2022","Human Resources","Staffordshire CC","Outside London","G6/G7","15","10","56410","54540"
"In post","2022","Human Resources","Staffordshire CC","Outside London","SEO/HEO","45","45","36500","36050"
"In post","2022","Human Resources","Stoke-on-Trent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Stoke-on-Trent","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Human Resources","Stoke-on-Trent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","Outside London","SEO/HEO","35","35","35860","34610"
"In post","2022","Human Resources","Sunderland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","Outside London","EO","20","20","27660","27570"
"In post","2022","Human Resources","Sunderland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","Outside London","SEO/HEO","15","10","35630","34770"
"In post","2022","Human Resources","Swansea","Outside London","AA/AO","30","30","21290","21840"
"In post","2022","Human Resources","Swansea","Outside London","EO","70","65","26540","26470"
"In post","2022","Human Resources","Swansea","Outside London","G6/G7","20","20","55110","54810"
"In post","2022","Human Resources","Swansea","Outside London","SEO/HEO","125","120","35010","33350"
"In post","2022","Human Resources","Swindon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swindon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swindon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","Outside London","EO","10","10","27070","27570"
"In post","2022","Human Resources","Telford and Wrekin","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Thurrock","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Torbay","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Torbay","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tower Hamlets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tower Hamlets","London","EO","25","25","28390","27510"
"In post","2022","Human Resources","Tower Hamlets","London","G6/G7","90","85","61790","60640"
"In post","2022","Human Resources","Tower Hamlets","London","SCS level","15","15","95380","96450"
"In post","2022","Human Resources","Tower Hamlets","London","SEO/HEO","90","85","39140","40600"
"In post","2022","Human Resources","Tyneside","Outside London","AA/AO","240","215","21200","21050"
"In post","2022","Human Resources","Tyneside","Outside London","EO","200","185","26130","26590"
"In post","2022","Human Resources","Tyneside","Outside London","G6/G7","80","80","53770","51830"
"In post","2022","Human Resources","Tyneside","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Human Resources","Tyneside","Outside London","SEO/HEO","260","250","34270","33080"
"In post","2022","Human Resources","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","SEO/HEO","25","20","34070","32790"
"In post","2022","Human Resources","Wakefield","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wakefield","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Wakefield","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wakefield","Outside London","SEO/HEO","30","30","35190","33200"
"In post","2022","Human Resources","Walsall","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wandsworth","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wandsworth","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Warrington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warrington","Outside London","EO","10","10","27880","27570"
"In post","2022","Human Resources","Warrington","Outside London","G6/G7","15","15","54050","55740"
"In post","2022","Human Resources","Warrington","Outside London","SEO/HEO","40","40","38340","37170"
"In post","2022","Human Resources","Warwickshire CC","Outside London","AA/AO","15","10","20990","21310"
"In post","2022","Human Resources","Warwickshire CC","Outside London","EO","10","10","27310","26790"
"In post","2022","Human Resources","Warwickshire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","Outside London","SEO/HEO","40","35","35810","33180"
"In post","2022","Human Resources","West Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Lothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Lothian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Lothian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","West Surrey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Surrey","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","West Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Surrey","Outside London","SEO/HEO","10","10","36060","36110"
"In post","2022","Human Resources","West Sussex (North East)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (North East)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (North East)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (North East)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","Outside London","AA/AO","35","30","21720","22080"
"In post","2022","Human Resources","West Sussex (South West)","Outside London","EO","30","25","28230","28920"
"In post","2022","Human Resources","West Sussex (South West)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","Outside London","SEO/HEO","15","15","35340","35980"
"In post","2022","Human Resources","Westminster","London","AA/AO","60","55","24410","24210"
"In post","2022","Human Resources","Westminster","London","EO","335","325","28670","28310"
"In post","2022","Human Resources","Westminster","London","G6/G7","700","675","60040","58550"
"In post","2022","Human Resources","Westminster","London","SCS level","115","115","86080","78150"
"In post","2022","Human Resources","Westminster","London","SEO/HEO","890","870","38240","37610"
"In post","2022","Human Resources","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","Outside London","EO","45","40","25070","24580"
"In post","2022","Human Resources","Wiltshire","Outside London","G6/G7","35","30","53000","54540"
"In post","2022","Human Resources","Wiltshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","Outside London","SEO/HEO","75","70","34840","33300"
"In post","2022","Human Resources","Wirral","Outside London","AA/AO","10","10","23320","23320"
"In post","2022","Human Resources","Wirral","Outside London","EO","20","20","27270","27570"
"In post","2022","Human Resources","Wirral","Outside London","G6/G7","10","10","53620","50340"
"In post","2022","Human Resources","Wirral","Outside London","SEO/HEO","20","20","32900","31950"
"In post","2022","Human Resources","Wolverhampton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","Outside London","SEO/HEO","25","25","33830","31740"
"In post","2022","Human Resources","Worcestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","York","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","York","Outside London","EO","20","15","26150","26670"
"In post","2022","Human Resources","York","Outside London","G6/G7","35","35","54100","51850"
"In post","2022","Human Resources","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","York","Outside London","SEO/HEO","50","45","34200","33300"
"In post","2022","Internal Audit","Antrim and Newtownabbey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Barking & Dagenham and Havering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","20","20","39860","40000"
"In post","2022","Internal Audit","Berkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Berkshire","Outside London","SEO/HEO","10","10","36940","33940"
"In post","2022","Internal Audit","Bexley and Greenwich","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","Outside London","SEO/HEO","10","10","41600","42900"
"In post","2022","Internal Audit","Blackpool","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Blackpool","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Internal Audit","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bradford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Breckland and South Norfolk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","Outside London","SEO/HEO","10","10","40900","40320"
"In post","2022","Internal Audit","Buckinghamshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cambridgeshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cambridgeshire CC","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Camden and City of London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Camden and City of London","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cardiff and Vale of Glamorgan","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Valleys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cheshire East","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cheshire West and Chester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Chorley and West Lancashire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Chorley and West Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","Outside London","SEO/HEO","10","10","42090","44940"
"In post","2022","Internal Audit","Clackmannanshire and Fife","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Coventry","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Coventry","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Croydon","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Croydon","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Croydon","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Darlington","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Darlington","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Devon CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Devon CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Dorset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Dudley","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Durham","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Riding of Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Sussex CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Essex Haven Gateway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Essex Haven Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Essex Thames Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester North East","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester North West","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Hackney and Newham","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hackney and Newham","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hackney and Newham","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hackney and Newham","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Harrow and Hillingdon","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hertfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hertfordshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hounslow and Richmond upon Thames","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Isle of Anglesey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Lancaster and Wyre","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leeds","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leeds","Outside London","G6/G7","10","10","52900","49750"
"In post","2022","Internal Audit","Leeds","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leeds","Outside London","SEO/HEO","15","15","38320","39280"
"In post","2022","Internal Audit","Leicester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leicester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
