"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","AA","30","25","23160","23230"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","EO","40","35","29390","30040"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","HEO","25","25","34530","36130"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Communications","HEO","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","10","10","58390","59470"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","HEO","15","15","36370","35070"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","25","20","46180","45750"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","G7","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","40","35","20920","21100"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","290","270","24930","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","20","20","53750","51660"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","400","370","32910","31220"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","105","100","41900","40470"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","670","620","21670","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","645","615","26130","25190"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","G6","20","20","61400","61390"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","G7","55","50","50240","49360"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","325","315","30590","30040"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","195","185","38010","37240"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","HEO","15","15","29800","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","AA","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","AO","170","165","23680","24370"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","150","140","27650","27960"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","G6","15","15","64010","63810"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","G7","40","40","53130","52290"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","HEO","110","105","32750","32560"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO","80","75","40110","39350"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","EO","15","15","24970","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","G6","20","20","62040","61370"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","G7","75","70","52510","54100"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","HEO","10","10","30110","29550"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","SEO","210","195","40520","37480"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Legal","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Legal","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","SEO","15","15","37810","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","G6","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","G7","10","10","56500","56680"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","SEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","AO","460","430","21830","21050"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","EO","910","880","26670","27500"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","G6","1015","1005","69640","65960"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","G7","2610","2560","56560","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","HEO","3110","3080","31670","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","SCS level","730","715","100500","93000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","SEO","1030","1010","40190","40600"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","G7","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","15","15","25200","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","HEO","20","20","29950","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO","15","15","37570","37280"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","EO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","G7","10","10","48910","48080"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","EO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","EO","10","10","24970","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","HEO","15","15","29320","29270"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","AO","30","30","21220","21510"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","105","100","25290","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","G6","20","20","61520","59680"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","G7","60","60","48890","48080"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","HEO","135","130","29860","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO","110","105","37160","36580"
"In post","2022","Charity Commission","Charity Commission","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","SEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","EO","10","10","25010","24440"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","HEO","20","20","29650","29160"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","SEO","15","15","36970","37910"
"In post","2022","Charity Commission","Charity Commission","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","SEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","G7","20","15","53570","51070"
"In post","2022","Charity Commission","Charity Commission","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","SEO","[c]","[c]","[c]","[c]"
