"Status","Year","Age","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","15","15","23970","22480"
"In post","2022","16-19","Operational Delivery","Cheshire","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Derbyshire and Nottinghamshire","20","20","22330","21250"
"In post","2022","16-19","Operational Delivery","Devon","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","25","20","22910","21820"
"In post","2022","16-19","Operational Delivery","East Wales","25","25","21380","21250"
"In post","2022","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Eastern Scotland","15","15","21610","21250"
"In post","2022","16-19","Operational Delivery","Essex","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","21740","21250"
"In post","2022","16-19","Operational Delivery","Greater Manchester","35","30","21560","21250"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","20","20","22230","20890"
"In post","2022","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","10","10","26740","25220"
"In post","2022","16-19","Operational Delivery","Inner London - West","15","15","24100","22710"
"In post","2022","16-19","Operational Delivery","Kent","30","30","23520","21740"
"In post","2022","16-19","Operational Delivery","Lancashire","25","25","22040","21260"
"In post","2022","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","20","15","22060","21110"
"In post","2022","16-19","Operational Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Merseyside","40","40","21480","21250"
"In post","2022","16-19","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northumberland, and Tyne and Wear","30","30","21430","21260"
"In post","2022","16-19","Operational Delivery","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - South","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - West and North West","10","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Shropshire and Staffordshire","10","10","22300","22490"
"In post","2022","16-19","Operational Delivery","South Yorkshire","15","15","22180","21680"
"In post","2022","16-19","Operational Delivery","Southern Scotland","10","10","21260","21250"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","15","15","24420","23140"
"In post","2022","16-19","Operational Delivery","Tees Valley and Durham","15","15","22110","23140"
"In post","2022","16-19","Operational Delivery","West Central Scotland","20","15","21300","21250"
"In post","2022","16-19","Operational Delivery","West Midlands","30","25","21810","21260"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","80","65","19570","18310"
"In post","2022","16-19","Operational Delivery","West Yorkshire","45","45","22070","21250"
"In post","2022","16-19","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","16-19","Other","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Inner London - West","10","10","[c]","[c]"
"In post","2022","16-19","Other","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Southern Scotland","10","10","[c]","[c]"
"In post","2022","16-19","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Greater Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - West","20","20","25820","25170"
"In post","2022","16-19","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands","5","5","[c]","[c]"
"In post","2022","16-19","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","15","15","19130","16630"
"In post","2022","16-19","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Devon","10","10","18710","18030"
"In post","2022","16-19","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East Wales","10","10","17820","17450"
"In post","2022","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","18300","17140"
"In post","2022","16-19","Science and Engineering","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Wales","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Greater Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Merseyside","10","10","[c]","[c]"
"In post","2022","16-19","Tax","Northumberland, and Tyne and Wear","15","15","21250","21250"
"In post","2022","16-19","Tax","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Yorkshire","10","10","21250","21250"
"In post","2022","16-19","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Eastern Scotland","30","30","22460","21050"
"In post","2022","16-19","Unknown","Greater Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - West","15","15","25820","24490"
"In post","2022","16-19","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northumberland, and Tyne and Wear","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Central Scotland","20","20","21530","21050"
"In post","2022","16-19","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","30","30","27400","25990"
"In post","2022","20-29","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Derbyshire and Nottinghamshire","10","10","28070","26860"
"In post","2022","20-29","Commercial","Devon","10","10","35120","33740"
"In post","2022","20-29","Commercial","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","East Anglia","20","20","30350","30420"
"In post","2022","20-29","Commercial","East Wales","25","25","30050","30420"
"In post","2022","20-29","Commercial","Eastern Scotland","25","20","27580","26960"
"In post","2022","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","315","315","29300","28360"
"In post","2022","20-29","Commercial","Greater Manchester","45","45","33690","33080"
"In post","2022","20-29","Commercial","Hampshire and Isle of Wight","45","45","28590","26670"
"In post","2022","20-29","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Inner London - East","15","15","32830","29690"
"In post","2022","20-29","Commercial","Inner London - West","230","230","40220","40650"
"In post","2022","20-29","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Merseyside","40","40","31040","30420"
"In post","2022","20-29","Commercial","North Yorkshire","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Northumberland, and Tyne and Wear","10","10","32890","31990"
"In post","2022","20-29","Commercial","Outer London - South","15","15","35120","32350"
"In post","2022","20-29","Commercial","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Shropshire and Staffordshire","15","15","28890","26670"
"In post","2022","20-29","Commercial","South Yorkshire","35","30","29810","29360"
"In post","2022","20-29","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Tees Valley and Durham","15","15","29850","25000"
"In post","2022","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","West Central Scotland","20","20","29510","26670"
"In post","2022","20-29","Commercial","West Midlands","30","30","30360","30000"
"In post","2022","20-29","Commercial","West Wales and The Valleys","10","10","25630","21840"
"In post","2022","20-29","Commercial","West Yorkshire","65","60","33080","30730"
"In post","2022","20-29","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Derbyshire and Nottinghamshire","10","10","28800","30730"
"In post","2022","20-29","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","East Anglia","10","10","[c]","[c]"
"In post","2022","20-29","Communications","East Wales","35","35","32380","30770"
"In post","2022","20-29","Communications","Eastern Scotland","10","10","29080","30520"
"In post","2022","20-29","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","30280","28710"
"In post","2022","20-29","Communications","Greater Manchester","30","30","28090","25120"
"In post","2022","20-29","Communications","Hampshire and Isle of Wight","20","20","28720","26670"
"In post","2022","20-29","Communications","Inner London - East","45","40","33890","33120"
"In post","2022","20-29","Communications","Inner London - West","585","585","37520","35500"
"In post","2022","20-29","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Merseyside","10","10","[c]","[c]"
"In post","2022","20-29","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","20-29","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","West Midlands","10","10","33540","30730"
"In post","2022","20-29","Communications","West Wales and The Valleys","15","15","28770","26130"
"In post","2022","20-29","Communications","West Yorkshire","10","10","37190","33620"
"In post","2022","20-29","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Inner London - West","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Derbyshire and Nottinghamshire","15","15","25750","27570"
"In post","2022","20-29","Counter Fraud","Devon","10","10","28200","27570"
"In post","2022","20-29","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Anglia","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Wales","20","20","22590","20610"
"In post","2022","20-29","Counter Fraud","East Yorkshire and Northern Lincolnshire","10","10","26780","27570"
"In post","2022","20-29","Counter Fraud","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Essex","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","26120","27570"
"In post","2022","20-29","Counter Fraud","Greater Manchester","15","15","28250","27570"
"In post","2022","20-29","Counter Fraud","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - East","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - West","45","45","33460","33100"
"In post","2022","20-29","Counter Fraud","Kent","35","35","25730","24250"
"In post","2022","20-29","Counter Fraud","Lancashire","15","15","28120","27570"
"In post","2022","20-29","Counter Fraud","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Merseyside","35","35","26100","27570"
"In post","2022","20-29","Counter Fraud","North Yorkshire","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Northumberland, and Tyne and Wear","70","65","28150","27570"
"In post","2022","20-29","Counter Fraud","Outer London - East and North East","85","85","26930","25110"
"In post","2022","20-29","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South Yorkshire","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Southern Scotland","25","25","22770","21260"
"In post","2022","20-29","Counter Fraud","Surrey, East and West Sussex","10","10","29750","28430"
"In post","2022","20-29","Counter Fraud","Tees Valley and Durham","10","10","26000","26300"
"In post","2022","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Central Scotland","25","25","24590","24880"
"In post","2022","20-29","Counter Fraud","West Midlands","45","45","28330","27570"
"In post","2022","20-29","Counter Fraud","West Wales and The Valleys","50","50","24940","27570"
"In post","2022","20-29","Counter Fraud","West Yorkshire","20","20","28560","27570"
"In post","2022","20-29","Digital, Data and Technology","Bedfordshire and Hertfordshire","15","15","31360","29670"
"In post","2022","20-29","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","35","35","33640","30660"
"In post","2022","20-29","Digital, Data and Technology","Cheshire","30","30","31330","28840"
"In post","2022","20-29","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Derbyshire and Nottinghamshire","40","40","33020","33080"
"In post","2022","20-29","Digital, Data and Technology","Devon","175","175","27420","27130"
"In post","2022","20-29","Digital, Data and Technology","Dorset and Somerset","25","25","31680","33140"
"In post","2022","20-29","Digital, Data and Technology","East Anglia","35","35","28330","26350"
"In post","2022","20-29","Digital, Data and Technology","East Wales","175","170","30920","30210"
"In post","2022","20-29","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Eastern Scotland","45","45","31440","30650"
"In post","2022","20-29","Digital, Data and Technology","Essex","20","20","32090","33080"
"In post","2022","20-29","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","240","235","30810","28930"
"In post","2022","20-29","Digital, Data and Technology","Greater Manchester","250","250","34850","33080"
"In post","2022","20-29","Digital, Data and Technology","Hampshire and Isle of Wight","70","70","29770","29350"
"In post","2022","20-29","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","15","15","27070","21170"
"In post","2022","20-29","Digital, Data and Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Inner London - East","145","145","38210","36740"
"In post","2022","20-29","Digital, Data and Technology","Inner London - West","395","395","39200","37280"
"In post","2022","20-29","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Lancashire","50","50","32800","31990"
"In post","2022","20-29","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Merseyside","80","80","30760","30420"
"In post","2022","20-29","Digital, Data and Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","North Yorkshire","10","10","33770","28740"
"In post","2022","20-29","Digital, Data and Technology","Northern Ireland","20","20","33180","33080"
"In post","2022","20-29","Digital, Data and Technology","Northumberland, and Tyne and Wear","240","240","35240","33080"
