"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other","Overseas","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Male","Unknown","215","[c]","36610","33570"
"Leaver CS","2022","Other","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","Female","Heterosexual / straight","315","[c]","45540","41950"
"Leaver CS","2022","Policy","London","Female","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","Female","Undeclared","95","[c]","45160","42000"
"Leaver CS","2022","Policy","London","Female","Unknown","125","[c]","42890","38000"
"Leaver CS","2022","Policy","London","Male","Heterosexual / straight","320","[c]","51240","53130"
"Leaver CS","2022","Policy","London","Male","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","Male","Undeclared","90","[c]","54780","53360"
"Leaver CS","2022","Policy","London","Male","Unknown","95","[c]","46560","42300"
"Leaver CS","2022","Policy","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Outside London","Female","Heterosexual / straight","165","[c]","41400","36500"
"Leaver CS","2022","Policy","Outside London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Outside London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Outside London","Female","Unknown","55","[c]","40570","30050"
"Leaver CS","2022","Policy","Outside London","Male","Heterosexual / straight","120","[c]","48130","41540"
"Leaver CS","2022","Policy","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Outside London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Outside London","Male","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Female","Heterosexual / straight","60","[c]","49480","42730"
"Leaver CS","2022","Project Delivery","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Male","Heterosexual / straight","55","[c]","54510","55100"
"Leaver CS","2022","Project Delivery","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Female","Heterosexual / straight","165","[c]","36660","34320"
"Leaver CS","2022","Project Delivery","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Female","Unknown","45","[c]","39030","38260"
"Leaver CS","2022","Project Delivery","Outside London","Male","Heterosexual / straight","245","[c]","40360","38570"
"Leaver CS","2022","Project Delivery","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Male","Undeclared","45","[c]","43430","40580"
"Leaver CS","2022","Project Delivery","Outside London","Male","Unknown","50","[c]","38230","37660"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Female","Heterosexual / straight","90","[c]","32970","30840"
"Leaver CS","2022","Property","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Male","Heterosexual / straight","155","[c]","35220","33300"
"Leaver CS","2022","Property","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Male","Unknown","50","[c]","31510","26080"
"Leaver CS","2022","Property","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Female","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Female","Heterosexual / straight","140","[c]","40760","40060"
"Leaver CS","2022","Science and Engineering","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Male","Heterosexual / straight","55","[c]","45010","37700"
"Leaver CS","2022","Science and Engineering","London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","Female","Heterosexual / straight","285","[c]","38660","37450"
"Leaver CS","2022","Science and Engineering","Outside London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","Female","Undeclared","45","[c]","33390","32980"
"Leaver CS","2022","Science and Engineering","Outside London","Female","Unknown","50","[c]","36790","35900"
"Leaver CS","2022","Science and Engineering","Outside London","Male","Heterosexual / straight","485","[c]","36140","33000"
"Leaver CS","2022","Science and Engineering","Outside London","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","Male","Undeclared","90","[c]","37230","35260"
"Leaver CS","2022","Science and Engineering","Outside London","Male","Unknown","165","[c]","34040","30190"
"Leaver CS","2022","Science and Engineering","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Male","Heterosexual / straight","40","[c]","33510","29080"
"Leaver CS","2022","Security","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Female","Heterosexual / straight","80","[c]","30170","26670"
"Leaver CS","2022","Security","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Male","Heterosexual / straight","340","[c]","32460","29890"
"Leaver CS","2022","Security","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Male","Undeclared","65","[c]","35050","39070"
"Leaver CS","2022","Security","Outside London","Male","Unknown","90","[c]","28590","25540"
"Leaver CS","2022","Security","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
