"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO/HEO","10","10","35420","32010"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","South West (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","South West (England)","EO","10","10","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","AA/AO","15","15","20670","19750"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","EO","90","90","26870","25750"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","G6/G7","20","20","50850","48000"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","SEO/HEO","80","80","35230","34240"
"In post","2022","20-29","Office of Gas and Electricity Markets","Scotland","AA/AO","20","20","18900","18180"
"In post","2022","20-29","Office of Gas and Electricity Markets","Scotland","EO","85","85","24490","23700"
"In post","2022","20-29","Office of Gas and Electricity Markets","Scotland","G6/G7","15","15","46740","43650"
"In post","2022","20-29","Office of Gas and Electricity Markets","Scotland","SEO/HEO","50","50","32760","30950"
"In post","2022","20-29","Office of Gas and Electricity Markets","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Gas and Electricity Markets","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Gas and Electricity Markets","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Gas and Electricity Markets","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO/HEO","20","20","33740","31000"
"In post","2022","20-29","Office of Rail and Road","London","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Public Guardian","East Midlands (England)","AA/AO","45","45","20970","20970"
"In post","2022","20-29","Office of the Public Guardian","East Midlands (England)","EO","25","25","25180","25120"
"In post","2022","20-29","Office of the Public Guardian","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Public Guardian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Public Guardian","West Midlands (England)","AA/AO","180","165","20960","20970"
"In post","2022","20-29","Office of the Public Guardian","West Midlands (England)","EO","45","45","25130","25120"
"In post","2022","20-29","Office of the Public Guardian","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Scottish Charity Regulator","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Scottish Charity Regulator","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","South West (England)","AA/AO","40","40","20390","21270"
"In post","2022","20-29","Planning Inspectorate","South West (England)","EO","15","15","26050","26050"
"In post","2022","20-29","Planning Inspectorate","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","South West (England)","SEO/HEO","10","10","30320","30320"
"In post","2022","20-29","Planning Inspectorate","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Scotland","AA/AO","90","90","24690","25050"
"In post","2022","20-29","Registers of Scotland","Scotland","EO","55","55","30490","30840"
"In post","2022","20-29","Registers of Scotland","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Scotland","SEO/HEO","25","25","36130","37710"
"In post","2022","20-29","Revenue Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","Scotland","EO","5","5","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Royal Fleet Auxiliary","Unknown","Unknown","365","365","28260","28980"
"In post","2022","20-29","Rural Payments Agency","East Midlands (England)","AA/AO","15","15","20800","21300"
"In post","2022","20-29","Rural Payments Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","East of England","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","North East (England)","AA/AO","80","80","21240","21300"
"In post","2022","20-29","Rural Payments Agency","North East (England)","EO","20","20","25000","24920"
"In post","2022","20-29","Rural Payments Agency","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","North West (England)","AA/AO","110","110","21300","21300"
"In post","2022","20-29","Rural Payments Agency","North West (England)","EO","25","25","25020","24920"
"In post","2022","20-29","Rural Payments Agency","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","South West (England)","AA/AO","15","15","21300","21300"
"In post","2022","20-29","Rural Payments Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","West Midlands (England)","AA/AO","20","20","21300","21300"
"In post","2022","20-29","Rural Payments Agency","West Midlands (England)","EO","10","10","24940","24920"
"In post","2022","20-29","Rural Payments Agency","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","Yorkshire and The Humber","AA/AO","35","35","21300","21300"
"In post","2022","20-29","Rural Payments Agency","Yorkshire and The Humber","EO","15","15","25070","24920"
"In post","2022","20-29","Rural Payments Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Scotland","AA/AO","205","195","22330","22000"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Scotland","EO","70","70","28360","27080"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Scotland","SEO/HEO","20","20","35790","36360"
"In post","2022","20-29","Scottish Fiscal Commission","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government (excl. agencies)","Scotland","AA/AO","350","340","23470","24400"
"In post","2022","20-29","Scottish Government (excl. agencies)","Scotland","EO","420","420","28110","27230"
"In post","2022","20-29","Scottish Government (excl. agencies)","Scotland","G6/G7","70","70","52330","49860"
"In post","2022","20-29","Scottish Government (excl. agencies)","Scotland","SEO/HEO","745","740","35300","33070"
"In post","2022","20-29","Scottish Prison Service","Scotland","AA/AO","465","455","23220","22480"
"In post","2022","20-29","Scottish Prison Service","Scotland","EO","220","215","32060","32170"
"In post","2022","20-29","Scottish Prison Service","Scotland","SEO/HEO","15","15","39860","38610"
"In post","2022","20-29","Scottish Public Pensions Agency","Scotland","AA/AO","25","25","25250","25930"
"In post","2022","20-29","Scottish Public Pensions Agency","Scotland","EO","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Public Pensions Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","London","EO","20","20","27090","26090"
"In post","2022","20-29","Serious Fraud Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","London","SEO/HEO","35","35","35910","33100"
"In post","2022","20-29","Social Security Scotland","Scotland","AA/AO","260","255","21760","21050"
"In post","2022","20-29","Social Security Scotland","Scotland","EO","195","195","27550","27230"
"In post","2022","20-29","Social Security Scotland","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Security Scotland","Scotland","SEO/HEO","90","90","34760","31540"
"In post","2022","20-29","Standards and Testing Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Student Awards Agency for Scotland","Scotland","AA/AO","40","35","22600","23230"
"In post","2022","20-29","Student Awards Agency for Scotland","Scotland","EO","15","15","27640","27230"
"In post","2022","20-29","Student Awards Agency for Scotland","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","North West (England)","Unknown","25","25","31120","31600"
"In post","2022","20-29","Submarine Delivery Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","South West (England)","Unknown","405","405","28500","27540"
"In post","2022","20-29","Teaching Regulation Agency","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Teaching Regulation Agency","West Midlands (England)","EO","10","10","25000","25000"
"In post","2022","20-29","Teaching Regulation Agency","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","East of England","AA/AO","15","15","21430","21130"
"In post","2022","20-29","The Insolvency Service","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","London","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","London","EO","10","10","26760","26200"
"In post","2022","20-29","The Insolvency Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","North West (England)","AA/AO","15","15","21130","21130"
"In post","2022","20-29","The Insolvency Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","South East (England)","AA/AO","10","10","21450","21130"
"In post","2022","20-29","The Insolvency Service","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","South West (England)","AA/AO","20","20","21130","21130"
"In post","2022","20-29","The Insolvency Service","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","West Midlands (England)","AA/AO","30","30","20740","21130"
"In post","2022","20-29","The Insolvency Service","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Yorkshire and The Humber","AA/AO","10","10","20950","21130"
"In post","2022","20-29","The Insolvency Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","London","AA/AO","30","30","21020","20590"
"In post","2022","20-29","The National Archives","London","EO","25","25","23900","23240"
"In post","2022","20-29","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","London","SEO/HEO","35","35","31870","30000"
"In post","2022","20-29","Transport Scotland","Scotland","AA/AO","20","20","23430","23230"
"In post","2022","20-29","Transport Scotland","Scotland","EO","15","15","28400","27940"
"In post","2022","20-29","Transport Scotland","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Transport Scotland","Scotland","SEO/HEO","45","45","34920","34600"
"In post","2022","20-29","UK Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","London","SEO/HEO","10","10","40530","42500"
"In post","2022","20-29","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","London","EO","35","35","29190","29000"
"In post","2022","20-29","UK Export Finance","London","G6/G7","10","10","55550","52500"
"In post","2022","20-29","UK Export Finance","London","SEO/HEO","60","60","37610","36000"
"In post","2022","20-29","UK Health Security Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","East Midlands (England)","EO","15","15","23780","23390"
"In post","2022","20-29","UK Health Security Agency","East Midlands (England)","SEO/HEO","25","25","31990","28780"
"In post","2022","20-29","UK Health Security Agency","East of England","AA/AO","25","20","21910","21820"
"In post","2022","20-29","UK Health Security Agency","East of England","EO","15","15","25230","25010"
"In post","2022","20-29","UK Health Security Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","East of England","SEO/HEO","25","25","33590","32310"
"In post","2022","20-29","UK Health Security Agency","London","AA/AO","70","60","23850","23780"
"In post","2022","20-29","UK Health Security Agency","London","EO","190","175","27150","26880"
"In post","2022","20-29","UK Health Security Agency","London","G6/G7","70","70","55450","53360"
"In post","2022","20-29","UK Health Security Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","London","SEO/HEO","370","370","35360","32790"
"In post","2022","20-29","UK Health Security Agency","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","North West (England)","AA/AO","50","45","19990","19880"
"In post","2022","20-29","UK Health Security Agency","North West (England)","EO","35","35","24170","23390"
"In post","2022","20-29","UK Health Security Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","North West (England)","SEO/HEO","20","15","32550","31300"
"In post","2022","20-29","UK Health Security Agency","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","South East (England)","AA/AO","15","15","21850","21820"
"In post","2022","20-29","UK Health Security Agency","South East (England)","EO","5","5","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","South East (England)","SEO/HEO","25","25","33500","30460"
"In post","2022","20-29","UK Health Security Agency","South West (England)","AA/AO","85","75","20260","19880"
"In post","2022","20-29","UK Health Security Agency","South West (England)","EO","60","60","23870","23390"
"In post","2022","20-29","UK Health Security Agency","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","South West (England)","SEO/HEO","100","95","30920","28730"
"In post","2022","20-29","UK Health Security Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","West Midlands (England)","AA/AO","30","30","20130","19880"
"In post","2022","20-29","UK Health Security Agency","West Midlands (England)","EO","25","25","23710","23390"
"In post","2022","20-29","UK Health Security Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","West Midlands (England)","SEO/HEO","15","15","33460","34170"
"In post","2022","20-29","UK Health Security Agency","Yorkshire and The Humber","AA/AO","15","15","19920","19880"
"In post","2022","20-29","UK Health Security Agency","Yorkshire and The Humber","EO","20","20","24620","23690"
"In post","2022","20-29","UK Health Security Agency","Yorkshire and The Humber","G6/G7","15","15","56770","53360"
"In post","2022","20-29","UK Health Security Agency","Yorkshire and The Humber","SEO/HEO","100","95","32210","29840"
"In post","2022","20-29","UK Hydrographic Office","South West (England)","AA/AO","55","55","20520","20420"
"In post","2022","20-29","UK Hydrographic Office","South West (England)","EO","55","55","26860","26740"
"In post","2022","20-29","UK Hydrographic Office","South West (England)","SEO/HEO","40","40","35030","33290"
"In post","2022","20-29","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","UK Space Agency","London","SEO/HEO","25","25","36980","38210"
"In post","2022","20-29","UK Space Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","London","EO","10","10","26630","26630"
"In post","2022","20-29","UK Statistics Authority","London","G6/G7","15","15","55000","53210"
"In post","2022","20-29","UK Statistics Authority","London","SEO/HEO","130","125","35380","33710"
"In post","2022","20-29","UK Statistics Authority","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","South East (England)","AA/AO","75","60","19900","19860"
"In post","2022","20-29","UK Statistics Authority","South East (England)","EO","60","60","23910","23880"
"In post","2022","20-29","UK Statistics Authority","South East (England)","G6/G7","20","20","50680","50210"
"In post","2022","20-29","UK Statistics Authority","South East (England)","SEO/HEO","230","230","32820","30710"
"In post","2022","20-29","UK Statistics Authority","Wales","AA/AO","130","125","19890","19860"
"In post","2022","20-29","UK Statistics Authority","Wales","EO","110","105","23950","23880"
"In post","2022","20-29","UK Statistics Authority","Wales","G6/G7","45","45","51150","50210"
"In post","2022","20-29","UK Statistics Authority","Wales","SEO/HEO","450","445","33030","30710"
"In post","2022","20-29","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","East Midlands (England)","EO","10","10","25590","25000"
"In post","2022","20-29","Valuation Office Agency","East Midlands (England)","SEO/HEO","10","10","35410","32390"
"In post","2022","20-29","Valuation Office Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","East of England","EO","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","East of England","SEO/HEO","10","10","33880","31000"
"In post","2022","20-29","Valuation Office Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","London","EO","40","40","29610","29610"
"In post","2022","20-29","Valuation Office Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","London","SEO/HEO","70","70","37020","35680"
"In post","2022","20-29","Valuation Office Agency","North East (England)","AA/AO","95","90","21930","22010"
"In post","2022","20-29","Valuation Office Agency","North East (England)","EO","35","35","25720","26030"
"In post","2022","20-29","Valuation Office Agency","North East (England)","SEO/HEO","30","30","32970","31900"
"In post","2022","20-29","Valuation Office Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","North West (England)","EO","25","25","25620","26030"
"In post","2022","20-29","Valuation Office Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","North West (England)","SEO/HEO","40","40","33380","31900"
