"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","The National Archives","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","The National Archives","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","The National Archives","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","SEO/HEO","Unknown","45","45","35530","34770"
"In post","2022","Unknown","UK Export Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","AA/AO","Unknown","295","220","20500","19860"
"In post","2022","Unknown","UK Statistics Authority","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","EO","Unknown","120","115","24400","23880"
"In post","2022","Unknown","UK Statistics Authority","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","G6/G7","Unknown","130","125","53750","51210"
"In post","2022","Unknown","UK Statistics Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SEO/HEO","Unknown","340","330","34130","33710"
"In post","2022","Unknown","UK Supreme Court","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","AA/AO","Unknown","45","45","23900","24630"
"In post","2022","Unknown","Welsh Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","EO","Unknown","35","35","28020","29430"
"In post","2022","Unknown","Welsh Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","G6/G7","Unknown","40","40","62650","61440"
"In post","2022","Unknown","Welsh Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Welsh Government","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","SEO/HEO","Unknown","70","65","38390","38160"
"In post","2022","White","Attorney General's Departments","AA/AO","Heterosexual / straight","785","730","22590","22200"
"In post","2022","White","Attorney General's Departments","AA/AO","LGBO","70","65","22140","22200"
"In post","2022","White","Attorney General's Departments","AA/AO","Undeclared","30","30","21950","22200"
"In post","2022","White","Attorney General's Departments","AA/AO","Unknown","120","105","22630","22200"
"In post","2022","White","Attorney General's Departments","EO","Heterosexual / straight","950","890","27650","27350"
"In post","2022","White","Attorney General's Departments","EO","LGBO","85","80","27700","26970"
"In post","2022","White","Attorney General's Departments","EO","Undeclared","45","45","27880","27160"
"In post","2022","White","Attorney General's Departments","EO","Unknown","155","140","28470","28430"
"In post","2022","White","Attorney General's Departments","G6/G7","Heterosexual / straight","2620","2440","57440","55610"
"In post","2022","White","Attorney General's Departments","G6/G7","LGBO","170","160","59330","55610"
"In post","2022","White","Attorney General's Departments","G6/G7","Undeclared","110","100","58880","55610"
"In post","2022","White","Attorney General's Departments","G6/G7","Unknown","525","460","60100","58860"
"In post","2022","White","Attorney General's Departments","SCS level","Heterosexual / straight","180","170","88390","82630"
"In post","2022","White","Attorney General's Departments","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","White","Attorney General's Departments","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Attorney General's Departments","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","White","Attorney General's Departments","SEO/HEO","Heterosexual / straight","825","795","36170","36240"
"In post","2022","White","Attorney General's Departments","SEO/HEO","LGBO","55","55","36700","38000"
"In post","2022","White","Attorney General's Departments","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","White","Attorney General's Departments","SEO/HEO","Unknown","80","75","35210","34480"
"In post","2022","White","Cabinet Office","AA/AO","Heterosexual / straight","270","245","21560","21050"
"In post","2022","White","Cabinet Office","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2022","White","Cabinet Office","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2022","White","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Cabinet Office","EO","Heterosexual / straight","535","510","26250","26570"
"In post","2022","White","Cabinet Office","EO","LGBO","65","65","26110","26570"
"In post","2022","White","Cabinet Office","EO","Undeclared","35","35","27230","27500"
"In post","2022","White","Cabinet Office","EO","Unknown","10","10","[c]","[c]"
"In post","2022","White","Cabinet Office","G6/G7","Heterosexual / straight","1645","1610","58130","54700"
"In post","2022","White","Cabinet Office","G6/G7","LGBO","195","190","57240","54700"
"In post","2022","White","Cabinet Office","G6/G7","Undeclared","130","125","58140","54760"
"In post","2022","White","Cabinet Office","G6/G7","Unknown","70","65","59710","56850"
"In post","2022","White","Cabinet Office","SCS level","Heterosexual / straight","390","380","97340","86850"
"In post","2022","White","Cabinet Office","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","White","Cabinet Office","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","White","Cabinet Office","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","White","Cabinet Office","SEO/HEO","Heterosexual / straight","1570","1530","36190","35590"
"In post","2022","White","Cabinet Office","SEO/HEO","LGBO","180","180","35880","34720"
"In post","2022","White","Cabinet Office","SEO/HEO","Undeclared","105","105","36780","35790"
"In post","2022","White","Cabinet Office","SEO/HEO","Unknown","45","45","36300","37300"
"In post","2022","White","Chancellor's other departments","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","White","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","G6/G7","Heterosexual / straight","120","115","79690","73440"
"In post","2022","White","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Chancellor's other departments","SEO/HEO","Heterosexual / straight","70","70","42160","42100"
"In post","2022","White","Chancellor's other departments","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","White","Chancellor's other departments","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","White","Charity Commission","EO","Heterosexual / straight","50","50","24930","24440"
"In post","2022","White","Charity Commission","EO","LGBO","5","5","[c]","[c]"
"In post","2022","White","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","EO","Unknown","10","10","[c]","[c]"
"In post","2022","White","Charity Commission","G6/G7","Heterosexual / straight","35","30","53760","51070"
"In post","2022","White","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","White","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","SEO/HEO","Heterosexual / straight","125","120","32230","29160"
"In post","2022","White","Charity Commission","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","White","Charity Commission","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Charity Commission","SEO/HEO","Unknown","40","40","33020","30470"
"In post","2022","White","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","EO","Heterosexual / straight","30","30","28340","27920"
"In post","2022","White","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","G6/G7","Heterosexual / straight","275","260","65190","61870"
"In post","2022","White","Competition and Markets Authority","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","SCS level","Heterosexual / straight","95","95","106130","99590"
"In post","2022","White","Competition and Markets Authority","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","90","90","37630","35260"
"In post","2022","White","Competition and Markets Authority","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","665","610","21540","21250"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","65","65","20830","21120"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","45","40","21770","21580"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","125","105","22060","22740"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","1035","975","26400","25630"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","EO","LGBO","95","90","26040","24730"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","EO","Undeclared","70","70","26640","26380"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","EO","Unknown","75","70","27080","27380"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","2505","2415","57420","56450"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","210","210","57310","54700"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","190","185","57510","55470"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","60","55","59780","60790"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","285","275","89090","82710"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","3450","3310","37810","38200"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","355","350","37270","37820"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","290","275","38150","38670"
"In post","2022","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","135","130","38380","39490"
"In post","2022","White","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","85","80","26760","26180"
"In post","2022","White","Department for Digital, Culture, Media and Sport","EO","LGBO","15","15","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","565","555","56400","54700"
"In post","2022","White","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","90","90","55870","53070"
"In post","2022","White","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","85","80","84960","75830"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","405","400","35430","34020"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","75","75","35010","34020"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","40","40","34690","34020"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Education","AA/AO","Heterosexual / straight","55","50","21500","21250"
"In post","2022","White","Department for Education","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","White","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Education","EO","Heterosexual / straight","455","440","25950","25000"
"In post","2022","White","Department for Education","EO","LGBO","45","45","25830","25000"
"In post","2022","White","Department for Education","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","White","Department for Education","EO","Unknown","15","15","[c]","[c]"
"In post","2022","White","Department for Education","G6/G7","Heterosexual / straight","1990","1910","55840","53420"
"In post","2022","White","Department for Education","G6/G7","LGBO","150","145","56610","53760"
"In post","2022","White","Department for Education","G6/G7","Undeclared","130","125","55820","53420"
"In post","2022","White","Department for Education","G6/G7","Unknown","145","135","57220","54400"
"In post","2022","White","Department for Education","SCS level","Heterosexual / straight","200","190","82950","74100"
"In post","2022","White","Department for Education","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","White","Department for Education","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Department for Education","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","White","Department for Education","SEO/HEO","Heterosexual / straight","2270","2180","35310","36500"
"In post","2022","White","Department for Education","SEO/HEO","LGBO","235","230","35200","36500"
"In post","2022","White","Department for Education","SEO/HEO","Undeclared","160","150","35950","36500"
"In post","2022","White","Department for Education","SEO/HEO","Unknown","135","125","36390","36630"
"In post","2022","White","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","1120","1015","21790","21300"
"In post","2022","White","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","95","90","21910","21300"
"In post","2022","White","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","90","85","21690","21300"
"In post","2022","White","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","170","150","21490","21300"
"In post","2022","White","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","1275","1205","26070","25190"
"In post","2022","White","Department for Environment, Food and Rural Affairs","EO","LGBO","105","105","26100","25190"
"In post","2022","White","Department for Environment, Food and Rural Affairs","EO","Undeclared","85","80","26280","25560"
"In post","2022","White","Department for Environment, Food and Rural Affairs","EO","Unknown","175","155","25860","25460"
"In post","2022","White","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","1705","1645","54340","53200"
"In post","2022","White","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","135","130","53350","52290"
"In post","2022","White","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","125","120","54920","53870"
"In post","2022","White","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","100","95","53490","51690"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","150","145","83920","77450"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","3010","2885","35030","35900"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","270","265","34450","34000"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","265","255","35380","35900"
"In post","2022","White","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","280","270","34210","34080"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","EO","Heterosexual / straight","85","85","27500","26510"
"In post","2022","White","Department for International Trade","EO","LGBO","15","15","[c]","[c]"
"In post","2022","White","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","G6/G7","Heterosexual / straight","545","535","56460","53600"
"In post","2022","White","Department for International Trade","G6/G7","LGBO","70","70","56090","53380"
"In post","2022","White","Department for International Trade","G6/G7","Undeclared","35","35","56750","54090"
"In post","2022","White","Department for International Trade","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","White","Department for International Trade","SCS level","Heterosexual / straight","100","100","88460","77700"
"In post","2022","White","Department for International Trade","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","White","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","SEO/HEO","Heterosexual / straight","475","470","36150","37180"
"In post","2022","White","Department for International Trade","SEO/HEO","LGBO","75","75","36580","38160"
"In post","2022","White","Department for International Trade","SEO/HEO","Undeclared","35","35","36270","35560"
"In post","2022","White","Department for International Trade","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","White","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","95","85","22700","22560"
"In post","2022","White","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","White","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","35","30","22320","22560"
"In post","2022","White","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","185","175","27540","27530"
"In post","2022","White","Department for Levelling Up, Housing and Communities","EO","LGBO","35","35","27250","27850"
"In post","2022","White","Department for Levelling Up, Housing and Communities","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Department for Levelling Up, Housing and Communities","EO","Unknown","20","20","[c]","[c]"
"In post","2022","White","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","1105","1050","56360","53650"
"In post","2022","White","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","115","115","55550","53130"
"In post","2022","White","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","55","50","56010","53510"
"In post","2022","White","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","25","20","[c]","[c]"
"In post","2022","White","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","115","110","85590","77600"
